name,nomenclature,source_db_name,normalized_gene_id,aliases
VAX1,Gene Symbol,Pharos,hgnc:12660,UNIPROT:Q5SQQ9|VENTRAL ANTERIOR HOMEOBOX 1
MST1,Gene Symbol,NCBI,hgnc:7380,D3F15S2|DNF15S2|ensembl:ENSG00000173531|HGFL|hgnc:7380|macrophage stimulating 1|MSP|ncbigene:4485|NF15S2|omim:142408
GRIN3A,Gene Symbol,ChEMBL,hgnc:16767,"CHEMBL:CHEMBL2094124|GLUTAMATE RECEPTOR IONOTROPIC, NMDA 3A|UNIPROT:Q8TCU5"
MNX1,Gene Symbol,CarisMolecularIntelligence,hgnc:4979,
TLL2,Gene Symbol,FoundationOneGenes,hgnc:11844,
IUPHAR.RECEPTOR:1938,GuideToPharmacology ID,GuideToPharmacology,hgnc:11391,AURKC|AURORA KINASE C|HGNC:11391|REFSEQ:NM_001015878|REFSEQ:NP_001015878|UNIPROT:Q9UQB9
IGHM,Gene Name,HingoraniCasas,hgnc:5541,ENSEMBL:ENSG00000211899|IGHM
AZU1,Gene Symbol,Ensembl,hgnc:913,azurocidin 1|ensembl:ENSG00000172232|hgnc:913
HCP5,Gene Symbol,NCBI,hgnc:21659,6S2650E|D6S2650E|ensembl:ENSG00000206337|HCP5|hgnc:21659|HLA complex P5|LOC154638|LOC221329|LOC221530|LOC91955|ncbigene:10866|omim:604676|P5-1
STAG2,Gene Symbol,CarisMolecularIntelligence,hgnc:11355,
HTRA1,Gene Name,HingoraniCasas,hgnc:9476,ENSEMBL:ENSG00000166033|HTRA1
TP53,Gene Symbol,TALC,hgnc:11998,NCBIGENE:7157
CA11,Gene Name,HingoraniCasas,hgnc:1370,CA11|ENSEMBL:ENSG00000063180
TAFA3,Gene Symbol,NCBI,hgnc:21590,ensembl:ENSG00000184599|FAM19A3|hgnc:21590|ncbigene:284467|omim:617497|TAFA chemokine like family member 3|TAFA-3
IUPHAR.RECEPTOR:2077,GuideToPharmacology ID,GuideToPharmacology,hgnc:6854,HGNC:6854|MAP3K2|MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 2|REFSEQ:NM_006609|REFSEQ:NP_006600|UNIPROT:Q9Y2U5
PCED1A,Gene Symbol,NCBI,hgnc:16212,bA12M19.1|C20orf81|ensembl:ENSG00000132635|FAM113A|hgnc:16212|ncbigene:64773|PC-esterase domain containing 1A
KLRK1,Gene Name,PharmGKB,hgnc:18788,PHARMGKB.GENE:PA128394594
PITPNA,Gene Name,DrugBank,hgnc:9001,GENBANK:189939|HGNC:9001|M73704|PIPNA_HUMAN|PITPNA|UNIPROT:Q00169
BUB1B,Gene Symbol,HumanProteinAtlas,hgnc:1149,BUB1 MITOTIC CHECKPOINT SERINE/THREONINE KINASE B|BUB1A|BUBR1|ENSEMBL:ENSG00000156970|MAD3L|SSK1|UNIPROT:O60566
ELFN1-AS1,Gene Symbol,CIViC,hgnc:39071,CIVIC.GID:41692|ELFN1 ANTISENSE RNA 1|MYCLO-2|NCBI.GENE:101927125
AGBL5,Gene Symbol,Ensembl,hgnc:26147,AGBL carboxypeptidase 5|ensembl:ENSG00000084693|hgnc:26147
ALDH1B1,Gene Symbol,Ensembl,hgnc:407,aldehyde dehydrogenase 1 family member B1|ensembl:ENSG00000137124|hgnc:407
EUKARYOTIC ELONGATION FACTOR 2 KINASE,Gene Name,TTD,hgnc:24615,EEF-2K|TTD.TARGET:T92494
IUPHAR.RECEPTOR:1627,GuideToPharmacology ID,GuideToPharmacology,hgnc:1502,CASP14|CASPASE 14|HGNC:1502|REFSEQ:NM_012114|REFSEQ:NP_036246|UNIPROT:P31944
XPNPEP3,Gene Symbol,dGene,hgnc:28052,APP3|NCBIGENE:63929|NPHPL1
CDC14B,Gene Symbol,Ensembl,hgnc:1719,cell division cycle 14B|ensembl:ENSG00000081377|hgnc:1719
ENSEMBL:ENSG00000133149,Ensembl Gene ID,RussLampel,hgnc:11735,TESTIS EXPRESSED PROTEIN 13A|TEX13A
ENSEMBL:ENSG00000164933,Ensembl Gene ID,RussLampel,hgnc:29683,MFTC_HUMAN|MITOCHONDRIAL FOLATE TRANSPORTER/CARRIER
MARK1,Gene Symbol,IDG,hgnc:6896,
YKGO,Gene Symbol,ChEMBL,,CHEMBL:CHEMBL2363135|LARGE RIBOSOMAL SUBUNIT PROTEIN BL36B|UNIPROT:Q2EEQ2
HLA-G,Gene Symbol,Tempus,hgnc:4964,
ADGRA1,Gene Symbol,IDG,hgnc:13838,
SRF,Gene Symbol,NCBI,hgnc:11291,ensembl:ENSG00000112658|hgnc:11291|MCM1|ncbigene:6722|omim:600589|serum response factor
PKN1,Gene Name,DrugBank,hgnc:9405,HGNC:9405|IUPHAR.RECEPTOR:1520|PKN1|PKN1_HUMAN|UNIPROT:Q16512
RAD51,Gene Symbol,Oncomine,hgnc:9817,
SLC12A3,Gene Symbol,ChEMBL,hgnc:10912,CHEMBL:CHEMBL1876|SOLUTE CARRIER FAMILY 12 MEMBER 3|UNIPROT:P55017
PRDX5,Gene Name,DrugBank,hgnc:9355,AJ249483|GENBANK:6523289|HGNC:9355|PRDX5|PRDX5_HUMAN|UNIPROT:P30044
PIP4K2B,Gene Symbol,Ensembl,hgnc:8998,ensembl:ENSG00000276293|hgnc:8998|phosphatidylinositol-5-phosphate 4-kinase type 2 beta
GRIN2A,Gene Symbol,Pharos,hgnc:4585,"GLUTAMATE RECEPTOR IONOTROPIC, NMDA 2A|UNIPROT:Q12879"
SYK,Gene Symbol,FoundationOneGenes,hgnc:11491,
ENSEMBL:ENSG00000187805,Ensembl Gene ID,RussLampel,hgnc:4192,GCGR|GLUCAGON RECEPTOR PRECURSOR (GL-R)
SSTR3,Gene Symbol,ChEMBL,hgnc:11332,CHEMBL:CHEMBL2028|CHEMBL:CHEMBL2111436|SOMATOSTATIN RECEPTOR TYPE 3|UNIPROT:P32745
BPNT2,Gene Symbol,HGNC,hgnc:26019,"3.1.3.7|3'(2'), 5'-bisphosphate nucleotidase 2|ccds:CCDS6169|ensembl:ENSG00000104331|FLJ20421|gPAPP|hgnc:26019|IMPA3|IMPAD1|ncbigene:54928|omim:614010|orphanet:280591|pubmed:18695242|pubmed:21549340|pubmed:22289690|pubmed:24799377|refseq:NM_017813|ucsc:uc003xte.5|uniprot:Q9NX62|vega:OTTHUMG00000164415"
ALOX12B,Gene Symbol,Ensembl,hgnc:430,"arachidonate 12-lipoxygenase, 12R type|ensembl:ENSG00000179477|hgnc:430"
RPL37,Gene Symbol,ChEMBL,hgnc:10347,CHEMBL:CHEMBL3987582|LARGE RIBOSOMAL SUBUNIT PROTEIN EL37|UNIPROT:P61927
GPR160,Gene Symbol,HGNC,hgnc:23693,ccds:CCDS3211|ena.embl:AB083583|ensembl:ENSG00000173890|G protein-coupled receptor 160|GPCR1|GPCR150|hgnc:23693|ncbigene:26996|pubmed:12044878|refseq:NM_014373|ucsc:uc003fgi.4|uniprot:Q9UJ42|vega:OTTHUMG00000158776
ACKR3,Gene Name,HingoraniCasas,hgnc:23692,ACKR3|ENSEMBL:ENSG00000144476
ENSEMBL:ENSG00000170209,Ensembl Gene ID,RussLampel,hgnc:21027,ANKK1|ANKYRIN REPEAT AND KINASE DOMAIN CONTAINING 1|REFSEQ:NP_848605
DUX4,Gene Symbol,HGNC,hgnc:50800,ccds:CCDS77990|ccds:CCDS93681|double homeobox 4|ensembl:ENSG00000260596|hgnc:50800|ncbigene:100288687|omim:606009|orphanet:476816|pubmed:20724583|refseq:NM_001293798|uniprot:Q9UBX2|vega:OTTHUMG00000175568
CPT1A,Gene Symbol,NCBI,hgnc:2328,carnitine palmitoyltransferase 1A|CPT I|CPT1|CPT1-L|CPTI-L|ensembl:ENSG00000110090|hgnc:2328|L-CPT1|ncbigene:1374|omim:600528
RNPEP,Gene Symbol,NCBI,hgnc:10078,AP-B|APB|arginyl aminopeptidase|DKFZp547H084|ensembl:ENSG00000176393|hgnc:10078|ncbigene:6051|omim:602675
OR9A1P,Gene Symbol,dGene,hgnc:8486,HSHTPCRX06|HTPCRX06|NCBIGENE:26495|OR9A1|OR9A5P
MYL3,Gene Symbol,ChEMBL,hgnc:7584,CHEMBL:CHEMBL3831286|MYOSIN LIGHT CHAIN 3|UNIPROT:P08590
PGAM5,Gene Symbol,NCBI,hgnc:28763,"BXLBV68|ensembl:ENSG00000247077|hgnc:28763|ncbigene:192111|omim:614939|PGAM family member 5, mitochondrial serine/threonine protein phosphatase"
GLMN,Gene Symbol,Ensembl,hgnc:14373,"ensembl:ENSG00000174842|glomulin, FKBP associated protein|hgnc:14373"
RNF111,Gene Symbol,HGNC,hgnc:17384,ARK|Arkadia|ccds:CCDS10169|ccds:CCDS58365|ccds:CCDS58366|ccds:CCDS81888|DKFZP761D081|ena.embl:AL157474|ensembl:ENSG00000157450|FLJ38008|hgnc:17384|ncbigene:54778|omim:605840|pubmed:11298452|refseq:NM_017610|ring finger protein 111|ucsc:uc002afs.5|uniprot:Q6ZNA4|vega:OTTHUMG00000132716
DOXG,Gene Name,DrugBank,,GENBANK:294350|M60405|NAHC_PSEU8|UNIPROT:P0A108
FOLP,Gene Name,DrugBank,,AE016879|DHPS_ECOLI|GENBANK:41273|Q81VW8_BACAN|UNIPROT:P0AC13|UNIPROT:Q81VW8|X68776
KLKB1,Gene Symbol,dGene,hgnc:6371,KLK3|NCBIGENE:3818|PPK
NECTIN4,Gene Symbol,NCBI,hgnc:19688,EDSS1|ensembl:ENSG00000143217|hgnc:19688|LNIR|LOC112621|LOC115830|LOC91969|ncbigene:81607|nectin cell adhesion molecule 4|nectin-4|omim:609607|PRR4|PVRL4
NLRP5,Gene Symbol,HGNC,hgnc:21269,ccds:CCDS12938|CLR19.8|ena.embl:AY154460|ensembl:ENSG00000171487|hgnc:21269|MATER|NALP5|ncbigene:126206|NLR family pyrin domain containing 5|omim:609658|PAN11|pubmed:11925379|pubmed:12563287|PYPAF8|refseq:NM_153447|ucsc:uc002qmj.4|uniprot:P59047|vega:OTTHUMG00000149887
SPTLC1,Gene Symbol,HumanProteinAtlas,hgnc:11277,ENSEMBL:ENSG00000090054|HLCB1|HSAN1|HSN1|LCB1|SERINE PALMITOYLTRANSFERASE LONG CHAIN BASE SUBUNIT 1|SPTI|UNIPROT:O15269
TAB3,Gene Symbol,NCBI,hgnc:30681,ensembl:ENSG00000157625|hgnc:30681|MAP3K7IP3|NAP1|ncbigene:257397|omim:300480|TGF-beta activated kinase 1 (MAP3K7) binding protein 3
GGA1,Gene Symbol,Pharos,hgnc:17842,ADP-RIBOSYLATION FACTOR-BINDING PROTEIN GGA1|UNIPROT:Q9UJY5
GTF2B,Gene Name,NCI,hgnc:4648,
OR4D11,Gene Symbol,GO,hgnc:15174,OLFACTORY RECEPTOR 4D11|OR4D11P
ITPR3,Gene Symbol,HGNC,hgnc:6182,"ccds:CCDS4783|ena.embl:D26351|ensembl:ENSG00000096433|hgnc:6182|inositol 1,4,5-trisphosphate receptor type 3|IP3R3|ncbigene:3710|omim:147267|pubmed:8081734|pubmed:8288584|refseq:NM_002224|ucsc:uc063nyh.1|uniprot:Q14573|vega:OTTHUMG00000014532"
SLCO5A1,Gene Symbol,HGNC,hgnc:19046,ccds:CCDS55242|ccds:CCDS55243|ccds:CCDS6205|ena.embl:AF205075|ensembl:ENSG00000137571|hgnc:19046|merops:I01.972|ncbigene:81796|OATP-J|OATP5A1|OATPRP4|omim:613543|pubmed:12507753|refseq:NM_030958|SLC21A15|solute carrier organic anion transporter family member 5A1|ucsc:uc003xyl.4|uniprot:Q9H2Y9|vega:OTTHUMG00000165121
IKZF2,Gene Symbol,Pharos,hgnc:13177,UNIPROT:Q9UKS7|ZINC FINGER PROTEIN HELIOS
PBPC,Gene Symbol,ChEMBL,,"CHEMBL:CHEMBL2363020|PEPTIDOGLYCAN D,D-TRANSPEPTIDASE FTSI|UNIPROT:Q51505"
GLO1,Gene Symbol,Ensembl,hgnc:4323,ensembl:ENSG00000124767|glyoxalase I|hgnc:4323
TRPM8,Gene Symbol,GO,hgnc:17961,LTRPC6|TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY M MEMBER 8|TRPP8
S1PR1,Gene Symbol,Pharos,hgnc:3165,SPHINGOSINE 1-PHOSPHATE RECEPTOR 1|UNIPROT:P21453
UCHL3,Gene Symbol,dGene,hgnc:12515,NCBIGENE:7347|UCH-L3
OR8G2P,Gene Symbol,Pharos,hgnc:8485,PUTATIVE OLFACTORY RECEPTOR 8G2|UNIPROT:Q6IF36
STK32A,Gene Symbol,GO,hgnc:28317,SERINE/THREONINE-PROTEIN KINASE 32A|YANK1
VIP,Gene Symbol,HGNC,hgnc:12693,ccds:CCDS5240|ccds:CCDS5241|ensembl:ENSG00000146469|hgnc:12693|ncbigene:7432|omim:192320|refseq:NM_003381|ucsc:uc003qpe.6|uniprot:P01282|vasoactive intestinal peptide|vega:OTTHUMG00000015851
TAC1,Gene Symbol,HGNC,hgnc:11517,ccds:CCDS5649|ccds:CCDS5650|ccds:CCDS5651|ena.embl:M68907|ensembl:ENSG00000006128|hgnc:11517|ncbigene:6863|NKNA|NPK|omim:162320|pubmed:1708336|refseq:NM_003182|TAC2|tachykinin precursor 1|ucsc:uc003uop.5|uniprot:P20366|vega:OTTHUMG00000154069
ARHGAP1,Gene Symbol,Ensembl,hgnc:673,ensembl:ENSG00000175220|hgnc:673|Rho GTPase activating protein 1
OR5K2,Gene Symbol,dGene,hgnc:14774,NCBIGENE:402135|OR3-9
NRG3,Gene Symbol,Ensembl,hgnc:7999,ensembl:ENSG00000185737|hgnc:7999|neuregulin 3
ACSL6,Gene Symbol,NCBI,hgnc:16496,ACS2|acyl-CoA synthetase long chain family member 6|DKFZp547D104|ensembl:ENSG00000164398|FACL6|hgnc:16496|LACS 6|LACS2|LACS5|ncbigene:23305|omim:604443
EYA1,Gene Symbol,Ensembl,hgnc:3519,ensembl:ENSG00000104313|EYA transcriptional coactivator and phosphatase 1|hgnc:3519
IKBKE,Gene Name,DTC,hgnc:14552,
CHMP1A,Gene Symbol,NCBI,hgnc:8740,charged multivesicular body protein 1A|CHMP1|ensembl:ENSG00000131165|hgnc:8740|ncbigene:5119|omim:164010|PCH8|PCOLN3|PRSM1|VPS46-1|VPS46A
CGREF1,Gene Symbol,Ensembl,hgnc:16962,cell growth regulator with EF-hand domain 1|ensembl:ENSG00000138028|hgnc:16962
IUPHAR.RECEPTOR:2133,GuideToPharmacology ID,GuideToPharmacology,hgnc:8590,HGNC:8590|P21 (RAC1) ACTIVATED KINASE 1|PAK1|REFSEQ:NM_001128620|REFSEQ:NP_001122092|UNIPROT:Q13153
CDC42BPA,Gene Symbol,Ensembl,hgnc:1737,CDC42 binding protein kinase alpha|ensembl:ENSG00000143776|hgnc:1737
DTX2P1,Gene Symbol,Ensembl,hgnc:42352,DTX2 pseudogene 1|ensembl:ENSG00000186704|hgnc:42352
SLC22A8,Gene Symbol,ChEMBL,hgnc:10972,CHEMBL:CHEMBL1641348|ORGANIC ANION TRANSPORTER 3|UNIPROT:Q8TCC7
NT5C2,Gene Symbol,HGNC,hgnc:8022,"3.1.3.5|5'-nucleotidase, cytosolic II|ccds:CCDS7544|ccds:CCDS91339|ccds:CCDS91340|cN-II|cosmic:NT5C2|ena.embl:D38524|ensembl:ENSG00000076685|GMP|hgnc:8022|ncbigene:22978|NT5B|omim:600417|orphanet:398201|PNT5|pubmed:24482476|pubmed:28327087|pubmed:7999131|refseq:NM_012229|SPG45|SPG65|ucsc:uc001kwq.4|uniprot:P49902|vega:OTTHUMG00000018981"
ENSEMBL:ENSG00000182631,Ensembl Gene ID,RussLampel,hgnc:24883,RELAXIN 3 RECEPTOR 1 (SOMATOSTATIN- AND ANGIOTENSIN-LIKE PEPTIDE RECEPTOR) (G-PROTEIN COUPLED RECEPTOR SALPR) (GPCR135)|RLN3R1
IUPHAR.RECEPTOR:2167,GuideToPharmacology ID,GuideToPharmacology,hgnc:29650,"HGNC:29650|PKMYT1|PROTEIN KINASE, MEMBRANE ASSOCIATED TYROSINE/THREONINE 1|REFSEQ:NM_001258450|REFSEQ:NP_004194|UNIPROT:Q99640"
UNIPROT:Q03431,UniProtKB ID,HopkinsGroom,hgnc:9608,ENSEMBL:ENSG00000160801|NCBIGENE:5745|PARATHYROID HORMONE/PARATHYROID HORMONE-RELATED PEPTIDE RECEPTOR|PTH1R|PTH1R_HUMAN
MEGF11,Gene Symbol,HGNC,hgnc:29635,ccds:CCDS10213|ccds:CCDS92026|ccds:CCDS92027|DKFZp434L121|ena.embl:AB058677|ensembl:ENSG00000157890|hgnc:29635|KIAA1781|multiple EGF like domains 11|ncbigene:84465|omim:612454|pubmed:11347906|refseq:NM_032445|ucsc:uc002apn.2|uniprot:A6BM72|vega:OTTHUMG00000133175
SVEP1,Gene Symbol,Ensembl,hgnc:15985,"ensembl:ENSG00000165124|hgnc:15985|sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
ELAVL2,Gene Symbol,Ensembl,hgnc:3313,ELAV like RNA binding protein 2|ensembl:ENSG00000107105|hgnc:3313
IRF6,Gene Symbol,Pharos,hgnc:6121,INTERFERON REGULATORY FACTOR 6|UNIPROT:O14896
DICKKOPF-RELATED PROTEIN 3,Gene Name,TTD,hgnc:2893,DKK3|TTD.TARGET:T96916
UNIPROT:Q06187,UniProtKB ID,TdgClinicalTrial,hgnc:1133,BTK
TXNDC5,Gene Symbol,HGNC,hgnc:21073,ccds:CCDS4505|ccds:CCDS47369|ena.embl:AK025006|EndoPDI|ensembl:ENSG00000239264|ERp46|FLJ21353|FLJ90810|Hcc-2|hgnc:21073|MGC3178|ncbigene:81567|omim:616412|PDIA15|refseq:NM_030810|thioredoxin domain containing 5|ucsc:uc003mxv.4|uniprot:Q8NBS9|vega:OTTHUMG00000014216
LAMB3,Gene Symbol,HGNC,hgnc:6490,BM600-125kDa|ccds:CCDS1487|ena.embl:D37766|ensembl:ENSG00000196878|hgnc:6490|kalinin-140kDa|laminin subunit beta 3|LAMNB1|ncbigene:3914|nicein-125kDa|omim:150310|orphanet:122974|pubmed:7774918|pubmed:8088808|refseq:NM_000228|ucsc:uc001hhh.4|uniprot:Q13751|vega:OTTHUMG00000036360
NUTM1,Gene Symbol,Ensembl,hgnc:29919,ensembl:ENSG00000184507|hgnc:29919|NUT midline carcinoma family member 1
ARRDC4,Gene Symbol,Ensembl,hgnc:28087,arrestin domain containing 4|ensembl:ENSG00000140450|hgnc:28087
NPEPPS,Gene Symbol,Ensembl,hgnc:7900,aminopeptidase puromycin sensitive|ensembl:ENSG00000141279|hgnc:7900
PEX2,Gene Symbol,HGNC,hgnc:9717,ccds:CCDS6221|ena.embl:M86852|ensembl:ENSG00000164751|hgnc:9717|ncbigene:5828|omim:170993|orphanet:118174|PAF-1|peroxisomal biogenesis factor 2|PMP35|pubmed:1546315|pubmed:8858157|PXMP3|refseq:NM_000318|RNF72|ucsc:uc003yax.4|uniprot:P28328|vega:OTTHUMG00000164530|ZWS3
RPA2,Gene Symbol,HGNC,hgnc:10290,ccds:CCDS314|ccds:CCDS72740|ena.embl:BC021257|ensembl:ENSG00000117748|hgnc:10290|ncbigene:6118|omim:179836|pubmed:8454588|refseq:NM_002946|replication protein A2|ucsc:uc001bpe.3|uniprot:P15927|vega:OTTHUMG00000003915
STAT5B,Gene Symbol,NCBI,hgnc:11367,ensembl:ENSG00000173757|GHISID2|hgnc:11367|LOC107984978|ncbigene:6777|omim:604260|signal transducer and activator of transcription 5B|STAT5
UNIPROT:P11049,UniProtKB ID,TdgClinicalTrial,hgnc:1666,CD37
XPNPEP2,Gene Symbol,Ensembl,hgnc:12823,ensembl:ENSG00000122121|hgnc:12823|X-prolyl aminopeptidase 2
POLK,Gene Symbol,Ensembl,hgnc:9183,DNA polymerase kappa|ensembl:ENSG00000122008|hgnc:9183
LEPROT,Gene Symbol,Ensembl,hgnc:29477,ensembl:ENSG00000213625|hgnc:29477|leptin receptor overlapping transcript
LMO2,Gene Symbol,Ensembl,hgnc:6642,ensembl:ENSG00000135363|hgnc:6642|LIM domain only 2
IUPHAR.RECEPTOR:236,GuideToPharmacology ID,GuideToPharmacology,hgnc:4046,FRIZZLED CLASS RECEPTOR 8|FZD<SUB>8</SUB>|FZD8|HGNC:4046|REFSEQ:NM_031866|REFSEQ:NP_114072|UNIPROT:Q9H461
NCOR2,Gene Name,HingoraniCasas,hgnc:7673,ENSEMBL:ENSG00000196498|NCOR2
DAPK2,Gene Name,DrugBank,hgnc:2675,DAPK2|DAPK2_HUMAN|HGNC:2675|UNIPROT:Q9UIK4
PRMT7,Gene Symbol,NCBI,hgnc:25557,ensembl:ENSG00000132600|hgnc:25557|ncbigene:54496|omim:610087|protein arginine methyltransferase 7|SBIDDS
STT3A,Gene Symbol,HGNC,hgnc:6172,2.4.99.18|ccds:CCDS60998|ccds:CCDS8458|ena.embl:BC020965|ensembl:ENSG00000134910|hgnc:6172|ITM1|MGC9042|ncbigene:3703|omim:601134|orphanet:377662|pubmed:10234787|pubmed:8634329|pubmed:8941377|refseq:NM_152713|STT3 oligosaccharyltransferase complex catalytic subunit A|STT3-A|TMC|ucsc:uc001qcd.4|uniprot:P46977|vega:OTTHUMG00000165852
PTPN6,Gene Symbol,NCBI,hgnc:9658,ensembl:ENSG00000111679|HCP|HCPH|hgnc:9658|HPTP1C|ncbigene:5777|omim:176883|protein tyrosine phosphatase non-receptor type 6|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1
ETV6,Gene Symbol,MskImpact,hgnc:3495,
OR4S1,Gene Symbol,GO,hgnc:14705,OLFACTORY RECEPTOR 4S1
ADRB3,Gene Symbol,HGNC,hgnc:288,adrenoceptor beta 3|ccds:CCDS6099|ena.embl:AY487247|ensembl:ENSG00000188778|hgnc:288|ncbigene:155|omim:109691|pubmed:15123695|pubmed:7898940|refseq:NM_000025|ucsc:uc003xkr.3|uniprot:P13945|vega:OTTHUMG00000164028
SRP14,Gene Symbol,NCBI,hgnc:11299,ALURBP|ensembl:ENSG00000140319|hgnc:11299|ncbigene:6727|omim:600708|signal recognition particle 14
GROWTH/DIFFERENTIATION FACTOR 2,Gene Name,TTD,hgnc:4217,GDF2|TTD.TARGET:T27611
ELECTRON TRANSPORT COMPLEX III,Gene Name,TTD,,COMPLEX III|TTD.TARGET:T07569
PKHD1,Gene Symbol,NCBI,hgnc:9016,ARPKD|ensembl:ENSG00000170927|FCYT|FPC|hgnc:9016|LOC135381|LOC168040|LOC168041|ncbigene:5314|omim:606702|PCYT|PKD4|PKHD1 ciliary IPT domain containing fibrocystin/polyductin|TIGM1
INO80E,Gene Symbol,Ensembl,hgnc:26905,ensembl:ENSG00000169592|hgnc:26905|INO80 complex subunit E
GCLC,Gene Symbol,NCBI,hgnc:4311,CNSHA7|ensembl:ENSG00000001084|GCL|GCS|GLCL|GLCLC|glutamate-cysteine ligase catalytic subunit|hgnc:4311|ncbigene:2729|omim:606857
TECTA,Gene Symbol,HGNC,hgnc:11720,ccds:CCDS8434|DFNA12|DFNA8|DFNB21|ena.embl:AF055136|ensembl:ENSG00000109927|hgnc:11720|ncbigene:7007|omim:602574|orphanet:120015|pubmed:9503015|pubmed:9590290|refseq:NM_005422|tectorin alpha|ucsc:uc058imn.1|uniprot:O75443|vega:OTTHUMG00000149908
SLC4A7,Gene Symbol,Ensembl,hgnc:11033,ensembl:ENSG00000033867|hgnc:11033|solute carrier family 4 member 7
IUPHAR.RECEPTOR:1264,GuideToPharmacology ID,GuideToPharmacology,hgnc:85,ACACB|ACETYL-COA CARBOXYLASE 2|ACETYL-COA CARBOXYLASE BETA|HGNC:85|UNIPROT:O00763
SLC39A14,Gene Symbol,HGNC,hgnc:20858,ccds:CCDS47822|ccds:CCDS47823|ccds:CCDS6030|ena.embl:D31887|ensembl:ENSG00000104635|hgnc:20858|KIAA0062|ncbigene:23516|NET34|omim:608736|pubmed:12659941|pubmed:28541650|refseq:NM_001128431|solute carrier family 39 member 14|ucsc:uc003xbp.5|uniprot:Q15043|vega:OTTHUMG00000097791|ZIP-14|ZIP14
ECM1,Gene Symbol,Ensembl,hgnc:3153,ensembl:ENSG00000143369|extracellular matrix protein 1|hgnc:3153
FLVCR1,Gene Symbol,HGNC,hgnc:24682,AXPC1|ccds:CCDS1510|ena.embl:AF118637|ensembl:ENSG00000162769|FLVCR|FLVCR choline and heme transporter 1|hgnc:24682|MFSD7B|ncbigene:28982|omim:609144|orphanet:246647|PCA|pubmed:10648427|pubmed:21070897|pubmed:26067085|pubmed:37100056|refseq:NM_014053|SLC49A1|ucsc:uc001hjt.3|uniprot:Q9Y5Y0|vega:OTTHUMG00000036924
SGPP2,Gene Symbol,HGNC,hgnc:19953,ccds:CCDS2453|ena.embl:AF542512|ensembl:ENSG00000163082|FLJ39004|hgnc:19953|ncbigene:130367|omim:612827|pubmed:12411432|refseq:NM_152386|sphingosine-1-phosphate phosphatase 2|SPP2|ucsc:uc010zlo.3|uniprot:Q8IWX5|vega:OTTHUMG00000133156
ZNF287,Gene Symbol,HGNC,hgnc:13502,ccds:CCDS11179|ena.embl:AF217227|ensembl:ENSG00000141040|hgnc:13502|ncbigene:57336|refseq:NM_001346167|ucsc:uc002gqi.3|uniprot:Q9HBT7|vega:OTTHUMG00000058993|zinc finger protein 287|ZKSCAN13|ZSCAN45
ENSEMBL:ENSG00000143393,Ensembl Gene ID,RussLampel,hgnc:8984,PHOSPHATIDYLINOSITOL 4-KINASE BETA (EC 2.7.1.67) (PTDINS 4-KINASE) (PI4KBETA) (PI4K-BETA) (NPIK) (PI4K92)|PI4KB_HUMAN
C12ORF39,Gene Name,HingoraniCasas,hgnc:28139,C12ORF39|ENSEMBL:ENSG00000134548
RPS20,Gene Symbol,ChEMBL,hgnc:10405,CHEMBL:CHEMBL3987582|SMALL RIBOSOMAL SUBUNIT PROTEIN US10|UNIPROT:P60866
BMAL1,Gene Symbol,HGNC,hgnc:701,ARNTL|ARNTL1|basic helix-loop-helix ARNT like 1|bHLHe5|ccds:CCDS44543|ccds:CCDS73259|ccds:CCDS91444|ena.embl:D89722|ensembl:ENSG00000133794|hgnc:701|JAP3|MOP3|ncbigene:406|omim:602550|PASD3|pubmed:9079689|pubmed:9144434|refseq:NM_001178|ucsc:uc001mkp.4|uniprot:O00327|vega:OTTHUMG00000150623
IUPHAR.RECEPTOR:1787,GuideToPharmacology ID,GuideToPharmacology,hgnc:172,ACTIVIN A RECEPTOR TYPE 1B|ACVR1B|HGNC:172|REFSEQ:NM_004302|REFSEQ:NP_004293|UNIPROT:P36896
PTGES3,Gene Name,NCI,hgnc:16049,
MUC1,Gene Name,NCI,hgnc:7508,
APLF,Gene Symbol,Ensembl,hgnc:28724,aprataxin and PNKP like factor|ensembl:ENSG00000169621|hgnc:28724
NBEA,Gene Symbol,NCBI,hgnc:7648,BCL8B|ensembl:ENSG00000172915|FLJ10197|hgnc:7648|LYST2|ncbigene:26960|NEDEGE|neurobeachin|omim:604889
PELP1,Gene Symbol,NCBI,hgnc:30134,"ensembl:ENSG00000141456|hgnc:30134|LOC116052|MNAR|ncbigene:27043|omim:609455|P160|proline, glutamate and leucine rich protein 1"
UNIPROT:Q8NH61,UniProtKB ID,HopkinsGroom,hgnc:15197,ENSEMBL:ENSG00000176925|NCBIGENE:119694|O51F2_HUMAN|OLFACTORY RECEPTOR 51F2|OR51F2
NSUN3,Gene Symbol,HGNC,hgnc:26208,2.1.1.203|ccds:CCDS2927|ena.embl:BC020602|ensembl:ENSG00000178694|FLJ22609|hgnc:26208|ncbigene:63899|NOP2/Sun RNA methyltransferase 3|omim:617491|pubmed:27214402|pubmed:27356879|refseq:NM_022072|ucsc:uc003drl.2|uniprot:Q9H649|vega:OTTHUMG00000159025
