,primary_gene_symbol,alias_symbol,HGNC_ID,ENSG_ID,NCBI_ID
114989,TSPAN33,Penumbra,{'HGNC:28743'},{'ENSG00000158457'},{'GENE ID:340348'}
114990,TSPAN33,TSPAN-33,{'HGNC:28743'},{'ENSG00000158457'},{'GENE ID:340348'}
114991,TSPAN4,NAG-2,{'HGNC:11859'},{'ENSG00000214063'},{'GENE ID:7106'}
114992,TSPAN4,NAG2,{'HGNC:11859'},{'ENSG00000214063'},{'GENE ID:7106'}
114993,TSPAN4,TETRASPAN,{'HGNC:11859'},{'ENSG00000214063'},{'GENE ID:7106'}
114994,TSPAN4,TM4SF7,{'HGNC:11859'},{'ENSG00000214063'},{'GENE ID:7106'}
114995,TSPAN4,TSPAN-4,{'HGNC:11859'},{'ENSG00000214063'},{'GENE ID:7106'}
114996,TSPAN5,NET-4,{'HGNC:17753'},{'ENSG00000168785'},{'GENE ID:10098'}
114997,TSPAN5,NET4,{'HGNC:17753'},{'ENSG00000168785'},{'GENE ID:10098'}
114998,TSPAN5,TM4SF9,{'HGNC:17753'},{'ENSG00000168785'},{'GENE ID:10098'}
114999,TSPAN5,TSPAN-5,{'HGNC:17753'},{'ENSG00000168785'},{'GENE ID:10098'}
115000,TSPAN5,Tspan-5,{'HGNC:17753'},{'ENSG00000168785'},{'GENE ID:10098'}
115001,TSPAN5-DT,,{'HGNC:55389'},{'ENSG00000260641'},"{'GENE ID:112267901', 'GENE ID:105377342'}"
115002,TSPAN6,T245,{'HGNC:11858'},{'ENSG00000000003'},{'GENE ID:7105'}
115003,TSPAN6,TM4SF6,{'HGNC:11858'},{'ENSG00000000003'},{'GENE ID:7105'}
115004,TSPAN6,TSPAN-6,{'HGNC:11858'},{'ENSG00000000003'},{'GENE ID:7105'}
115005,TSPAN7,A15,{'HGNC:11854'},{'ENSG00000156298'},{'GENE ID:7102'}
115006,TSPAN7,CCG-B7,{'HGNC:11854'},{'ENSG00000156298'},{'GENE ID:7102'}
115007,TSPAN7,CD231,{'HGNC:11854'},{'ENSG00000156298'},{'GENE ID:7102'}
115008,TSPAN7,DXS1692E,{'HGNC:11854'},{'ENSG00000156298'},{'GENE ID:7102'}
115009,TSPAN7,MRX58,{'HGNC:11854'},{'ENSG00000156298'},{'GENE ID:7102'}
115010,TSPAN7,MXS1,{'HGNC:11854'},{'ENSG00000156298'},{'GENE ID:7102'}
115011,TSPAN7,TALLA-1,{'HGNC:11854'},{'ENSG00000156298'},{'GENE ID:7102'}
115012,TSPAN7,TM4SF2,{'HGNC:11854'},{'ENSG00000156298'},{'GENE ID:7102'}
115013,TSPAN7,TM4SF2b,{'HGNC:11854'},{'ENSG00000156298'},{'GENE ID:7102'}
115014,TSPAN7,XLID58,{'HGNC:11854'},{'ENSG00000156298'},{'GENE ID:7102'}
115015,TSPAN8,CO-029,{'HGNC:11855'},{'ENSG00000127324'},{'GENE ID:7103'}
115016,TSPAN8,TM4SF3,{'HGNC:11855'},{'ENSG00000127324'},{'GENE ID:7103'}
115017,TSPAN9,NET-5,{'HGNC:21640'},{'ENSG00000011105'},{'GENE ID:10867'}
115018,TSPAN9,NET5,{'HGNC:21640'},{'ENSG00000011105'},{'GENE ID:10867'}
115019,TSPAN9,PP1057,{'HGNC:21640'},{'ENSG00000011105'},{'GENE ID:10867'}
115020,TSPAN9-IT1,,{'HGNC:41462'},{'ENSG00000256197'},{'GENE ID:100874356'}
115021,TSPEAR,C21ORF29,{'HGNC:1268'},{'ENSG00000175894'},{'GENE ID:54084'}
115022,TSPEAR,C21orf29,{'HGNC:1268'},{'ENSG00000175894'},{'GENE ID:54084'}
115023,TSPEAR,DFNB98,{'HGNC:1268'},{'ENSG00000175894'},{'GENE ID:54084'}
115024,TSPEAR,ECTD14,{'HGNC:1268'},{'ENSG00000175894'},{'GENE ID:54084'}
115025,TSPEAR,MGC11251,{'HGNC:1268'},{'ENSG00000175894'},{'GENE ID:54084'}
115026,TSPEAR,STHAG10,{'HGNC:1268'},{'ENSG00000175894'},{'GENE ID:54084'}
115027,TSPEAR,TSP-EAR,{'HGNC:1268'},{'ENSG00000175894'},{'GENE ID:54084'}
115028,TSPEAR-AS1,C21orf31,{'HGNC:1271'},{'ENSG00000235890'},{'GENE ID:54082'}
115029,TSPEAR-AS1,C21orf90,{'HGNC:1271'},{'ENSG00000235890'},{'GENE ID:54082'}
115030,TSPEAR-AS1,TSPEAR-AS2,{'HGNC:1271'},{'ENSG00000235890'},{'GENE ID:54082'}
115031,TSPEAR-AS1,,{'HGNC:1271'},{'ENSG00000235890'},{'GENE ID:54082'}
115032,TSPEAR-AS2,C21orf90,{'HGNC:16428'},set(),{'GENE ID:114043'}
115033,TSPO,BPBS,{'HGNC:1158'},{'ENSG00000100300'},{'GENE ID:706'}
115034,TSPO,BZRP,{'HGNC:1158'},{'ENSG00000100300'},{'GENE ID:706'}
115035,TSPO,DBI,{'HGNC:1158'},{'ENSG00000100300'},{'GENE ID:706'}
115036,TSPO,IBP,{'HGNC:1158'},{'ENSG00000100300'},{'GENE ID:706'}
115037,TSPO,MBR,{'HGNC:1158'},{'ENSG00000100300'},{'GENE ID:706'}
115038,TSPO,MDRC,{'HGNC:1158'},{'ENSG00000100300'},{'GENE ID:706'}
115039,TSPO,PBR,{'HGNC:1158'},{'ENSG00000100300'},{'GENE ID:706'}
115040,TSPO,PBS,{'HGNC:1158'},{'ENSG00000100300'},{'GENE ID:706'}
115041,TSPO,PK18,{'HGNC:1158'},{'ENSG00000100300'},{'GENE ID:706'}
115042,TSPO,PKBS,{'HGNC:1158'},{'ENSG00000100300'},{'GENE ID:706'}
115043,TSPO,PTBR,{'HGNC:1158'},{'ENSG00000100300'},{'GENE ID:706'}
115044,TSPO,TSPO1,{'HGNC:1158'},{'ENSG00000100300'},{'GENE ID:706'}
115045,TSPO,mDRC,{'HGNC:1158'},{'ENSG00000100300'},{'GENE ID:706'}
115046,TSPO,pk18,{'HGNC:1158'},{'ENSG00000100300'},{'GENE ID:706'}
115047,TSPO2,BZRPL1,{'HGNC:21256'},{'ENSG00000112212'},{'GENE ID:222642'}
115048,TSPO2,DJ34B21.2,{'HGNC:21256'},{'ENSG00000112212'},{'GENE ID:222642'}
115049,TSPO2,dJ34B21.2,{'HGNC:21256'},{'ENSG00000112212'},{'GENE ID:222642'}
115050,TSPOAP1,BZRAP1,{'HGNC:16831'},{'ENSG00000005379'},{'GENE ID:9256'}
115051,TSPOAP1,DYT22,{'HGNC:16831'},{'ENSG00000005379'},{'GENE ID:9256'}
115052,TSPOAP1,KIAA0612,{'HGNC:16831'},{'ENSG00000005379'},{'GENE ID:9256'}
115053,TSPOAP1,PBR-IP,{'HGNC:16831'},{'ENSG00000005379'},{'GENE ID:9256'}
115054,TSPOAP1,PRAX-1,{'HGNC:16831'},{'ENSG00000005379'},{'GENE ID:9256'}
115055,TSPOAP1,PRAX1,{'HGNC:16831'},{'ENSG00000005379'},{'GENE ID:9256'}
115056,TSPOAP1,RIM-BP1,{'HGNC:16831'},{'ENSG00000005379'},{'GENE ID:9256'}
115057,TSPOAP1,RIMBP1,{'HGNC:16831'},{'ENSG00000005379'},{'GENE ID:9256'}
115058,TSPOAP1-AS1,BZRAP1-AS1,{'HGNC:44148'},{'ENSG00000265148'},{'GENE ID:100506779'}
115059,TSPOAP1-AS1,,{'HGNC:44148'},{'ENSG00000265148'},{'GENE ID:100506779'}
115060,TSPY1,CT78,{'HGNC:12381'},{'ENSG00000258992'},"{'GENE ID:124905625', 'GENE ID:728403', 'GENE ID:7258', 'GENE ID:128966656', 'GENE ID:124908981', 'GENE ID:124908988', 'GENE ID:128966647', 'GENE ID:128966599', 'GENE ID:124909306', 'GENE ID:124908979', 'GENE ID:124905616', 'GENE ID:124905617', 'GENE ID:124908978', 'GENE ID:124905615', 'GENE ID:124905629', 'GENE ID:124909084', 'GENE ID:124905620', 'GENE ID:124905628', 'GENE ID:124909015', 'GENE ID:124905618', 'GENE ID:124905621', 'GENE ID:124905627', 'GENE ID:124905624', 'GENE ID:128966655', 'GENE ID:124905614', 'GENE ID:124909294', 'GENE ID:124909330', 'GENE ID:124905623', 'GENE ID:124908980', 'GENE ID:124909320', 'GENE ID:128966595', 'GENE ID:124909318', 'GENE ID:728137', 'GENE ID:124905626', 'GENE ID:64591', 'GENE ID:124905619'}"
115061,TSPY1,DYS14,{'HGNC:12381'},{'ENSG00000258992'},{'GENE ID:7258'}
115062,TSPY1,TSPY,{'HGNC:12381'},{'ENSG00000258992'},"{'GENE ID:124905625', 'GENE ID:728403', 'GENE ID:7258', 'GENE ID:128966656', 'GENE ID:124908981', 'GENE ID:124908988', 'GENE ID:128966647', 'GENE ID:128966599', 'GENE ID:124909306', 'GENE ID:124908979', 'GENE ID:124905616', 'GENE ID:124905617', 'GENE ID:124908978', 'GENE ID:124905615', 'GENE ID:124905629', 'GENE ID:124909084', 'GENE ID:124905620', 'GENE ID:124905628', 'GENE ID:124909015', 'GENE ID:124905618', 'GENE ID:124905621', 'GENE ID:124905627', 'GENE ID:124905624', 'GENE ID:128966655', 'GENE ID:124905614', 'GENE ID:124909294', 'GENE ID:124909330', 'GENE ID:124905623', 'GENE ID:124908980', 'GENE ID:124909320', 'GENE ID:128966595', 'GENE ID:124909318', 'GENE ID:728137', 'GENE ID:124905626', 'GENE ID:64591', 'GENE ID:124905619'}"
115063,TSPY1,pJA923,{'HGNC:12381'},{'ENSG00000258992'},{'GENE ID:7258'}
115064,TSPY10,CT78,{'HGNC:37473'},{'ENSG00000236424'},{'GENE ID:100289087'}
115065,TSPY10,TSPY,{'HGNC:37473'},{'ENSG00000236424'},{'GENE ID:100289087'}
115066,TSPY10,TSPY1,{'HGNC:37473'},{'ENSG00000236424'},{'GENE ID:100289087'}
115067,TSPY10,TSPY3,{'HGNC:37473'},{'ENSG00000236424'},{'GENE ID:100289087'}
115068,TSPY10,,{'HGNC:37473'},{'ENSG00000236424'},"{'GENE ID:124905625', 'GENE ID:124909197', 'GENE ID:124908981', 'GENE ID:128966647', 'GENE ID:128966599', 'GENE ID:124909306', 'GENE ID:124908979', 'GENE ID:124905617', 'GENE ID:124908978', 'GENE ID:124905615', 'GENE ID:124905629', 'GENE ID:124905620', 'GENE ID:124905628', 'GENE ID:124905618', 'GENE ID:124909093', 'GENE ID:124905624', 'GENE ID:100289087', 'GENE ID:128966655', 'GENE ID:124905614', 'GENE ID:124909294', 'GENE ID:124908980', 'GENE ID:128966595', 'GENE ID:124909318', 'GENE ID:728137', 'GENE ID:124905626', 'GENE ID:124905619'}"
115069,TSPY11P,TSPYP1,{'HGNC:23903'},{'ENSG00000238235'},{'GENE ID:347584'}
115070,TSPY11P,,{'HGNC:23903'},{'ENSG00000238235'},{'GENE ID:347584'}
115071,TSPY12P,TSPYP2,{'HGNC:23904'},{'ENSG00000236435'},{'GENE ID:377997'}
115072,TSPY12P,,{'HGNC:23904'},{'ENSG00000236435'},{'GENE ID:377997'}
115073,TSPY13P,TSPYP3,{'HGNC:23905'},{'ENSG00000187657'},{'GENE ID:378001'}
115074,TSPY13P,,{'HGNC:23905'},{'ENSG00000187657'},{'GENE ID:378001'}
115075,TSPY14P,TSPYP4,{'HGNC:23906'},{'ENSG00000169849'},{'GENE ID:378013'}
115076,TSPY14P,,{'HGNC:23906'},{'ENSG00000169849'},{'GENE ID:378013'}
115077,TSPY15P,,{'HGNC:37474'},"{'ENSG00000236786', 'ENSG00000308528'}",{'GENE ID:642631'}
115078,TSPY16P,,{'HGNC:37712'},"{'ENSG00000226223', 'ENSG00000291448'}",{'GENE ID:727969'}
115079,TSPY17P,,{'HGNC:37713'},{'ENSG00000232620'},{'GENE ID:100132124'}
115080,TSPY18P,,{'HGNC:37725'},{'ENSG00000231874'},{'GENE ID:642796'}
115081,TSPY19P,,{'HGNC:37998'},{'ENSG00000234583'},{'GENE ID:100132504'}
115082,TSPY2,TSPYQ1,{'HGNC:23924'},{'ENSG00000168757'},{'GENE ID:64591'}
115083,TSPY20P,,{'HGNC:38093'},{'ENSG00000243643'},{'GENE ID:100130848'}
115084,TSPY21P,,{'HGNC:38101'},{'ENSG00000237902'},{'GENE ID:100287055'}
115085,TSPY22P,,{'HGNC:38522'},{'ENSG00000229940'},{'GENE ID:100286996'}
115086,TSPY23P,,{'HGNC:38594'},{'ENSG00000229159'},{'GENE ID:100286964'}
115087,TSPY24P,,{'HGNC:38725'},{'ENSG00000215601'},{'GENE ID:100874287'}
115088,TSPY25P,,{'HGNC:38726'},"{'ENSG00000234110', 'ENSG00000291446'}",{'GENE ID:100874288'}
115089,TSPY26P,TSPYL3,{'HGNC:16256'},set(),{'GENE ID:128854'}
115090,TSPY26P,bA392M18.1,{'HGNC:16256'},{'ENSG00000235217'},{'GENE ID:128854'}
115091,TSPY3,CT78,{'HGNC:33876'},{'ENSG00000228927'},"{'GENE ID:124905625', 'GENE ID:124909197', 'GENE ID:124908981', 'GENE ID:128966647', 'GENE ID:128966599', 'GENE ID:124905616', 'GENE ID:124909306', 'GENE ID:124908979', 'GENE ID:124908978', 'GENE ID:124905615', 'GENE ID:124905629', 'GENE ID:124905620', 'GENE ID:124905628', 'GENE ID:124905618', 'GENE ID:124905621', 'GENE ID:124905624', 'GENE ID:100289087', 'GENE ID:128966655', 'GENE ID:124905614', 'GENE ID:124909294', 'GENE ID:124909330', 'GENE ID:124909320', 'GENE ID:128966595', 'GENE ID:124909318', 'GENE ID:728137', 'GENE ID:124905626', 'GENE ID:124905619'}"
115092,TSPY3,TSPY,{'HGNC:33876'},{'ENSG00000228927'},{'GENE ID:728137'}
115093,TSPY3,TSPY1,{'HGNC:33876'},{'ENSG00000228927'},{'GENE ID:728137'}
115094,TSPY3,TSPY10,{'HGNC:33876'},{'ENSG00000228927'},{'GENE ID:728137'}
115095,TSPY4,TSPY10,{'HGNC:37287'},{'ENSG00000233803'},{'GENE ID:728395'}
115096,TSPY4,TSPY8,{'HGNC:37287'},{'ENSG00000233803'},{'GENE ID:728395'}
115097,TSPY4,,{'HGNC:37287'},"{'ENSG00000233803', 'ENSG00000291458'}","{'GENE ID:728395', 'GENE ID:7258', 'GENE ID:124909329', 'GENE ID:124905613', 'GENE ID:124909305', 'GENE ID:124909293', 'GENE ID:124905618'}"
115098,TSPY5P,TSPYP5,{'HGNC:23907'},{'ENSG00000225685'},{'GENE ID:379027'}
115099,TSPY5P,,{'HGNC:23907'},{'ENSG00000225685'},{'GENE ID:379027'}
115100,TSPY6P,TSPYP6,{'HGNC:34039'},{'ENSG00000270073'},{'GENE ID:653174'}
115101,TSPY6P,,{'HGNC:34039'},{'ENSG00000270073'},{'GENE ID:653174'}
115102,TSPY7P,TSPYP7,{'HGNC:34040'},{'ENSG00000188656'},{'GENE ID:653288'}
115103,TSPY7P,,{'HGNC:34040'},{'ENSG00000188656'},{'GENE ID:653288'}
115104,TSPY8,,{'HGNC:37471'},"{'ENSG00000229549', 'ENSG00000291455'}","{'GENE ID:124908988', 'GENE ID:728403', 'GENE ID:128966656'}"
115105,TSPY9,TSPY9P,{'HGNC:37472'},"{'ENSG00000238074', 'ENSG00000291459'}","{'GENE ID:7258', 'GENE ID:124905627', 'GENE ID:124909329', 'GENE ID:728132', 'GENE ID:124905613', 'GENE ID:124905614', 'GENE ID:124909305', 'GENE ID:124905618', 'GENE ID:124909332', 'GENE ID:124909317', 'GENE ID:128966591'}"
115106,TSPY9,,{'HGNC:37472'},{'ENSG00000238074'},{'GENE ID:728132'}
115107,TSPYL1,TSPYL,{'HGNC:12382'},{'ENSG00000189241'},{'GENE ID:7259'}
115108,TSPYL1,,{'HGNC:12382'},{'ENSG00000189241'},{'GENE ID:7259'}
115109,TSPYL2,CDA1,{'HGNC:24358'},{'ENSG00000184205'},{'GENE ID:64061'}
115110,TSPYL2,CINAP,{'HGNC:24358'},{'ENSG00000184205'},{'GENE ID:64061'}
115111,TSPYL2,CTCL,{'HGNC:24358'},{'ENSG00000184205'},{'GENE ID:64061'}
115112,TSPYL2,DENTT,{'HGNC:24358'},{'ENSG00000184205'},{'GENE ID:64061'}
115113,TSPYL2,HRIHFB2216,{'HGNC:24358'},{'ENSG00000184205'},{'GENE ID:64061'}
115114,TSPYL2,NP79,{'HGNC:24358'},{'ENSG00000184205'},{'GENE ID:64061'}
115115,TSPYL2,SE20-4,{'HGNC:24358'},{'ENSG00000184205'},{'GENE ID:64061'}
115116,TSPYL2,SE204,{'HGNC:24358'},{'ENSG00000184205'},{'GENE ID:64061'}
115117,TSPYL2,TSPX,{'HGNC:24358'},{'ENSG00000184205'},{'GENE ID:64061'}
115118,TSPYL4,DJ486I3.2,{'HGNC:21559'},{'ENSG00000187189'},{'GENE ID:23270'}
115119,TSPYL4,KIAA0721,{'HGNC:21559'},{'ENSG00000187189'},{'GENE ID:23270'}
115120,TSPYL4,dJ486I3.2,{'HGNC:21559'},{'ENSG00000187189'},{'GENE ID:23270'}
115121,TSPYL5,KIAA1750,{'HGNC:29367'},{'ENSG00000180543'},{'GENE ID:85453'}
115122,TSPYL5,,{'HGNC:29367'},{'ENSG00000180543'},{'GENE ID:85453'}
115123,TSPYL6,,{'HGNC:14521'},{'ENSG00000178021'},{'GENE ID:388951'}
115124,TSR1,FLJ10534,{'HGNC:25542'},{'ENSG00000167721'},{'GENE ID:55720'}
115125,TSR1,,{'HGNC:25542'},{'ENSG00000167721'},{'GENE ID:55720'}
115126,TSR2,DBA14,{'HGNC:25455'},{'ENSG00000158526'},{'GENE ID:90121'}
115127,TSR2,DT1P1A10,{'HGNC:25455'},{'ENSG00000158526'},{'GENE ID:90121'}
115128,TSR2,RP1-112K5.2,{'HGNC:25455'},{'ENSG00000158526'},{'GENE ID:90121'}
115129,TSR2,WGG1,{'HGNC:25455'},{'ENSG00000158526'},{'GENE ID:90121'}
115130,TSR3,C16ORF42,{'HGNC:14175'},{'ENSG00000007520'},{'GENE ID:115939'}
115131,TSR3,C16orf42,{'HGNC:14175'},{'ENSG00000007520'},{'GENE ID:115939'}
115132,TSR3,HsTsr3,{'HGNC:14175'},{'ENSG00000007520'},{'GENE ID:115939'}
115133,TSR3,MGC24381,{'HGNC:14175'},{'ENSG00000007520'},{'GENE ID:115939'}
115134,TSSC2,,{'HGNC:12384'},"{'ENSG00000290960', 'ENSG00000223756'}",{'GENE ID:650368'}
115135,TSSC4,,{'HGNC:12386'},{'ENSG00000184281'},{'GENE ID:10078'}
115136,TSSK1A,SPOGA1,{'HGNC:11400'},{'ENSG00000231086'},{'GENE ID:23752'}
115137,TSSK1A,STK22A,{'HGNC:11400'},{'ENSG00000231086'},{'GENE ID:23752'}
115138,TSSK1A,TSSK1,{'HGNC:11400'},{'ENSG00000231086'},{'GENE ID:23752'}
115139,TSSK1A,TSSK1AP,{'HGNC:11400'},{'ENSG00000231086'},{'GENE ID:23752'}
115140,TSSK1A,TSSK1b,{'HGNC:11400'},set(),{'GENE ID:23752'}
115141,TSSK1A,TSSK7P,{'HGNC:11400'},{'ENSG00000231086'},{'GENE ID:23752'}
115142,TSSK1B,FKSG81,{'HGNC:14968'},{'ENSG00000212122'},{'GENE ID:83942'}
115143,TSSK1B,SPOGA4,{'HGNC:14968'},{'ENSG00000212122'},{'GENE ID:83942'}
115144,TSSK1B,STK22D,{'HGNC:14968'},{'ENSG00000212122'},{'GENE ID:83942'}
115145,TSSK1B,TSK1,{'HGNC:14968'},{'ENSG00000212122'},{'GENE ID:83942'}
115146,TSSK1B,TSSK1,{'HGNC:14968'},{'ENSG00000212122'},{'GENE ID:83942'}
115147,TSSK2,DGS-G,{'HGNC:11401'},{'ENSG00000206203'},{'GENE ID:23617'}
115148,TSSK2,FLJ38613,{'HGNC:11401'},{'ENSG00000206203'},{'GENE ID:23617'}
115149,TSSK2,SPOGA2,{'HGNC:11401'},{'ENSG00000206203'},{'GENE ID:23617'}
115150,TSSK2,STK22B,{'HGNC:11401'},{'ENSG00000206203'},{'GENE ID:23617'}
115151,TSSK2,TSK2,{'HGNC:11401'},{'ENSG00000206203'},{'GENE ID:23617'}
115152,TSSK3,SPOGA3,{'HGNC:15473'},{'ENSG00000162526'},{'GENE ID:81629'}
115153,TSSK3,STK22C,{'HGNC:15473'},{'ENSG00000162526'},{'GENE ID:81629'}
115154,TSSK3,STK22D,{'HGNC:15473'},{'ENSG00000162526'},{'GENE ID:81629'}
115155,TSSK3,TSK3,{'HGNC:15473'},{'ENSG00000162526'},{'GENE ID:81629'}
115156,TSSK4,C14ORF20,{'HGNC:19825'},"{'ENSG00000139908', 'ENSG00000285140'}",{'GENE ID:283629'}
115157,TSSK4,C14orf20,{'HGNC:19825'},{'ENSG00000139908'},{'GENE ID:283629'}
115158,TSSK4,STK22E,{'HGNC:19825'},"{'ENSG00000139908', 'ENSG00000285140'}",{'GENE ID:283629'}
115159,TSSK4,TSK-4,{'HGNC:19825'},{'ENSG00000139908'},{'GENE ID:283629'}
115160,TSSK4,TSK4,{'HGNC:19825'},{'ENSG00000139908'},{'GENE ID:283629'}
115161,TSSK4,TSSK5,{'HGNC:19825'},{'ENSG00000139908'},{'GENE ID:283629'}
115162,TSSK4,,{'HGNC:19825'},{'ENSG00000139908'},{'GENE ID:283629'}
115163,TSSK5P,TSSK5P1,{'HGNC:31931'},{'ENSG00000227473'},{'GENE ID:648630'}
115164,TSSK5P,TSSK5P2,{'HGNC:31931'},{'ENSG00000227473'},{'GENE ID:648630'}
115165,TSSK5P,TSSKPS1,{'HGNC:31931'},{'ENSG00000227473'},set()
115166,TSSK5P,TSSKps1,{'HGNC:31931'},{'ENSG00000227473'},{'GENE ID:648630'}
115167,TSSK6,CT72,{'HGNC:30410'},{'ENSG00000178093'},{'GENE ID:83983'}
115168,TSSK6,FKSG82,{'HGNC:30410'},{'ENSG00000178093'},{'GENE ID:83983'}
115169,TSSK6,FLJ24002,{'HGNC:30410'},{'ENSG00000178093'},{'GENE ID:83983'}
115170,TSSK6,SSTK,{'HGNC:30410'},{'ENSG00000178093'},{'GENE ID:83983'}
115171,TSSK6,TSSK4,{'HGNC:30410'},{'ENSG00000178093'},{'GENE ID:83983'}
115172,TST,RDS,{'HGNC:12388'},{'ENSG00000128311'},{'GENE ID:7263'}
115173,TSTD1,KAT,{'HGNC:35410'},{'ENSG00000215845'},{'GENE ID:100131187'}
115174,TSTD1,TST,{'HGNC:35410'},{'ENSG00000215845'},{'GENE ID:100131187'}
115175,TSTD2,C9ORF97,{'HGNC:30087'},{'ENSG00000136925'},{'GENE ID:158427'}
115176,TSTD2,C9orf97,{'HGNC:30087'},{'ENSG00000136925'},{'GENE ID:158427'}
115177,TSTD2,PP4189,{'HGNC:30087'},{'ENSG00000136925'},{'GENE ID:158427'}
115178,TSTD3,,{'HGNC:40910'},{'ENSG00000279170'},{'GENE ID:100130890'}
115179,TTBK1,BDTK,{'HGNC:19140'},{'ENSG00000146216'},{'GENE ID:84630'}
115180,TTBK1,KIAA1855,{'HGNC:19140'},{'ENSG00000146216'},{'GENE ID:84630'}
115181,TTBK2,KIAA0847,{'HGNC:19141'},{'ENSG00000128881'},{'GENE ID:146057'}
115182,TTBK2,SCA11,{'HGNC:19141'},{'ENSG00000128881'},{'GENE ID:146057'}
115183,TTBK2,TTBK,{'HGNC:19141'},{'ENSG00000128881'},{'GENE ID:146057'}
115184,TTBK2-AS1,,{'HGNC:55598'},{'ENSG00000246283'},{'GENE ID:121676926'}
115185,TTC1,TPR1,{'HGNC:12391'},{'ENSG00000113312'},{'GENE ID:7265'}
115186,TTC12,CILD45,{'HGNC:23700'},{'ENSG00000149292'},{'GENE ID:54970'}
115187,TTC12,FLJ13859,{'HGNC:23700'},{'ENSG00000149292'},{'GENE ID:54970'}
115188,TTC12,FLJ20535,{'HGNC:23700'},{'ENSG00000149292'},{'GENE ID:54970'}
115189,TTC12,TPARM,{'HGNC:23700'},{'ENSG00000149292'},{'GENE ID:54970'}
115190,TTC12-DT,,{'HGNC:55508'},{'ENSG00000255129'},{'GENE ID:124902814'}
115191,TTC13,FLJ22584,{'HGNC:26204'},{'ENSG00000143643'},{'GENE ID:79573'}
115192,TTC13,,{'HGNC:26204'},{'ENSG00000143643'},{'GENE ID:79573'}
115193,TTC14,DRDL5813,{'HGNC:24697'},{'ENSG00000163728'},{'GENE ID:151613'}
115194,TTC14,FLJ00166,{'HGNC:24697'},{'ENSG00000163728'},{'GENE ID:151613'}
115195,TTC14,KIAA1980,{'HGNC:24697'},{'ENSG00000163728'},{'GENE ID:151613'}
115196,TTC14,PRO19630,{'HGNC:24697'},{'ENSG00000163728'},{'GENE ID:151613'}
115197,TTC14-DT,,{'HGNC:52912'},{'ENSG00000239774'},{'GENE ID:101928856'}
115198,TTC16,FLJ32780,{'HGNC:26536'},{'ENSG00000167094'},{'GENE ID:158248'}
115199,TTC16,,{'HGNC:26536'},{'ENSG00000167094'},{'GENE ID:158248'}
115200,TTC17,FLJ10890,{'HGNC:25596'},{'ENSG00000052841'},{'GENE ID:55761'}
115201,TTC17,,{'HGNC:25596'},{'ENSG00000052841'},{'GENE ID:55761'}
115202,TTC19,2010204O13Rik,{'HGNC:26006'},{'ENSG00000011295'},{'GENE ID:54902'}
115203,TTC19,FLJ20343,{'HGNC:26006'},{'ENSG00000011295'},{'GENE ID:54902'}
115204,TTC19,MC3DN2,{'HGNC:26006'},{'ENSG00000011295'},{'GENE ID:54902'}
115205,TTC19,MGC19520,{'HGNC:26006'},{'ENSG00000011295'},{'GENE ID:54902'}
115206,TTC21A,IFT139A,{'HGNC:30761'},{'ENSG00000168026'},{'GENE ID:199223'}
115207,TTC21A,SPGF37,{'HGNC:30761'},{'ENSG00000168026'},{'GENE ID:199223'}
115208,TTC21A,STI2,{'HGNC:30761'},{'ENSG00000168026'},{'GENE ID:199223'}
115209,TTC21A,THM2,{'HGNC:30761'},{'ENSG00000168026'},{'GENE ID:199223'}
115210,TTC21A,Thm2,{'HGNC:30761'},{'ENSG00000168026'},{'GENE ID:199223'}
115211,TTC21B,ATD4,{'HGNC:25660'},{'ENSG00000123607'},{'GENE ID:79809'}
115212,TTC21B,CFAP60,{'HGNC:25660'},{'ENSG00000123607'},{'GENE ID:79809'}
115213,TTC21B,FAP60,{'HGNC:25660'},{'ENSG00000123607'},{'GENE ID:79809'}
115214,TTC21B,FLA17,{'HGNC:25660'},{'ENSG00000123607'},{'GENE ID:79809'}
115215,TTC21B,FLJ11457,{'HGNC:25660'},{'ENSG00000123607'},{'GENE ID:79809'}
115216,TTC21B,IFT139,{'HGNC:25660'},{'ENSG00000123607'},{'GENE ID:79809'}
115217,TTC21B,IFT139B,{'HGNC:25660'},{'ENSG00000123607'},{'GENE ID:79809'}
115218,TTC21B,JBTS11,{'HGNC:25660'},{'ENSG00000123607'},{'GENE ID:79809'}
115219,TTC21B,NPHP12,{'HGNC:25660'},{'ENSG00000123607'},{'GENE ID:79809'}
115220,TTC21B,Nbla10696,{'HGNC:25660'},{'ENSG00000123607'},{'GENE ID:79809'}
115221,TTC21B,SRTD4,{'HGNC:25660'},{'ENSG00000123607'},{'GENE ID:79809'}
115222,TTC21B,THM1,{'HGNC:25660'},{'ENSG00000123607'},{'GENE ID:79809'}
115223,TTC21B-AS1,,{'HGNC:41115'},{'ENSG00000224490'},{'GENE ID:100506134'}
115224,TTC22,FLJ20619,{'HGNC:26067'},{'ENSG00000006555'},{'GENE ID:55001'}
115225,TTC22,,{'HGNC:26067'},{'ENSG00000006555'},{'GENE ID:55001'}
115226,TTC23,FLJ12572,{'HGNC:25730'},{'ENSG00000103852'},{'GENE ID:64927'}
115227,TTC23,HCC-8,{'HGNC:25730'},{'ENSG00000103852'},{'GENE ID:64927'}
115228,TTC23-AS1,AC036108.3,{'HGNC:56675'},{'ENSG00000261616'},{'GENE ID:128193289'}
