,ENSG_ID,NCBI_ID,HGNC_ID,alias_symbol,gene_symbol
107986,ENSG00000081277,5317,9023,B6P,PKP1
107997,ENSG00000281379,,51707,SEPT14P19,SEPTIN14P19
108009,ENSG00000141934,8612,9230,LPP2,PLPP2
108010,ENSG00000141934,8612,9230,PAP-2C,PLPP2
108011,ENSG00000141934,8612,9230,PPAP2C,PLPP2
108021,ENSG00000188522,644815,32554,FLJ41564,FAM83G
108022,ENSG00000188522,644815,32554,PAWS1,FAM83G
108024,ENSG00000235357,,14109,C6ORF7,LINC01621
108033,ENSG00000108774,5878,9785,RAB5CL,RAB5C
108034,ENSG00000108774,5878,9785,RABL,RAB5C
108036,ENSG00000181109,81248,15232,OR52P1P,OR52P1
108039,ENSG00000168811,3592,5969,CLMF,IL12A
108040,ENSG00000168811,3592,5969,IL-12A,IL12A
108041,ENSG00000168811,3592,5969,NFSK,IL12A
108042,ENSG00000168811,3592,5969,NKSF1,IL12A
108043,ENSG00000168811,3592,5969,P35,IL12A
108044,ENSG00000105556,54531,29210,KIAA1193,MIER2
108045,ENSG00000176148,55346,25655,FLJ11336,TCP11L1
108049,ENSG00000259768,,56033,AC004943.2,ZFHX3-AS1
108068,ENSG00000249085,,40328,LINC02056,TNPO1-DT
108070,ENSG00000105549,51298,13706,CT56,SPMAP2
108071,ENSG00000105549,51298,13706,THEG,SPMAP2
108072,ENSG00000105549,51298,13706,THEG1,SPMAP2
108075,ENSG00000167925,84514,24438,LGP1,GHDC
108080,ENSG00000173950,152002,26639,C3ORF21,XXYLT1
108081,ENSG00000173950,152002,26639,FLJ35155,XXYLT1
108085,ENSG00000280798,283267,27456,NCRNA00294,LINC00294
108088,ENSG00000176102,1479,2485,CSTF-77,CSTF3
108090,ENSG00000174307,23612,8934,TIH1,PHLDA3
108093,ENSG00000230438,,28590,MGC39372,SERPINB9P1
108096,ENSG00000265333,100422926,38263,HSA-MIR-3137,MIR3137
108100,ENSG00000206600,,34251,RNU6-25,RNU6-25P
108104,ENSG00000159176,1465,2469,CSRP,CSRP1
108105,ENSG00000159176,1465,2469,CYRP,CSRP1
108106,ENSG00000159176,1465,2469,D1S181E,CSRP1
108107,ENSG00000114331,23527,16469,CENTB2,ACAP2
108108,ENSG00000114331,23527,16469,CNT-B2,ACAP2
108109,ENSG00000114331,23527,16469,KIAA0041,ACAP2
108110,ENSG00000267500,,38700,ZNF887,ZNF887P
108111,ENSG00000198933,9755,30140,KIAA0775,TBKBP1
108112,ENSG00000198933,9755,30140,PROSAPIP2,TBKBP1
108113,ENSG00000267343,,33819,ZNF833,ZNF833P
108116,ENSG00000042493,822,1474,AFCP,CAPG
108117,ENSG00000042493,822,1474,MCP,CAPG
108118,ENSG00000197933,55552,30936,HSZFP36,ZNF823
108124,ENSG00000006025,114881,16387,MGC71150,OSBPL7
108125,ENSG00000006025,114881,16387,ORP7,OSBPL7
108129,ENSG00000197044,126068,20875,FLJ38637,ZNF441
108136,ENSG00000110422,10114,4915,DYRK6,HIPK3
108137,ENSG00000110422,10114,4915,FIST3,HIPK3
108138,ENSG00000110422,10114,4915,PKY,HIPK3
108139,ENSG00000110422,10114,4915,YAK1,HIPK3
108142,ENSG00000177599,126069,23706,FLJ34791,ZNF491
108149,ENSG00000249748,100506406,56266,LNC-IL7R-1,CAPSL-DT
108151,ENSG00000171295,126070,20874,FLJ37933,ZNF440
108157,ENSG00000251868,,34167,U7.71,RNU7-71P
108172,ENSG00000231023,285735,41926,NCRNA00326,LINC00326
108178,ENSG00000266904,,28609,MGC39821,LINC00663
108181,ENSG00000253405,101410536,40223,EVX1-AS1,EVX1-AS
108182,ENSG00000253405,101410536,40223,EVX1AS,EVX1-AS
108187,ENSG00000264802,100847050,43497,HSA-MIR-5191,MIR5191
108190,ENSG00000221028,100302158,33921,HSA-MIR-1231,MIR1231
108191,ENSG00000221028,100302158,33921,MIRN1231,MIR1231
108194,ENSG00000198700,55705,19425,FLJ10402,IPO9
108195,ENSG00000198700,55705,19425,IMP9,IPO9
108201,ENSG00000184203,5504,9288,IPP2,PPP1R2
108202,ENSG00000184203,5504,9288,PPP1R2A,PPP1R2
108207,ENSG00000081665,440515,23780,DKFZP761G1812,ZNF506
108223,ENSG00000182648,100506380,48971,C7ORF13,RNF32-DT
108224,ENSG00000182648,100506380,48971,LINC01006,RNF32-DT
108225,ENSG00000182648,100506380,48971,MY040,RNF32-DT
108226,ENSG00000006282,64847,26125,FLJ21347,SPATA20
108227,ENSG00000006282,64847,26125,SSP411,SPATA20
108228,ENSG00000006282,64847,26125,TISP78,SPATA20
108245,ENSG00000231205,,33875,FLJ44894,ZNF826P
108246,ENSG00000231205,,33875,ZNF826,ZNF826P
