primary_gene_symbol,HGNC_ID,ENSG_ID,NCBI_ID,gene_symbol
5_8S_rRNA,,ENSG00000273730,GENE ID:124907338,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907339,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907340,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907341,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907342,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907343,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907439,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907440,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907450,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907458,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907467,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907475,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907476,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907477,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907478,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907479,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907480,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907481,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907482,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907483,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907484,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907572,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907573,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907574,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907575,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907576,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907577,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907578,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907579,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907580,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907581,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907584,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907585,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907586,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907587,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907588,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907589,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907590,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907591,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907592,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907593,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907594,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907595,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907596,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907597,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907598,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907600,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907611,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907622,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907633,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907644,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907655,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907662,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907673,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907684,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907694,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907705,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907709,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907710,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907711,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907712,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907713,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907714,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907715,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907716,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907717,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907718,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907719,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907720,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907721,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908237,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908238,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908239,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908240,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908241,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908242,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908243,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908244,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908245,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908246,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908247,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908248,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908249,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908257,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908268,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908278,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908289,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908300,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908310,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908316,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908327,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908336,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908347,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908358,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908368,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908369,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908370,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908371,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908372,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908373,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908374,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908375,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908376,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908377,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908378,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908379,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908380,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908381,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908382,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908383,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908384,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908385,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908386,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908387,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908388,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908389,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908390,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908391,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908392,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908393,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908474,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908494,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908504,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908512,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908513,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908514,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908515,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908516,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908517,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908518,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908519,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908520,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908521,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908522,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908523,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908524,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908525,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124908527,5_8S_rRNA
U6,,ENSG00000278625,GENE ID:124905334,U6
Y_RNA,,ENSG00000277428,,Y_RNA
U6,,ENSG00000278793,GENE ID:124905313,U6
U1,,ENSG00000277374,,U1
U2,,ENSG00000274202,,U2
U1,,ENSG00000275987,,U1
U1,,ENSG00000275405,GENE ID:124904613,U1
U1,,ENSG00000275405,GENE ID:124905321,U1
U1,,ENSG00000275405,GENE ID:124905573,U1
U1,,ENSG00000275405,GENE ID:124905809,U1
U2,,ENSG00000276711,,U2
MAFIP,HGNC:31102,ENSG00000274847,GENE ID:727764,MAFIP
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:109864274,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907114,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907115,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907116,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907117,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907118,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907119,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907120,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907121,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907122,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907123,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907124,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907125,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907126,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907127,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907128,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907129,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907130,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907131,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907132,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907133,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907134,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907135,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907136,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907137,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907138,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907139,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907140,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907141,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907142,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907143,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907144,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907145,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907146,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907147,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907148,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907149,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907150,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907151,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907152,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907153,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907154,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907155,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907160,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907172,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907183,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907194,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907205,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907216,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907227,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907238,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907248,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907258,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907269,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907280,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907291,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907302,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907313,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907324,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907327,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907328,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907329,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907330,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907331,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907332,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907333,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907334,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907335,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907336,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907337,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907338,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907339,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907340,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907341,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907342,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907343,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907439,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907440,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907450,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907458,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907467,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907475,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907476,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907477,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907478,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907479,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907480,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907481,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907482,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907483,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907484,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907572,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907573,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907574,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907575,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907576,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907577,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907578,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907579,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907580,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907581,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907584,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907585,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907586,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907587,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907588,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907589,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907590,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907591,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907592,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907593,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907594,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907595,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907596,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907597,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907598,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907600,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907611,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907622,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907633,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907644,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907655,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907662,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907673,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907684,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907694,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907705,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907709,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907710,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907711,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907712,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907713,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907714,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907715,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907716,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907717,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907718,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907719,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907720,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124907721,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908237,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908238,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908239,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908240,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908241,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908242,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908243,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908244,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908245,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908246,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908247,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908248,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908249,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908257,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908268,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908278,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908289,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908300,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908310,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908316,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908327,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908336,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908347,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908358,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908368,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908369,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908370,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908371,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908372,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908373,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908374,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908375,RNA5-8SN4
RNA5-8SN4,HGNC:53529,ENSG00000276700,GENE ID:124908376,RNA5-8SN4
