primary_gene_symbol,HGNC_ID,ENSG_ID,NCBI_ID,gene_symbol
LINC00475,HGNC:23569,ENSG00000225511,,LINC00475
PRSS47P,HGNC:37326,ENSG00000276717,,PRSS47P
AGER,HGNC:320,ENSG00000234729,GENE ID:177,AGER
FAM120A2P,HGNC:31116,ENSG00000204352,,FAM120A2P
ZNF658B,HGNC:32033,ENSG00000198416,,ZNF658B
FAM95B1,HGNC:32318,ENSG00000223839,,FAM95B1
COQ8A,HGNC:16812,ENSG00000163050,GENE ID:56997,COQ8A
CTSL3P,HGNC:33132,ENSG00000188029,,CTSL3P
CTSL3P,HGNC:33132,ENSG00000290757,GENE ID:392360,CTSL3P
OR13C1P,HGNC:14699,ENSG00000235248,,OR13C1P
SPATA31F2P,HGNC:24504,ENSG00000257198,,SPATA31F2P
SLC36A2,HGNC:18762,ENSG00000186335,GENE ID:153201,SLC36A2
CELP,HGNC:1849,ENSG00000170827,,CELP
MFSD14CP,HGNC:23672,ENSG00000196312,,MFSD14CP
LRRC37A5P,HGNC:23369,ENSG00000204173,,LRRC37A5P
CDRT15P6,HGNC:54914,ENSG00000276832,,CDRT15P6
FBP2P1,HGNC:49924,ENSG00000237743,,FBP2P1
NPAP1P9,HGNC:56659,ENSG00000214888,,NPAP1P9
PAEPP1,HGNC:49600,ENSG00000224045,,PAEPP1
SNX18P3,HGNC:39611,ENSG00000225345,,SNX18P3
ANKRD20A2P,HGNC:31979,ENSG00000183148,,ANKRD20A2P
LTA,HGNC:6709,ENSG00000226275,GENE ID:4049,LTA
LSM2,HGNC:13940,ENSG00000231502,GENE ID:57819,LSM2
CYP4F59P,HGNC:39947,ENSG00000274628,,CYP4F59P
KAT2A,HGNC:4201,ENSG00000108773,GENE ID:2648,KAT2A
ANKRD20A3P,HGNC:31981,ENSG00000276203,,ANKRD20A3P
ANKRD20A4P,HGNC:31982,ENSG00000172014,,ANKRD20A4P
ATP6V1G1P5,HGNC:37672,ENSG00000270904,,ATP6V1G1P5
ANKRD20A7P,HGNC:31980,ENSG00000236816,,ANKRD20A7P
ZNF70P1,HGNC:13846,ENSG00000229394,,ZNF70P1
RNA5SP197,HGNC:43097,ENSG00000200227,,RNA5SP197
RPL7P4,HGNC:21634,ENSG00000233091,,RPL7P4
IER3,HGNC:5392,ENSG00000227231,GENE ID:8870,IER3
PDLIM7,HGNC:22958,ENSG00000196923,GENE ID:9260,PDLIM7
TNF,HGNC:11892,ENSG00000223952,GENE ID:7124,TNF
ANKRD19P,HGNC:22567,ENSG00000187984,,ANKRD19P
ZBTB12,HGNC:19066,ENSG00000234852,GENE ID:221527,ZBTB12
SPATA31B2P,HGNC:55745,ENSG00000226668,,SPATA31B2P
LTB,HGNC:6711,ENSG00000236237,GENE ID:4050,LTB
CNTNAP3P7,HGNC:49585,ENSG00000287276,,CNTNAP3P7
RPL7AP7,HGNC:21395,ENSG00000227030,,RPL7AP7
SPATA31D5P,HGNC:38602,ENSG00000240632,,SPATA31D5P
MICC,HGNC:7092,ENSG00000229651,,MICC
PPT2,HGNC:9326,ENSG00000228116,GENE ID:9374,PPT2
SPATA31D5P,HGNC:38602,ENSG00000291172,GENE ID:347127,SPATA31D5P
FGF7P3,HGNC:26671,ENSG00000204837,,FGF7P3
EIF1P2,HGNC:49615,ENSG00000235549,,EIF1P2
CLCN3P1,HGNC:49775,ENSG00000232000,,CLCN3P1
NOS2P2,HGNC:7874,ENSG00000284312,,NOS2P2
KRT16P4,HGNC:37809,ENSG00000284285,,KRT16P4
AKIRIN1,HGNC:25744,ENSG00000174574,GENE ID:79647,AKIRIN1
ARL17B,HGNC:32387,ENSG00000276276,GENE ID:51326,ARL17B
ARL17B,HGNC:32387,ENSG00000276276,GENE ID:100506084,ARL17B
ARL17B,HGNC:32387,ENSG00000276276,GENE ID:100996709,ARL17B
REXO6P,HGNC:16506,ENSG00000283945,,REXO6P
LST1,HGNC:14189,ENSG00000234514,GENE ID:7940,LST1
CYSRT1,HGNC:30529,ENSG00000197191,GENE ID:375791,CYSRT1
DNM1,HGNC:2972,ENSG00000106976,GENE ID:1759,DNM1
NDUFS5,HGNC:7712,ENSG00000168653,GENE ID:4725,NDUFS5
HSPB9,HGNC:30589,ENSG00000260325,GENE ID:94086,HSPB9
PPM1D,HGNC:9277,ENSG00000170836,GENE ID:8493,PPM1D
RNU6-608P,HGNC:47571,ENSG00000206654,,RNU6-608P
RNA5SP44,HGNC:42820,ENSG00000222378,,RNA5SP44
OR2J3,HGNC:8261,ENSG00000233636,GENE ID:442186,OR2J3
RPS17P1,HGNC:13982,ENSG00000228840,,RPS17P1
HSPE1P8,HGNC:49326,ENSG00000217897,,HSPE1P8
OR5V1,HGNC:13972,ENSG00000243441,GENE ID:81696,OR5V1
MICD,HGNC:7093,ENSG00000230745,,MICD
OR2G1P,HGNC:8251,ENSG00000231320,,OR2G1P
OR14J1,HGNC:13971,ENSG00000234100,GENE ID:442191,OR14J1
WASF5P,HGNC:21665,ENSG00000234980,,WASF5P
LRIF1,HGNC:30299,ENSG00000121931,GENE ID:55791,LRIF1
PTMAP1,HGNC:9624,ENSG00000223851,,PTMAP1
OR11A1,HGNC:8176,ENSG00000237258,GENE ID:26531,OR11A1
MIR6824,HGNC:49946,ENSG00000284364,GENE ID:102465495,MIR6824
CELSR3,HGNC:3230,ENSG00000008300,GENE ID:1951,CELSR3
LINC03003,HGNC:56126,ENSG00000225188,GENE ID:101929006,LINC03003
LY6G6F,HGNC:13933,ENSG00000239741,GENE ID:259215,LY6G6F
KRT18P51,HGNC:33421,ENSG00000250504,,KRT18P51
HHIP,HGNC:14866,ENSG00000164161,GENE ID:64399,HHIP
CCNT2P1,HGNC:39178,ENSG00000225672,,CCNT2P1
MAPT,HGNC:6893,ENSG00000277956,GENE ID:4137,MAPT
RNA5SP54,HGNC:42831,ENSG00000252760,,RNA5SP54
DENND2D,HGNC:26192,ENSG00000162777,GENE ID:79961,DENND2D
TMEM183AP1,HGNC:33458,ENSG00000224241,,TMEM183AP1
PSORS1C1,HGNC:17202,ENSG00000231094,GENE ID:170679,PSORS1C1
TTLL4,HGNC:28976,ENSG00000135912,GENE ID:9654,TTLL4
HLA-T,HGNC:23478,ENSG00000226727,,HLA-T
OR2W1,HGNC:8281,ENSG00000228652,GENE ID:26692,OR2W1
PPP1R11,HGNC:9285,ENSG00000236560,GENE ID:6992,PPP1R11
TEX2,HGNC:30884,ENSG00000136478,GENE ID:55852,TEX2
KRTAP9-10P,HGNC:34210,ENSG00000263103,,KRTAP9-10P
KRTAP29-1,HGNC:34211,ENSG00000262218,GENE ID:100533177,KRTAP29-1
KRTAP9-2,HGNC:16926,ENSG00000263090,GENE ID:83899,KRTAP9-2
KRTAP9-3,HGNC:16927,ENSG00000262749,GENE ID:83900,KRTAP9-3
KRTAP9-4,HGNC:18902,ENSG00000262512,GENE ID:85280,KRTAP9-4
PRRT1,HGNC:13943,ENSG00000206331,GENE ID:80863,PRRT1
PRRT1,HGNC:13943,ENSG00000206331,GENE ID:100507547,PRRT1
KRTAP9-9,HGNC:16773,ENSG00000267728,GENE ID:81870,KRTAP9-9
RNU7-106P,HGNC:45640,ENSG00000238842,,RNU7-106P
RN7SKP261,HGNC:45985,ENSG00000222880,,RN7SKP261
PTPRQ,HGNC:9679,ENSG00000139304,GENE ID:374462,PTPRQ
ANAPC10,HGNC:24077,ENSG00000164162,GENE ID:10393,ANAPC10
HLA-DPA2,HGNC:4939,ENSG00000227286,,HLA-DPA2
PPP1R11,HGNC:9285,ENSG00000206501,GENE ID:6992,PPP1R11
PLA2G4F,HGNC:27396,ENSG00000168907,GENE ID:255189,PLA2G4F
RPL7P4,HGNC:21634,ENSG00000226494,,RPL7P4
TRIM31-AS1,HGNC:39761,ENSG00000237050,GENE ID:104533120,TRIM31-AS1
RPL7AP7,HGNC:21395,ENSG00000233465,,RPL7AP7
LTB,HGNC:6711,ENSG00000223448,GENE ID:4050,LTB
MIR4793,HGNC:41538,ENSG00000284575,GENE ID:100616112,MIR4793
NCKIPSD,HGNC:15486,ENSG00000213672,GENE ID:51517,NCKIPSD
CHI3L2,HGNC:1933,ENSG00000064886,GENE ID:1117,CHI3L2
RNU6-790P,HGNC:47753,ENSG00000207208,,RNU6-790P
NPM1P20,HGNC:20140,ENSG00000259161,,NPM1P20
RN7SL472P,HGNC:46488,ENSG00000240457,,RN7SL472P
HCG20,HGNC:31334,ENSG00000224923,GENE ID:105375013,HCG20
HSP90AA1,HGNC:5253,ENSG00000080824,GENE ID:3320,HSP90AA1
OR2G1P,HGNC:8251,ENSG00000224990,,OR2G1P
NCR3,HGNC:19077,ENSG00000225211,GENE ID:259197,NCR3
ATAT1,HGNC:21186,ENSG00000229061,GENE ID:79969,ATAT1
ZNF567,HGNC:28696,ENSG00000189042,GENE ID:163081,ZNF567
OR2B3,HGNC:8238,ENSG00000231319,GENE ID:442184,OR2B3
NFKBIL1,HGNC:7800,ENSG00000206440,GENE ID:4795,NFKBIL1
AKIRIN1P1,HGNC:50794,ENSG00000257786,,AKIRIN1P1
LINC01556,HGNC:21195,ENSG00000231041,,LINC01556
TMPOP1,HGNC:21364,ENSG00000233700,,TMPOP1
PSMB9,HGNC:9546,ENSG00000239836,GENE ID:5698,PSMB9
OTOGL,HGNC:26901,ENSG00000165899,GENE ID:283310,OTOGL
RPL21P54,HGNC:35552,ENSG00000241829,,RPL21P54
RAD1,HGNC:9806,ENSG00000113456,GENE ID:5810,RAD1
KMT2B,HGNC:15840,ENSG00000272333,GENE ID:9757,KMT2B
AIF1,HGNC:352,ENSG00000235985,GENE ID:199,AIF1
GABBR1,HGNC:4070,ENSG00000237051,GENE ID:2550,GABBR1
SLC39A7,HGNC:4927,ENSG00000206288,GENE ID:7922,SLC39A7
CYP27A1,HGNC:2605,ENSG00000135929,GENE ID:1593,CYP27A1
HEATR3,HGNC:26087,ENSG00000155393,GENE ID:55027,HEATR3
BRIX1,HGNC:24170,ENSG00000113460,GENE ID:55299,BRIX1
VPS39,HGNC:20593,ENSG00000166887,GENE ID:23339,VPS39
OAS1,HGNC:8086,ENSG00000089127,GENE ID:4938,OAS1
KRT17,HGNC:6427,ENSG00000128422,GENE ID:3872,KRT17
IP6K2,HGNC:17313,ENSG00000068745,GENE ID:51447,IP6K2
TKTL1,HGNC:11835,ENSG00000007350,GENE ID:8277,TKTL1
PPP2R5C,HGNC:9311,ENSG00000078304,GENE ID:5527,PPP2R5C
MIR9500,HGNC:50841,ENSG00000283639,GENE ID:103504730,MIR9500
RPL23AP31,HGNC:35777,ENSG00000232625,,RPL23AP31
MIR4439,HGNC:41622,ENSG00000263828,GENE ID:100616207,MIR4439
DIRC1,HGNC:15760,ENSG00000174325,,DIRC1
TMEM114,HGNC:33227,ENSG00000232258,GENE ID:283953,TMEM114
Y_RNA,,ENSG00000252250,,Y_RNA
GP1BA,HGNC:4439,ENSG00000185245,GENE ID:2811,GP1BA
NFU1,HGNC:16287,ENSG00000169599,GENE ID:27247,NFU1
HLA-S,HGNC:19395,ENSG00000237559,,HLA-S
TRAF4,HGNC:12034,ENSG00000076604,GENE ID:9618,TRAF4
ZBTB22,HGNC:13085,ENSG00000206280,GENE ID:9278,ZBTB22
MOG,HGNC:7197,ENSG00000137345,GENE ID:4340,MOG
NDRG4,HGNC:14466,ENSG00000103034,GENE ID:65009,NDRG4
PRRC2A,HGNC:13918,ENSG00000225748,GENE ID:7916,PRRC2A
CENPH,HGNC:17268,ENSG00000153044,GENE ID:64946,CENPH
DRAM2,HGNC:28769,ENSG00000156171,GENE ID:128338,DRAM2
KGD4,HGNC:16631,ENSG00000134056,GENE ID:92259,KGD4
HSPD1P5,HGNC:5266,ENSG00000249193,,HSPD1P5
RN7SKP235,HGNC:45959,ENSG00000222594,,RN7SKP235
ABCE1,HGNC:69,ENSG00000164163,GENE ID:6059,ABCE1
RPL27AP5,HGNC:36420,ENSG00000182383,,RPL27AP5
GCNT4,HGNC:17973,ENSG00000176928,GENE ID:51301,GCNT4
ANKRD31,HGNC:26853,ENSG00000145700,GENE ID:256006,ANKRD31
RNU7-57P,HGNC:34153,ENSG00000238365,,RNU7-57P
NHSL2,HGNC:33737,ENSG00000204131,GENE ID:340527,NHSL2
RPSAP17,HGNC:35707,ENSG00000226855,,RPSAP17
PSMD8P1,HGNC:34013,ENSG00000228264,,PSMD8P1
SHE,HGNC:27004,ENSG00000169291,GENE ID:126669,SHE
CSHL1,HGNC:2442,ENSG00000204414,GENE ID:1444,CSHL1
DDX6P1,HGNC:13948,ENSG00000229045,,DDX6P1
FKBPL,HGNC:13949,ENSG00000230907,GENE ID:63943,FKBPL
LY6G6D,HGNC:13935,ENSG00000226603,GENE ID:58530,LY6G6D
LY6G6D,HGNC:13935,ENSG00000226603,GENE ID:110599563,LY6G6D
COL7A1,HGNC:2214,ENSG00000114270,GENE ID:1294,COL7A1
MIR6134,HGNC:49951,ENSG00000277569,GENE ID:102465140,MIR6134
RN7SL604P,HGNC:46620,ENSG00000244236,,RN7SL604P
SNORA36C,HGNC:33616,ENSG00000207016,GENE ID:100124535,SNORA36C
IL1RAPL1,HGNC:5996,ENSG00000169306,GENE ID:11141,IL1RAPL1
RPL36AP16,HGNC:36416,ENSG00000232228,,RPL36AP16
PLA2G2C,HGNC:9032,ENSG00000187980,GENE ID:391013,PLA2G2C
B3GALNT1P1,HGNC:51302,ENSG00000229948,,B3GALNT1P1
POC5,HGNC:26658,ENSG00000152359,GENE ID:134359,POC5
ZNF142,HGNC:12927,ENSG00000115568,GENE ID:7701,ZNF142
RPS26P8,HGNC:31329,ENSG00000282238,,RPS26P8
KANSL1,HGNC:24565,ENSG00000278458,GENE ID:284058,KANSL1
KIR3DL3,HGNC:16312,ENSG00000284371,GENE ID:115653,KIR3DL3
HLA-DQA2,HGNC:4943,ENSG00000257473,GENE ID:3117,HLA-DQA2
HLA-DQA2,HGNC:4943,ENSG00000257473,GENE ID:3118,HLA-DQA2
ARNT,HGNC:700,ENSG00000143437,GENE ID:405,ARNT
H3P43,HGNC:54472,ENSG00000226436,,H3P43
RNA5SP500,HGNC:43400,ENSG00000201356,,RNA5SP500
MIR4666B,HGNC:43486,ENSG00000264090,GENE ID:100847047,MIR4666B
PIGFP3,HGNC:45151,ENSG00000227592,,PIGFP3
PCDH19,HGNC:14270,ENSG00000165194,GENE ID:57526,PCDH19
IDE,HGNC:5381,ENSG00000119912,GENE ID:3416,IDE
TMEM198,HGNC:33704,ENSG00000188760,GENE ID:130612,TMEM198
ABCA8,HGNC:38,ENSG00000141338,GENE ID:10351,ABCA8
BRD2,HGNC:1103,ENSG00000234507,GENE ID:6046,BRD2
MIR627,HGNC:32883,ENSG00000207712,GENE ID:693212,MIR627
TMEM87A,HGNC:24522,ENSG00000103978,GENE ID:25963,TMEM87A
KIR2DL3,HGNC:6331,ENSG00000284333,GENE ID:3804,KIR2DL3
POTEJ,HGNC:37094,ENSG00000222038,GENE ID:653781,POTEJ
TSPAN6,HGNC:11858,ENSG00000000003,GENE ID:7105,TSPAN6
KIR2DP1,HGNC:16344,ENSG00000283725,,KIR2DP1
KIR2DL1,HGNC:6329,ENSG00000284347,GENE ID:3802,KIR2DL1
TBC1D8,HGNC:17791,ENSG00000204634,GENE ID:11138,TBC1D8
ZNF136,HGNC:12920,ENSG00000196646,GENE ID:7695,ZNF136
SNORA38,HGNC:32631,ENSG00000265754,GENE ID:677820,SNORA38
DDX39BP2,HGNC:33461,ENSG00000228458,,DDX39BP2
BAG6,HGNC:13919,ENSG00000234651,GENE ID:7917,BAG6
HSD17B8,HGNC:3554,ENSG00000225312,GENE ID:7923,HSD17B8
LRRC37A2,HGNC:32404,ENSG00000277221,GENE ID:9884,LRRC37A2
LRRC37A2,HGNC:32404,ENSG00000277221,GENE ID:474170,LRRC37A2
ARHGAP33,HGNC:23085,ENSG00000004777,GENE ID:115703,ARHGAP33
SERINC1,HGNC:13464,ENSG00000111897,GENE ID:57515,SERINC1
OAS3,HGNC:8088,ENSG00000111331,GENE ID:4940,OAS3
NFKBIL1,HGNC:7800,ENSG00000236196,GENE ID:4795,NFKBIL1
ATP5MC3,HGNC:843,ENSG00000154518,GENE ID:518,ATP5MC3
PKIB,HGNC:9018,ENSG00000135549,GENE ID:5570,PKIB
OTUD4,HGNC:24949,ENSG00000164164,GENE ID:54726,OTUD4
NXF3,HGNC:8073,ENSG00000147206,GENE ID:56000,NXF3
MAP3K14,HGNC:6853,ENSG00000282637,GENE ID:9020,MAP3K14
Metazoa_SRP,,ENSG00000275587,,Metazoa_SRP
5S_rRNA,,ENSG00000275780,,5S_rRNA
Y_RNA,,ENSG00000276222,,Y_RNA
Metazoa_SRP,,ENSG00000275602,,Metazoa_SRP
Metazoa_SRP,,ENSG00000274171,,Metazoa_SRP
LINC02210,HGNC:26327,ENSG00000290467,GENE ID:147081,LINC02210
KIR3DP1,HGNC:16343,ENSG00000284397,GENE ID:128966722,KIR3DP1
KIR3DP1,HGNC:16343,ENSG00000284397,GENE ID:128966730,KIR3DP1
KIR3DP1,HGNC:16343,ENSG00000284397,GENE ID:128966731,KIR3DP1
KIR3DP1,HGNC:16343,ENSG00000284397,GENE ID:128966732,KIR3DP1
KIR3DP1,HGNC:16343,ENSG00000284397,GENE ID:128966733,KIR3DP1
KIR2DL4,HGNC:6332,ENSG00000284460,GENE ID:3805,KIR2DL4
PTMA,HGNC:9623,ENSG00000187514,GENE ID:5757,PTMA
RNU6-680P,HGNC:47643,ENSG00000207333,,RNU6-680P
LRRC37A4P,HGNC:25479,ENSG00000282331,,LRRC37A4P
SLC25A5P9,HGNC:35468,ENSG00000251078,,SLC25A5P9
BIN2P2,HGNC:43661,ENSG00000248684,,BIN2P2
SAP18P1,HGNC:51567,ENSG00000249777,,SAP18P1
SV2C,HGNC:30670,ENSG00000122012,GENE ID:22987,SV2C
CYP21A2,HGNC:2600,ENSG00000232414,GENE ID:1589,CYP21A2
ARMC12,HGNC:21099,ENSG00000157343,GENE ID:221481,ARMC12
IFIT5,HGNC:13328,ENSG00000152778,GENE ID:24138,IFIT5
RN7SL847P,HGNC:46863,ENSG00000265319,,RN7SL847P
BNIP3P5,HGNC:39658,ENSG00000260571,,BNIP3P5
NUDT9P1,HGNC:28523,ENSG00000234043,,NUDT9P1
CORO2B,HGNC:2256,ENSG00000103647,GENE ID:10391,CORO2B
PCGF5,HGNC:28264,ENSG00000180628,GENE ID:84333,PCGF5
SLC25A21-AS1,HGNC:44298,ENSG00000258708,GENE ID:100129794,SLC25A21-AS1
RNU6-273P,HGNC:47236,ENSG00000252746,,RNU6-273P
RNU6-886P,HGNC:47849,ENSG00000207046,,RNU6-886P
FOXA1,HGNC:5021,ENSG00000129514,GENE ID:3169,FOXA1
HLA-DOA,HGNC:4936,ENSG00000206292,GENE ID:3111,HLA-DOA
IL1RAPL2,HGNC:5997,ENSG00000189108,GENE ID:26280,IL1RAPL2
BTBD7,HGNC:18269,ENSG00000011114,GENE ID:55727,BTBD7
PHB1P10,HGNC:39289,ENSG00000232665,,PHB1P10
RPL18AP14,HGNC:36624,ENSG00000223733,,RPL18AP14
TEX13A,HGNC:11735,ENSG00000268629,GENE ID:56157,TEX13A
ETF1P1,HGNC:3478,ENSG00000232516,,ETF1P1
AGER,HGNC:320,ENSG00000206320,GENE ID:177,AGER
IRGQ,HGNC:24868,ENSG00000167378,GENE ID:126298,IRGQ
KCTD9P2,HGNC:29274,ENSG00000181819,,KCTD9P2
C10orf90,HGNC:26563,ENSG00000154493,GENE ID:118611,C10orf90
RNU6-207P,HGNC:47170,ENSG00000206864,,RNU6-207P
NRK,HGNC:25391,ENSG00000123572,GENE ID:203447,NRK
CMPK1P1,HGNC:56924,ENSG00000220734,,CMPK1P1
RNA5SP186,HGNC:43086,ENSG00000252833,,RNA5SP186
CLPSL2,HGNC:21250,ENSG00000196748,GENE ID:389383,CLPSL2
ZNF576,HGNC:28357,ENSG00000124444,GENE ID:79177,ZNF576
RAP1BL,HGNC:55079,ENSG00000254893,,RAP1BL
PDCD5P2,HGNC:49886,ENSG00000251107,,PDCD5P2
IQGAP2,HGNC:6111,ENSG00000145703,GENE ID:10788,IQGAP2
CARS1P1,HGNC:50477,ENSG00000271232,,CARS1P1
CLPSL1,HGNC:21251,ENSG00000204140,GENE ID:340204,CLPSL1
ANP32A,HGNC:13233,ENSG00000140350,GENE ID:8125,ANP32A
ZBTB22,HGNC:13085,ENSG00000229253,GENE ID:9278,ZBTB22
HLA-DPA1,HGNC:4938,ENSG00000224103,GENE ID:3113,HLA-DPA1
CLPS,HGNC:2085,ENSG00000137392,GENE ID:1208,CLPS
SRRM5,HGNC:37248,ENSG00000226763,GENE ID:100170229,SRRM5
SERPINA7,HGNC:11583,ENSG00000123561,GENE ID:6906,SERPINA7
Y_RNA,,ENSG00000238713,,Y_RNA
LHFPL5,HGNC:21253,ENSG00000197753,GENE ID:222662,LHFPL5
ART3,HGNC:725,ENSG00000156219,GENE ID:419,ART3
HCG4B,HGNC:22919,ENSG00000227956,,HCG4B
CYP21A2,HGNC:2600,ENSG00000233151,GENE ID:1589,CYP21A2
DDX6P1,HGNC:13948,ENSG00000228197,,DDX6P1
POLD1,HGNC:9175,ENSG00000062822,GENE ID:5424,POLD1
MSH5-SAPCD1,HGNC:41994,ENSG00000266027,,MSH5-SAPCD1
COX8C,HGNC:24382,ENSG00000187581,GENE ID:341947,COX8C
OAS2,HGNC:8087,ENSG00000111335,GENE ID:4939,OAS2
GYG2,HGNC:4700,ENSG00000056998,GENE ID:8908,GYG2
OIT3,HGNC:29953,ENSG00000138315,GENE ID:170392,OIT3
KIR3DL1,HGNC:6338,ENSG00000276379,GENE ID:3811,KIR3DL1
Y_RNA,,ENSG00000202306,,Y_RNA
RNU6-1258P,HGNC:48221,ENSG00000252720,,RNU6-1258P
PRIMA1,HGNC:18319,ENSG00000175785,GENE ID:145270,PRIMA1
KIR2DL3,HGNC:6331,ENSG00000277484,GENE ID:3804,KIR2DL3
SRPK1,HGNC:11305,ENSG00000096063,GENE ID:6732,SRPK1
FAM181A,HGNC:20491,ENSG00000140067,GENE ID:90050,FAM181A
NPM1P24,HGNC:45097,ENSG00000215086,,NPM1P24
PLA2G12B,HGNC:18555,ENSG00000138308,GENE ID:84647,PLA2G12B
SP140L,HGNC:25105,ENSG00000185404,GENE ID:93349,SP140L
RPL21P6,HGNC:23542,ENSG00000239199,,RPL21P6
TBPL2,HGNC:19841,ENSG00000182521,GENE ID:387332,TBPL2
RPL17P50,HGNC:45098,ENSG00000213700,,RPL17P50
P4HA1,HGNC:8546,ENSG00000122884,GENE ID:5033,P4HA1
GLCE,HGNC:17855,ENSG00000138604,GENE ID:26035,GLCE
UNC79,HGNC:19966,ENSG00000133958,GENE ID:57578,UNC79
SLC16A6,HGNC:10927,ENSG00000108932,GENE ID:9120,SLC16A6
SPESP1-NOX5,,ENSG00000290203,GENE ID:134826889,SPESP1-NOX5
MROH5,HGNC:42976,ENSG00000226807,GENE ID:389690,MROH5
HLA-DQB1-AS1,HGNC:39762,ENSG00000238226,GENE ID:106480429,HLA-DQB1-AS1
KIR3DL1,HGNC:6338,ENSG00000283827,GENE ID:3811,KIR3DL1
TRIM39,HGNC:10065,ENSG00000226437,GENE ID:56658,TRIM39
ARHGAP44,HGNC:29096,ENSG00000006740,GENE ID:9912,ARHGAP44
ELMO2P1,HGNC:38008,ENSG00000276172,,ELMO2P1
C12orf43,HGNC:25719,ENSG00000157895,GENE ID:64897,C12orf43
KIR3DL3,HGNC:16312,ENSG00000274696,GENE ID:115653,KIR3DL3
GOLGA8DP,HGNC:32376,ENSG00000175676,GENE ID:100132979,GOLGA8DP
HLA-W,HGNC:23425,ENSG00000232011,,HLA-W
HCG14,HGNC:18323,ENSG00000230004,GENE ID:414760,HCG14
ZBTB12,HGNC:19066,ENSG00000237900,GENE ID:221527,ZBTB12
DHX16,HGNC:2739,ENSG00000233561,GENE ID:8449,DHX16
GOLGA8DP,HGNC:32376,ENSG00000290359,GENE ID:100132979,GOLGA8DP
MKRN2,HGNC:7113,ENSG00000075975,GENE ID:23609,MKRN2
C8orf90,HGNC:56305,ENSG00000226490,GENE ID:122455339,C8orf90
C4A-AS1,HGNC:39753,ENSG00000232565,,C4A-AS1
UBD,HGNC:18795,ENSG00000231968,GENE ID:10537,UBD
ZNF572,HGNC:26758,ENSG00000180938,GENE ID:137209,ZNF572
HCG18,HGNC:31337,ENSG00000224705,GENE ID:414777,HCG18
HCG18,HGNC:31337,ENSG00000224705,GENE ID:414778,HCG18
ZMAT3,HGNC:29983,ENSG00000172667,GENE ID:64393,ZMAT3
SQLE,HGNC:11279,ENSG00000104549,GENE ID:6713,SQLE
SORD2P,HGNC:49919,ENSG00000259479,,SORD2P
RNU6-1309P,HGNC:48272,ENSG00000200175,,RNU6-1309P
CYCSP51,HGNC:24383,ENSG00000229357,,CYCSP51
PARP1,HGNC:270,ENSG00000143799,GENE ID:142,PARP1
CSPG4P13,HGNC:49195,ENSG00000260139,,CSPG4P13
KIR2DL1,HGNC:6329,ENSG00000274782,GENE ID:3802,KIR2DL1
C2orf15,HGNC:28436,ENSG00000273045,GENE ID:150590,C2orf15
GOLGA6FP,HGNC:49206,ENSG00000260776,,GOLGA6FP
UBE2NL,HGNC:31710,ENSG00000276380,GENE ID:389898,UBE2NL
PIM2,HGNC:8987,ENSG00000102096,GENE ID:11040,PIM2
GPR155,HGNC:22951,ENSG00000163328,GENE ID:151556,GPR155
KIR2DP1,HGNC:16344,ENSG00000274851,,KIR2DP1
NANOGNBP3,HGNC:42160,ENSG00000270813,,NANOGNBP3
RPL21P132,HGNC:35865,ENSG00000183911,,RPL21P132
KIR3DP1,HGNC:16343,ENSG00000273688,GENE ID:128966722,KIR3DP1
KIR3DP1,HGNC:16343,ENSG00000273688,GENE ID:128966730,KIR3DP1
KIR3DP1,HGNC:16343,ENSG00000273688,GENE ID:128966731,KIR3DP1
KIR3DP1,HGNC:16343,ENSG00000273688,GENE ID:128966732,KIR3DP1
KIR3DP1,HGNC:16343,ENSG00000273688,GENE ID:128966733,KIR3DP1
LILRP1,HGNC:15496,ENSG00000277570,,LILRP1
Y_RNA,,ENSG00000201047,,Y_RNA
KIR2DL4,HGNC:6332,ENSG00000274955,GENE ID:3805,KIR2DL4
COMMD4P1,HGNC:51909,ENSG00000214646,,COMMD4P1
PPIAP90,HGNC:53714,ENSG00000234557,,PPIAP90
PAX2,HGNC:8616,ENSG00000075891,GENE ID:5076,PAX2
GLA,HGNC:4296,ENSG00000102393,GENE ID:2717,GLA
Y_RNA,,ENSG00000200616,,Y_RNA
ADAMTS7P3,HGNC:49409,ENSG00000261143,,ADAMTS7P3
PIK3CA,HGNC:8975,ENSG00000121879,GENE ID:5290,PIK3CA
UBE2Q2P16,HGNC:44656,ENSG00000259511,,UBE2Q2P16
GOLGA2P7,HGNC:49516,ENSG00000225151,,GOLGA2P7
MICD,HGNC:7093,ENSG00000226713,,MICD
VARS2,HGNC:21642,ENSG00000230985,GENE ID:57176,VARS2
DNM1P51,HGNC:48500,ENSG00000235370,,DNM1P51
RXRB,HGNC:10478,ENSG00000231321,GENE ID:6257,RXRB
STRCP1,HGNC:33915,ENSG00000166763,,STRCP1
ULK4P2,HGNC:15776,ENSG00000260128,,ULK4P2
EXOSC4,HGNC:18189,ENSG00000178896,GENE ID:54512,EXOSC4
UBE2Q2P13,HGNC:56078,ENSG00000259658,,UBE2Q2P13
DNM1P46,HGNC:35199,ENSG00000182397,,DNM1P46
OR4G2P,HGNC:8303,ENSG00000183909,,OR4G2P
CHRNA6,HGNC:15963,ENSG00000147434,GENE ID:8973,CHRNA6
WASH3P,HGNC:24362,ENSG00000185596,,WASH3P
