,HGNC_ID,ENSG_ID,NCBI_ID,primary_gene_symbol,gene_symbol,captured,captured as:
0,set(),"{'ENSG00000277584', 'ENSG00000275999', 'ENSG00000266726', 'ENSG00000278457', 'ENSG00000265816', 'ENSG00000288601', 'ENSG00000285776', 'ENSG00000285609', 'ENSG00000266653', 'ENSG00000275780', 'ENSG00000263418', 'ENSG00000285674', 'ENSG00000276861', 'ENSG00000266615', 'ENSG00000277411', 'ENSG00000273928', 'ENSG00000285912', 'ENSG00000266035', 'ENSG00000283454', 'ENSG00000277488', 'ENSG00000278779', 'ENSG00000285626', 'ENSG00000277395'}",set(),5S_rRNA,5S_rRNA,T,Primary Gene Symbol
1,set(),"{'ENSG00000275877', 'ENSG00000278294', 'ENSG00000275757', 'ENSG00000276871', 'ENSG00000277739', 'ENSG00000283274', 'ENSG00000273730', 'ENSG00000283568', 'ENSG00000283291'}","{'GENE ID:124908370', 'GENE ID:124907705', 'GENE ID:124907150', 'GENE ID:124908250', 'GENE ID:124907476', 'GENE ID:124907622', 'GENE ID:124908327', 'GENE ID:124907258', 'GENE ID:124907139', 'GENE ID:124908278', 'GENE ID:124907720', 'GENE ID:124908289', 'GENE ID:124907135', 'GENE ID:124907712', 'GENE ID:124908310', 'GENE ID:124907684', 'GENE ID:124907144', 'GENE ID:124907331', 'GENE ID:124908243', 'GENE ID:124907673', 'GENE ID:124907156', 'GENE ID:124907291', 'GENE ID:124907337', 'GENE ID:124907572', 'GENE ID:124908380', 'GENE ID:124907480', 'GENE ID:124907149', 'GENE ID:124907592', 'GENE ID:124907151', 'GENE ID:124907716', 'GENE ID:124907655', 'GENE ID:124908244', 'GENE ID:124908336', 'GENE ID:124908525', 'GENE ID:124908384', 'GENE ID:124907153', 'GENE ID:124907302', 'GENE ID:124907644', 'GENE ID:124907591', 'GENE ID:124907143', 'GENE ID:124907335', 'GENE ID:124907593', 'GENE ID:124907194', 'GENE ID:124907598', 'GENE ID:124908388', 'GENE ID:124908524', 'GENE ID:124908378', 'GENE ID:124907119', 'GENE ID:124907134', 'GENE ID:124907138', 'GENE ID:124908381', 'GENE ID:124907594', 'GENE ID:124907328', 'GENE ID:124907148', 'GENE ID:124908392', 'GENE ID:124907160', 'GENE ID:124907440', 'GENE ID:124908316', 'GENE ID:124907336', 'GENE ID:124907584', 'GENE ID:124907117', 'GENE ID:124907340', 'GENE ID:124907154', 'GENE ID:124908374', 'GENE ID:124908513', 'GENE ID:124907597', 'GENE ID:124908390', 'GENE ID:124907142', 'GENE ID:124907183', 'GENE ID:124907450', 'GENE ID:124907341', 'GENE ID:124907172', 'GENE ID:124907709', 'GENE ID:124908371', 'GENE ID:124907481', 'GENE ID:124908257', 'GENE ID:124908516', 'GENE ID:124907579', 'GENE ID:124907342', 'GENE ID:124907581', 'GENE ID:124908372', 'GENE ID:124907313', 'GENE ID:124908386', 'GENE ID:124907132', 'GENE ID:124908520', 'GENE ID:124907715', 'GENE ID:124908522', 'GENE ID:124908246', 'GENE ID:124907482', 'GENE ID:124907484', 'GENE ID:124908512', 'GENE ID:124907483', 'GENE ID:124907227', 'GENE ID:124907122', 'GENE ID:124907719', 'GENE ID:124908245', 'GENE ID:124908504', 'GENE ID:124908237', 'GENE ID:124907116', 'GENE ID:124908241', 'GENE ID:124907140', 'GENE ID:124907141', 'GENE ID:124907136', 'GENE ID:124907120', 'GENE ID:124907155', 'GENE ID:124908389', 'GENE ID:124907145', 'GENE ID:124907338', 'GENE ID:124908247', 'GENE ID:124907131', 'GENE ID:124907585', 'GENE ID:124908248', 'GENE ID:124907123', 'GENE ID:124908474', 'GENE ID:124907327', 'GENE ID:124907595', 'GENE ID:124908515', 'GENE ID:124907576', 'GENE ID:124907574', 'GENE ID:124907128', 'GENE ID:124908387', 'GENE ID:124907694', 'GENE ID:124907114', 'GENE ID:124908376', 'GENE ID:124907147', 'GENE ID:124907714', 'GENE ID:124908375', 'GENE ID:124907280', 'GENE ID:124907343', 'GENE ID:124908368', 'GENE ID:124907710', 'GENE ID:124907477', 'GENE ID:124908358', 'GENE ID:124908383', 'GENE ID:124908393', 'GENE ID:124907662', 'GENE ID:124908242', 'GENE ID:124907713', 'GENE ID:124907586', 'GENE ID:124907126', 'GENE ID:124907588', 'GENE ID:124907479', 'GENE ID:124907137', 'GENE ID:124907129', 'GENE ID:124907718', 'GENE ID:124907238', 'GENE ID:124907458', 'GENE ID:124907130', 'GENE ID:124908519', 'GENE ID:124907334', 'GENE ID:124908239', 'GENE ID:124907590', 'GENE ID:124907577', 'GENE ID:124908300', 'GENE ID:124907205', 'GENE ID:124907152', 'GENE ID:124908240', 'GENE ID:124907127', 'GENE ID:124907573', 'GENE ID:124908369', 'GENE ID:124907329', 'GENE ID:124908517', 'GENE ID:124908379', 'GENE ID:124907589', 'GENE ID:124908373', 'GENE ID:124907332', 'GENE ID:124908238', 'GENE ID:124908518', 'GENE ID:124907578', 'GENE ID:124907269', 'GENE ID:124907580', 'GENE ID:124907475', 'GENE ID:124907721', 'GENE ID:124908527', 'GENE ID:124908391', 'GENE ID:124907467', 'GENE ID:124908249', 'GENE ID:124907600', 'GENE ID:124908382', 'GENE ID:124908523', 'GENE ID:124907133', 'GENE ID:124907333', 'GENE ID:124907711', 'GENE ID:124907633', 'GENE ID:124907485', 'GENE ID:124908377', 'GENE ID:124907330', 'GENE ID:124908494', 'GENE ID:124907339', 'GENE ID:124907125', 'GENE ID:124907118', 'GENE ID:124908347', 'GENE ID:124907324', 'GENE ID:124907611', 'GENE ID:124907115', 'GENE ID:124907121', 'GENE ID:124907124', 'GENE ID:124907596', 'GENE ID:124907478', 'GENE ID:124908521', 'GENE ID:124908514', 'GENE ID:124908385', 'GENE ID:124907587', 'GENE ID:124907248', 'GENE ID:124907717', 'GENE ID:124907216', 'GENE ID:124907575', 'GENE ID:124908268', 'GENE ID:124907439', 'GENE ID:124907146'}",5_8S_rRNA,5_8S_rRNA,T,Primary Gene Symbol
2,set(),"{'ENSG00000273591', 'ENSG00000265255', 'ENSG00000274262', 'ENSG00000266263', 'ENSG00000264415', 'ENSG00000265903', 'ENSG00000202198', 'ENSG00000291974', 'ENSG00000277313', 'ENSG00000265633', 'ENSG00000276626', 'ENSG00000274303', 'ENSG00000271394', 'ENSG00000275933'}",set(),7SK,7SK,T,Primary Gene Symbol
3,set(),set(),{'GENE ID:109951028'},A-GAMMA3'E,A-GAMMA3'E,T,Primary Gene Symbol
4,set(),set(),{'GENE ID:109951028'},A-GAMMA3'E,A-gamma-e,F,
5,{'HGNC:5'},{'ENSG00000121410'},{'GENE ID:1'},A1BG,A1B,T,Alternate Abbreviation Symbol
6,{'HGNC:5'},{'ENSG00000121410'},{'GENE ID:1'},A1BG,A1BG,T,Primary Gene Symbol
7,{'HGNC:5'},{'ENSG00000121410'},{'GENE ID:1'},A1BG,ABG,F,
8,{'HGNC:5'},{'ENSG00000121410'},{'GENE ID:1'},A1BG,GAB,F,
9,{'HGNC:5'},{'ENSG00000121410'},{'GENE ID:1'},A1BG,HYST2477,F,
10,{'HGNC:37133'},{'ENSG00000268895'},{'GENE ID:503538'},A1BG-AS1,A1BG-AS,T,Previous Symbol
11,{'HGNC:37133'},{'ENSG00000268895'},{'GENE ID:503538'},A1BG-AS1,A1BG-AS1,T,Primary Gene Symbol
12,{'HGNC:37133'},{'ENSG00000268895'},{'GENE ID:503538'},A1BG-AS1,A1BGAS,T,"Previous Symbol, Alternate Abbreviation Symbol"
13,{'HGNC:37133'},{'ENSG00000268895'},{'GENE ID:503538'},A1BG-AS1,FLJ23569,T,Clone Name Symbol
14,{'HGNC:37133'},{'ENSG00000268895'},{'GENE ID:503538'},A1BG-AS1,NCRNA00181,T,Previous Symbol
15,{'HGNC:24086'},{'ENSG00000148584'},{'GENE ID:29974'},A1CF,A1CF,T,Primary Gene Symbol
16,{'HGNC:24086'},{'ENSG00000148584'},{'GENE ID:29974'},A1CF,ACF,T,Alternate Abbreviation Symbol
17,{'HGNC:24086'},{'ENSG00000148584'},{'GENE ID:29974'},A1CF,ACF64,T,Alternate Abbreviation Symbol
18,{'HGNC:24086'},{'ENSG00000148584'},{'GENE ID:29974'},A1CF,ACF65,F,
19,{'HGNC:24086'},{'ENSG00000148584'},{'GENE ID:29974'},A1CF,APOBEC1CF,T,Alternate Abbreviation Symbol
20,{'HGNC:24086'},{'ENSG00000148584'},{'GENE ID:29974'},A1CF,ASP,F,
21,{'HGNC:7'},{'ENSG00000175899'},{'GENE ID:2'},A2M,A2M,T,Primary Gene Symbol
22,{'HGNC:7'},{'ENSG00000175899'},{'GENE ID:2'},A2M,A2MD,T,"Phenotype Symbol, Alternate Abbreviation Symbol"
23,{'HGNC:7'},{'ENSG00000175899'},{'GENE ID:2'},A2M,CPAMD5,T,Gene Group Symbol
24,{'HGNC:7'},{'ENSG00000175899'},{'GENE ID:2'},A2M,FWP007,F,
25,{'HGNC:7'},{'ENSG00000175899'},{'GENE ID:2'},A2M,S863-7,F,
26,{'HGNC:27057'},{'ENSG00000245105'},{'GENE ID:144571'},A2M-AS1,A2M-AS1,T,Primary Gene Symbol
27,{'HGNC:23336'},{'ENSG00000166535'},{'GENE ID:144568'},A2ML1,A2ML1,T,Primary Gene Symbol
28,{'HGNC:23336'},{'ENSG00000166535'},{'GENE ID:144568'},A2ML1,CPAMD9,T,"Previous Symbol, Gene Group Symbol"
29,{'HGNC:23336'},{'ENSG00000166535'},{'GENE ID:144568'},A2ML1,FLJ25179,T,Clone Name Symbol
30,{'HGNC:23336'},{'ENSG00000166535'},{'GENE ID:144568'},A2ML1,OMS,T,"Previous Symbol, Phenotype Symbol"
31,{'HGNC:23336'},{'ENSG00000166535'},{'GENE ID:144568'},A2ML1,P170,F,
32,{'HGNC:23336'},{'ENSG00000166535'},{'GENE ID:144568'},A2ML1,p170,F,
33,{'HGNC:41022'},{'ENSG00000256661'},{'GENE ID:100874108'},A2ML1-AS1,A2ML1-AS1,T,Primary Gene Symbol
34,{'HGNC:41523'},{'ENSG00000256904'},{'GENE ID:106478979'},A2ML1-AS2,A2ML1-AS2,T,Primary Gene Symbol
35,{'HGNC:8'},"{'ENSG00000291190', 'ENSG00000256069'}","{'GENE ID:124903067', 'GENE ID:3'}",A2MP1,A2MP,T,Previous Symbol
36,{'HGNC:8'},"{'ENSG00000291190', 'ENSG00000256069'}","{'GENE ID:124903067', 'GENE ID:3'}",A2MP1,A2MP1,T,Primary Gene Symbol
37,{'HGNC:30005'},{'ENSG00000184389'},{'GENE ID:127550'},A3GALT2,A3GALT2,T,Primary Gene Symbol
38,{'HGNC:30005'},{'ENSG00000184389'},{'GENE ID:127550'},A3GALT2,A3GALT2P,T,Previous Symbol
39,{'HGNC:30005'},{'ENSG00000184389'},{'GENE ID:127550'},A3GALT2,IGB3S,F,
40,{'HGNC:30005'},{'ENSG00000184389'},{'GENE ID:127550'},A3GALT2,IGBS3S,F,
41,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'},A4GALT,A14GALT,F,
42,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'},A4GALT,A4GALT,T,Primary Gene Symbol
43,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'},A4GALT,A4GALT1,F,
44,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'},A4GALT,GB3S,F,
45,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'},A4GALT,Gb3S,F,
46,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'},A4GALT,P(K),F,
47,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'},A4GALT,P(k),F,
48,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'},A4GALT,P1,T,Previous Symbol
49,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'},A4GALT,P1PK,F,
50,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'},A4GALT,PK,F,
51,{'HGNC:17968'},{'ENSG00000118017'},{'GENE ID:51146'},A4GNT,A4GNT,T,Primary Gene Symbol
52,{'HGNC:17968'},{'ENSG00000118017'},{'GENE ID:51146'},A4GNT,ALPHA4GNT,T,Alternate Abbreviation Symbol
53,{'HGNC:17968'},{'ENSG00000118017'},{'GENE ID:51146'},A4GNT,alpha4GnT,T,Alternate Abbreviation Symbol
54,set(),{'ENSG00000265544'},{'GENE ID:100506677'},AA06,AA02,F,
55,set(),{'ENSG00000265544'},{'GENE ID:100506677'},AA06,AA04,F,
56,set(),{'ENSG00000265544'},{'GENE ID:100506677'},AA06,AA05,F,
57,set(),{'ENSG00000265544'},{'GENE ID:100506677'},AA06,AA06,T,Primary Gene Symbol
58,{'HGNC:13666'},{'ENSG00000094914'},{'GENE ID:8086'},AAAS,AAA,F,
59,{'HGNC:13666'},"{'ENSG00000094914', 'ENSG00000291836'}",{'GENE ID:8086'},AAAS,AAAS,T,Primary Gene Symbol
60,{'HGNC:13666'},{'ENSG00000094914'},{'GENE ID:8086'},AAAS,AAASb,T,Phenotype Symbol
61,{'HGNC:13666'},{'ENSG00000094914'},{'GENE ID:8086'},AAAS,ADRACALA,F,
62,{'HGNC:13666'},{'ENSG00000094914'},{'GENE ID:8086'},AAAS,ADRACALIN,F,
63,{'HGNC:13666'},{'ENSG00000094914'},{'GENE ID:8086'},AAAS,ALADIN,T,"Ortholog Symbol, Alternate Abbreviation Symbol"
64,{'HGNC:13666'},{'ENSG00000094914'},{'GENE ID:8086'},AAAS,GL003,F,
65,{'HGNC:21298'},{'ENSG00000081760'},{'GENE ID:65985'},AACS,AACS,T,Primary Gene Symbol
66,{'HGNC:21298'},{'ENSG00000081760'},{'GENE ID:65985'},AACS,ACSF1,T,Gene Group Symbol
67,{'HGNC:21298'},{'ENSG00000081760'},{'GENE ID:65985'},AACS,FLJ12389,T,Clone Name Symbol
68,{'HGNC:21298'},{'ENSG00000081760'},{'GENE ID:65985'},AACS,SUR-5,T,Ortholog Symbol
69,{'HGNC:18226'},"{'ENSG00000250420', 'ENSG00000291019'}",{'GENE ID:729522'},AACSP1,AACSL,T,Previous Symbol
70,{'HGNC:18226'},"{'ENSG00000250420', 'ENSG00000291019'}",{'GENE ID:729522'},AACSP1,AACSP1,T,Primary Gene Symbol
71,{'HGNC:17'},{'ENSG00000114771'},{'GENE ID:13'},AADAC,AADAC,T,Primary Gene Symbol
72,{'HGNC:17'},{'ENSG00000114771'},{'GENE ID:13'},AADAC,CES5A1,F,
73,{'HGNC:17'},{'ENSG00000114771'},{'GENE ID:13'},AADAC,DAC,T,Alternate Abbreviation Symbol
74,{'HGNC:24427'},"{'ENSG00000197953', 'ENSG00000261846'}",{'GENE ID:344752'},AADACL2,AADACL2,T,Primary Gene Symbol
75,{'HGNC:24427'},"{'ENSG00000197953', 'ENSG00000261846'}",{'GENE ID:344752'},AADACL2,MGC72001,T,Placeholder Symbol
76,{'HGNC:50301'},"{'ENSG00000262466', 'ENSG00000242908'}",{'GENE ID:101928142'},AADACL2-AS1,AADACL2-AS1,T,Primary Gene Symbol
77,{'HGNC:32037'},{'ENSG00000188984'},{'GENE ID:126767'},AADACL3,AADACL3,T,Primary Gene Symbol
78,{'HGNC:32037'},{'ENSG00000188984'},{'GENE ID:126767'},AADACL3,OTTHUMG00000001887,T,Gene Identifier Symbol
79,{'HGNC:32038'},{'ENSG00000204518'},{'GENE ID:343066'},AADACL4,AADACL4,T,Primary Gene Symbol
80,{'HGNC:32038'},{'ENSG00000204518'},{'GENE ID:343066'},AADACL4,OTTHUMG00000001889,T,Gene Identifier Symbol
81,{'HGNC:50305'},"{'ENSG00000291076', 'ENSG00000240602'}",{'GENE ID:201651'},AADACP1,AADACP1,T,Primary Gene Symbol
82,{'HGNC:17929'},{'ENSG00000109576'},{'GENE ID:51166'},AADAT,AADAT,T,Primary Gene Symbol
83,{'HGNC:17929'},{'ENSG00000109576'},{'GENE ID:51166'},AADAT,KAT2,F,
84,{'HGNC:17929'},{'ENSG00000109576'},{'GENE ID:51166'},AADAT,KATII,T,Previous Symbol
85,{'HGNC:17929'},{'ENSG00000109576'},{'GENE ID:51166'},AADAT,KYAT2,F,
86,{'HGNC:25662'},{'ENSG00000103591'},{'GENE ID:79719'},AAGAB,AAGAB,T,Primary Gene Symbol
87,{'HGNC:25662'},{'ENSG00000103591'},{'GENE ID:79719'},AAGAB,FLJ11506,T,Clone Name Symbol
88,{'HGNC:25662'},{'ENSG00000103591'},{'GENE ID:79719'},AAGAB,KPPP1,F,
89,{'HGNC:25662'},{'ENSG00000103591'},{'GENE ID:79719'},AAGAB,P34,T,Protein Mass Symbol
90,{'HGNC:25662'},{'ENSG00000103591'},{'GENE ID:79719'},AAGAB,PPKP1,T,Phenotype Symbol
91,{'HGNC:25662'},{'ENSG00000103591'},{'GENE ID:79719'},AAGAB,PPKP1A,T,Phenotype Symbol
92,{'HGNC:25662'},{'ENSG00000103591'},{'GENE ID:79719'},AAGAB,p34,T,Protein Mass Symbol
93,{'HGNC:19679'},{'ENSG00000115977'},{'GENE ID:22848'},AAK1,AAK1,T,Primary Gene Symbol
94,{'HGNC:19679'},{'ENSG00000115977'},{'GENE ID:22848'},AAK1,DKFZP686K16132,T,"Previous Symbol, Placeholder Symbol"
95,{'HGNC:19679'},{'ENSG00000115977'},{'GENE ID:22848'},AAK1,DKFZp686K16132,T,"Previous Symbol, Placeholder Symbol"
96,{'HGNC:19679'},{'ENSG00000115977'},{'GENE ID:22848'},AAK1,KIAA1048,T,Placeholder Symbol
97,{'HGNC:30205'},{'ENSG00000087884'},{'GENE ID:28971'},AAMDC,AAMDC,T,Primary Gene Symbol
98,{'HGNC:30205'},{'ENSG00000087884'},{'GENE ID:28971'},AAMDC,C11ORF67,T,"Previous Symbol, Placeholder Symbol"
99,{'HGNC:30205'},{'ENSG00000087884'},{'GENE ID:28971'},AAMDC,C11orf67,T,"Previous Symbol, Placeholder Symbol"
100,{'HGNC:30205'},{'ENSG00000087884'},{'GENE ID:28971'},AAMDC,CK067,F,
101,{'HGNC:30205'},{'ENSG00000087884'},{'GENE ID:28971'},AAMDC,FLJ21035,T,"Previous Symbol, Clone Name Symbol"
102,{'HGNC:30205'},{'ENSG00000087884'},{'GENE ID:28971'},AAMDC,PTD015,F,
103,{'HGNC:18'},{'ENSG00000127837'},{'GENE ID:14'},AAMP,AAMP,T,Primary Gene Symbol
104,{'HGNC:19'},{'ENSG00000129673'},{'GENE ID:15'},AANAT,AANAT,T,Primary Gene Symbol
105,{'HGNC:19'},{'ENSG00000129673'},{'GENE ID:15'},AANAT,DSPS,F,
106,{'HGNC:19'},{'ENSG00000129673'},{'GENE ID:15'},AANAT,SNAT,T,Alternate Abbreviation Symbol
107,{'HGNC:15886'},{'ENSG00000131043'},{'GENE ID:25980'},AAR2,AAR2,T,Primary Gene Symbol
108,{'HGNC:15886'},{'ENSG00000131043'},{'GENE ID:25980'},AAR2,BA234K24.2,F,
109,{'HGNC:15886'},{'ENSG00000131043'},{'GENE ID:25980'},AAR2,C20ORF4,T,"Previous Symbol, Placeholder Symbol"
110,{'HGNC:15886'},{'ENSG00000131043'},{'GENE ID:25980'},AAR2,C20orf4,T,"Previous Symbol, Placeholder Symbol"
111,{'HGNC:15886'},{'ENSG00000131043'},{'GENE ID:25980'},AAR2,CGI-23,F,
112,{'HGNC:15886'},{'ENSG00000131043'},{'GENE ID:25980'},AAR2,bA234K24.2,F,
113,{'HGNC:33842'},{'ENSG00000205002'},{'GENE ID:441376'},AARD,AARD,T,Primary Gene Symbol
114,{'HGNC:33842'},{'ENSG00000205002'},{'GENE ID:441376'},AARD,C8ORF85,T,"Previous Symbol, Placeholder Symbol"
115,{'HGNC:33842'},{'ENSG00000205002'},{'GENE ID:441376'},AARD,C8orf85,T,"Previous Symbol, Placeholder Symbol"
116,{'HGNC:33842'},{'ENSG00000205002'},{'GENE ID:441376'},AARD,LOC441376,T,Placeholder Symbol
117,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'},AARS1,AARS,T,"Previous Symbol, Ortholog Symbol, Withdrawn Ortholog Symbol, Alternate Abbreviation Symbol"
118,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'},AARS1,AARS1,T,Primary Gene Symbol
119,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'},AARS1,ALARS,T,"Ortholog Symbol, Alternate Abbreviation Symbol"
120,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'},AARS1,AlaRS,T,"Ortholog Symbol, Alternate Abbreviation Symbol"
121,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'},AARS1,CMT2N,T,Phenotype Symbol
122,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'},AARS1,DEE29,T,Phenotype Symbol
123,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'},AARS1,EIEE29,T,Phenotype Symbol
124,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'},AARS1,HDLS2,T,Phenotype Symbol
125,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'},AARS1,TTD8,T,Phenotype Symbol
126,{'HGNC:49894'},{'ENSG00000249038'},{'GENE ID:106480683'},AARS1P1,AARS1P1,T,Primary Gene Symbol
127,{'HGNC:49894'},{'ENSG00000249038'},{'GENE ID:106480683'},AARS1P1,AARSP1,T,"Previous Symbol, Alternate Abbreviation Symbol"
128,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'},AARS2,AARS2,T,Primary Gene Symbol
129,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'},AARS2,AARSL,T,"Previous Symbol, Withdrawn Ortholog Symbol"
130,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'},AARS2,BA444E17.1,F,
131,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'},AARS2,COXPD8,T,Phenotype Symbol
132,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'},AARS2,KIAA1270,T,Placeholder Symbol
133,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'},AARS2,LKENP,T,Phenotype Symbol
134,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'},AARS2,MT-ALARS,T,Alternate Abbreviation Symbol
135,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'},AARS2,MTALARS,T,Alternate Abbreviation Symbol
136,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'},AARS2,bA444E17.1,F,
137,{'HGNC:28417'},{'ENSG00000266967'},{'GENE ID:80755'},AARSD1,AARSD1,T,Primary Gene Symbol
138,{'HGNC:28417'},{'ENSG00000266967'},{'GENE ID:80755'},AARSD1,ALAXP,F,
139,{'HGNC:28417'},{'ENSG00000266967'},{'GENE ID:80755'},AARSD1,AlaXp,T,Alternate Abbreviation Symbol
140,{'HGNC:28417'},{'ENSG00000266967'},{'GENE ID:80755'},AARSD1,MGC2744,T,Placeholder Symbol
141,{'HGNC:54994'},{'ENSG00000234969'},{'GENE ID:117981788'},AARSD1P1,AARSD1P1,T,Primary Gene Symbol
142,{'HGNC:23993'},{'ENSG00000157426'},{'GENE ID:132949'},AASDH,AASDH,T,Primary Gene Symbol
143,{'HGNC:23993'},{'ENSG00000157426'},{'GENE ID:132949'},AASDH,ACSF4,T,Gene Group Symbol
144,{'HGNC:23993'},{'ENSG00000157426'},{'GENE ID:132949'},AASDH,LYS2,T,Ortholog Symbol
145,{'HGNC:23993'},{'ENSG00000157426'},{'GENE ID:132949'},AASDH,NRPS1098,F,
146,{'HGNC:23993'},{'ENSG00000157426'},{'GENE ID:132949'},AASDH,NRPS998,F,
147,{'HGNC:14235'},{'ENSG00000149313'},{'GENE ID:60496'},AASDHPPT,AASD-PPT,T,Alternate Abbreviation Symbol
148,{'HGNC:14235'},{'ENSG00000149313'},{'GENE ID:60496'},AASDHPPT,AASDHPPT,T,Primary Gene Symbol
149,{'HGNC:14235'},{'ENSG00000149313'},{'GENE ID:60496'},AASDHPPT,ACPS,T,Alternate Abbreviation Symbol
150,{'HGNC:14235'},{'ENSG00000149313'},{'GENE ID:60496'},AASDHPPT,CGI-80,F,
151,{'HGNC:14235'},{'ENSG00000149313'},{'GENE ID:60496'},AASDHPPT,LYS2,F,
152,{'HGNC:14235'},{'ENSG00000149313'},{'GENE ID:60496'},AASDHPPT,LYS5,T,Ortholog Symbol
153,{'HGNC:58262'},{'ENSG00000254433'},{'GENE ID:139355254'},AASDHPPT-AS1,AASDHPPT-AS1,T,Primary Gene Symbol
154,{'HGNC:17366'},{'ENSG00000008311'},{'GENE ID:10157'},AASS,AASS,T,Primary Gene Symbol
155,{'HGNC:17366'},{'ENSG00000008311'},{'GENE ID:10157'},AASS,LKR/SDH,F,
156,{'HGNC:17366'},{'ENSG00000008311'},{'GENE ID:10157'},AASS,LKRSDH,T,Ortholog Symbol
157,{'HGNC:17366'},{'ENSG00000008311'},{'GENE ID:10157'},AASS,LORSDH,T,Withdrawn Ortholog Symbol
158,{'HGNC:51526'},{'ENSG00000215458'},{'GENE ID:284837'},AATBC,AATBC,T,Primary Gene Symbol
159,{'HGNC:19235'},"{'ENSG00000275700', 'ENSG00000276072'}",{'GENE ID:26574'},AATF,AATF,T,Primary Gene Symbol
160,{'HGNC:19235'},"{'ENSG00000275700', 'ENSG00000276072'}",{'GENE ID:26574'},AATF,BFR2,T,Ortholog Symbol
161,{'HGNC:19235'},"{'ENSG00000275700', 'ENSG00000276072'}",{'GENE ID:26574'},AATF,CHE-1,F,
162,{'HGNC:19235'},"{'ENSG00000275700', 'ENSG00000276072'}",{'GENE ID:26574'},AATF,CHE1,F,
163,{'HGNC:19235'},"{'ENSG00000275700', 'ENSG00000276072'}",{'GENE ID:26574'},AATF,DED,F,
164,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'},AATK,AATK,T,Primary Gene Symbol
165,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'},AATK,AATYK,T,Alternate Abbreviation Symbol
166,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'},AATK,AATYK1,F,
167,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'},AATK,KIAA0641,T,Placeholder Symbol
168,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'},AATK,LMR1,F,
169,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'},AATK,LMTK1,F,
170,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'},AATK,PPP1R77,T,Gene Group Symbol
171,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'},AATK,p35BP,F,
172,{'HGNC:22'},set(),{'GENE ID:17'},AAVS1,AAV,F,
173,{'HGNC:22'},set(),{'GENE ID:17'},AAVS1,AAVS1,T,Primary Gene Symbol
174,{'HGNC:49667'},{'ENSG00000281376'},{'GENE ID:103021294'},ABALON,ABALON,T,Primary Gene Symbol
175,{'HGNC:49667'},{'ENSG00000281376'},{'GENE ID:103021294'},ABALON,INXS,F,
176,{'HGNC:23'},{'ENSG00000183044'},{'GENE ID:18'},ABAT,ABAT,T,Primary Gene Symbol
177,{'HGNC:23'},{'ENSG00000183044'},{'GENE ID:18'},ABAT,GABA-AT,T,Alternate Abbreviation Symbol
178,{'HGNC:23'},{'ENSG00000183044'},{'GENE ID:18'},ABAT,GABA-T,T,Alternate Abbreviation Symbol
179,{'HGNC:23'},{'ENSG00000183044'},{'GENE ID:18'},ABAT,GABAT,T,Alternate Abbreviation Symbol
180,{'HGNC:23'},{'ENSG00000183044'},{'GENE ID:18'},ABAT,NPD009,T,Previous Symbol
