,primary_gene_symbol,HGNC_ID,ENSG_ID,NCBI_ID,gene_symbol
35942,SCYGR3,HGNC:34222,ENSG00000284704,GENE ID:112441429,SCYGR3
35943,SCYGR4,HGNC:34223,ENSG00000284631,GENE ID:112441430,SCYGR4
35944,SCYGR5,HGNC:34224,ENSG00000284667,GENE ID:112441437,SCYGR5
35945,SCYGR6,HGNC:34225,ENSG00000284725,GENE ID:112441431,SCYGR6
35946,SCYGR7,HGNC:34226,ENSG00000284718,GENE ID:112441438,SCYGR7
35947,SCYGR8,HGNC:34227,ENSG00000284635,GENE ID:112441432,SCYGR8
35948,TRIM77,HGNC:34228,ENSG00000214414,GENE ID:390231,TRIM77
35949,CXorf49B,HGNC:34229,ENSG00000215113,GENE ID:100132994,CXorf49B
35950,EPX,HGNC:3423,ENSG00000121053,GENE ID:8288,EPX
35953,NF1P7,HGNC:34230,ENSG00000278143,GENE ID:100158257,NF1P7
35954,PPIGP1,HGNC:34231,,GENE ID:100131033,PPIGP1
35955,HULC,HGNC:34232,ENSG00000285219,GENE ID:728655,HULC
35958,PRINS,HGNC:34235,,GENE ID:100169750,PRINS
35959,SHISAL2B,HGNC:34236,ENSG00000145642,GENE ID:100132916,SHISAL2B
35960,FHIP1A,HGNC:34237,ENSG00000164142,GENE ID:729830,FHIP1A
35962,FAM32CP,HGNC:34239,ENSG00000213525,GENE ID:645646,FAM32CP
35963,ERAL1,HGNC:3424,ENSG00000132591,GENE ID:26284,ERAL1
35964,FAM32DP,HGNC:34240,ENSG00000265472,GENE ID:100190955,FAM32DP
35965,FAM32EP,HGNC:34241,ENSG00000256125,GENE ID:100190956,FAM32EP
35966,CIMIP2B,HGNC:34242,ENSG00000215187,GENE ID:730112,CIMIP2B
35967,TMCO5B,HGNC:34243,ENSG00000215296,GENE ID:100652857,TMCO5B
35968,TMEM170B,HGNC:34244,ENSG00000205269,GENE ID:100113407,TMEM170B
35969,ZSCAN5B,HGNC:34246,ENSG00000197213,GENE ID:342933,ZSCAN5B
35971,RNU6-41P,HGNC:34247,ENSG00000207472,GENE ID:106478912,RNU6-41P
35972,RNU6-40P,HGNC:34248,ENSG00000206981,GENE ID:106480703,RNU6-40P
35973,RNU6-5P,HGNC:34249,ENSG00000206965,GENE ID:106478913,RNU6-5P
35974,RNU6-31P,HGNC:34250,ENSG00000207116,GENE ID:100873740,RNU6-31P
35975,RNU6-25P,HGNC:34251,ENSG00000206600,GENE ID:106480704,RNU6-25P
35976,RNU6-26P,HGNC:34252,ENSG00000206712,GENE ID:100873741,RNU6-26P
35977,RNU6-4P,HGNC:34253,ENSG00000206932,GENE ID:106478914,RNU6-4P
35978,RNU6-10P,HGNC:34254,ENSG00000206763,GENE ID:100873745,RNU6-10P
35979,RNU6-11P,HGNC:34255,ENSG00000201104,GENE ID:106478915,RNU6-11P
35980,RNU6-12P,HGNC:34256,ENSG00000207334,GENE ID:106481973,RNU6-12P
35981,RNU6-13P,HGNC:34257,ENSG00000206975,GENE ID:106480423,RNU6-13P
35982,RNU6-14P,HGNC:34258,ENSG00000207360,GENE ID:100873746,RNU6-14P
35983,RNU6-15P,HGNC:34259,ENSG00000207264,GENE ID:100302741,RNU6-15P
35984,RNU6-16P,HGNC:34260,ENSG00000207113,GENE ID:100873753,RNU6-16P
35985,RNU6-17P,HGNC:34261,ENSG00000206972,GENE ID:106480705,RNU6-17P
35986,RNU6-18P,HGNC:34262,ENSG00000207257,GENE ID:106478916,RNU6-18P
35987,RNU6-19P,HGNC:34263,ENSG00000207449,GENE ID:100873754,RNU6-19P
35988,RNU6-20P,HGNC:34264,ENSG00000206833,GENE ID:106480706,RNU6-20P
35989,RNU6-21P,HGNC:34265,ENSG00000207441,GENE ID:100302738,RNU6-21P
35990,RNU6-22P,HGNC:34266,ENSG00000207083,GENE ID:106478917,RNU6-22P
35991,RNU6-23P,HGNC:34267,ENSG00000200153,GENE ID:100873755,RNU6-23P
35992,RNU6-24P,HGNC:34268,ENSG00000207169,GENE ID:106480707,RNU6-24P
35993,RNU6-9,HGNC:34269,ENSG00000207507,GENE ID:101954271,RNU6-9
35994,RNU6-2,HGNC:34270,ENSG00000207357,GENE ID:103625684,RNU6-2
35995,RNU6-27P,HGNC:34271,ENSG00000251955,GENE ID:106478918,RNU6-27P
35996,RNU6-28P,HGNC:34272,ENSG00000199248,GENE ID:100873756,RNU6-28P
35997,RNU6-29P,HGNC:34273,ENSG00000207367,GENE ID:107131122,RNU6-29P
35998,RNU6-30P,HGNC:34274,ENSG00000207291,GENE ID:100873747,RNU6-30P
35999,RNU6-3P,HGNC:34275,ENSG00000207041,GENE ID:106478919,RNU6-3P
36000,RNU6-32P,HGNC:34276,ENSG00000206675,GENE ID:106480708,RNU6-32P
36001,RNU6-33P,HGNC:34277,ENSG00000207524,GENE ID:100873748,RNU6-33P
36002,RNU6-34P,HGNC:34278,ENSG00000201744,GENE ID:100873749,RNU6-34P
36003,RNU6-35P,HGNC:34279,ENSG00000207260,GENE ID:100873750,RNU6-35P
36004,RNU6-36P,HGNC:34280,ENSG00000206899,GENE ID:100873757,RNU6-36P
36005,RNU6-37P,HGNC:34281,ENSG00000199562,GENE ID:106478920,RNU6-37P
36006,RNU6-38P,HGNC:34282,ENSG00000206812,GENE ID:106480709,RNU6-38P
36007,RNU6-39P,HGNC:34283,ENSG00000207072,GENE ID:100873758,RNU6-39P
36008,RNU6-7,HGNC:34284,ENSG00000201654,GENE ID:101954275,RNU6-7
36009,RNU6-8,HGNC:34285,ENSG00000202337,GENE ID:101954278,RNU6-8
36010,RNU6-42P,HGNC:34286,ENSG00000206892,GENE ID:100302742,RNU6-42P
36011,RNU6-43P,HGNC:34287,ENSG00000207029,GENE ID:106478921,RNU6-43P
36012,RNU6-44P,HGNC:34288,ENSG00000206772,GENE ID:106478922,RNU6-44P
36013,RNU6-45P,HGNC:34289,ENSG00000207200,GENE ID:100873759,RNU6-45P
36014,RNU6-46P,HGNC:34290,ENSG00000206587,GENE ID:100873760,RNU6-46P
36015,RNU6-47P,HGNC:34291,ENSG00000206593,GENE ID:106480710,RNU6-47P
36016,RNU6-48P,HGNC:34292,ENSG00000206888,GENE ID:100887744,RNU6-48P
36017,RNU6-49P,HGNC:34293,ENSG00000206983,GENE ID:106478923,RNU6-49P
36018,ZSCAN5C,HGNC:34294,ENSG00000204532,GENE ID:649137,ZSCAN5C
36019,TMEM212,HGNC:34295,ENSG00000186329,GENE ID:389177,TMEM212
36020,LRRC63,HGNC:34296,ENSG00000173988,GENE ID:220416,LRRC63
36021,TTC34,HGNC:34297,ENSG00000215912,GENE ID:100287898,TTC34
36022,LRRIQ4,HGNC:34298,ENSG00000188306,GENE ID:344657,LRRIQ4
36023,LRRC66,HGNC:34299,ENSG00000188993,GENE ID:339977,LRRC66
36024,AHCY,HGNC:343,ENSG00000101444,GENE ID:191,AHCY
36026,ERBB2,HGNC:3430,ENSG00000141736,GENE ID:2064,ERBB2
36034,LRRD1,HGNC:34300,ENSG00000240720,GENE ID:401387,LRRD1
36035,LRRC74B,HGNC:34301,ENSG00000187905,GENE ID:400891,LRRC74B
36036,PRAMENP,HGNC:34302,ENSG00000197549,GENE ID:649179,PRAMENP
36037,LRRC69,HGNC:34303,ENSG00000214954,GENE ID:100130742,LRRC69
36038,SNAR-A1,HGNC:34304,,GENE ID:100126798,SNAR-A1
36039,SNAR-A2,HGNC:34305,,GENE ID:100126799,SNAR-A2
36040,SNAR-A3,HGNC:34306,,GENE ID:100169951,SNAR-A3
36041,SNAR-A4,HGNC:34307,,GENE ID:100169956,SNAR-A4
36042,SNAR-A5,HGNC:34308,,GENE ID:100169952,SNAR-A5
36043,SNAR-A6,HGNC:34309,,GENE ID:100169957,SNAR-A6
36044,ERBB3,HGNC:3431,ENSG00000065361,GENE ID:2065,ERBB3
36045,SNAR-A7,HGNC:34310,,GENE ID:100169953,SNAR-A7
36046,SNAR-A8,HGNC:34311,,GENE ID:100169958,SNAR-A8
36047,SNAR-A9,HGNC:34312,,GENE ID:100169955,SNAR-A9
36048,SNAR-A10,HGNC:34313,,GENE ID:100170216,SNAR-A10
36049,SNAR-A11,HGNC:34314,,GENE ID:100169954,SNAR-A11
36050,SNAR-A12,HGNC:34315,,GENE ID:100126800,SNAR-A12
36051,SNAR-A13,HGNC:34316,,GENE ID:100169959,SNAR-A13
36052,SNAR-B1,HGNC:34317,,GENE ID:100170224,SNAR-B1
36053,SNAR-B2,HGNC:34318,,GENE ID:100170217,SNAR-B2
36054,SNAR-C1,HGNC:34319,,GENE ID:100170225,SNAR-C1
36055,ERBB4,HGNC:3432,ENSG00000178568,GENE ID:2066,ERBB4
36057,SNAR-C2,HGNC:34320,,GENE ID:100170218,SNAR-C2
36058,SNAR-C3,HGNC:34321,,GENE ID:100170226,SNAR-C3
36059,SNAR-C4,HGNC:34322,,GENE ID:100170219,SNAR-C4
36060,SNAR-C5,HGNC:34323,,GENE ID:100170223,SNAR-C5
36061,SNAR-D,HGNC:34324,,GENE ID:100170227,SNAR-D
36062,SNAR-E,HGNC:34325,,GENE ID:100170220,SNAR-E
36063,SNAR-F,HGNC:34326,,GENE ID:100126781,SNAR-F
36064,SNAR-G1,HGNC:34327,,GENE ID:100126780,SNAR-G1
36065,SNAR-G2,HGNC:34328,,GENE ID:100170228,SNAR-G2
36066,SNAR-H,HGNC:34329,,GENE ID:100170221,SNAR-H
36067,ERCC1,HGNC:3433,ENSG00000012061,GENE ID:2067,ERCC1
36068,SNAR-I,HGNC:34330,,GENE ID:100170222,SNAR-I
36069,ZNF835,HGNC:34332,ENSG00000127903,GENE ID:90485,ZNF835
36070,ZNF836,HGNC:34333,ENSG00000196267,GENE ID:162962,ZNF836
36071,ARB2BP,HGNC:34336,ENSG00000175841,GENE ID:131909,ARB2BP
36073,SNAR-A14,HGNC:34338,,GENE ID:100191063,SNAR-A14
36074,FAM174B,HGNC:34339,ENSG00000185442,GENE ID:400451,FAM174B
36076,ERCC2,HGNC:3434,ENSG00000104884,GENE ID:2068,ERCC2
36081,HAS2-AS1,HGNC:34340,ENSG00000248690,GENE ID:594842,HAS2-AS1
36083,CDKN2B-AS1,HGNC:34341,ENSG00000240498,GENE ID:100048912,CDKN2B-AS1
36089,FAM47DP,HGNC:34342,ENSG00000174678,GENE ID:139249,FAM47DP
36090,FAM47E,HGNC:34343,ENSG00000189157,GENE ID:100129583,FAM47E
36092,ZNF840P,HGNC:34344,ENSG00000184617,GENE ID:100533646,ZNF840P
36093,ARMH1,HGNC:34345,ENSG00000198520,GENE ID:339541,ARMH1
36095,CFAP96,HGNC:34346,ENSG00000205129,GENE ID:441054,CFAP96
36096,CFAP144,HGNC:34347,ENSG00000186973,GENE ID:440585,CFAP144
36098,TRNP1,HGNC:34348,ENSG00000253368,GENE ID:388610,TRNP1
36099,C2orf78,HGNC:34349,ENSG00000187833,GENE ID:388960,C2orf78
36102,ERCC3,HGNC:3435,ENSG00000163161,GENE ID:2071,ERCC3
36106,C2orf81,HGNC:34350,ENSG00000284308,GENE ID:388963,C2orf81
36108,C1orf226,HGNC:34351,ENSG00000239887,GENE ID:400793,C1orf226
36109,C2orf80,HGNC:34352,ENSG00000188674,GENE ID:389073,C2orf80
36111,C2orf68,HGNC:34353,ENSG00000168887,GENE ID:388969,C2orf68
36112,C19orf67,HGNC:34354,ENSG00000188032,GENE ID:646457,C19orf67
36113,SNORA80B,HGNC:34355,ENSG00000206633,GENE ID:100302743,SNORA80B
36114,SNORA70D,HGNC:34356,ENSG00000263666,GENE ID:100379141,SNORA70D
36115,SNORA70E,HGNC:34357,ENSG00000207221,GENE ID:100379250,SNORA70E
36116,SNORA70F,HGNC:34358,ENSG00000206869,GENE ID:100337591,SNORA70F
36117,SNORA70G,HGNC:34359,ENSG00000206650,GENE ID:100379132,SNORA70G
36118,ERCC4,HGNC:3436,ENSG00000175595,GENE ID:2072,ERCC4
36120,GDPGP1,HGNC:34360,ENSG00000183208,GENE ID:390637,GDPGP1
36121,CCDC169,HGNC:34361,ENSG00000242715,GENE ID:728591,CCDC169
36123,RNA5S1,HGNC:34362,ENSG00000199352,GENE ID:100169751,RNA5S1
36124,RNA5S2,HGNC:34363,ENSG00000201588,GENE ID:100169753,RNA5S2
36125,RNA5S3,HGNC:34364,ENSG00000199337,GENE ID:100169754,RNA5S3
36126,RNA5S4,HGNC:34365,ENSG00000200381,GENE ID:100169755,RNA5S4
36127,RNA5S5,HGNC:34366,ENSG00000199396,GENE ID:100169756,RNA5S5
36128,RNA5S6,HGNC:34367,ENSG00000200624,GENE ID:100169757,RNA5S6
36129,RNA5S7,HGNC:34368,ENSG00000202521,GENE ID:100169758,RNA5S7
36130,RNA5S8,HGNC:34369,ENSG00000200343,GENE ID:100169759,RNA5S8
36131,ERCC5,HGNC:3437,ENSG00000134899,GENE ID:2073,ERCC5
36132,RNA5S9,HGNC:34370,ENSG00000201321,GENE ID:100169760,RNA5S9
36133,RNA5S10,HGNC:34371,ENSG00000199910,GENE ID:100169761,RNA5S10
36134,RNA5S11,HGNC:34372,ENSG00000199334,GENE ID:100169762,RNA5S11
36135,RNA5S12,HGNC:34373,ENSG00000199270,GENE ID:100169763,RNA5S12
36136,RNA5S13,HGNC:34374,ENSG00000202526,GENE ID:100169764,RNA5S13
36137,RNA5S14,HGNC:34375,ENSG00000201355,GENE ID:100169765,RNA5S14
36138,RNA5S15,HGNC:34376,ENSG00000201925,GENE ID:100169766,RNA5S15
36139,RNA5S16,HGNC:34377,ENSG00000202257,GENE ID:100169767,RNA5S16
36140,RNA5S17,HGNC:34378,ENSG00000200370,GENE ID:100169768,RNA5S17
36141,PRORSD1P,HGNC:34379,ENSG00000162997,GENE ID:344405,PRORSD1P
36145,ERCC6,HGNC:3438,ENSG00000225830,GENE ID:2074,ERCC6
36148,PCARE,HGNC:34383,ENSG00000179270,GENE ID:388939,PCARE
36150,ZNF847P,HGNC:34384,ENSG00000215812,GENE ID:401983,ZNF847P
36151,RSPH10B2,HGNC:34385,ENSG00000169402,GENE ID:728194,RSPH10B2
36152,TMEM14EP,HGNC:34386,ENSG00000221962,GENE ID:645843,TMEM14EP
36153,ZNF848P,HGNC:34387,,GENE ID:100380945,ZNF848P
36154,CIMAP1B,HGNC:34388,ENSG00000177989,GENE ID:440836,CIMAP1B
36155,ZNF849P,HGNC:34389,ENSG00000198153,GENE ID:100130108,ZNF849P
36156,ERCC8,HGNC:3439,ENSG00000049167,GENE ID:1161,ERCC8
36157,MAP1LC3B2,HGNC:34390,ENSG00000258102,GENE ID:643246,MAP1LC3B2
36158,ACCSL,HGNC:34391,ENSG00000205126,GENE ID:390110,ACCSL
36159,PRAMEF22,HGNC:34393,ENSG00000276816,GENE ID:653606,PRAMEF22
36160,FAM177B,HGNC:34395,ENSG00000197520,GENE ID:400823,FAM177B
36162,OCM2,HGNC:34396,ENSG00000135175,GENE ID:4951,OCM2
36163,JMJD7,HGNC:34397,ENSG00000243789,GENE ID:100137047,JMJD7
36164,UQCC3,HGNC:34399,ENSG00000204922,GENE ID:790955,UQCC3
36165,AHCYL1,HGNC:344,ENSG00000168710,GENE ID:10768,AHCYL1
36168,HEPN1,HGNC:34400,ENSG00000221932,GENE ID:641654,HEPN1
36169,SMCO3,HGNC:34401,ENSG00000179256,GENE ID:440087,SMCO3
36170,HYKK,HGNC:34403,ENSG00000188266,GENE ID:123688,HYKK
36171,KNOP1,HGNC:34404,ENSG00000103550,GENE ID:400506,KNOP1
36174,ABCA15P,HGNC:34405,ENSG00000189149,GENE ID:400508,ABCA15P
36175,CDC37P1,HGNC:34406,ENSG00000259982,GENE ID:390688,CDC37P1
36176,PRSS53,HGNC:34407,ENSG00000151006,GENE ID:339105,PRSS53
36177,MATCAP1,HGNC:34408,ENSG00000196123,GENE ID:653319,MATCAP1
36179,NPIPB15,HGNC:34409,ENSG00000196436,GENE ID:440348,NPIPB15
36180,NEURL4,HGNC:34410,ENSG00000215041,GENE ID:84461,NEURL4
36181,TMEM132E-DT,HGNC:34412,ENSG00000197322,GENE ID:400591,TMEM132E-DT
36182,C3P1,HGNC:34414,ENSG00000167798,GENE ID:388503,C3P1
36183,TMEM150B,HGNC:34415,ENSG00000180061,GENE ID:284417,TMEM150B
36185,SBK2,HGNC:34416,ENSG00000187550,GENE ID:646643,SBK2
36186,RAD51AP2,HGNC:34417,ENSG00000214842,GENE ID:729475,RAD51AP2
36187,FAM228A,HGNC:34418,ENSG00000186453,GENE ID:653140,FAM228A
36188,ERDA1,HGNC:3442,,GENE ID:9030,ERDA1
36189,CASTOR1,HGNC:34423,ENSG00000239282,GENE ID:652968,CASTOR1
36190,ARIH2OS,HGNC:34425,ENSG00000221883,GENE ID:646450,ARIH2OS
36191,LINC00696,HGNC:34426,,GENE ID:100128378,LINC00696
36192,CRYBG3,HGNC:34427,ENSG00000080200,GENE ID:131544,CRYBG3
36193,FOXL2NB,HGNC:34428,ENSG00000206262,GENE ID:401089,FOXL2NB
36194,EREG,HGNC:3443,ENSG00000124882,GENE ID:2069,EREG
36195,ARHGEF37,HGNC:34430,ENSG00000183111,GENE ID:389337,ARHGEF37
36196,PEX39,HGNC:34431,ENSG00000221821,GENE ID:441150,PEX39
36197,LINC02902,HGNC:34432,ENSG00000221845,GENE ID:401335,LINC02902
36198,DEFB136,HGNC:34433,ENSG00000205884,GENE ID:613210,DEFB136
36199,USP17L2,HGNC:34434,ENSG00000223443,GENE ID:377630,USP17L2
36200,KLHL38,HGNC:34435,ENSG00000175946,GENE ID:340359,KLHL38
36201,LCNL1,HGNC:34436,ENSG00000214402,GENE ID:401562,LCNL1
36202,NICOL1,HGNC:34437,ENSG00000243449,GENE ID:401115,NICOL1
36203,CCDC152,HGNC:34438,ENSG00000198865,GENE ID:100129792,CCDC152
36204,C2orf74,HGNC:34439,ENSG00000237651,GENE ID:339804,C2orf74
36205,ERF,HGNC:3444,ENSG00000105722,GENE ID:2077,ERF
36207,SMIM23,HGNC:34440,ENSG00000185662,GENE ID:644994,SMIM23
36208,FAM177A1P1,HGNC:34441,ENSG00000214886,GENE ID:728710,FAM177A1P1
36209,C11orf86,HGNC:34442,ENSG00000173237,GENE ID:254439,C11orf86
36211,VSTM5,HGNC:34443,ENSG00000214376,GENE ID:387804,VSTM5
36212,C11orf91,HGNC:34444,ENSG00000205177,GENE ID:100131378,C11orf91
36213,LGALS7B,HGNC:34447,ENSG00000178934,GENE ID:653499,LGALS7B
36214,SMCO2,HGNC:34448,ENSG00000165935,GENE ID:341346,SMCO2
36215,JMJD7-PLA2G4B,HGNC:34449,ENSG00000168970,GENE ID:8681,JMJD7-PLA2G4B
36216,UQCC6,HGNC:34450,ENSG00000204954,GENE ID:728568,UQCC6
36219,FAM180B,HGNC:34451,ENSG00000196666,GENE ID:399888,FAM180B
36220,C12orf71,HGNC:34452,ENSG00000214700,GENE ID:728858,C12orf71
36221,C15orf61,HGNC:34453,ENSG00000189227,GENE ID:145853,C15orf61
36222,CCDC154,HGNC:34454,ENSG00000197599,GENE ID:645811,CCDC154
36223,C16orf90,HGNC:34455,ENSG00000215131,GENE ID:646174,C16orf90
36224,ERG,HGNC:3446,ENSG00000157554,GENE ID:2078,ERG
36226,ERH,HGNC:3447,ENSG00000100632,GENE ID:2079,ERH
36227,C15orf62,HGNC:34489,ENSG00000188277,GENE ID:643338,C15orf62
36228,ERN1,HGNC:3449,ENSG00000178607,GENE ID:2081,ERN1
36230,C17orf99,HGNC:34490,ENSG00000187997,GENE ID:100141515,C17orf99
36233,SHISA6,HGNC:34491,ENSG00000188803,GENE ID:388336,SHISA6
36234,SPMAP1,HGNC:34492,ENSG00000275489,GENE ID:388381,SPMAP1
36235,EPOP,HGNC:34493,ENSG00000273604,GENE ID:100170841,EPOP
36237,C17orf100,HGNC:34494,ENSG00000256806,GENE ID:388327,C17orf100
36238,ZSWIM9,HGNC:34495,ENSG00000185453,GENE ID:374920,ZSWIM9
36239,TEKTIP1,HGNC:34496,ENSG00000183397,GENE ID:100128569,TEKTIP1
36240,ERICH4,HGNC:34497,ENSG00000204978,GENE ID:100170765,ERICH4
36241,PRR32,HGNC:34498,ENSG00000183631,GENE ID:100130613,PRR32
36242,SMIM10L2A,HGNC:34499,ENSG00000178947,GENE ID:399668,SMIM10L2A
36245,SMIM10L2B,HGNC:34500,ENSG00000196972,GENE ID:644596,SMIM10L2B
36246,FAM3C2P,HGNC:34501,ENSG00000174028,GENE ID:286460,FAM3C2P
36247,PHC1P1,HGNC:34502,ENSG00000179899,GENE ID:653441,PHC1P1
36248,FAM182B,HGNC:34503,ENSG00000175170,GENE ID:728882,FAM182B
36249,ACNATP,HGNC:34504,ENSG00000227411,GENE ID:347275,ACNATP
36250,KRBOX5P1,HGNC:34505,ENSG00000260010,GENE ID:342426,KRBOX5P1
36251,ZNF859P,HGNC:34507,ENSG00000215887,GENE ID:100507490,ZNF859P
36252,CD177P1,HGNC:34508,ENSG00000204933,GENE ID:653579,CD177P1
36253,CFAP144P1,HGNC:34511,ENSG00000164556,GENE ID:340286,CFAP144P1
36255,PRR5-ARHGAP8,HGNC:34512,ENSG00000248405,GENE ID:553158,PRR5-ARHGAP8
36256,ZNF860,HGNC:34513,ENSG00000197385,GENE ID:344787,ZNF860
36257,ZNF861P,HGNC:34514,ENSG00000267235,GENE ID:100302737,ZNF861P
36258,AIRN,HGNC:34515,ENSG00000268257,GENE ID:100271873,AIRN
36262,FGF7P8,HGNC:34516,ENSG00000219693,GENE ID:100113421,FGF7P8
36263,RNF222,HGNC:34517,ENSG00000189051,GENE ID:643904,RNF222
36264,VOPP1,HGNC:34518,ENSG00000154978,GENE ID:81552,VOPP1
36269,ZNF862,HGNC:34519,ENSG00000106479,GENE ID:643641,ZNF862
36270,CLEC17A,HGNC:34520,ENSG00000187912,GENE ID:388512,CLEC17A
36271,CLEC20A,HGNC:34521,ENSG00000188585,GENE ID:400797,CLEC20A
36273,CLEC19A,HGNC:34522,ENSG00000261210,GENE ID:728276,CLEC19A
36274,FABP12,HGNC:34524,ENSG00000197416,GENE ID:646486,FABP12
36275,TRU-TCA3-1,HGNC:34525,,GENE ID:100188989,TRU-TCA3-1
36276,CDHR4,HGNC:34527,ENSG00000187492,GENE ID:389118,CDHR4
36277,TOMM6,HGNC:34528,ENSG00000214736,GENE ID:100188893,TOMM6
36279,EFCAB9,HGNC:34530,ENSG00000214360,GENE ID:285588,EFCAB9
36280,EFCAB10,HGNC:34531,ENSG00000185055,GENE ID:100130771,EFCAB10
36281,EFCAB8,HGNC:34532,ENSG00000215529,GENE ID:388795,EFCAB8
36282,TRG-GCC2-4,HGNC:34533,,GENE ID:100188985,TRG-GCC2-4
36283,TRH-GTG1-1,HGNC:34535,,GENE ID:100188991,TRH-GTG1-1
36284,TRH-GTG1-7,HGNC:34536,,GENE ID:100188986,TRH-GTG1-7
36285,TRH-GTG1-8,HGNC:34537,,GENE ID:100188988,TRH-GTG1-8
36286,TRH-GTG1-5,HGNC:34538,,GENE ID:100188987,TRH-GTG1-5
36287,ERV3-1,HGNC:3454,ENSG00000213462,GENE ID:2086,ERV3-1
36291,TRV-CAC1-4,HGNC:34541,,GENE ID:100189541,TRV-CAC1-4
36292,TRV-AAC1-2,HGNC:34542,,GENE ID:100188990,TRV-AAC1-2
36293,TRV-AAC2-1,HGNC:34543,,GENE ID:100188992,TRV-AAC2-1
36294,TRV-TAC1-1,HGNC:34544,,GENE ID:100188993,TRV-TAC1-1
36295,CFL1P6,HGNC:34545,ENSG00000215785,GENE ID:390996,CFL1P6
36296,DSTNP2,HGNC:34546,ENSG00000248593,GENE ID:171220,DSTNP2
36297,DSTNP3,HGNC:34547,ENSG00000253833,GENE ID:100287016,DSTNP3
36298,MYADML2,HGNC:34548,ENSG00000185105,GENE ID:255275,MYADML2
36299,SH2D7,HGNC:34549,ENSG00000183476,GENE ID:646892,SH2D7
36300,IGLON5,HGNC:34550,ENSG00000142549,GENE ID:402665,IGLON5
36301,TRD-GTC4-1,HGNC:34551,,GENE ID:100188994,TRD-GTC4-1
36302,TRK-CTT6-1,HGNC:34552,,GENE ID:100188995,TRK-CTT6-1
36303,TRN-GTT14-1,HGNC:34553,,GENE ID:100188996,TRN-GTT14-1
36304,TRG-TCC4-1,HGNC:34554,,GENE ID:100188997,TRG-TCC4-1
36305,TRQ-CTG7-1,HGNC:34555,,GENE ID:100188998,TRQ-CTG7-1
36306,TRK-CTT15-1,HGNC:34556,,GENE ID:100188999,TRK-CTT15-1
36307,TRE-TTC12-1,HGNC:34557,,GENE ID:100189000,TRE-TTC12-1
36308,TRY-GTA5-5,HGNC:34558,,GENE ID:100189001,TRY-GTA5-5
36309,TRS-GCT2-1,HGNC:34559,,GENE ID:100189002,TRS-GCT2-1
36310,TRL-CAA6-1,HGNC:34560,,GENE ID:100189003,TRL-CAA6-1
36311,TRL-AAG1-3,HGNC:34561,,GENE ID:100189004,TRL-AAG1-3
36312,TRN-GTT7-1,HGNC:34562,,GENE ID:107985762,TRN-GTT7-1
36313,TRT-AGT1-3,HGNC:34563,,GENE ID:100189006,TRT-AGT1-3
36314,TRE-CTC3-1,HGNC:34564,,GENE ID:100189007,TRE-CTC3-1
36315,TRC-GCA11-1,HGNC:34566,,GENE ID:100189008,TRC-GCA11-1
36316,TRL-CAG1-2,HGNC:34568,,GENE ID:100189009,TRL-CAG1-2
36317,TRQ-TTG10-1,HGNC:34569,,GENE ID:100189010,TRQ-TTG10-1
36318,TRG-TCC2-6,HGNC:34570,,GENE ID:100189011,TRG-TCC2-6
36319,TRR-TCT5-1,HGNC:34571,,GENE ID:100189012,TRR-TCT5-1
36320,TRK-CTT1-2,HGNC:34572,,GENE ID:100189013,TRK-CTT1-2
36321,TRV-AAC5-1,HGNC:34573,,GENE ID:100189014,TRV-AAC5-1
36322,TRX-CAT1-1,HGNC:34574,,GENE ID:100189015,TRX-CAT1-1
36323,TRQ-CTG15-1,HGNC:34575,,GENE ID:100189016,TRQ-CTG15-1
36324,TRE-CTC1-5,HGNC:34576,,GENE ID:100189017,TRE-CTC1-5
36325,TRL-CAG1-6,HGNC:34577,,GENE ID:100189018,TRL-CAG1-6
36326,TRP-AGG2-1,HGNC:34578,,GENE ID:100189019,TRP-AGG2-1
36327,TRP-AGG1-1,HGNC:34579,,GENE ID:100189020,TRP-AGG1-1
36328,TRA-CGC3-1,HGNC:34580,,GENE ID:100189021,TRA-CGC3-1
36329,TRY-GTA2-1,HGNC:34581,,GENE ID:100189022,TRY-GTA2-1
36330,TRE-CTC1-6,HGNC:34583,,GENE ID:100189024,TRE-CTC1-6
36331,TRR-TCG6-1,HGNC:34584,,GENE ID:100189025,TRR-TCG6-1
36332,TRQ-TTG6-1,HGNC:34585,,GENE ID:100189026,TRQ-TTG6-1
36333,TRI-TAT2-2,HGNC:34587,,GENE ID:100189028,TRI-TAT2-2
36334,TRC-GCA22-1,HGNC:34588,,GENE ID:100189029,TRC-GCA22-1
36335,TRE-TTC2-1,HGNC:34589,,GENE ID:100189030,TRE-TTC2-1
36336,TRE-TTC5-1,HGNC:34590,,GENE ID:100189031,TRE-TTC5-1
36337,TRL-TAG3-1,HGNC:34591,,GENE ID:100189032,TRL-TAG3-1
36338,TRA-CGC4-1,HGNC:34592,,GENE ID:100189033,TRA-CGC4-1
36339,TRR-TCG5-1,HGNC:34593,,GENE ID:100189034,TRR-TCG5-1
36340,TRT-CGT1-1,HGNC:34594,,GENE ID:100189035,TRT-CGT1-1
36341,TRN-GTT2-4,HGNC:34595,,GENE ID:100189036,TRN-GTT2-4
36342,TRS-CGA1-1,HGNC:34596,,GENE ID:100189037,TRS-CGA1-1
36343,TRL-CAA3-1,HGNC:34597,,GENE ID:100189038,TRL-CAA3-1
