,primary_gene_symbol,HGNC_ID,ENSG_ID,NCBI_ID,gene_symbol
74141,ING3,HGNC:14587,ENSG00000071243,GENE ID:54556,Eaf4
74142,ING3,HGNC:14587,ENSG00000071243,GENE ID:54556,MEAF4
74143,CAMK1,HGNC:1459,ENSG00000134072,GENE ID:8536,CaMKI
74144,CAMK1,HGNC:1459,ENSG00000134072,GENE ID:8536,CaMKI-alpha
74145,NET1,HGNC:14592,ENSG00000173848,GENE ID:10276,ARHGEF8
74146,NET1,HGNC:14592,ENSG00000173848,GENE ID:10276,NET1A
74147,MTMR9,HGNC:14596,ENSG00000104643,GENE ID:66036,DKFZp434K171
74148,MTMR9,HGNC:14596,ENSG00000104643,GENE ID:66036,LIP-STYX
74149,IMMP2L,HGNC:14598,ENSG00000184903,GENE ID:83943,IMP2
74150,TINAG,HGNC:14599,ENSG00000137251,GENE ID:27283,
74151,ACTG1P1,HGNC:146,ENSG00000178631,GENE ID:73,
74152,CAMK2A,HGNC:1460,ENSG00000070808,GENE ID:815,KIAA0968
74153,CAMK2A,HGNC:1460,ENSG00000070808,GENE ID:815,CaMKIINalpha
74154,CAMK2A,HGNC:1460,ENSG00000070808,GENE ID:815,CaMKIIα
74155,RGS20,HGNC:14600,ENSG00000147509,GENE ID:8601,RGSZ1
74156,RGS20,HGNC:14600,ENSG00000147509,GENE ID:8601,ZGAP1
74157,ECI2,HGNC:14601,ENSG00000198721,GENE ID:10455,ACBD2
74158,ECI2,HGNC:14601,ENSG00000198721,GENE ID:10455,DRS1
74159,ECI2,HGNC:14601,ENSG00000198721,GENE ID:10455,HCA88
74160,ERVE-1,HGNC:14602,ENSG00000267259,GENE ID:85314,HERV-E1
74161,ERVE-1,HGNC:14602,ENSG00000267259,GENE ID:85314,HERVE1
74162,ERVE-1,HGNC:14602,ENSG00000267259,GENE ID:85314,TCONS_00025599
74163,DMTF1,HGNC:14603,ENSG00000135164,GENE ID:9988,DMP1
74164,DMTF1,HGNC:14603,ENSG00000135164,GENE ID:9988,DMTF
74165,DMTF1,HGNC:14603,ENSG00000135164,GENE ID:9988,hDMP1
74166,DMTF1,HGNC:14603,ENSG00000135164,GENE ID:9988,MRUL
74167,AMN,HGNC:14604,ENSG00000166126,GENE ID:81693,amnionless
74168,ADAMTS12,HGNC:14605,ENSG00000151388,GENE ID:81792,
74169,TINCR,HGNC:14607,ENSG00000223573,GENE ID:257000,FLJ90734
74170,TINCR,HGNC:14607,ENSG00000223573,GENE ID:257000,NCRNA00036
74171,TINCR,HGNC:14607,ENSG00000223573,GENE ID:257000,LINC00036
74172,TINCR,HGNC:14607,ENSG00000223573,GENE ID:257000,onco-lncRNA-16
74173,TINCR,HGNC:14607,ENSG00000223573,GENE ID:257000,TUBL
74174,CAMK2B,HGNC:1461,ENSG00000058404,GENE ID:816,CAM2
74175,CAMK2B,HGNC:1461,ENSG00000058404,GENE ID:816,CAMK2
74176,CAMK2B,HGNC:1461,ENSG00000058404,GENE ID:816,CaMKIIβ
74177,PAPPA2,HGNC:14615,ENSG00000116183,GENE ID:60676,PAPPE
74178,PAPPA2,HGNC:14615,ENSG00000116183,GENE ID:60676,PAPP-A2
74179,PLAC4,HGNC:14616,ENSG00000280109,GENE ID:191585,MGC126664
74180,PLAC4,HGNC:14616,ENSG00000280109,GENE ID:191585,MGC126666
74181,PLAC4,HGNC:14616,ENSG00000280109,GENE ID:191585,PRED78
74182,XAGE3,HGNC:14618,ENSG00000171402,GENE ID:170626,XAGE-3
74183,XAGE3,HGNC:14618,ENSG00000171402,GENE ID:170626,pp9012
74184,XAGE3,HGNC:14618,ENSG00000171402,GENE ID:170626,CT12.3a
74185,XAGE3,HGNC:14618,ENSG00000171402,GENE ID:170626,CT12.3b
74186,CAMK2D,HGNC:1462,ENSG00000145349,GENE ID:817,
74187,TES,HGNC:14620,ENSG00000135269,GENE ID:26136,DKFZP586B2022
74188,TES,HGNC:14620,ENSG00000135269,GENE ID:26136,TESS-2
74189,TES,HGNC:14620,ENSG00000135269,GENE ID:26136,TESTIN
74190,NUF2,HGNC:14621,ENSG00000143228,GENE ID:83540,NUF2R
74191,NUF2,HGNC:14621,ENSG00000143228,GENE ID:83540,CT106
74192,CDCA2,HGNC:14623,ENSG00000184661,GENE ID:157313,Repo-Man
74193,CDCA2,HGNC:14623,ENSG00000184661,GENE ID:157313,PPP1R81
74194,CDCA3,HGNC:14624,ENSG00000111665,GENE ID:83461,TOME-1
74195,CDCA3,HGNC:14624,ENSG00000111665,GENE ID:83461,GRCC8
74196,CDCA4,HGNC:14625,ENSG00000170779,GENE ID:55038,FLJ20764
74197,CDCA4,HGNC:14625,ENSG00000170779,GENE ID:55038,Hepp
74198,CDCA5,HGNC:14626,ENSG00000146670,GENE ID:113130,
74199,CDCA7,HGNC:14628,ENSG00000144354,GENE ID:83879,FLJ14736
74200,CDCA7,HGNC:14628,ENSG00000144354,GENE ID:83879,JPO1
74201,CDCA8,HGNC:14629,ENSG00000134690,GENE ID:55143,FLJ12042
74202,CDCA8,HGNC:14629,ENSG00000134690,GENE ID:55143,MESRGP
74203,CDCA8,HGNC:14629,ENSG00000134690,GENE ID:55143,BOR
74204,CDCA8,HGNC:14629,ENSG00000134690,GENE ID:55143,DasraB
74205,CAMK2G,HGNC:1463,ENSG00000148660,GENE ID:818,
74206,CRELD1,HGNC:14630,ENSG00000163703,GENE ID:78987,CIRRIN
74207,ADAMTSL2,HGNC:14631,ENSG00000197859,GENE ID:9719,KIAA0605
74208,ADAMTSL1,HGNC:14632,ENSG00000178031,GENE ID:92949,ADAMTSR1
74209,ADAMTSL1,HGNC:14632,ENSG00000178031,GENE ID:92949,FLJ35283
74210,ADAMTSL3,HGNC:14633,ENSG00000156218,GENE ID:57188,KIAA1233
74211,ADAMTSL3,HGNC:14633,ENSG00000156218,GENE ID:57188,punctin-2
74212,PDAP1,HGNC:14634,ENSG00000106244,GENE ID:11333,PAP1
74213,PDAP1,HGNC:14634,ENSG00000106244,GENE ID:11333,PAP
74214,PDAP1,HGNC:14634,ENSG00000106244,GENE ID:11333,HASPP28
74215,ABCA12,HGNC:14637,ENSG00000144452,GENE ID:26154,DKFZP434G232
74216,ABCA12,HGNC:14637,ENSG00000144452,GENE ID:26154,LI2
74217,ABCA13,HGNC:14638,ENSG00000179869,GENE ID:154664,FLJ33876
74218,ABCA13,HGNC:14638,ENSG00000179869,GENE ID:154664,FLJ33951
74219,ABCC11,HGNC:14639,ENSG00000121270,GENE ID:85320,MRP8
74220,CAMK4,HGNC:1464,ENSG00000152495,GENE ID:814,CaMK-GR
74221,CAMK4,HGNC:1464,ENSG00000152495,GENE ID:814,CaMKIV
74222,ABCC12,HGNC:14640,ENSG00000140798,GENE ID:94160,MRP9
74223,NETO2,HGNC:14644,ENSG00000171208,GENE ID:81831,FLJ10430
74224,NETO2,HGNC:14644,ENSG00000171208,GENE ID:81831,NEOT2
74225,IPPK,HGNC:14645,ENSG00000127080,GENE ID:64768,INSP5K2
74226,IPPK,HGNC:14645,ENSG00000127080,GENE ID:64768,FLJ13163
74227,IPPK,HGNC:14645,ENSG00000127080,GENE ID:64768,IP5K
74228,IPPK,HGNC:14645,ENSG00000127080,GENE ID:64768,IPK1
74229,RNF26,HGNC:14646,ENSG00000173456,GENE ID:79102,MGC2642
74230,WHSC1L2P,HGNC:14647,ENSG00000267253,GENE ID:100128016,NSD4P
74231,WHSC1L2P,HGNC:14647,ENSG00000267253,GENE ID:100128016,HsT36289
74232,LETM2,HGNC:14648,ENSG00000165046,GENE ID:137994,FLJ25409
74233,LETM2,HGNC:14648,ENSG00000165046,GENE ID:137994,SLC55A2
74234,LETM1P1,HGNC:14649,,GENE ID:390597,
74235,PPIG,HGNC:14650,ENSG00000138398,GENE ID:9360,CARS-Cyp
74236,PPIG,HGNC:14650,ENSG00000138398,GENE ID:9360,SRCyp
74237,PPIG,HGNC:14650,ENSG00000138398,GENE ID:9360,SCAF10
74238,PPIH,HGNC:14651,ENSG00000171960,GENE ID:10465,USA-CYP
74239,PPIH,HGNC:14651,ENSG00000171960,GENE ID:10465,CYP-20
74240,PPIH,HGNC:14651,ENSG00000171960,GENE ID:10465,SnuCyp-20
74241,PPIH,HGNC:14651,ENSG00000171960,GENE ID:10465,CYPH
74242,PPIH,HGNC:14651,ENSG00000171960,GENE ID:10465,MGC5016
74243,PARVA,HGNC:14652,ENSG00000197702,GENE ID:55742,FLJ12254
74244,PARVA,HGNC:14652,ENSG00000197702,GENE ID:55742,FLJ10793
74245,PARVB,HGNC:14653,ENSG00000188677,GENE ID:29780,CGI-56
74246,PARVG,HGNC:14654,ENSG00000138964,GENE ID:64098,
74247,DSCAML1,HGNC:14656,ENSG00000177103,GENE ID:57453,KIAA1132
74248,EGLN2,HGNC:14660,ENSG00000269858,GENE ID:112398,PHD1
74249,EGLN2,HGNC:14660,ENSG00000269858,GENE ID:112398,HIFPH1
74250,EGLN3,HGNC:14661,ENSG00000129521,GENE ID:112399,PHD3
74251,EGLN3,HGNC:14661,ENSG00000129521,GENE ID:112399,HIFPH3
74252,RNF25,HGNC:14662,ENSG00000163481,GENE ID:64320,AO7
74253,RNF25,HGNC:14662,ENSG00000163481,GENE ID:64320,FLJ13906
74254,TRIM64,HGNC:14663,ENSG00000204450,GENE ID:120146,TRIM64A
74255,RTL1,HGNC:14665,ENSG00000254656,GENE ID:388015,PEG11
74256,RTL1,HGNC:14665,ENSG00000254656,GENE ID:388015,MART1
74257,RTL1,HGNC:14665,ENSG00000254656,GENE ID:388015,Mar1
74258,RTL1,HGNC:14665,ENSG00000254656,GENE ID:388015,SIRH2
74259,RTL1,HGNC:14665,ENSG00000254656,GENE ID:388015,HUR1
74260,RXFP4,HGNC:14666,ENSG00000173080,GENE ID:339403,GPCR142
74261,RXFP4,HGNC:14666,ENSG00000173080,GENE ID:339403,RXFPR4
74262,MMEL1,HGNC:14668,ENSG00000142606,GENE ID:79258,SEP
74263,MMEL1,HGNC:14668,ENSG00000142606,GENE ID:79258,NL1
74264,MMEL1,HGNC:14668,ENSG00000142606,GENE ID:79258,NL2
74265,MMEL1,HGNC:14668,ENSG00000142606,GENE ID:79258,NEPII
74266,DCD,HGNC:14669,ENSG00000161634,GENE ID:117159,AIDD
74267,DCD,HGNC:14669,ENSG00000161634,GENE ID:117159,PIF
74268,DCD,HGNC:14669,ENSG00000161634,GENE ID:117159,DSEP
74269,DCD,HGNC:14669,ENSG00000161634,GENE ID:117159,HCAP
74270,DCD,HGNC:14669,ENSG00000161634,GENE ID:117159,DCD-1
74271,COL20A1,HGNC:14670,ENSG00000101203,GENE ID:57642,KIAA1510
74272,ACTR5,HGNC:14671,ENSG00000101442,GENE ID:79913,FLJ12785
74273,ACTR5,HGNC:14671,ENSG00000101442,GENE ID:79913,Arp5
74274,ACTR5,HGNC:14671,ENSG00000101442,GENE ID:79913,INO80M
74275,ACTR8,HGNC:14672,ENSG00000113812,GENE ID:93973,INO80N
74276,ACTR8,HGNC:14672,ENSG00000113812,GENE ID:93973,ARP8
74277,FYCO1,HGNC:14673,ENSG00000163820,GENE ID:79443,FLJ13335
74278,FYCO1,HGNC:14673,ENSG00000163820,GENE ID:79443,ZFYVE7
74279,PCDH15,HGNC:14674,ENSG00000150275,GENE ID:65217,CDHR15
74280,IRX6,HGNC:14675,ENSG00000159387,GENE ID:79190,IRX-3
74281,LRRC2,HGNC:14676,ENSG00000163827,GENE ID:79442,
74282,DEAF1,HGNC:14677,ENSG00000177030,GENE ID:10522,NUDR
74283,DEAF1,HGNC:14677,ENSG00000177030,GENE ID:10522,SPN
74284,DEAF1,HGNC:14677,ENSG00000177030,GENE ID:10522,ZMYND5
74285,KCTD12,HGNC:14678,ENSG00000178695,GENE ID:115207,KIAA1778
74286,KCTD12,HGNC:14678,ENSG00000178695,GENE ID:115207,PFET1
74287,SLC38A4,HGNC:14679,ENSG00000139209,GENE ID:55089,PAAT
74288,SLC38A4,HGNC:14679,ENSG00000139209,GENE ID:55089,NAT3
74289,SLC38A4,HGNC:14679,ENSG00000139209,GENE ID:55089,ATA3
74290,SLC38A4,HGNC:14679,ENSG00000139209,GENE ID:55089,SNAT4
74291,HDGFL2,HGNC:14680,ENSG00000167674,GENE ID:84717,HRP2
74292,HDGFL2,HGNC:14680,ENSG00000167674,GENE ID:84717,Hdgfrp2
74293,SPATA2,HGNC:14681,ENSG00000158480,GENE ID:9825,KIAA0757
74294,SPATA2,HGNC:14681,ENSG00000158480,GENE ID:9825,PD1
74295,SPATA2,HGNC:14681,ENSG00000158480,GENE ID:9825,tamo
74296,SPATA2,HGNC:14681,ENSG00000158480,GENE ID:9825,PPP1R145
74297,SPATA1,HGNC:14682,ENSG00000122432,GENE ID:100505741,SP-2
74298,POFUT2,HGNC:14683,ENSG00000186866,GENE ID:23275,KIAA0958
74299,POFUT2,HGNC:14683,ENSG00000186866,GENE ID:23275,FUT13
74300,F11R,HGNC:14685,ENSG00000158769,GENE ID:50848,PAM-1
74301,F11R,HGNC:14685,ENSG00000158769,GENE ID:50848,JCAM
74302,F11R,HGNC:14685,ENSG00000158769,GENE ID:50848,JAM-1
74303,F11R,HGNC:14685,ENSG00000158769,GENE ID:50848,JAM-A
74304,F11R,HGNC:14685,ENSG00000158769,GENE ID:50848,JAMA
74305,F11R,HGNC:14685,ENSG00000158769,GENE ID:50848,CD321
74306,JAM2,HGNC:14686,ENSG00000154721,GENE ID:58494,VE-JAM
74307,JAM2,HGNC:14686,ENSG00000154721,GENE ID:58494,JAM-B
74308,JAM2,HGNC:14686,ENSG00000154721,GENE ID:58494,JAMB
74309,JAM2,HGNC:14686,ENSG00000154721,GENE ID:58494,CD322
74310,JAM2,HGNC:14686,ENSG00000154721,GENE ID:58494,JAM-2
74311,LYVE1,HGNC:14687,ENSG00000133800,GENE ID:10894,LYVE-1
74312,OR7E83P,HGNC:14688,ENSG00000249866,GENE ID:391630,
74313,OR10N1P,HGNC:14689,ENSG00000213181,GENE ID:390267,
74314,CAMKK1,HGNC:1469,ENSG00000004660,GENE ID:84254,DKFZp761M0423
74315,CAMKK1,HGNC:1469,ENSG00000004660,GENE ID:84254,CAMKKA
74316,CAMKK1,HGNC:1469,ENSG00000004660,GENE ID:84254,MGC34095
74317,OR7E84P,HGNC:14690,ENSG00000284689,GENE ID:390288,OST185
74318,OR8F1P,HGNC:14691,ENSG00000239426,GENE ID:390269,
74319,OR7E85P,HGNC:14692,ENSG00000250884,GENE ID:442105,
74320,OR10K1,HGNC:14693,ENSG00000173285,GENE ID:391109,
74321,OR7E86P,HGNC:14694,ENSG00000248364,GENE ID:442104,
74322,OR13D1,HGNC:14695,ENSG00000179055,GENE ID:286365,
74323,OR4C2P,HGNC:14696,ENSG00000182565,GENE ID:119750,
74324,OR4C3,HGNC:14697,ENSG00000176547,GENE ID:256144,
74325,OR8G3,HGNC:14698,ENSG00000255425,GENE ID:387815,
74326,OR13C1P,HGNC:14699,ENSG00000235248,GENE ID:392377,
74327,ACTG1P2,HGNC:147,ENSG00000229129,GENE ID:74,
74328,CAMKK2,HGNC:1470,ENSG00000110931,GENE ID:10645,CAMKK
74329,CAMKK2,HGNC:1470,ENSG00000110931,GENE ID:10645,KIAA0787
74330,CAMKK2,HGNC:1470,ENSG00000110931,GENE ID:10645,CAMKKB
74331,CAMKK2,HGNC:1470,ENSG00000110931,GENE ID:10645,MGC15254
74332,OR4C4P,HGNC:14700,ENSG00000197161,GENE ID:79550,OR4C47P
74333,OR13C2,HGNC:14701,ENSG00000276119,GENE ID:392376,
74334,OR4C5,HGNC:14702,ENSG00000176540,GENE ID:79346,OR4C5Q
74335,OR51B2,HGNC:14703,ENSG00000279012,GENE ID:79345,
74336,OR13C3,HGNC:14704,ENSG00000204246,GENE ID:138803,
74337,OR4S1,HGNC:14705,ENSG00000176555,GENE ID:256148,
74338,OR51B3P,HGNC:14706,ENSG00000223735,GENE ID:79342,
74339,OR6J1,HGNC:14707,ENSG00000255804,GENE ID:79549,
74340,OR51B4,HGNC:14708,ENSG00000183251,GENE ID:79339,
74341,OR7E87P,HGNC:14709,ENSG00000184055,GENE ID:8586,OR11-9
74342,CAMLG,HGNC:1471,ENSG00000164615,GENE ID:819,CAML
74343,CAMLG,HGNC:1471,ENSG00000164615,GENE ID:819,GET2
74344,OR6M1,HGNC:14711,ENSG00000196099,GENE ID:390261,
74345,OR2AL1P,HGNC:14712,ENSG00000254767,GENE ID:79547,
74346,OR6M2P,HGNC:14713,ENSG00000254613,GENE ID:79546,
74347,OR5AH1P,HGNC:14714,ENSG00000268067,GENE ID:79336,
74348,OR11H2,HGNC:14716,ENSG00000258453,GENE ID:79334,
74349,OR9I1,HGNC:14718,ENSG00000172377,GENE ID:219954,
74350,OR2AF1P,HGNC:14719,ENSG00000235730,GENE ID:79331,
74351,CAMP,HGNC:1472,ENSG00000164047,GENE ID:820,CAP18
74352,CAMP,HGNC:1472,ENSG00000164047,GENE ID:820,FALL39
74353,CAMP,HGNC:1472,ENSG00000164047,GENE ID:820,FALL-39
74354,CAMP,HGNC:1472,ENSG00000164047,GENE ID:820,LL37
74355,OR13K1P,HGNC:14721,ENSG00000237225,GENE ID:402424,
74356,OR13C4,HGNC:14722,ENSG00000148136,GENE ID:138804,
74357,OR13F1,HGNC:14723,ENSG00000186881,GENE ID:138805,
74358,OR9Q1,HGNC:14724,ENSG00000186509,GENE ID:219956,
74359,OR2T2,HGNC:14725,ENSG00000196240,GENE ID:401992,
74360,OR4K1,HGNC:14726,ENSG00000155249,GENE ID:79544,
74361,OR2T3,HGNC:14727,ENSG00000196539,GENE ID:343173,
74362,OR4K2,HGNC:14728,ENSG00000165762,GENE ID:390431,
74363,OR2A4,HGNC:14729,ENSG00000180658,GENE ID:79541,
74364,CANX,HGNC:1473,ENSG00000127022,GENE ID:821,CNX
74365,CANX,HGNC:1473,ENSG00000127022,GENE ID:821,IP90
74366,CANX,HGNC:1473,ENSG00000127022,GENE ID:821,P90
74367,OR7E89P,HGNC:14730,ENSG00000243792,GENE ID:79540,
74368,OR4K3,HGNC:14731,ENSG00000176290,GENE ID:283617,
74369,OR13I1P,HGNC:14732,ENSG00000273423,GENE ID:79538,
74370,OR7E90P,HGNC:14733,ENSG00000188668,GENE ID:79537,OST705
74371,OR4M1,HGNC:14735,ENSG00000176299,GENE ID:441670,
74372,OR4V1P,HGNC:14736,ENSG00000254841,GENE ID:79534,
74373,OR6X1,HGNC:14737,ENSG00000221931,GENE ID:390260,
74374,OR51G1,HGNC:14738,ENSG00000278870,GENE ID:79324,
74375,OR6E1P,HGNC:14739,ENSG00000235213,GENE ID:79323,
74376,CAPG,HGNC:1474,ENSG00000042493,GENE ID:822,MCP
74377,OR4N1P,HGNC:14740,ENSG00000258564,GENE ID:79322,
74378,OR6M3P,HGNC:14741,ENSG00000254430,GENE ID:79321,
74379,OR4N2,HGNC:14742,ENSG00000176294,GENE ID:390429,
74380,OR4C6,HGNC:14743,ENSG00000181903,GENE ID:219432,
74381,OR4K4P,HGNC:14744,ENSG00000258541,GENE ID:79318,
74382,OR4K5,HGNC:14745,ENSG00000176281,GENE ID:79317,
74383,OR8B9P,HGNC:14746,ENSG00000229386,GENE ID:79316,
74384,OR7E91P,HGNC:14747,ENSG00000205847,GENE ID:79315,
74385,OR4K6P,HGNC:14748,ENSG00000228304,GENE ID:79314,
74386,OR2AD1P,HGNC:14749,ENSG00000223677,GENE ID:79313,OR2AD1
74387,OR2AD1P,HGNC:14749,ENSG00000223677,GENE ID:79313,hs6M1-8P
74388,OR1AA1P,HGNC:14750,ENSG00000234288,GENE ID:79312,
74389,OR8B10P,HGNC:14751,ENSG00000254646,GENE ID:390274,
74390,OR5H2,HGNC:14752,ENSG00000197938,GENE ID:79310,
74391,OR5H3P,HGNC:14753,ENSG00000249975,GENE ID:79309,
74392,OR4P1P,HGNC:14754,ENSG00000188439,GENE ID:79308,
74393,OR13H1,HGNC:14755,ENSG00000171054,GENE ID:347468,
74394,OR4K7P,HGNC:14756,ENSG00000265340,GENE ID:79306,
74395,OR51N1P,HGNC:14757,ENSG00000176951,GENE ID:119696,
74396,OR10AC1,HGNC:14758,ENSG00000176510,GENE ID:392133,
74397,OR51L1,HGNC:14759,ENSG00000176798,GENE ID:119682,
74398,CAPN1,HGNC:1476,ENSG00000014216,GENE ID:823,muCANP
74399,CAPN1,HGNC:1476,ENSG00000014216,GENE ID:823,muCL
74400,CAPN1,HGNC:1476,ENSG00000014216,GENE ID:823,CANP
74401,CAPN1,HGNC:1476,ENSG00000014216,GENE ID:823,CANPL1
74402,OR52J1P,HGNC:14760,ENSG00000203560,GENE ID:79302,
74403,OR9L1P,HGNC:14761,ENSG00000255131,GENE ID:79301,
74404,OR51P1P,HGNC:14762,ENSG00000224300,GENE ID:79300,
74405,OR5H4P,HGNC:14763,ENSG00000248507,GENE ID:79299,
74406,OR51A2,HGNC:14764,ENSG00000205496,GENE ID:401667,
74407,OR5H5P,HGNC:14765,ENSG00000249321,GENE ID:79297,
74408,OR52E1,HGNC:14766,ENSG00000273085,GENE ID:79296,
74409,OR5H6,HGNC:14767,ENSG00000230301,GENE ID:79295,
74410,OR4C7P,HGNC:14768,ENSG00000255312,GENE ID:79294,
74411,OR52E2,HGNC:14769,ENSG00000176787,GENE ID:119678,
74412,CAPN10,HGNC:1477,ENSG00000142330,GENE ID:11132,
74413,OR10D4P,HGNC:14770,ENSG00000186268,GENE ID:390266,
74414,OR5H7P,HGNC:14771,ENSG00000187900,GENE ID:79291,
74415,OR13A1,HGNC:14772,ENSG00000256574,GENE ID:79290,
74416,OR5H8,HGNC:14773,ENSG00000232535,GENE ID:79289,
74417,OR5K2,HGNC:14774,ENSG00000231861,GENE ID:402135,
74418,OR5P1P,HGNC:14779,ENSG00000166408,GENE ID:79283,
74419,CAPN11,HGNC:1478,ENSG00000137225,GENE ID:11131,
74420,OR7E93P,HGNC:14780,ENSG00000228963,GENE ID:79282,
74421,OR56A1,HGNC:14781,ENSG00000180934,GENE ID:120796,
74422,OR5P2,HGNC:14783,ENSG00000183303,GENE ID:120065,JCG3
74423,OR5P3,HGNC:14784,ENSG00000182334,GENE ID:120066,JCG1
74424,OR52L1,HGNC:14785,ENSG00000183313,GENE ID:338751,
74425,OR56A3,HGNC:14786,ENSG00000184478,GENE ID:390083,
74426,OR4K8P,HGNC:14787,ENSG00000266693,GENE ID:390836,
74427,OR52L2P,HGNC:14788,ENSG00000262980,GENE ID:79274,
74428,OR7E94P,HGNC:14789,ENSG00000249646,GENE ID:79273,
74429,CAPN2,HGNC:1479,ENSG00000162909,GENE ID:824,mCANP
74430,CAPN2,HGNC:1479,ENSG00000162909,GENE ID:824,CANPml
74431,CAPN2,HGNC:1479,ENSG00000162909,GENE ID:824,CANPL2
74432,OR52X1P,HGNC:14790,ENSG00000234895,GENE ID:79272,
74433,OR56A4,HGNC:14791,ENSG00000183389,GENE ID:120793,
74434,OR56A5,HGNC:14792,ENSG00000188691,GENE ID:390084,
74435,OR52E3P,HGNC:14793,ENSG00000226157,GENE ID:79533,
74436,OR51A3P,HGNC:14794,ENSG00000227023,GENE ID:79532,
74437,OR51A4,HGNC:14795,ENSG00000205497,GENE ID:401666,
74438,OR4C9P,HGNC:14796,ENSG00000254925,GENE ID:79530,
74439,OR52J2P,HGNC:14797,ENSG00000230261,GENE ID:79529,
74440,OR4R1P,HGNC:14798,ENSG00000255215,GENE ID:79528,
74441,OR52J3,HGNC:14799,ENSG00000205495,GENE ID:119679,
74442,ACTG1P3,HGNC:148,ENSG00000215388,GENE ID:75,
74443,CAPN3,HGNC:1480,ENSG00000092529,GENE ID:825,CANP3
74444,CAPN3,HGNC:1480,ENSG00000092529,GENE ID:825,p94
74445,CAPN3,HGNC:1480,ENSG00000092529,GENE ID:825,nCL-1
74446,OR4C10P,HGNC:14800,ENSG00000184789,GENE ID:79526,
74447,OR51A5P,HGNC:14801,ENSG00000225003,GENE ID:79525,
74448,OR5M2P,HGNC:14803,ENSG00000254752,GENE ID:79523,
74449,OR10AB1P,HGNC:14804,ENSG00000176716,GENE ID:390091,
74450,OR52S1P,HGNC:14805,ENSG00000237354,GENE ID:79521,
74451,OR5M3,HGNC:14806,ENSG00000174937,GENE ID:219482,
74452,OR10S1,HGNC:14807,ENSG00000196248,GENE ID:219873,
74453,OR5M4P,HGNC:14808,ENSG00000230416,GENE ID:79518,
74454,OR10G4,HGNC:14809,ENSG00000254737,GENE ID:390264,
74455,CAPNS1,HGNC:1481,ENSG00000126247,GENE ID:826,CANP
74456,CAPNS1,HGNC:1481,ENSG00000126247,GENE ID:826,CANPS
74457,CAPNS1,HGNC:1481,ENSG00000126247,GENE ID:826,30K
74458,CAPNS1,HGNC:1481,ENSG00000126247,GENE ID:826,CDPS
74459,OR5M5P,HGNC:14810,ENSG00000185701,GENE ID:390166,
74460,OR10G5P,HGNC:14811,ENSG00000226461,GENE ID:79515,
74461,OR10T1P,HGNC:14812,ENSG00000203758,GENE ID:79514,
74462,OR10R1P,HGNC:14813,ENSG00000227445,GENE ID:79513,
74463,OR5M6P,HGNC:14814,ENSG00000254603,GENE ID:79512,
74464,OR7E96P,HGNC:14815,ENSG00000227013,GENE ID:401450,
74465,OR10T2,HGNC:14816,ENSG00000186306,GENE ID:128360,
74466,OR5BK1P,HGNC:14817,ENSG00000257763,GENE ID:401718,
74467,OR5M7P,HGNC:14818,ENSG00000254490,GENE ID:79508,
74468,OR10AD1,HGNC:14819,ENSG00000172640,GENE ID:121275,
74469,CAPN5,HGNC:1482,ENSG00000149260,GENE ID:726,nCL-3
74470,CAPN5,HGNC:1482,ENSG00000149260,GENE ID:726,HTRA3
74471,CAPN5,HGNC:1482,ENSG00000149260,GENE ID:726,ADNIV
74472,OR10R2,HGNC:14820,ENSG00000198965,GENE ID:343406,OR10R2Q
74473,OR5T1,HGNC:14821,ENSG00000181698,GENE ID:390155,
74474,OR4G4P,HGNC:14822,ENSG00000268020,GENE ID:79504,
74475,OR6Y1,HGNC:14823,ENSG00000197532,GENE ID:391112,
74476,OR8H1,HGNC:14824,ENSG00000181693,GENE ID:219469,
74477,OR4F5,HGNC:14825,ENSG00000186092,GENE ID:79501,
74478,OR10K2,HGNC:14826,ENSG00000180708,GENE ID:391107,
74479,OR7L1P,HGNC:14827,ENSG00000232787,GENE ID:79499,
74480,OR8I1P,HGNC:14828,ENSG00000255461,GENE ID:79498,
74481,OR10R3P,HGNC:14829,ENSG00000198703,GENE ID:391110,
74482,CAPN6,HGNC:1483,ENSG00000077274,GENE ID:827,CAPNX
74483,CAPN6,HGNC:1483,ENSG00000077274,GENE ID:827,CalpM
74484,CAPN6,HGNC:1483,ENSG00000077274,GENE ID:827,CANPX
74485,OR8K1,HGNC:14831,ENSG00000150261,GENE ID:390157,
74486,OR8K2P,HGNC:14832,ENSG00000255134,GENE ID:79494,
74487,OR51H1,HGNC:14833,ENSG00000176904,GENE ID:401663,
74488,OR7E97P,HGNC:14834,ENSG00000179170,GENE ID:79492,
74489,OR5BM1P,HGNC:14835,ENSG00000250750,GENE ID:79491,
74490,OR10G6,HGNC:14836,ENSG00000198674,GENE ID:79490,OR10G6Q
74491,OR2Y1,HGNC:14837,ENSG00000174339,GENE ID:134083,
74492,OR10D5P,HGNC:14838,ENSG00000213182,GENE ID:79488,
74493,OR3B1P,HGNC:14839,ENSG00000237619,GENE ID:392561,
74494,CAPN7,HGNC:1484,ENSG00000131375,GENE ID:23473,PalBH
74495,OR8D4,HGNC:14840,ENSG00000181518,GENE ID:338662,
74496,OR8U3,HGNC:14841,ENSG00000279961,GENE ID:219479,
74497,OR10G7,HGNC:14842,ENSG00000182634,GENE ID:390265,
74498,OR5BD1P,HGNC:14843,ENSG00000254749,GENE ID:79483,
