gene_symbol,alias_symbol,ENSG_ID,collision,source
PCDHB11,"ME2,PCDH-BETA11",ENSG00000291690,PCDH-BETA11,ENSG
PCDHB12,PCDH-BETA12,ENSG00000291691,PCDH-BETA12,ENSG
PCDHB12,PCDH-BETA12,ENSG00000120328,PCDH-BETA12,ENSG
PCDHB13,PCDH-BETA13,ENSG00000291692,PCDH-BETA13,ENSG
PCDHB13,PCDH-BETA13,ENSG00000187372,PCDH-BETA13,ENSG
PCDHB14,PCDH-BETA14,ENSG00000291693,PCDH-BETA14,ENSG
PCDHB14,PCDH-BETA14,ENSG00000120327,PCDH-BETA14,ENSG
PCDHB15,PCDH-BETA15,ENSG00000113248,PCDH-BETA15,ENSG
PCDHB15,PCDH-BETA15,ENSG00000291695,PCDH-BETA15,ENSG
PCDHB16,"KIAA1621,ME1,PCDH-BETA16,PCDH3X,PCDHB8A",ENSG00000272674,PCDH-BETA16,ENSG
PCDHB16,"KIAA1621,ME1,PCDH-BETA16,PCDH3X,PCDHB8A",ENSG00000291684,PCDH-BETA16,ENSG
PCDHB2,PCDH-BETA2,ENSG00000112852,PCDH-BETA2,ENSG
PCDHB2,PCDH-BETA2,ENSG00000291672,PCDH-BETA2,ENSG
PCDHB3,PCDH-BETA3,ENSG00000113205,PCDH-BETA3,ENSG
PCDHB3,PCDH-BETA3,ENSG00000291674,PCDH-BETA3,ENSG
PCDHB4,PCDH-BETA4,ENSG00000291676,PCDH-BETA4,ENSG
PCDHB4,PCDH-BETA4,ENSG00000081818,PCDH-BETA4,ENSG
PCDHB5,"DKFZP586B0217,PCDH-BETA5",ENSG00000113209,PCDH-BETA5,ENSG
PCDHB5,"DKFZP586B0217,PCDH-BETA5",ENSG00000291677,PCDH-BETA5,ENSG
PCDHB6,PCDH-BETA6,ENSG00000113211,PCDH-BETA6,ENSG
PCDHB6,PCDH-BETA6,ENSG00000291679,PCDH-BETA6,ENSG
PCDHB7,PCDH-BETA7,ENSG00000113212,PCDH-BETA7,ENSG
PCDHB7,PCDH-BETA7,ENSG00000291681,PCDH-BETA7,ENSG
PCDHB8,"PCDH-BETA8,PCDH3I",ENSG00000291682,PCDH-BETA8,ENSG
PCDHB8,"PCDH-BETA8,PCDH3I",ENSG00000120322,PCDH-BETA8,ENSG
PCDHB9,"PCDH-BETA9,PCDH3H",ENSG00000177839,PCDH-BETA9,ENSG
PCDHB9,"PCDH-BETA9,PCDH3H",ENSG00000291687,PCDH-BETA9,ENSG
PCDHB17P,"PCDH-PSI1,PCDHB17",ENSG00000291701,PCDH-PSI1,ENSG
PCDHB17P,"PCDH-PSI1,PCDHB17",ENSG00000255622,PCDH-PSI1,ENSG
PCDHB18P,"PCDH-psi2,PCDHB18",ENSG00000290894,PCDH-PSI2,ENSG
PCDHB18P,"PCDH-PSI2,PCDHB18",ENSG00000146001,PCDH-PSI2,ENSG
PCDHB18P,"PCDH-psi2,PCDHB18",ENSG00000291704,PCDH-PSI2,ENSG
PCDHB18P,"PCDH-PSI2,PCDHB18",ENSG00000291703,PCDH-PSI2,ENSG
PCDHGB8P,PCDH-PSI3,ENSG00000248449,PCDH-PSI3,ENSG
PCDHGB8P,PCDH-PSI3,ENSG00000293454,PCDH-PSI3,ENSG
PCDHA14,"CNR3,CNRS3,CRNR3,PCDH-PSI4",ENSG00000249504,PCDH-PSI4,ENSG
PCDHA14,"CNR3,CNRS3,CRNR3,PCDH-PSI4",ENSG00000291660,PCDH-PSI4,ENSG
PCDHB19P,PCDH-PSI5,ENSG00000262096,PCDH-PSI5,ENSG
PCDHB19P,PCDH-PSI5,ENSG00000291705,PCDH-PSI5,ENSG
PCDH11Y,"PCDH22,PCDHY",ENSG00000099715,PCDH22,ENSG
PCDH11Y,"PCDH22,PCDHY",ENSG00000099715,PCDH22,ENSG
DCHS2,"CDH27,CDHJ,CDHR7,FLJ20047,PCDH23,PCDHJ",ENSG00000197410,PCDH23,ENSG
DCHS2,"CDH27,CDHJ,CDHR7,FLJ20047,PCDH23,PCDHJ",ENSG00000284227,PCDH23,ENSG
PCDHB9,"PCDH-BETA9,PCDH3H",ENSG00000291687,PCDH3H,ENSG
PCDHB9,"PCDH-BETA9,PCDH3H",ENSG00000177839,PCDH3H,ENSG
PCDHB8,"PCDH-BETA8,PCDH3I",ENSG00000291682,PCDH3I,ENSG
PCDHB8,"PCDH-BETA8,PCDH3I",ENSG00000120322,PCDH3I,ENSG
PCDHB16,"KIAA1621,ME1,PCDH-BETA16,PCDH3X,PCDHB8A",ENSG00000291684,PCDH3X,ENSG
PCDHB16,"KIAA1621,ME1,PCDH-BETA16,PCDH3X,PCDHB8A",ENSG00000272674,PCDH3X,ENSG
PCDHB17P,"PCDH-PSI1,PCDHB17",ENSG00000255622,PCDHB17,ENSG
PCDHB17P,"PCDH-PSI1,PCDHB17",ENSG00000291701,PCDHB17,ENSG
PCDHB18P,"PCDH-PSI2,PCDHB18",ENSG00000291703,PCDHB18,ENSG
PCDHB18P,"PCDH-psi2,PCDHB18",ENSG00000290894,PCDHB18,ENSG
PCDHB18P,"PCDH-psi2,PCDHB18",ENSG00000291704,PCDHB18,ENSG
PCDHB18P,"PCDH-PSI2,PCDHB18",ENSG00000146001,PCDHB18,ENSG
PCDHB16,"KIAA1621,ME1,PCDH-BETA16,PCDH3X,PCDHB8A",ENSG00000291684,PCDHB8A,ENSG
PCDHB16,"KIAA1621,ME1,PCDH-BETA16,PCDH3X,PCDHB8A",ENSG00000272674,PCDHB8A,ENSG
DCHS2,"CDH27,CDHJ,CDHR7,FLJ20047,PCDH23,PCDHJ",ENSG00000284227,PCDHJ,ENSG
DCHS2,"CDH27,CDHJ,CDHR7,FLJ20047,PCDH23,PCDHJ",ENSG00000197410,PCDHJ,ENSG
PCDH11Y,"PCDH22,PCDHY",ENSG00000099715,PCDHY,ENSG
PCDH11Y,"PCDH22,PCDHY",ENSG00000099715,PCDHY,ENSG
CES1P1,"CES1A3,CES4,CESR,PCE-3",ENSG00000281948,PCE-3,ENSG
CES1P1,"CES1A3,CES4,CESR,PCE-3",ENSG00000291109,PCE-3,ENSG
CES1P1,"CES1A3,CES4,CESR,PCE-3",ENSG00000228695,PCE-3,ENSG
FLT4,"PCL,VEGFR-3,VEGFR3",ENSG00000037280,PCL,ENSG
PKD2L1,"PCL,PKD2L,PKDL,TRPP3",ENSG00000107593,PCL,ENSG
PHF1,"MTF2L2,PCL1,TDRD19C",ENSG00000112511,PCL1,ENSG
PHF1,"MTF2L2,PCL1,TDRD19C",ENSG00000239756,PCL1,ENSG
PCYOX1,"KIAA0908,PCL1",ENSG00000116005,PCL1,ENSG
PHF1,"MTF2L2,PCL1,TDRD19C",ENSG00000225553,PCL1,ENSG
PCNT,"KEN,KIAA0402,PCN,PCNT2,PCNTB,SCKL4",ENSG00000160299,PCN,ENSG
PLEC,"EBS1,PCN,PLEC1,PLTN",ENSG00000178209,PCN,ENSG
PRCP,"HUMPCP,PCP",ENSG00000137509,PCP,ENSG
PGPEP1,"PCP,PGP,PGP-I,PGPI",ENSG00000130517,PCP,ENSG
PDCD1,"CD279,HSLE1,PD-1,PD1,SLEB2",ENSG00000276977,PD-1,ENSG
PDCD1,"CD279,HSLE1,PD-1,PD1,SLEB2",ENSG00000188389,PD-1,ENSG
SNCA,"NACP,PARK1,PARK4,PD1",ENSG00000145335,PD1,ENSG
SPATA2,"KIAA0757,PD1,PPP1R145,TAMO",ENSG00000158480,PD1,ENSG
PDCD1,"CD279,HSLE1,PD-1,PD1,SLEB2",ENSG00000276977,PD1,ENSG
PDCD1,"CD279,HSLE1,PD-1,PD1,SLEB2",ENSG00000188389,PD1,ENSG
GFOD3P,"KIAA0495,PDAM,TP73-AS1",ENSG00000293478,PDAM,ENSG
GFOD3P,"KIAA0495,PDAM,TP73-AS1",ENSG00000227372,PDAM,ENSG
SQSTM1,"A170,OSIL,P60,P62,P62B,PDB3",ENSG00000284099,PDB3,ENSG
SQSTM1,"A170,OSIL,P60,P62,P62B,PDB3",ENSG00000161011,PDB3,ENSG
DECR2,"PDCR,SDR17C1",ENSG00000242612,PDCR,ENSG
DECR2,"PDCR,SDR17C1",ENSG00000274296,PDCR,ENSG
PDE4C,"DPDE1,PDE21",ENSG00000285188,PDE21,ENSG
PDE4C,"DPDE1,PDE21",ENSG00000105650,PDE21,ENSG
PADI1,"HPAD10,PAD1,PDI,PDI1",ENSG00000142623,PDI,ENSG
PADI1,"HPAD10,PAD1,PDI,PDI1",ENSG00000281459,PDI,ENSG
PDIA2,"PDA2,PDI,PDIP,PDIR",ENSG00000185615,PDI,ENSG
P4HB,"DSI,ERBA2L,GIT,P4HBETA,PDI,PDIA1,PO4DB,PO4HB,PROHB",ENSG00000185624,PDI,ENSG
PADI1,"HPAD10,PAD1,PDI,PDI1",ENSG00000281459,PDI1,ENSG
PADI1,"HPAD10,PAD1,PDI,PDI1",ENSG00000142623,PDI1,ENSG
PADI2,"KIAA0994,PDI2",ENSG00000291387,PDI2,ENSG
PADI2,"KIAA0994,PDI2",ENSG00000117115,PDI2,ENSG
PADI3,PDI3,ENSG00000142619,PDI3,ENSG
PADI3,PDI3,ENSG00000280549,PDI3,ENSG
PADI4,"PAD,PADI5,PDI4,PDI5",ENSG00000159339,PDI4,ENSG
PADI4,"PAD,PADI5,PDI4,PDI5",ENSG00000280908,PDI4,ENSG
PADI4,"PAD,PADI5,PDI4,PDI5",ENSG00000159339,PDI5,ENSG
PADI4,"PAD,PADI5,PDI4,PDI5",ENSG00000280908,PDI5,ENSG
KCTD13,"FKSG86,PDIP1,POLDIP1",ENSG00000174943,PDIP1,ENSG
HELZ2,"KIAA1769,PDIP1,PRIC285",ENSG00000130589,PDIP1,ENSG
PDIA2,"PDA2,PDI,PDIP,PDIR",ENSG00000185615,PDIR,ENSG
PDIA5,"FLJ30401,PDIR",ENSG00000065485,PDIR,ENSG
PDPR,PDP3,ENSG00000090857,PDP3,ENSG
PDPR,PDP3,ENSG00000090857,PDP3,ENSG
PDPR,PDP3,ENSG00000090857,PDP3,ENSG
NDUFB10,PDSW,ENSG00000140990,PDSW,ENSG
NDUFB10,PDSW,ENSG00000291930,PDSW,ENSG
FRMPD2B,"BA556L1.2,FRMPD2L1,FRMPD2L2,FRMPD2P1,FRMPD2P2,PDZD5A,PDZD5B,PDZK5A,PDZK5B,YX59F3.2",ENSG00000150175,PDZD5A,ENSG
FRMPD2B,"BA556L1.2,FRMPD2L1,FRMPD2L2,FRMPD2P1,FRMPD2P2,PDZD5A,PDZD5B,PDZK5A,PDZK5B,YX59F3.2",ENSG00000293529,PDZD5A,ENSG
FRMPD2B,"BA556L1.2,FRMPD2L1,FRMPD2L2,FRMPD2P1,FRMPD2P2,PDZD5A,PDZD5B,PDZK5A,PDZK5B,YX59F3.2",ENSG00000293529,PDZD5B,ENSG
FRMPD2B,"BA556L1.2,FRMPD2L1,FRMPD2L2,FRMPD2P1,FRMPD2P2,PDZD5A,PDZD5B,PDZK5A,PDZK5B,YX59F3.2",ENSG00000150175,PDZD5B,ENSG
FRMPD2B,"BA556L1.2,FRMPD2L1,FRMPD2L2,FRMPD2P1,FRMPD2P2,PDZD5A,PDZD5B,PDZK5A,PDZK5B,YX59F3.2",ENSG00000150175,PDZK5A,ENSG
FRMPD2B,"BA556L1.2,FRMPD2L1,FRMPD2L2,FRMPD2P1,FRMPD2P2,PDZD5A,PDZD5B,PDZK5A,PDZK5B,YX59F3.2",ENSG00000293529,PDZK5A,ENSG
FRMPD2B,"BA556L1.2,FRMPD2L1,FRMPD2L2,FRMPD2P1,FRMPD2P2,PDZD5A,PDZD5B,PDZK5A,PDZK5B,YX59F3.2",ENSG00000293529,PDZK5B,ENSG
FRMPD2B,"BA556L1.2,FRMPD2L1,FRMPD2L2,FRMPD2P1,FRMPD2P2,PDZD5A,PDZD5B,PDZK5A,PDZK5B,YX59F3.2",ENSG00000150175,PDZK5B,ENSG
MAGIX,"FLJ21687,JM10,PDZX",ENSG00000292218,PDZX,ENSG
MAGIX,"FLJ21687,JM10,PDZX",ENSG00000269313,PDZX,ENSG
PRAG1,"DKFZP761P0423,NACK,PEAK2,PRAGMIN,SGK223",ENSG00000292308,PEAK2,ENSG
PRAG1,"DKFZP761P0423,NACK,PEAK2,PRAGMIN,SGK223",ENSG00000275342,PEAK2,ENSG
RUNX1,"AML1,AMLCR1,CBFA2,PEBP2A2",ENSG00000159216,PEBP2A2,ENSG
RUNX1,"AML1,AMLCR1,CBFA2,PEBP2A2",ENSG00000159216,PEBP2A2,ENSG
SERPINF1,"EPC-1,PEDF,PIG35",ENSG00000132386,PEDF,ENSG
SERPINF1,"EPC-1,PEDF,PIG35",ENSG00000282307,PEDF,ENSG
PUM3,"HA-8,HPUF-A,KIAA0020,PEN,PUF-A,PUF6,XTP5",ENSG00000080608,PEN,ENSG
PCSK1N,"BIGLEN,PEN,PROSAAS,SAAS,SCG8,SGVIII",ENSG00000102109,PEN,ENSG
BRSK2,"C11ORF7,PEN11B,SAD-A,STK29",ENSG00000174672,PEN11B,ENSG
BRSK2,"C11ORF7,PEN11B,SAD-A,STK29",ENSG00000291428,PEN11B,ENSG
PCP4,PEP-19,ENSG00000291560,PEP-19,ENSG
PCP4,PEP-19,ENSG00000183036,PEP-19,ENSG
VPS11,"PEP5,RNF108",ENSG00000160695,PEP5,ENSG
VPS11,"PEP5,RNF108",ENSG00000280616,PEP5,ENSG
PCK2,"PEPCK,PEPCK2",ENSG00000100889,PEPCK,ENSG
PCK2,"PEPCK,PEPCK2",ENSG00000285241,PEPCK,ENSG
PCK2,"PEPCK,PEPCK2",ENSG00000100889,PEPCK2,ENSG
PCK2,"PEPCK,PEPCK2",ENSG00000285241,PEPCK2,ENSG
RHOXF1,"OTEX,PEPP1",ENSG00000101883,PEPP1,ENSG
RHOXF1,"OTEX,PEPP1",ENSG00000101883,PEPP1,ENSG
PLEKHA4,PEPP1,ENSG00000105559,PEPP1,ENSG
RHOXF2,"CT107,PEPP-2,PEPP2,THG1",ENSG00000131721,PEPP2,ENSG
PLEKHA5,"FLJ10667,KIAA1686,PEPP2",ENSG00000052126,PEPP2,ENSG
HCG9,"HCGIX,HCGIX-4,HCGIX4,PERB11",ENSG00000237812,PERB11,ENSG
HCG9,"HCGIX,HCGIX-4,HCGIX4,PERB11",ENSG00000234313,PERB11,ENSG
HCG9,"HCGIX,HCGIX-4,HCGIX4,PERB11",ENSG00000227647,PERB11,ENSG
HCG9,"HCGIX,HCGIX-4,HCGIX4,PERB11",ENSG00000204625,PERB11,ENSG
HCG9,"HCGIX,HCGIX-4,HCGIX4,PERB11",ENSG00000236579,PERB11,ENSG
HCG9,"HCGIX,HCGIX-4,HCGIX4,PERB11",ENSG00000206504,PERB11,ENSG
HCG9,"HCGIX,HCGIX-4,HCGIX4,PERB11",ENSG00000234599,PERB11,ENSG
MICA,PERB11.1,ENSG00000231225,PERB11.1,ENSG
MICA,PERB11.1,ENSG00000233051,PERB11.1,ENSG
MICA,PERB11.1,ENSG00000204520,PERB11.1,ENSG
MICA,PERB11.1,ENSG00000183214,PERB11.1,ENSG
MICA,PERB11.1,ENSG00000235233,PERB11.1,ENSG
MICB,PERB11.2,ENSG00000227772,PERB11.2,ENSG
MICB,PERB11.2,ENSG00000206449,PERB11.2,ENSG
MICB,PERB11.2,ENSG00000234218,PERB11.2,ENSG
MICB,PERB11.2,ENSG00000238289,PERB11.2,ENSG
MICB,PERB11.2,ENSG00000231179,PERB11.2,ENSG
MICB,PERB11.2,ENSG00000231372,PERB11.2,ENSG
MICB,PERB11.2,ENSG00000204516,PERB11.2,ENSG
MICB,PERB11.2,ENSG00000224378,PERB11.2,ENSG
MICC,PERB11.3,ENSG00000237034,PERB11.3,ENSG
MICC,PERB11.3,ENSG00000226577,PERB11.3,ENSG
MICC,PERB11.3,ENSG00000229651,PERB11.3,ENSG
MICC,PERB11.3,ENSG00000233466,PERB11.3,ENSG
MICC,PERB11.3,ENSG00000231785,PERB11.3,ENSG
MICC,PERB11.3,ENSG00000230887,PERB11.3,ENSG
MICC,PERB11.3,ENSG00000236727,PERB11.3,ENSG
MICC,PERB11.3,ENSG00000229187,PERB11.3,ENSG
MICD,PERB11.4,ENSG00000235600,PERB11.4,ENSG
MICD,PERB11.4,ENSG00000229390,PERB11.4,ENSG
MICD,PERB11.4,ENSG00000237395,PERB11.4,ENSG
MICD,PERB11.4,ENSG00000232345,PERB11.4,ENSG
MICD,PERB11.4,ENSG00000226713,PERB11.4,ENSG
MICD,PERB11.4,ENSG00000230745,PERB11.4,ENSG
MICD,PERB11.4,ENSG00000235380,PERB11.4,ENSG
MICE,"DJ377H14.7,PERB11.5",ENSG00000249123,PERB11.5,ENSG
MICE,"DJ377H14.7,PERB11.5",ENSG00000251581,PERB11.5,ENSG
MICE,"DJ377H14.7,PERB11.5",ENSG00000250154,PERB11.5,ENSG
MICE,"DJ377H14.7,PERB11.5",ENSG00000228491,PERB11.5,ENSG
MICE,"DJ377H14.7,PERB11.5",ENSG00000273340,PERB11.5,ENSG
MICE,"DJ377H14.7,PERB11.5",ENSG00000251197,PERB11.5,ENSG
MICE,"DJ377H14.7,PERB11.5",ENSG00000248230,PERB11.5,ENSG
RGS9,"MGC111763,MGC26458,PERRS,RGS9L",ENSG00000108370,PERRS,ENSG
RGS9BP,"FLJ45744,PERRS,R9AP",ENSG00000186326,PERRS,ENSG
CFD,"ADN,DF,PFD",ENSG00000274619,PFD,ENSG
CFD,"ADN,DF,PFD",ENSG00000197766,PFD,ENSG
PFDN5,"MM-1,PFD5",ENSG00000123349,PFD5,ENSG
PFDN5,"MM-1,PFD5",ENSG00000291834,PFD5,ENSG
PFDN6,"H2-KE2,HKE2,KE-2,PFD6",ENSG00000224782,PFD6,ENSG
PFDN6,"H2-KE2,HKE2,KE-2,PFD6",ENSG00000237335,PFD6,ENSG
PFDN6,"H2-KE2,HKE2,KE-2,PFD6",ENSG00000235692,PFD6,ENSG
PFDN6,"H2-KE2,HKE2,KE-2,PFD6",ENSG00000206283,PFD6,ENSG
PFDN6,"H2-KE2,HKE2,KE-2,PFD6",ENSG00000204220,PFD6,ENSG
ABCB11,"ABC16,BSEP,PFIC-2,PFIC2,PGY4,SPGP",ENSG00000276582,PFIC-2,ENSG
ABCB11,"ABC16,BSEP,PFIC-2,PFIC2,PGY4,SPGP",ENSG00000073734,PFIC-2,ENSG
ABCB11,"ABC16,BSEP,PFIC-2,PFIC2,PGY4,SPGP",ENSG00000073734,PFIC2,ENSG
ABCB11,"ABC16,BSEP,PFIC-2,PFIC2,PGY4,SPGP",ENSG00000276582,PFIC2,ENSG
ALX4,"FPP,KIAA1788,PFM,PFM2",ENSG00000052850,PFM,ENSG
MSX2,"CRS2,FPP,HOX8,MSH,PFM,PFM1",ENSG00000120149,PFM,ENSG
PRDM4,PFM1,ENSG00000110851,PFM1,ENSG
MSX2,"CRS2,FPP,HOX8,MSH,PFM,PFM1",ENSG00000120149,PFM1,ENSG
ALX4,"FPP,KIAA1788,PFM,PFM2",ENSG00000052850,PFM2,ENSG
PRDM5,PFM2,ENSG00000138738,PFM2,ENSG
PRDM9,"KMT8B,MEISETZ,MSBP3,PFM6,ZNF899",ENSG00000292167,PFM6,ENSG
PRDM9,"KMT8B,MEISETZ,MSBP3,PFM6,ZNF899",ENSG00000164256,PFM6,ENSG
PGAM1,"PGAM-B,PGAMA",ENSG00000171314,PGAM-B,ENSG
PGAM4,"DJ1000K24.1,PGAM-B,PGAM1,PGAM3",ENSG00000226784,PGAM-B,ENSG
FAM120B,"CCPG,KIAA1838,PGCC1,SAN1",ENSG00000275333,PGCC1,ENSG
FAM120B,"CCPG,KIAA1838,PGCC1,SAN1",ENSG00000112584,PGCC1,ENSG
PTGDS,"L-PGDS,PGDS",ENSG00000107317,PGDS,ENSG
HPGDS,"GSTS,GSTS1,GSTS1-1,H-PGDS,PGD2,PGDS",ENSG00000163106,PGDS,ENSG
GART,"GARS-AIRS-GART,PGFT,PRGS",ENSG00000262473,PGFT,ENSG
GART,"GARS-AIRS-GART,PGFT,PRGS",ENSG00000159131,PGFT,ENSG
GTPBP6,"FLJ20977,PGPL",ENSG00000178605,PGPL,ENSG
GTPBP6,"FLJ20977,PGPL",ENSG00000292358,PGPL,ENSG
SEC16B,"LZTR2,PGPR-P117,RGPR,SEC16S",ENSG00000120341,PGPR-P117,ENSG
SEC16B,"LZTR2,PGPR-P117,RGPR,SEC16S",ENSG00000120341,PGPR-P117,ENSG
GPR153,PGR1,ENSG00000158292,PGR1,ENSG
MRFAP1,"PAM14,PGR1",ENSG00000179010,PGR1,ENSG
ABCB11,"ABC16,BSEP,PFIC-2,PFIC2,PGY4,SPGP",ENSG00000073734,PGY4,ENSG
ABCB11,"ABC16,BSEP,PFIC-2,PFIC2,PGY4,SPGP",ENSG00000276582,PGY4,ENSG
ADAM2,"CT15,FTNB,PH-30B,PH30",ENSG00000104755,PH-30B,ENSG
ADAM2,"CT15,FTNB,PH-30B,PH30",ENSG00000276286,PH-30B,ENSG
H2AC5P,"H2AFFP,HIST1H2APS5,PH2A/F",ENSG00000234816,PH2A/F,ENSG
H2AC11,"H2A.1B,H2A/P,H2AFP,HIST1H2AG,PH2A/F",ENSG00000196787,PH2A/F,ENSG
ADAM2,"CT15,FTNB,PH-30B,PH30",ENSG00000104755,PH30,ENSG
ADAM2,"CT15,FTNB,PH-30B,PH30",ENSG00000276286,PH30,ENSG
CHGA,"PHE5,PHES",ENSG00000100604,PHE5,ENSG
CHGA,"PHE5,PHES",ENSG00000276781,PHE5,ENSG
CHGA,"PHE5,PHES",ENSG00000100604,PHES,ENSG
CHGA,"PHE5,PHES",ENSG00000276781,PHES,ENSG
KRT41P,"HHAA,KRTHAP1,PHIHHAA",ENSG00000225438,PHIHHAA,ENSG
KRT41P,"HHAA,KRTHAP1,PHIHHAA",ENSG00000292031,PHIHHAA,ENSG
CALM3,"PHKD,PHKD3",ENSG00000160014,PHKD,ENSG
CALM2,"CAMII,PHKD,PHKD2",ENSG00000143933,PHKD,ENSG
CALM1,"CALML2,CAMI,DD132,PHKD,PHKD1",ENSG00000198668,PHKD,ENSG
SHOX,"GCFX,PHOG,SHOX1,SHOXY,SS",ENSG00000292354,PHOG,ENSG
SHOX,"GCFX,PHOG,SHOX1,SHOXY,SS",ENSG00000185960,PHOG,ENSG
PTPRN2,"IA-2BETA,ICAAR,KIAA0387,PHOGRIN",ENSG00000155093,PHOGRIN,ENSG
PTPRN2,"IA-2BETA,ICAAR,KIAA0387,PHOGRIN",ENSG00000282185,PHOGRIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000206485,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000231247,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000230341,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000231247,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000229998,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000225060,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000229998,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000234000,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000225060,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000234000,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000146112,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000146112,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000206485,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000236428,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000230341,PHOSTENSIN,ENSG
PPP1R18,"KIAA1949,PHOSTENSIN",ENSG00000236428,PHOSTENSIN,ENSG
MYCBP2,"FLJ10106,KIAA0916,PAM,PHR1",ENSG00000005810,PHR1,ENSG
PLEKHB1,"KPL1,PHR1,PHRET1",ENSG00000021300,PHR1,ENSG
APOBEC3A,"ARP3,PHRBN",ENSG00000262156,PHRBN,ENSG
APOBEC3A,"ARP3,PHRBN",ENSG00000262156,PHRBN,ENSG
APOBEC3A,"ARP3,PHRBN",ENSG00000128383,PHRBN,ENSG
APOBEC3A,"ARP3,PHRBN",ENSG00000128383,PHRBN,ENSG
CEP20,"C16ORF63,DKFZP686N1651,FLJ31153,FOPNL,FOR20,PHSECRG2",ENSG00000133393,PHSECRG2,ENSG
CEP20,"C16ORF63,DKFZP686N1651,FLJ31153,FOPNL,FOR20,PHSECRG2",ENSG00000276914,PHSECRG2,ENSG
SERPINA1,"A1A,A1AT,AAT,ALPHA-1-ANTITRYPSIN,ALPHA1AT,PI,PI1",ENSG00000197249,PI,ENSG
SERPINA1,"A1A,A1AT,AAT,ALPHA-1-ANTITRYPSIN,ALPHA1AT,PI,PI1",ENSG00000277377,PI,ENSG
SERPINA1,"A1A,A1AT,AAT,ALPHA-1-ANTITRYPSIN,ALPHA1AT,PI,PI1",ENSG00000277377,PI1,ENSG
SERPINA1,"A1A,A1AT,AAT,ALPHA-1-ANTITRYPSIN,ALPHA1AT,PI,PI1",ENSG00000197249,PI1,ENSG
PIGW,"FLJ37433,GWT1,PIG-W",ENSG00000275600,PIG-W,ENSG
PIGW,"FLJ37433,GWT1,PIG-W",ENSG00000277161,PIG-W,ENSG
LGALS7,"GAL7,LGALS7A,PIG1,TP53I1",ENSG00000205076,PIG1,ENSG
LGALS7,"GAL7,LGALS7A,PIG1,TP53I1",ENSG00000283082,PIG1,ENSG
LGALS7,"GAL7,LGALS7A,PIG1,TP53I1",ENSG00000283082,PIG1,ENSG
NUFIP2,"182-FIP,82-FIP,FIP-82,KIAA1321,MGC117262,NUFP2,PIG1",ENSG00000108256,PIG1,ENSG
LGALS7,"GAL7,LGALS7A,PIG1,TP53I1",ENSG00000205076,PIG1,ENSG
TP53I3,PIG3,ENSG00000115129,PIG3,ENSG
MRPL41,"BMRP,ML41,MRP-L27,MRPL27,PIG3,RPML27",ENSG00000182154,PIG3,ENSG
SERPINF1,"EPC-1,PEDF,PIG35",ENSG00000282307,PIG35,ENSG
SERPINF1,"EPC-1,PEDF,PIG35",ENSG00000132386,PIG35,ENSG
SAA1,"PIG4,SAA,TP53I4",ENSG00000173432,PIG4,ENSG
SAA1,"PIG4,SAA,TP53I4",ENSG00000288411,PIG4,ENSG
SPAG9,"CT89,FLJ13450,FLJ14006,FLJ26141,FLJ34602,HLC4,HSS,JIP-4,JIP4,JLP,KIAA0516,MGC117291,MGC14967,MGC74461,PHET,PIG6,SYD1",ENSG00000008294,PIG6,ENSG
PRODH,"HSPOX2,PIG6,POX,PRODH1,PRODH2,TP53I6",ENSG00000100033,PIG6,ENSG
PCAT1,"PCA1,PCAT-1,PIHL",ENSG00000253438,PIHL,ENSG
PCAT1,"PCA1,PCAT-1,PIHL",ENSG00000253438,PIHL,ENSG
SERPINA2,"ARGS,ATR,PIL,SERPINA2P",ENSG00000274821,PIL,ENSG
SERPINA2,"ARGS,ATR,PIL,SERPINA2P",ENSG00000258597,PIL,ENSG
PIN1P1,PIN1L,ENSG00000293134,PIN1L,ENSG
PIN1P1,PIN1L,ENSG00000229359,PIN1L,ENSG
PAK1IP1,"BA421M1.5,FLJ20624,HPIP1,MAK11,PIP1,WDR84",ENSG00000111845,PIP1,ENSG
ACD,"PIP1,PTOP,TINT1,TPP1",ENSG00000102977,PIP1,ENSG
