,ENSG_ID,gene_symbol,alias_symbol,HGNC_ID,NCBI_ID
56180,ENSG00000051108,HERPUD1,{'HERP'},13744,9709
56181,ENSG00000051108,HERPUD1,{'KIAA0025'},13744,9709
56182,ENSG00000051108,HERPUD1,{'MIF1'},13744,9709
56183,ENSG00000051108,HERPUD1,{'SUP'},13744,9709
56184,ENSG00000108587,GOSR1,{'GOLIM2'},4430,9527
56185,ENSG00000108587,GOSR1,{'GOS-28'},4430,9527
56186,ENSG00000108587,GOSR1,{'GOS28'},4430,9527
56187,ENSG00000108587,GOSR1,{'GS28'},4430,9527
56188,ENSG00000108587,GOSR1,{'P28'},4430,9527
56189,ENSG00000136875,PRPF4,{'HPRP4'},17349,9128
56190,ENSG00000136875,PRPF4,{'HPRP4P'},17349,9128
56191,ENSG00000136875,PRPF4,{'PRP4'},17349,9128
56192,ENSG00000136875,PRPF4,{'PRP4P'},17349,9128
56193,ENSG00000136875,PRPF4,{'SNRNP60'},17349,9128
56195,ENSG00000181585,TMIE,{'DFNB6'},30800,259236
56196,ENSG00000234012,MDC1,{'EM:AB023051.5'},21163,9656
56197,ENSG00000234012,MDC1,{'KIAA0170'},21163,9656
56198,ENSG00000234012,MDC1,{'NFBD1'},21163,9656
56199,ENSG00000283728,MIR7108,{'HSA-MIR-7108'},49998,102466806
56203,ENSG00000099860,GADD45B,{'DKFZP566B133'},4096,4616
56204,ENSG00000099860,GADD45B,{'GADD45BETA'},4096,4616
56205,ENSG00000099860,GADD45B,{'MYD118'},4096,4616
56211,ENSG00000283706,PRSS50,{'CT20'},17910,29122
56212,ENSG00000283706,PRSS50,{'TSP50'},17910,29122
56213,ENSG00000119878,CRIPT,{'HSPC139'},14312,9419
56217,ENSG00000234754,LINC02817,{'C1ORF140'},32042,400804
56218,ENSG00000234754,LINC02817,{'FLJ46636'},32042,400804
56222,ENSG00000228949,UGT1A12P,{'UGT1L'},12533,
56223,ENSG00000227846,UGT1A11P,{'UGT1K'},12532,
56225,ENSG00000133641,RLIG1,{'C12ORF29'},25322,91298
56226,ENSG00000133641,RLIG1,{'DKFZP434N2030'},25322,91298
56227,ENSG00000160801,PTH1R,{'PTHR'},9608,5745
56228,ENSG00000160801,PTH1R,{'PTHR1'},9608,5745
56229,ENSG00000241119,UGT1A9,{'HLUGP4'},12541,54600
56230,ENSG00000241119,UGT1A9,{'LUGP4'},12541,54600
56231,ENSG00000241119,UGT1A9,{'UGT1AI'},12541,54600
56236,ENSG00000167685,ZNF444,{'EZF2'},16052,55311
56237,ENSG00000167685,ZNF444,{'FLJ11137'},16052,55311
56238,ENSG00000167685,ZNF444,{'ZSCAN17'},16052,55311
56244,ENSG00000235144,HLA-W,{'HLA-80'},23425,
56247,ENSG00000236693,HLA-DPB1,{'HLA-DP1B'},4940,3115
56250,ENSG00000277462,ZNF670,{'MGC12466'},28167,93474
56255,ENSG00000035687,ADSS2,{'ADSS'},292,159
56257,ENSG00000086848,ALG9,{'DIBD1'},15672,79796
56258,ENSG00000165188,RNF183,{'MGC4734'},28721,138065
56261,ENSG00000132819,RBM38,{'DJ800J21.2'},15818,55544
56262,ENSG00000132819,RBM38,{'HSRNASEB'},15818,55544
56263,ENSG00000132819,RBM38,{'RNPC1'},15818,55544
56264,ENSG00000132819,RBM38,{'SEB4B'},15818,55544
56265,ENSG00000132819,RBM38,{'SEB4D'},15818,55544
56267,ENSG00000197487,GALP,{'GAL'},24840,85569
56268,ENSG00000252747,RNA5SP364,{'RN5S364'},43264,
56270,ENSG00000119411,BSPRY,{'FLJ20150'},18232,54836
56271,ENSG00000158113,LRRC43,{'MGC35140'},28562,254050
56273,ENSG00000167165,UGT1A6,{'GNT1'},12538,54578
56274,ENSG00000167165,UGT1A6,{'HLUGP'},12538,54578
56275,ENSG00000167165,UGT1A6,{'UGT1F'},12538,54578
56276,ENSG00000180287,PLD5,{'FLJ40773'},26879,200150
56279,ENSG00000119431,HDHD3,{'C9ORF158'},28171,81932
56280,ENSG00000119431,HDHD3,{'MGC12904'},28171,81932
56282,ENSG00000101473,ACOT8,{'HACTE-III'},15919,10005
56283,ENSG00000101473,ACOT8,{'HTE'},15919,10005
56284,ENSG00000101473,ACOT8,{'NAP1'},15919,10005
56285,ENSG00000101473,ACOT8,{'PTE-2'},15919,10005
56286,ENSG00000101473,ACOT8,{'PTE1'},15919,10005
56287,ENSG00000099797,TECR,{'GPSN2'},4551,9524
56288,ENSG00000099797,TECR,{'MRT14'},4551,9524
56289,ENSG00000099797,TECR,{'SC2'},4551,9524
56290,ENSG00000099797,TECR,{'TER'},4551,9524
56291,ENSG00000148218,ALAD,{'ALADH'},395,210
56292,ENSG00000148218,ALAD,{'PBGS'},395,210
56293,ENSG00000204671,IL31,{'IL-31'},19372,386653
56298,ENSG00000176383,B3GNT4,{'B3GN-T4'},15683,79369
56299,ENSG00000176383,B3GNT4,{'BETA3GN-T4'},15683,79369
56304,ENSG00000273830,MIR7843,{'HSA-MIR-7843'},50074,102465832
56312,ENSG00000176043,RPL36P3,{'RPL36AP3'},19786,
56314,ENSG00000090060,PAPOLA,{'PAP'},14981,10914
56315,ENSG00000230124,ACBD6,{'MGC2404'},23339,84320
56317,ENSG00000214760,RPL21P1,{'RPL21P'},10314,
56319,ENSG00000225185,PPIAP8,{'PPIP8'},9271,
56322,ENSG00000212443,SNORA53,{'ACA53'},32646,677832
56323,ENSG00000166130,IKBIP,{'FLJ31051'},26430,121457
56324,ENSG00000166130,IKBIP,{'IKIP'},26430,121457
56327,ENSG00000224538,MCCD1P1,{'OTTHUMG00000130506'},33449,
56328,ENSG00000235443,POLR1H,{'A12.2'},13182,30834
56329,ENSG00000235443,POLR1H,{'HTEX-6'},13182,30834
56330,ENSG00000235443,POLR1H,{'HZR14'},13182,30834
56331,ENSG00000235443,POLR1H,{'RPA12'},13182,30834
56332,ENSG00000235443,POLR1H,{'TCTEX-6'},13182,30834
56333,ENSG00000235443,POLR1H,{'ZNRD1'},13182,30834
56334,ENSG00000148229,POLE3,{'CHARAC17'},13546,54107
56335,ENSG00000148229,POLE3,{'CHRAC17'},13546,54107
56336,ENSG00000148229,POLE3,{'CHRAC2'},13546,54107
56337,ENSG00000148229,POLE3,{'P17'},13546,54107
56338,ENSG00000148229,POLE3,{'YBL1'},13546,54107
56342,ENSG00000087237,CETP,{'BPIFF'},1869,1071
56344,ENSG00000085563,ABCB1,{'ABC20'},40,5243
56345,ENSG00000085563,ABCB1,{'CD243'},40,5243
56346,ENSG00000085563,ABCB1,{'CLCS'},40,5243
56347,ENSG00000085563,ABCB1,{'GP170'},40,5243
56348,ENSG00000085563,ABCB1,{'MDR1'},40,5243
56349,ENSG00000085563,ABCB1,{'P-170'},40,5243
56350,ENSG00000085563,ABCB1,{'P-GP'},40,5243
56351,ENSG00000085563,ABCB1,{'PGY1'},40,5243
56354,ENSG00000204548,DEFB121,{'DEFB-21'},18101,245934
56357,ENSG00000140488,CELF6,{'BRUNOL6'},14059,60677
56358,ENSG00000283764,MIR6850,{'HSA-MIR-6850'},50093,102465978
56359,ENSG00000170619,COMMD5,{'FLJ13008'},17902,28991
56360,ENSG00000170619,COMMD5,{'HCARG'},17902,28991
56361,ENSG00000170619,COMMD5,{'HT002'},17902,28991
56362,ENSG00000180424,DEFB123,{'DEFB-23'},18103,245936
56363,ENSG00000120802,TMPO,{'LAP2'},11875,7112
56364,ENSG00000120802,TMPO,{'LEMD4'},11875,7112
56365,ENSG00000120802,TMPO,{'TP'},11875,7112
56366,ENSG00000157653,C9orf43,{'MGC17358'},23570,257169
56367,ENSG00000180383,DEFB124,{'DEFB-24'},18104,245937
56368,ENSG00000169660,HEXD,{'FLJ23825'},26307,284004
56369,ENSG00000169660,HEXD,{'HEXDC'},26307,284004
56370,ENSG00000088320,REM1,{'GES'},15922,28954
56371,ENSG00000088320,REM1,{'REM'},15922,28954
56373,ENSG00000007341,ST7L,{'FAM4B'},18441,54879
56374,ENSG00000007341,ST7L,{'FLJ20284'},18441,54879
56375,ENSG00000007341,ST7L,{'ST7R'},18441,54879
56376,ENSG00000007341,ST7L,{'STLR'},18441,54879
56377,ENSG00000196150,ZNF250,{'MGC9718'},13044,58500
56378,ENSG00000196150,ZNF250,{'ZFP647'},13044,58500
56379,ENSG00000196150,ZNF250,{'ZNF647'},13044,58500
56380,ENSG00000233354,LINC00028,{'C20ORF93'},16224,140875
56381,ENSG00000233354,LINC00028,{'DJ1093G12.6'},16224,140875
56382,ENSG00000233354,LINC00028,{'NCRNA00028'},16224,140875
56384,ENSG00000101337,TM9SF4,{'DJ836N17.2'},30797,9777
56385,ENSG00000101337,TM9SF4,{'KIAA0255'},30797,9777
56386,ENSG00000068308,OTUD5,{'DKFZP761A052'},25402,55593
56387,ENSG00000068308,OTUD5,{'DUBA'},25402,55593
56399,ENSG00000228445,UGT1A2P,{'UGT1BP'},12534,
56401,ENSG00000241635,UGT1A1,{'GNT1'},12530,54658
56402,ENSG00000241635,UGT1A1,{'UGT1'},12530,54658
56403,ENSG00000241635,UGT1A1,{'UGT1A'},12530,54658
56408,ENSG00000231527,FAM27C,{'BA374M1.5'},23668,105379444
56409,ENSG00000231527,FAM27C,{'BA7G23.5'},23668,105379444
56410,ENSG00000231527,FAM27C,{'FAM27A'},23668,105379444
56411,ENSG00000231527,FAM27C,{'FAM27A1'},23668,105379444
56412,ENSG00000231527,FAM27C,{'FAM27A3'},23668,105379444
56415,ENSG00000123485,HJURP,{'DKFZP762E1312'},25444,55355
56416,ENSG00000123485,HJURP,{'FAKTS'},25444,55355
56417,ENSG00000123485,HJURP,{'HFLEG1'},25444,55355
56418,ENSG00000123485,HJURP,{'URLC9'},25444,55355
56419,ENSG00000224542,TRIM31,{'C6ORF13'},16289,11074
56420,ENSG00000224542,TRIM31,{'HCG1'},16289,11074
56421,ENSG00000224542,TRIM31,{'HCGI'},16289,11074
56422,ENSG00000224542,TRIM31,{'RNF'},16289,11074
56423,ENSG00000255561,FDXACB1,{'HCG_2033039'},25110,91893
56424,ENSG00000255561,FDXACB1,{'LOC91893'},25110,91893
56427,ENSG00000179361,ARID3B,{'BDP'},14350,10620
56428,ENSG00000179361,ARID3B,{'DRIL2'},14350,10620
56429,ENSG00000232045,EHMT2,{'BAT8'},14129,10919
56430,ENSG00000232045,EHMT2,{'C6ORF30'},14129,10919
56431,ENSG00000232045,EHMT2,{'EM:AF134726.3'},14129,10919
56432,ENSG00000232045,EHMT2,{'G9A'},14129,10919
56433,ENSG00000232045,EHMT2,{'KMT1C'},14129,10919
56434,ENSG00000232045,EHMT2,{'NG36/G9A'},14129,10919
56435,ENSG00000137720,CFAP68,{'C11ORF1'},1163,64776
56436,ENSG00000137720,CFAP68,{'FLJ23499'},1163,64776
56446,ENSG00000160796,NBEAL2,{'KIAA0540'},31928,23218
56447,ENSG00000274026,FAM27E3,{'MGC42630'},28655,100131997
56448,ENSG00000278763,FAM27B,{'BA12A20.3'},23667,
56449,ENSG00000278763,FAM27B,{'FAM27A2'},23667,
56460,ENSG00000264406,MIR548AP,{'HSA-MIR-548AP'},43465,100847084
56462,ENSG00000151632,AKR1C2,{'BABP'},385,1646
56463,ENSG00000151632,AKR1C2,{'DD'},385,1646
56464,ENSG00000151632,AKR1C2,{'DD2'},385,1646
56465,ENSG00000151632,AKR1C2,{'DDH2'},385,1646
56466,ENSG00000151632,AKR1C2,{'HAKRD'},385,1646
56467,ENSG00000151632,AKR1C2,{'MCDR2'},385,1646
56468,ENSG00000151632,AKR1C2,{'TDD'},385,1646
56469,ENSG00000188352,FOCAD,{'FLJ20375'},23377,54914
56470,ENSG00000188352,FOCAD,{'KIAA1797'},23377,54914
56471,ENSG00000260477,LINC01584,{'TCONS_00024001'},51426,101929701
56473,ENSG00000101350,KIF3B,{'FLA8'},6320,9371
56474,ENSG00000101350,KIF3B,{'KIAA0359'},6320,9371
56475,ENSG00000101350,KIF3B,{'KLP-11'},6320,9371
56478,ENSG00000133317,LGALS12,{'GRIP1'},15788,85329
56481,ENSG00000102057,KCND1,{'KV4.1'},6237,3750
56483,ENSG00000197183,NOL4L,{'C20ORF112'},16106,140688
56484,ENSG00000197183,NOL4L,{'C20ORF113'},16106,140688
56485,ENSG00000197183,NOL4L,{'DJ1184F4.2'},16106,140688
56486,ENSG00000197183,NOL4L,{'DJ1184F4.4'},16106,140688
56487,ENSG00000197183,NOL4L,{'DKFZP566G1424'},16106,140688
56491,ENSG00000252964,RNA5SP400,{'RN5S400'},43300,
56500,ENSG00000067445,TRO,{'KIAA1114'},12326,7216
56501,ENSG00000067445,TRO,{'MAGE-D3'},12326,7216
56502,ENSG00000067445,TRO,{'MAGED3'},12326,7216
56503,ENSG00000140848,CPNE2,{'CPN2'},2315,221184
56508,ENSG00000273540,AGBL1,{'CCP4'},26504,123624
56509,ENSG00000273540,AGBL1,{'FLJ32310'},26504,123624
56510,ENSG00000095564,BTAF1,{'MOT1'},17307,9044
56511,ENSG00000095564,BTAF1,{'TAF(II)170'},17307,9044
56512,ENSG00000095564,BTAF1,{'TAF-172'},17307,9044
56513,ENSG00000095564,BTAF1,{'TAF172'},17307,9044
56514,ENSG00000095564,BTAF1,{'TAFII170'},17307,9044
56515,ENSG00000170631,ZNF16,{'KOX9'},12947,7564
56516,ENSG00000283822,MIR639,{'HSA-MIR-639'},32895,693224
56517,ENSG00000283822,MIR639,{'MIRN639'},32895,693224
56518,ENSG00000099795,NDUFB7,{'B18'},7702,4713
56519,ENSG00000099795,NDUFB7,{'CI-B18'},7702,4713
56520,ENSG00000099795,NDUFB7,{'MGC2480'},7702,4713
56535,ENSG00000196299,POLR1HASP,{'C6ORF12'},13924,80862
56536,ENSG00000196299,POLR1HASP,{'EM:AB023056.3'},13924,80862
56537,ENSG00000196299,POLR1HASP,{'HCG8'},13924,80862
56538,ENSG00000196299,POLR1HASP,{'HCGVIII'},13924,80862
56539,ENSG00000196299,POLR1HASP,{'HCGVIII-1'},13924,80862
56540,ENSG00000196299,POLR1HASP,{'HTEX4'},13924,80862
56541,ENSG00000196299,POLR1HASP,{'NCRNA00171'},13924,80862
56542,ENSG00000196299,POLR1HASP,{'ZNRD1-AS'},13924,80862
56543,ENSG00000196299,POLR1HASP,{'ZNRD1-AS1'},13924,80862
56544,ENSG00000196299,POLR1HASP,{'ZNRD1AS'},13924,80862
56545,ENSG00000196299,POLR1HASP,{'ZNRD1ASP'},13924,80862
56547,ENSG00000276497,APBA1,{'D9S411E'},578,320
56548,ENSG00000276497,APBA1,{'MINT1'},578,320
56549,ENSG00000276497,APBA1,{'X11'},578,320
56555,ENSG00000105429,MEGF8,{'C19ORF49'},3233,1954
56556,ENSG00000105429,MEGF8,{'EGFL4'},3233,1954
56557,ENSG00000105429,MEGF8,{'FLJ22365'},3233,1954
56558,ENSG00000105429,MEGF8,{'SBP1'},3233,1954
56570,ENSG00000196562,SULF2,{'HSULF-2'},20392,55959
56571,ENSG00000196562,SULF2,{'KIAA1247'},20392,55959
56572,ENSG00000196562,SULF2,{'SULF-2'},20392,55959
56574,ENSG00000128872,TMOD2,{'NTMOD'},11872,29767
56582,ENSG00000226437,TRIM39,{'RNF23'},10065,56658
56583,ENSG00000254618,TMED10P1,{'TMED10P'},30754,
56584,ENSG00000254618,TMED10P1,{'TMP21-II'},30754,
56585,ENSG00000255559,ZNF252P-AS1,{'C8ORF77'},27821,286103
56587,ENSG00000135334,AKIRIN2,{'C6ORF166'},21407,55122
56588,ENSG00000135334,AKIRIN2,{'DJ486L4.2'},21407,55122
56589,ENSG00000135334,AKIRIN2,{'FLJ10342'},21407,55122
56592,ENSG00000133321,PLAAT4,{'HRASLS4'},9869,5920
56593,ENSG00000133321,PLAAT4,{'PLAAT-4'},9869,5920
56594,ENSG00000133321,PLAAT4,{'RARRES3'},9869,5920
56595,ENSG00000133321,PLAAT4,{'RIG1'},9869,5920
56596,ENSG00000133321,PLAAT4,{'TIG3'},9869,5920
56597,ENSG00000179832,MROH1,{'HEATR7A'},26958,727957
56598,ENSG00000179832,MROH1,{'KIAA1833'},26958,727957
56599,ENSG00000237295,HNRNPA1P2,{'DJ372B18.1'},13958,
56600,ENSG00000237295,HNRNPA1P2,{'HNRPA1P2'},13958,
56615,ENSG00000118434,SPACA1,{'SAMP32'},14967,81833
56616,ENSG00000133328,PLAAT2,{'FLJ20556'},17824,54979
56617,ENSG00000133328,PLAAT2,{'HRASLS2'},17824,54979
56618,ENSG00000133328,PLAAT2,{'PLAAT-2'},17824,54979
56621,ENSG00000184743,ATL3,{'DKFZP564J0863'},24526,25923
56622,ENSG00000233733,H2AZP6,{'H2AFZP6'},38019,
56625,ENSG00000241878,PISD,{'DJ858B16.2'},8999,23761
56626,ENSG00000241878,PISD,{'PSDC'},8999,23761
56629,ENSG00000130589,HELZ2,{'KIAA1769'},30021,85441
56630,ENSG00000130589,HELZ2,{'PDIP1'},30021,85441
56631,ENSG00000130589,HELZ2,{'PRIC285'},30021,85441
56636,ENSG00000220267,ACTBP8,{'ACTBP2'},141,
56637,ENSG00000102931,ARL2BP,{'BART'},17146,23568
56638,ENSG00000102931,ARL2BP,{'BART1'},17146,23568
56639,ENSG00000102931,ARL2BP,{'RP66'},17146,23568
56640,ENSG00000258289,CHURC1,{'C14ORF52'},20099,91612
56641,ENSG00000258289,CHURC1,{'FLJ33064'},20099,91612
56642,ENSG00000258289,CHURC1,{'MY015'},20099,91612
56645,ENSG00000107954,NEURL1,{'H-NEU'},7761,9148
56646,ENSG00000107954,NEURL1,{'NEU-1'},7761,9148
56647,ENSG00000107954,NEURL1,{'NEURL'},7761,9148
56648,ENSG00000107954,NEURL1,{'RNF67'},7761,9148
56650,ENSG00000135336,ORC3,{'IMAGE50150'},8489,23595
56651,ENSG00000135336,ORC3,{'LATHEO'},8489,23595
56652,ENSG00000135336,ORC3,{'ORC3L'},8489,23595
56655,ENSG00000196262,PPIA,{'CYPA'},9253,5478
56657,ENSG00000278608,MAMDC2,{'MGC21981'},23673,256691
56661,ENSG00000133318,RTN3,{'ASYIP'},10469,10313
56662,ENSG00000133318,RTN3,{'HAP'},10469,10313
56663,ENSG00000133318,RTN3,{'NSPL2'},10469,10313
56664,ENSG00000133318,RTN3,{'NSPLII'},10469,10313
56665,ENSG00000133318,RTN3,{'RTN3-A1'},10469,10313
56671,ENSG00000148429,USP6NL,{'KIAA0019'},16858,9712
56672,ENSG00000148429,USP6NL,{'RN-TRE'},16858,9712
56673,ENSG00000148429,USP6NL,{'RNTRE'},16858,9712
56674,ENSG00000148429,USP6NL,{'TRE2NL'},16858,9712
56675,ENSG00000148429,USP6NL,{'USP6NL-IT1'},16858,9712
56676,ENSG00000128973,CLN6,{'FLJ20561'},2077,54982
56677,ENSG00000128973,CLN6,{'HST18960'},2077,54982
56678,ENSG00000128973,CLN6,{'NCLF'},2077,54982
56679,ENSG00000125149,PHAF1,{'C16ORF6'},29564,80262
56680,ENSG00000125149,PHAF1,{'C16ORF70'},29564,80262
56681,ENSG00000125149,PHAF1,{'FLJ12076'},29564,80262
56682,ENSG00000125149,PHAF1,{'LIN-10'},29564,80262
56683,ENSG00000125149,PHAF1,{'LIN10'},29564,80262
56684,ENSG00000125149,PHAF1,{'MYTHO'},29564,80262
56685,ENSG00000092208,GEMIN2,{'SIP1'},10884,8487
56687,ENSG00000231321,RXRB,{'H-2RIIBP'},10478,6257
56688,ENSG00000231321,RXRB,{'NR2B2'},10478,6257
56689,ENSG00000231321,RXRB,{'RCOR-1'},10478,6257
56690,ENSG00000231321,RXRB,{'RXR-BETA'},10478,6257
56691,ENSG00000231321,RXRB,{'RXRBETA'},10478,6257
56692,ENSG00000239672,NME1,{'NDPKA'},7849,4830
56693,ENSG00000239672,NME1,{'NM23'},7849,4830
56694,ENSG00000239672,NME1,{'NM23-H1'},7849,4830
56698,ENSG00000275940,MRPL57P3,{'MRP63P3'},29688,
56700,ENSG00000114739,ACVR2B,{'ACTR-IIB'},174,93
56702,ENSG00000188921,HACD4,{'EM:AL662879.1'},20920,401494
56703,ENSG00000188921,HACD4,{'OTTHUMG00000021016'},20920,401494
56704,ENSG00000188921,HACD4,{'PTPLAD2'},20920,401494
56711,ENSG00000105968,H2AZ2,{'H2AFV'},20664,94239
56712,ENSG00000105968,H2AZ2,{'H2AV'},20664,94239
56713,ENSG00000105968,H2AZ2,{'MGC10170'},20664,94239
56714,ENSG00000105968,H2AZ2,{'MGC10831'},20664,94239
56715,ENSG00000105968,H2AZ2,{'MGC1947'},20664,94239
56718,ENSG00000171855,IFNB1,{'IFB'},5434,3456
56719,ENSG00000171855,IFNB1,{'IFF'},5434,3456
56720,ENSG00000171855,IFNB1,{'IFNB'},5434,3456
56723,ENSG00000166268,MYRFL,{'BCM1377'},26316,196446
56724,ENSG00000166268,MYRFL,{'C12ORF15'},26316,196446
56725,ENSG00000166268,MYRFL,{'C12ORF28'},26316,196446
56726,ENSG00000166268,MYRFL,{'FLJ25056'},26316,196446
56730,ENSG00000137080,IFNA21,{'IFN-ALPHAI'},5424,3452
56732,ENSG00000235453,SMIM27,{'C9ORF133'},31420,100129250
56733,ENSG00000235453,SMIM27,{'TOPORS-AS1'},31420,100129250
56735,ENSG00000148396,SEC16A,{'KIAA0310'},29006,9919
56736,ENSG00000148396,SEC16A,{'P250'},29006,9919
56737,ENSG00000148396,SEC16A,{'SEC16L'},29006,9919
56738,ENSG00000226651,CLIC1,{'CLCNL1'},2062,1192
56739,ENSG00000226651,CLIC1,{'G6'},2062,1192
56740,ENSG00000226651,CLIC1,{'NCC27'},2062,1192
56741,ENSG00000226651,CLIC1,{'P64CLCP'},2062,1192
56742,ENSG00000284082,MIR7109,{'HSA-MIR-7109'},50122,102465666
56743,ENSG00000183530,PRR14L,{'C22ORF30'},28738,253143
56744,ENSG00000183530,PRR14L,{'MGC50372'},28738,253143
56745,ENSG00000277533,MIR8077,{'HSA-MIR-8077'},50266,102465875
56746,ENSG00000105427,CNFN,{'PLAC8L2'},30183,84518
56749,ENSG00000141052,MYOCD,{'MYCD'},16067,93649
56753,ENSG00000079435,LIPE,{'HSL'},6621,3991
56756,ENSG00000152102,FAM168B,{'KIAA0280L'},27016,130074
56757,ENSG00000152102,FAM168B,{'MANI'},27016,130074
56761,ENSG00000166913,YWHAB,{'YWHAA'},12849,7529
56762,ENSG00000188070,ZFTA,{'C11ORF95'},28449,65998
56763,ENSG00000188070,ZFTA,{'MGC3032'},28449,65998
56771,ENSG00000121864,ZNF639,{'ANC-2H01'},30950,51193
56772,ENSG00000121864,ZNF639,{'ZASC1'},30950,51193
56773,ENSG00000100095,SEZ6L,{'SEZ6L1'},10763,23544
56774,ENSG00000143324,XPR1,{'SLC53A1'},12827,9213
56775,ENSG00000143324,XPR1,{'SYG1'},12827,9213
56776,ENSG00000143324,XPR1,{'X3'},12827,9213
56778,ENSG00000168005,SPINDOC,{'C11ORF84'},25115,144097
56779,ENSG00000168005,SPINDOC,{'SPIN-DOC'},25115,144097
56785,ENSG00000205683,DPF3,{'BAF45C'},17427,8110
56786,ENSG00000205683,DPF3,{'CER-D4'},17427,8110
56787,ENSG00000205683,DPF3,{'CERD4'},17427,8110
56788,ENSG00000205683,DPF3,{'FLJ14079'},17427,8110
56789,ENSG00000205683,DPF3,{'SMARCG3'},17427,8110
56790,ENSG00000237172,B3GNT9,{'MGC4655'},28714,84752
56791,ENSG00000234183,H2AZ2-DT,{'AC004854.4'},52775,
56792,ENSG00000234183,H2AZ2-DT,{'LINC01952'},52775,
56794,ENSG00000146676,PURB,{'PURBETA'},9702,5814
56798,ENSG00000235336,SLC44A4,{'C6ORF29'},13941,80736
56799,ENSG00000235336,SLC44A4,{'CTL4'},13941,80736
56800,ENSG00000235336,SLC44A4,{'DFNA72'},13941,80736
56801,ENSG00000235336,SLC44A4,{'FLJ14491'},13941,80736
56802,ENSG00000235336,SLC44A4,{'NG22'},13941,80736
56803,ENSG00000235336,SLC44A4,{'TPPT'},13941,80736
56804,ENSG00000102871,TRADD,{'HS.89862'},12030,8717
56806,ENSG00000189377,CXCL17,{'DCIP1'},19232,284340
56807,ENSG00000189377,CXCL17,{'DMC'},19232,284340
56808,ENSG00000189377,CXCL17,{'UNQ473'},19232,284340
56809,ENSG00000189377,CXCL17,{'VCC1'},19232,284340
56810,ENSG00000256280,ATP5MGP1,{'ATP5KP1'},13214,
56811,ENSG00000256280,ATP5MGP1,{'ATP5LP1'},13214,
56812,ENSG00000256280,ATP5MGP1,{'ATPE5KP1'},13214,
56814,ENSG00000175899,A2M,{'CPAMD5'},7,2
56815,ENSG00000175899,A2M,{'FWP007'},7,2
56816,ENSG00000175899,A2M,{'S863-7'},7,2
56818,ENSG00000284261,MIR4657,{'HSA-MIR-4657'},41706,100616393
56822,ENSG00000236956,NF1P8,{'NF1L2'},7767,
56829,ENSG00000182197,EXT1,{'LGCR'},3512,2131
56830,ENSG00000182197,EXT1,{'LGS'},3512,2131
56831,ENSG00000182197,EXT1,{'TTV'},3512,2131
56832,ENSG00000166788,SAAL1,{'FLJ41463'},25158,113174
56833,ENSG00000166788,SAAL1,{'SPACIA1'},25158,113174
56834,ENSG00000137261,KIAA0319,{'NMIG'},21580,9856
56835,ENSG00000101104,PABPC1L,{'C20ORF119'},15797,80336
56836,ENSG00000101104,PABPC1L,{'DJ1069P2.3'},15797,80336
56837,ENSG00000101104,PABPC1L,{'EPAB'},15797,80336
56838,ENSG00000101104,PABPC1L,{'PABPC1L1'},15797,80336
56839,ENSG00000079385,CEACAM1,{'BGP'},1814,634
56840,ENSG00000079385,CEACAM1,{'BGP1'},1814,634
56841,ENSG00000079385,CEACAM1,{'CD66A'},1814,634
56842,ENSG00000136279,DBNL,{'ABP1'},2696,28988
56843,ENSG00000136279,DBNL,{'HIP-55'},2696,28988
56844,ENSG00000136279,DBNL,{'SH3P7'},2696,28988
56849,ENSG00000135722,FBXL8,{'FBL8'},17875,55336
56864,ENSG00000167014,TERB2,{'C15ORF43'},28520,145645
56865,ENSG00000167014,TERB2,{'MGC33951'},28520,145645
56871,ENSG00000008869,HEATR5B,{'DKFZP686P15184'},29273,54497
56872,ENSG00000008869,HEATR5B,{'KIAA1414'},29273,54497
56873,ENSG00000008869,HEATR5B,{'P200'},29273,54497
56874,ENSG00000008869,HEATR5B,{'P200A'},29273,54497
56879,ENSG00000205363,INSYN1,{'C15ORF59'},33753,388135
56880,ENSG00000205363,INSYN1,{'LOC388135'},33753,388135
56881,ENSG00000205363,INSYN1,{'MGC131524'},33753,388135
56883,ENSG00000178997,EXD1,{'EXDL1'},28507,161829
56884,ENSG00000178997,EXD1,{'MGC33637'},28507,161829
56885,ENSG00000226768,LINC01149,{'XXBAC-BPG181B23.4'},39757,101929111
56892,ENSG00000196123,MATCAP1,{'KIAA0895L'},34408,653319
56893,ENSG00000196123,MATCAP1,{'LOC653319'},34408,653319
56900,ENSG00000118193,KIF14,{'KIAA0042'},19181,9928
56908,ENSG00000100836,PABPN1,{'OPMD'},8565,8106
56909,ENSG00000100836,PABPN1,{'PAB2'},8565,8106
56910,ENSG00000100836,PABPN1,{'PABP2'},8565,8106
56911,ENSG00000181038,METTL23,{'C17ORF95'},26988,124512
56912,ENSG00000181038,METTL23,{'LOC124512'},26988,124512
56913,ENSG00000171109,MFN1,{'FLJ20693'},18262,55669
56914,ENSG00000243708,PLA2G4B,{'CPLA2-BETA'},9036,100137049
56915,ENSG00000243708,PLA2G4B,{'HST16992'},9036,100137049
56919,ENSG00000198842,STYXL2,{'DUSP27'},25034,92235
56923,ENSG00000231268,AGER,{'RAGE'},320,177
56924,ENSG00000231268,AGER,{'SCARJ1'},320,177
56925,ENSG00000231268,AGER,{'SRAGE'},320,177
56926,ENSG00000234549,ATAT1,{'C6ORF134'},21186,79969
