,HGNC_ID,alias_symbol,NCBI_ID,ENSG_ID,gene_symbol
31661,41617,{'hsa-mir-4516'},100616258,ENSG00000265867,MIR4516
31662,41878,{'hsa-mir-4517'},100616487,ENSG00000284541,MIR4517
31663,41809,{'hsa-mir-4518'},100616405,ENSG00000266305,MIR4518
31664,41544,{'hsa-mir-4519'},100616231,ENSG00000265991,MIR4519
31665,41775,{'hsa-mir-4520a'},100616401,ENSG00000264468,MIR4520-1
31666,41839,{'hsa-mir-4520b'},100616466,ENSG00000283301,MIR4520-2
31667,41813,{'hsa-mir-4521'},100616406,ENSG00000283160,MIR4521
31668,41668,{'hsa-mir-4522'},100616277,ENSG00000263583,MIR4522
31669,41583,{'hsa-mir-4523'},100616122,ENSG00000284162,MIR4523
31670,41771,{'hsa-mir-4524'},100616316,ENSG00000283385,MIR4524A
31671,43520,{'hsa-mir-4524b'},100847008,ENSG00000265331,MIR4524B
31672,41903,{'hsa-mir-4525'},100616196,ENSG00000266107,MIR4525
31673,41618,{'hsa-mir-4526'},100616130,ENSG00000263527,MIR4526
31674,41633,{'hsa-mir-4527'},100616264,ENSG00000266582,MIR4527
31676,41547,{'hsa-mir-4528'},100616232,ENSG00000263872,MIR4528
31677,41703,{'hsa-mir-4529'},100616290,ENSG00000264571,MIR4529
31678,41764,{'hsa-mir-4530'},100616163,ENSG00000266559,MIR4530
31679,41872,{'hsa-mir-4531'},100616355,ENSG00000283673,MIR4531
31680,41869,{'hsa-mir-4532'},,,MIR4532
31681,41886,{'hsa-mir-4533'},100616362,ENSG00000266140,MIR4533
31682,41692,{'hsa-mir-4534'},100616146,ENSG00000284266,MIR4534
31683,41629,{'hsa-mir-4535'},100616415,ENSG00000266887,MIR4535
31684,41730,{'hsa-mir-4536'},100616155,ENSG00000283334,MIR4536-1
31685,43525,{'hsa-mir-4536-2'},100847061,ENSG00000266328,MIR4536-2
31686,41682,{'hsa-mir-4537'},100616422,ENSG00000264781,MIR4537
31687,41664,{'hsa-mir-4538'},100616276,ENSG00000263413,MIR4538
31688,41546,{'hsa-mir-4539'},100616374,ENSG00000265612,MIR4539
31689,41670,{'hsa-mir-4540'},100616278,ENSG00000264922,MIR4540
31690,41593,{'hsa-mir-4632'},100616438,ENSG00000263676,MIR4632
31691,41822,{'hsa-mir-4633'},100616175,ENSG00000264563,MIR4633
31692,41559,{'hsa-mir-4634'},100616202,ENSG00000266890,MIR4634
31693,41748,{'hsa-mir-4635'},100616479,ENSG00000263834,MIR4635
31694,41798,{'hsa-mir-4636'},100616326,ENSG00000266415,MIR4636
31695,41651,{'hsa-mir-4637'},100616271,ENSG00000264792,MIR4637
31696,41841,{'hsa-mir-4638'},100616342,ENSG00000264732,MIR4638
31697,41645,{'hsa-mir-4639'},100616269,ENSG00000263712,MIR4639
31698,41561,{'hsa-mir-4640'},100616237,ENSG00000284370,MIR4640
31699,41835,{'hsa-mir-4641'},100616178,ENSG00000266494,MIR4641
31700,41865,{'hsa-mir-4642'},100616352,ENSG00000266619,MIR4642
31701,41814,{'hsa-mir-4643'},100616174,ENSG00000263734,MIR4643
31702,41687,{'hsa-mir-4644'},100616430,ENSG00000266245,MIR4644
31703,41689,{'hsa-mir-4645'},100616285,ENSG00000266750,MIR4645
31704,41543,{'hsa-mir-4646'},100616230,ENSG00000266776,MIR4646
31705,41594,{'hsa-mir-4647'},100616124,ENSG00000284427,MIR4647
31706,41560,{'hsa-mir-4648'},100616116,ENSG00000264357,MIR4648
31707,41852,{'hsa-mir-4649'},100616346,ENSG00000284412,MIR4649
31708,41755,{'hsa-mir-4650-1'},100616310,ENSG00000266525,MIR4650-1
31709,41810,{'hsa-mir-4650-2'},100616331,ENSG00000264494,MIR4650-2
31710,41647,{'hsa-mir-4651'},100616270,ENSG00000284334,MIR4651
31711,41615,{'hsa-mir-4652'},100616206,ENSG00000265423,MIR4652
31712,41562,{'hsa-mir-4653'},100616117,ENSG00000264425,MIR4653
31713,41643,{'hsa-mir-4654'},100616386,ENSG00000266144,MIR4654
31714,41754,{'hsa-mir-4655'},100616160,ENSG00000265089,MIR4655
31715,41749,{'hsa-mir-4656'},100616465,ENSG00000264474,MIR4656
31716,41706,{'hsa-mir-4657'},100616393,ENSG00000284261,MIR4657
31717,41673,{'hsa-mir-4658'},100616439,ENSG00000284518,MIR4658
31718,41857,{'hsa-mir-4659a'},100616348,ENSG00000266038,MIR4659A
31719,41530,{'hsa-mir-4659b'},100616372,ENSG00000283386,MIR4659B
31720,41861,{'hsa-mir-4660'},100616350,ENSG00000263407,MIR4660
31721,41582,{'hsa-mir-4661'},100616245,ENSG00000266194,MIR4661
31722,41826,{'hsa-mir-4662a'},100616221,ENSG00000283609,MIR4662A
31723,41607,{'hsa-mir-4662b'},100616255,ENSG00000263735,MIR4662B
31724,41623,{'hsa-mir-4663'},100616260,ENSG00000266324,MIR4663
31725,41777,{'hsa-mir-4664'},100616318,ENSG00000265660,MIR4664
31726,41696,{'hsa-mir-4665'},100616288,ENSG00000263575,MIR4665
31727,41750,{'hsa-mir-4666'},100616308,ENSG00000266174,MIR4666A
31728,43486,{'hsa-mir-4666b'},100847047,ENSG00000264090,MIR4666B
31729,41723,{'hsa-mir-4667'},100616214,ENSG00000263892,MIR4667
31730,41545,{'hsa-mir-4668'},100616114,ENSG00000266315,MIR4668
31731,41558,{'hsa-mir-4669'},100616236,ENSG00000263897,MIR4669
31732,41862,{'hsa-mir-4670'},100616351,ENSG00000264158,MIR4670
31733,41598,{'hsa-mir-4671'},100616380,ENSG00000264377,MIR4671
31734,41662,{'hsa-mir-4672'},100616429,ENSG00000263979,MIR4672
31735,41574,{'hsa-mir-4673'},100616242,ENSG00000263403,MIR4673
31736,41729,{'hsa-mir-4674'},100616301,ENSG00000265181,MIR4674
31737,41619,{'hsa-mir-4675'},100616383,ENSG00000265372,MIR4675
31738,41691,{'hsa-mir-4676'},100616286,ENSG00000266719,MIR4676
31739,41844,{'hsa-mir-4677'},100616343,ENSG00000265201,MIR4677
31740,41717,{'hsa-mir-4678'},100616296,ENSG00000283672,MIR4678
31741,41612,{'hsa-mir-4679-1'},100616128,ENSG00000283664,MIR4679-1
31742,41890,{'hsa-mir-4679-2'},100616192,ENSG00000265375,MIR4679-2
31743,41541,{'hsa-mir-4680'},100616113,ENSG00000284482,MIR4680
31744,41753,{'hsa-mir-4681'},100616398,ENSG00000265719,MIR4681
31745,41788,{'hsa-mir-4682'},100616322,ENSG00000265370,MIR4682
31746,41883,{'hsa-mir-4683'},100616500,ENSG00000284265,MIR4683
31747,41695,{'hsa-mir-4684'},100616391,ENSG00000265422,MIR4684
31748,41802,{'hsa-mir-4685'},100616482,ENSG00000264610,MIR4685
31749,41601,{'hsa-mir-4686'},100616126,ENSG00000265258,MIR4686
31750,41712,{'hsa-mir-4687'},100616453,ENSG00000284525,MIR4687
31751,41897,{'hsa-mir-4688'},100616368,ENSG00000264102,MIR4688
31752,41895,{'hsa-mir-4689'},100616421,ENSG00000264101,MIR4689
31753,41707,{'hsa-mir-4690'},100616292,ENSG00000266041,MIR4690
31754,41796,{'hsa-mir-4691'},100616403,ENSG00000284435,MIR4691
31755,41856,{'hsa-mir-4692'},100616410,ENSG00000265064,MIR4692
31756,41818,{'hsa-mir-4693'},100616457,ENSG00000264200,MIR4693
31757,41586,{'hsa-mir-4694'},100616426,ENSG00000264309,MIR4694
31758,41573,{'hsa-mir-4695'},100616120,ENSG00000265606,MIR4695
31759,41780,{'hsa-mir-4696'},100616402,ENSG00000265902,MIR4696
31760,41570,{'hsa-mir-4697'},100616119,ENSG00000284020,MIR4697
31761,41867,{'hsa-mir-4698'},100616486,ENSG00000263838,MIR4698
31762,41636,{'hsa-mir-4699'},100616133,ENSG00000265227,MIR4699
31763,41806,{'hsa-mir-4700'},100616329,ENSG00000284143,MIR4700
31764,41627,{'hsa-mir-4701'},100616262,ENSG00000264201,MIR4701
31765,41817,{'hsa-mir-4703'},100616423,ENSG00000266611,MIR4703
31766,41602,{'hsa-mir-4704'},100616205,ENSG00000263561,MIR4704
31767,41567,{'hsa-mir-4705'},100616239,ENSG00000264482,MIR4705
31768,41576,{'hsa-mir-4706'},100616490,ENSG00000266531,MIR4706
31769,41531,{'hsa-mir-4707'},100616424,ENSG00000284118,MIR4707
31770,41824,{'hsa-mir-4708'},100616176,ENSG00000266740,MIR4708
31771,41690,{'hsa-mir-4709'},100616211,ENSG00000283944,MIR4709
31772,41727,{'hsa-mir-4710'},100616300,ENSG00000265291,MIR4710
31773,41847,{'hsa-mir-4711'},100616409,ENSG00000266150,MIR4711
31774,41732,{'hsa-mir-4712'},100616396,ENSG00000284284,MIR4712
31775,41899,{'hsa-mir-4713'},100616369,ENSG00000266593,MIR4713
31776,53124,{'RP11-108K3.1'},109729174,ENSG00000259240,MIR4713HG
31777,41763,{'hsa-mir-4714'},100616432,ENSG00000264480,MIR4714
31778,41666,{'hsa-mir-4715'},100616474,ENSG00000266517,MIR4715
31779,41812,{'hsa-mir-4716'},100616332,ENSG00000264210,MIR4716
31780,41571,{'hsa-mir-4717'},100616241,ENSG00000264004,MIR4717
31781,41900,{'hsa-mir-4718'},100616195,ENSG00000264733,MIR4718
31782,41807,{'hsa-mir-4719'},100616172,ENSG00000266426,MIR4719
31783,41705,{'hsa-mir-4720'},100616150,ENSG00000284473,MIR4720
31784,41609,{'hsa-mir-4721'},100616256,ENSG00000283845,MIR4721
31785,41782,{'hsa-mir-4722'},100616167,ENSG00000284585,MIR4722
31786,41660,{'hsa-mir-4723'},100616388,ENSG00000284532,MIR4723
31787,41590,{'hsa-mir-4724'},100616248,ENSG00000284424,MIR4724
31788,41608,{'hsa-mir-4725'},100616449,ENSG00000265976,MIR4725
31789,41722,{'hsa-mir-4726'},100616153,ENSG00000273627,MIR4726
31790,41709,{'hsa-mir-4727'},100616416,ENSG00000274054,MIR4727
31791,41632,{'hsa-mir-4728'},100616132,ENSG00000265178,MIR4728
31792,41585,{'hsa-mir-4729'},100616204,ENSG00000263857,MIR4729
31793,41880,{'hsa-mir-4730'},100616359,ENSG00000264961,MIR4730
31794,41597,{'hsa-mir-4731'},100616125,ENSG00000265110,MIR4731
31795,41639,{'hsa-mir-4732'},100616385,ENSG00000284085,MIR4732
31796,41638,{'hsa-mir-4733'},100616266,ENSG00000265444,MIR4733
31798,41572,{'hsa-mir-4734'},100616203,ENSG00000275238,MIR4734
31799,41888,{'hsa-mir-4735'},100616363,ENSG00000265986,MIR4735
31800,41804,{'hsa-mir-4736'},100616220,ENSG00000264399,MIR4736
31801,41669,{'hsa-mir-4737'},100616210,ENSG00000264049,MIR4737
31802,41679,{'hsa-mir-4738'},100616282,ENSG00000283853,MIR4738
31803,41801,{'hsa-mir-4739'},100616170,ENSG00000266665,MIR4739
31804,41711,{'hsa-mir-4740'},100616294,ENSG00000266392,MIR4740
31805,41661,{'hsa-mir-4741'},100616139,ENSG00000284331,MIR4741
31806,41565,{'hsa-mir-4742'},100616468,ENSG00000266618,MIR4742
31807,41894,{'hsa-mir-4743'},100616366,ENSG00000266276,MIR4743
31808,41866,{'hsa-mir-4744'},100616420,ENSG00000263849,MIR4744
31809,41868,{'hsa-mir-4745'},100616459,ENSG00000284361,MIR4745
31810,41904,{'hsa-mir-4746'},100616371,ENSG00000266437,MIR4746
31811,41827,{'hsa-mir-4747'},100616337,ENSG00000263409,MIR4747
31812,41557,{'hsa-mir-4748'},100616425,ENSG00000265879,MIR4748
31813,41760,{'hsa-mir-4749'},100616313,ENSG00000265954,MIR4749
31814,41765,{'hsa-mir-4750'},100616314,ENSG00000284394,MIR4750
31815,41819,{'hsa-mir-4751'},100616483,ENSG00000283842,MIR4751
31816,41803,{'hsa-mir-4752'},100616171,ENSG00000264703,MIR4752
31817,41527,{'hsa-mir-4753'},100616224,ENSG00000263439,MIR4753
31818,41786,{'hsa-mir-4754'},100616168,ENSG00000266640,MIR4754
31819,41815,{'hsa-mir-4755'},100616434,ENSG00000264616,MIR4755
31820,41529,{'hsa-mir-4756'},100616225,ENSG00000265595,MIR4756
31821,41746,{'hsa-mir-4757'},100616307,ENSG00000266738,MIR4757
31822,41836,{'hsa-mir-4758'},100616340,ENSG00000284074,MIR4758
31823,41575,{'hsa-mir-4759'},100616243,ENSG00000266133,MIR4759
31824,41698,{'hsa-mir-4760'},100616148,ENSG00000263973,MIR4760
31825,41591,{'hsa-mir-4761'},100616414,ENSG00000284031,MIR4761
31826,41603,{'hsa-mir-4762'},100616253,ENSG00000264160,MIR4762
31827,41677,{'hsa-mir-4763'},100616143,ENSG00000284175,MIR4763
31828,41714,{'hsa-mir-4764'},100616295,ENSG00000266012,MIR4764
31829,41791,{'hsa-mir-4765'},100616219,ENSG00000265057,MIR4765
31830,41680,{'hsa-mir-4766'},100616283,ENSG00000266594,MIR4766
31831,41548,{'hsa-mir-4767'},100616467,ENSG00000264268,MIR4767
31832,41592,{'hsa-mir-4768'},100616249,ENSG00000265465,MIR4768
31833,41694,{'hsa-mir-4769'},100616147,ENSG00000263858,MIR4769
31834,41542,{'hsa-mir-4770'},100616373,ENSG00000265284,MIR4770
31835,41901,{'hsa-mir-4771-1'},100616370,ENSG00000264793,MIR4771-1
31836,41774,{'hsa-mir-4771-2'},100616165,ENSG00000266063,MIR4771-2
31837,41741,{'hsa-mir-4772'},100616157,ENSG00000264764,MIR4772
31838,41699,{'hsa-mir-4773-1'},100616392,ENSG00000264684,MIR4773-1
31839,41790,{'hsa-mir-4773-2'},100616418,ENSG00000283569,MIR4773-2
31840,41873,{'hsa-mir-4774'},100616356,ENSG00000265694,MIR4774
31841,41885,{'hsa-mir-4775'},100616361,ENSG00000284079,MIR4775
31842,41641,{'hsa-mir-4776-1'},100616267,ENSG00000266354,MIR4776-1
31843,41631,{'hsa-mir-4776-2'},100616472,ENSG00000283637,MIR4776-2
31844,41773,{'hsa-mir-4777'},100616317,ENSG00000263641,MIR4777
31845,41648,{'hsa-mir-4778'},100616464,ENSG00000264525,MIR4778
31846,41747,{'hsa-mir-4779'},100616159,ENSG00000265420,MIR4779
31847,41552,{'hsa-mir-4780'},100616447,ENSG00000265003,MIR4780
31848,41769,{'hsa-mir-4781'},100616315,ENSG00000283749,MIR4781
31849,41635,{'hsa-mir-4782'},100616208,ENSG00000265429,MIR4782
31850,41874,{'hsa-mir-4783'},100616187,ENSG00000264075,MIR4783
31851,41580,{'hsa-mir-4784'},100616378,ENSG00000284149,MIR4784
31852,41889,{'hsa-mir-4785'},100616364,ENSG00000283734,MIR4785
31853,41751,{'hsa-mir-4786'},100616417,ENSG00000264279,MIR4786
31854,41653,{'hsa-mir-4787'},100616138,ENSG00000272543,MIR4787
31855,41676,{'hsa-mir-4788'},100616281,,MIR4788
31856,41719,{'hsa-mir-4789'},100616395,ENSG00000264974,MIR4789
31857,41820,{'hsa-mir-4790'},100616334,ENSG00000265180,MIR4790
31858,41704,{'hsa-mir-4791'},100616291,ENSG00000271898,MIR4791
31859,41577,{'hsa-mir-4792'},,,MIR4792
31860,41577,{'miR-4792'},,,MIR4792
31861,41538,{'hsa-mir-4793'},100616112,ENSG00000284575,MIR4793
31862,41829,{'hsa-mir-4794'},100616338,ENSG00000264470,MIR4794
31863,41757,{'hsa-mir-4795'},100616161,ENSG00000264119,MIR4795
31864,41779,{'hsa-mir-4796'},100616166,ENSG00000264623,MIR4796
31865,41758,{'hsa-mir-4797'},100616216,ENSG00000265850,MIR4797
31866,41616,{'hsa-mir-4798'},100616471,ENSG00000264658,MIR4798
31867,41584,{'hsa-mir-4799'},100616246,ENSG00000264274,MIR4799
31868,41877,{'hsa-mir-4800'},100616358,ENSG00000284276,MIR4800
31869,41840,{'hsa-mir-4801'},100616435,ENSG00000264319,MIR4801
31870,41658,{'hsa-mir-4802'},100616274,ENSG00000263642,MIR4802
31871,41568,{'hsa-mir-4803'},100616377,ENSG00000264099,MIR4803
31872,41720,{'hsa-mir-4804'},100616152,ENSG00000263593,MIR4804
31873,43494,{'hsa-mir-4999'},100847049,ENSG00000265390,MIR4999
31874,43464,{'hsa-mir-5000'},100846995,ENSG00000263909,MIR5000
31875,43462,{'hsa-mir-5001'},100847037,ENSG00000284407,MIR5001
31876,43470,{'hsa-mir-5002'},100847021,ENSG00000266383,MIR5002
31877,43512,{'hsa-mir-5003'},100847029,ENSG00000265160,MIR5003
31878,43532,{'hsa-mir-5004'},100847012,ENSG00000284256,MIR5004
31879,43495,{'hsa-mir-5006'},100847026,ENSG00000284584,MIR5006
31880,43468,{'hsa-mir-5007'},100846996,ENSG00000264387,MIR5007
31881,43546,{'hsa-mir-5008'},100847072,ENSG00000264483,MIR5008
31882,43458,{'hsa-mir-5009'},100846993,ENSG00000264796,MIR5009
31883,43484,{'hsa-mir-5010'},100847046,ENSG00000283929,MIR5010
31884,43496,{'hsa-mir-5011'},100847002,ENSG00000263354,MIR5011
31885,41834,{'hsa-mir-5047'},100616408,ENSG00000284368,MIR5047
31886,43480,{'hsa-mir-5087'},100847044,ENSG00000283676,MIR5087
31887,43489,{'hsa-mir-5088'},100847074,ENSG00000274306,MIR5088
31888,43536,{'hsa-mir-5089'},100847067,ENSG00000264999,MIR5089
31889,43547,{'hsa-mir-5090'},100847073,ENSG00000284176,MIR5090
31890,43478,{'hsa-mir-5091'},100847023,ENSG00000266240,MIR5091
31891,43467,{'hsa-mir-5092'},100847039,ENSG00000264986,MIR5092
31892,43474,{'hsa-mir-5093'},100847022,ENSG00000266307,MIR5093
31893,43519,{'hsa-mir-5094'},100847059,ENSG00000264966,MIR5094
31894,41849,{'hsa-mir-5095'},,,MIR5095
31895,41611,{'hsa-mir-5096'},,,MIR5096
31896,43540,{'hsa-mir-5100'},100847014,ENSG00000263795,MIR5100
31897,43459,{'hsa-mir-5186'},100847036,ENSG00000264330,MIR5186
31898,43523,{'hsa-mir-5187'},100847090,ENSG00000284035,MIR5187
31899,43502,{'hsa-mir-5188'},100847004,ENSG00000265345,MIR5188
31900,43515,{'hsa-mir-5189'},100847057,ENSG00000263456,MIR5189
31901,43549,{'hsa-mir-5190'},100847080,ENSG00000266146,MIR5190
31902,43497,{'hsa-mir-5191'},100847050,ENSG00000264802,MIR5191
31903,43473,{'hsa-mir-5192'},100847087,ENSG00000266097,MIR5192
31904,43534,{'hsa-mir-5193'},100847079,ENSG00000283726,MIR5193
31905,43498,{'hsa-mir-5194'},100847051,ENSG00000264653,MIR5194
31906,43526,{'hsa-mir-5195'},100847062,ENSG00000265929,MIR5195
31907,43542,{'hsa-mir-5196'},100847070,ENSG00000284034,MIR5196
31908,43450,{'hsa-mir-5197'},100846991,ENSG00000266478,MIR5197
31909,43513,{'hsa-mir-5571'},100847006,ENSG00000264824,MIR5571
31910,43476,{'hsa-mir-5572'},100847042,ENSG00000284059,MIR5572
31911,43485,{'hsa-mir-5579'},100847000,ENSG00000266570,MIR5579
31912,43482,{'hsa-mir-5580'},100847076,ENSG00000266431,MIR5580
31913,43527,{'hsa-mir-5581'},100847010,ENSG00000263675,MIR5581
31914,43461,{'hsa-mir-5582'},100847020,ENSG00000263540,MIR5582
31915,43491,{'hsa-mir-5583-1'},100847025,ENSG00000266148,MIR5583-1
31916,43471,{'hsa-mir-5583-2'},100846997,ENSG00000283645,MIR5583-2
31917,43507,{'hsa-mir-5584'},100847089,ENSG00000263381,MIR5584
31918,43452,{'hsa-mir-5585'},100847018,ENSG00000266203,MIR5585
31919,43493,{'hsa-mir-5586'},100847088,ENSG00000263629,MIR5586
31920,43508,{'hsa-mir-5587'},100847028,ENSG00000266124,MIR5587
31921,43505,{'hsa-mir-5588'},100847054,ENSG00000264614,MIR5588
31922,43514,{'hsa-mir-5589'},100847093,ENSG00000266204,MIR5589
31923,43541,{'hsa-mir-5590'},100847069,ENSG00000263783,MIR5590
31924,43531,{'hsa-mir-5591'},100847065,ENSG00000264621,MIR5591
31925,43492,{'hsa-mir-5680'},100847001,ENSG00000266756,MIR5680
31926,43518,{'hsa-mir-5681a'},100847058,ENSG00000266502,MIR5681A
31927,43538,{'hsa-mir-5681b'},100847091,ENSG00000283505,MIR5681B
31928,43477,{'hsa-mir-5682'},100847043,ENSG00000264477,MIR5682
31929,43453,{'hsa-mir-5683'},100847034,ENSG00000283616,MIR5683
31930,43544,{'hsa-mir-5684'},100847071,ENSG00000263800,MIR5684
31931,43543,{'hsa-mir-5685'},100847075,ENSG00000264056,MIR5685
31932,43529,{'hsa-mir-5686'},,,MIR5686
31933,43457,{'hsa-mir-5687'},100847019,ENSG00000265135,MIR5687
31934,43463,{'hsa-mir-5688'},100847077,ENSG00000264084,MIR5688
31935,43479,{'hsa-mir-5689'},100846998,ENSG00000263705,MIR5689
31937,43490,{'hsa-mir-5690'},100847048,ENSG00000265527,MIR5690
31938,43545,{'hsa-mir-5691'},100847015,ENSG00000264984,MIR5691
31939,43533,{'hsa-mir-5692a-1'},100847066,ENSG00000266318,MIR5692A1
31940,43466,{'hsa-mir-5692a-2'},100847038,ENSG00000264512,MIR5692A2
31941,43535,{'hsa-mir-5692b'},100847013,ENSG00000264580,MIR5692B
31942,43506,{'hsa-mir-5692c-1'},100847082,ENSG00000265924,MIR5692C1
31943,43448,{'hsa-mir-5692c-2'},100847017,ENSG00000266668,MIR5692C2
31944,43499,{'hsa-mir-5693'},100847003,ENSG00000266072,MIR5693
31945,43530,{'hsa-mir-5694'},100847064,ENSG00000265993,MIR5694
31946,43548,{'hsa-mir-5695'},100847016,ENSG00000266721,MIR5695
31947,43516,{'hsa-mir-5696'},100847007,ENSG00000264857,MIR5696
31948,43509,{'hsa-mir-5697'},100847055,ENSG00000265521,MIR5697
31949,43487,{'hsa-mir-5698'},100847024,ENSG00000263987,MIR5698
31950,43456,{'hsa-mir-5699'},100847086,ENSG00000263511,MIR5699
31951,43521,{'hsa-mir-5700'},100847031,ENSG00000266099,MIR5700
31952,43522,{'hsa-mir-5701-1'},100847060,ENSG00000266545,MIR5701-1
31953,43510,{'hsa-mir-5701-2'},100847005,ENSG00000277841,MIR5701-2
31955,43503,{'hsa-mir-5702'},100847053,ENSG00000263363,MIR5702
31956,43475,{'hsa-mir-5703'},100847081,ENSG00000284092,MIR5703
31957,43469,{'hsa-mir-5704'},100847040,ENSG00000265859,MIR5704
31958,43504,{'hsa-mir-5705'},100847027,ENSG00000263981,MIR5705
31959,43500,{'hsa-mir-5706'},100847085,ENSG00000264536,MIR5706
31960,43449,{'hsa-mir-5707'},100847032,ENSG00000265598,MIR5707
31961,43511,{'hsa-mir-5708'},100847056,ENSG00000265588,MIR5708
31962,49977,{'hsa-mir-5739'},102466081,ENSG00000276162,MIR5739
31963,49930,{'hsa-mir-5787'},102464817,ENSG00000275334,MIR5787
31964,50261,{'hsa-mir-6068'},102464823,ENSG00000275836,MIR6068
31965,50124,{'hsa-mir-6069'},102464824,ENSG00000274280,MIR6069
31966,49950,{'hsa-mir-6070'},102464825,ENSG00000278433,MIR6070
31967,50229,{'hsa-mir-6071'},102466516,ENSG00000278783,MIR6071
31968,50144,{'hsa-mir-6072'},102465944,ENSG00000278069,MIR6072
31969,50128,{'hsa-mir-6073'},102464826,ENSG00000284094,MIR6073
31970,50060,{'hsa-mir-6074'},102464827,ENSG00000276878,MIR6074
31971,50198,{'hsa-mir-6075'},102466103,ENSG00000273742,MIR6075
31972,50232,{'hsa-mir-6076'},102464828,ENSG00000278038,MIR6076
31973,50025,{'hsa-mir-6077-1'},102466225,ENSG00000278596,MIR6077
31974,50025,{'hsa-mir-6077-2'},102466225,ENSG00000278596,MIR6077
31975,50136,{'hsa-mir-6078'},102464829,ENSG00000274809,MIR6078
31976,50114,{'hsa-mir-6079'},102464830,ENSG00000283477,MIR6079
31977,50142,{'hsa-mir-6080'},102464831,ENSG00000278581,MIR6080
31978,50151,{'hsa-mir-6081'},102466518,ENSG00000274115,MIR6081
31979,49984,{'hsa-mir-6082'},102466953,ENSG00000278502,MIR6082
31980,50076,{'hsa-mir-6083'},102464832,ENSG00000276656,MIR6083
31981,50235,{'hsa-mir-6084'},102464833,ENSG00000284005,MIR6084
31982,50002,{'hsa-mir-6085'},102464834,ENSG00000275451,MIR6085
31983,49986,{'hsa-mir-6086'},102466519,ENSG00000283493,MIR6086
31984,50045,{'hsa-mir-6087'},,,MIR6087
31985,50164,{'hsa-mir-6088'},102464836,ENSG00000275726,MIR6088
31986,50179,{'hsa-mir-6089-1'},102464837,,MIR6089
31987,50204,{'hsa-mir-6090'},102466104,ENSG00000276176,MIR6090
31988,50200,{'hsa-mir-6124'},102466906,ENSG00000275373,MIR6124
31989,49931,{'hsa-mir-6125'},102465133,ENSG00000284360,MIR6125
31990,50099,{'hsa-mir-6126'},102465134,ENSG00000273776,MIR6126
31991,50163,{'hsa-mir-6127'},102466615,ENSG00000276835,MIR6127
31992,50109,{'hsa-mir-6128'},102465135,ENSG00000274770,MIR6128
31993,50220,{'hsa-mir-6129'},102465137,ENSG00000273500,MIR6129
31994,50156,{'hsa-mir-6130'},102466967,ENSG00000275469,MIR6130
31995,49929,{'hsa-mir-6131'},102465138,ENSG00000277073,MIR6131
31996,50272,{'hsa-mir-6132'},102466616,ENSG00000283923,MIR6132
31997,50007,{'hsa-mir-6133'},102465139,ENSG00000276137,MIR6133
31998,49951,{'hsa-mir-6134'},102465140,ENSG00000277569,MIR6134
31999,50197,{'hsa-mir-6165'},102465141,ENSG00000277478,MIR6165
32000,49962,{'hsa-mir-6499'},102465246,ENSG00000276622,MIR6499
32001,49935,{'hsa-mir-6500'},102466656,ENSG00000275816,MIR6500
32002,50033,{'hsa-mir-6501'},102465248,ENSG00000284448,MIR6501
32003,50062,{'hsa-mir-6502'},102465249,ENSG00000284011,MIR6502
32004,49968,{'hsa-mir-6503'},102465250,ENSG00000275344,MIR6503
32005,49976,{'hsa-mir-6504'},102465251,ENSG00000275109,MIR6504
32006,50104,{'hsa-mir-6505'},102466657,ENSG00000275770,MIR6505
32007,50158,{'hsa-mir-6506'},102465252,ENSG00000284184,MIR6506
32008,50199,{'hsa-mir-6507'},102465253,ENSG00000274056,MIR6507
32009,50217,{'hsa-mir-6508'},102466972,ENSG00000275523,MIR6508
32010,50207,{'hsa-mir-6509'},102465254,ENSG00000277138,MIR6509
32011,50101,{'hsa-mir-6510'},102466658,ENSG00000283796,MIR6510
32012,50119,{'hsa-mir-6511a-1'},102466268,ENSG00000275259,MIR6511A1
32013,50150,{'hsa-mir-6511a-2'},102466812,ENSG00000278221,MIR6511A2
32014,50265,{'hsa-mir-6511a-3'},102465683,ENSG00000276311,MIR6511A3
32015,50188,{'hsa-mir-6511a-4'},102465684,ENSG00000273613,MIR6511A4
32016,50228,{'hsa-mir-6511b-1'},102465429,ENSG00000284008,MIR6511B1
32017,50230,{'hsa-mir-6511b-2'},102465985,ENSG00000283346,MIR6511B2
32018,50259,{'hsa-mir-6512'},102465255,ENSG00000278418,MIR6512
32019,50247,{'hsa-mir-6513'},102465256,ENSG00000284173,MIR6513
32020,50147,{'hsa-mir-6514'},102465257,ENSG00000274066,MIR6514
32021,50227,{'hsa-mir-6515'},102466659,ENSG00000274417,MIR6515
32022,50233,{'hsa-mir-6516'},102466864,ENSG00000284250,MIR6516
32023,54165,{'hsa-mir-6529'},113839522,,MIR6529
32024,49996,{'hsa-mir-6715a'},102466189,ENSG00000276857,MIR6715A
32025,50249,{'hsa-mir-6715b'},102465427,ENSG00000283688,MIR6715B
32026,50048,{'hsa-mir-6716'},102466719,ENSG00000284246,MIR6716
32027,50000,{'hsa-mir-6717'},102465428,ENSG00000284122,MIR6717
32028,50195,{'hsa-mir-6718'},102465430,ENSG00000275518,MIR6718
32029,50012,{'hsa-mir-6719'},102465974,ENSG00000277759,MIR6719
32030,50032,{'hsa-mir-6720'},102466720,ENSG00000275859,MIR6720
