,HGNC_ID,alias_symbol,NCBI_ID,ENSG_ID,gene_symbol
524,26060,{'FLJ20581'},54988,ENSG00000183549,ACSM5
526,31665,{'bA310E22.3'},142827,ENSG00000173124,ACSM6
527,16091,{'dJ568C11.3'},84532,ENSG00000154930,ACSS1
528,16091,{'AceCS2L'},84532,ENSG00000154930,ACSS1
529,16091,{'MGC33843'},84532,ENSG00000154930,ACSS1
530,15814,{'ACS'},55902,ENSG00000131069,ACSS2
531,15814,{'ACSA'},55902,ENSG00000131069,ACSS2
532,15814,{'AceCS'},55902,ENSG00000131069,ACSS2
533,15814,{'dJ1161H23.1'},55902,ENSG00000131069,ACSS2
534,24723,{'FLJ21963'},79611,ENSG00000111058,ACSS3
535,129,{'NEM3'},58,ENSG00000143632,ACTA1
536,130,{'ACTSA'},59,ENSG00000107796,ACTA2
537,45169,{'uc001kfo.1'},100132116,ENSG00000180139,ACTA2-AS1
538,45169,{'ZXF1'},100132116,ENSG00000180139,ACTA2-AS1
539,45169,{'UC001kfo'},100132116,ENSG00000180139,ACTA2-AS1
541,17780,{'DKFZp686D0972'},345651,ENSG00000169067,ACTBL2
549,141,{'ACTBP2'},68,ENSG00000220267,ACTBP8
557,143,{'CMD1R'},70,ENSG00000159251,ACTC1
583,54872,{'AGPG'},148709,ENSG00000234996,ACTG1P25
584,145,{'ACTSG'},72,ENSG00000163017,ACTG2
586,159,{'ACTFIB'},,,ACTL5
587,24124,{'Actl6'},86,ENSG00000136518,ACTL6A
588,24124,{'BAF53A'},86,ENSG00000136518,ACTL6A
589,24124,{'Arp4'},86,ENSG00000136518,ACTL6A
590,24124,{'Baf53a'},86,ENSG00000136518,ACTL6A
591,24124,{'INO80K'},86,ENSG00000136518,ACTL6A
592,24124,{'SMARCN1'},86,ENSG00000136518,ACTL6A
593,160,{'BAF53B'},51412,ENSG00000077080,ACTL6B
594,160,{'SMARCN2'},51412,ENSG00000077080,ACTL6B
596,162,{'Tact1'},10880,ENSG00000148156,ACTL7B
597,24018,{'CT57'},81569,ENSG00000117148,ACTL8
598,28494,{'MGC33407'},284382,ENSG00000181786,ACTL9
601,24758,{'FLJ41131'},284325,ENSG00000188493,ACTMAP
610,167,{'ARP1'},10121,ENSG00000138107,ACTR1A
611,167,{'Arp1A'},10121,ENSG00000138107,ACTR1A
613,168,{'Arp1B'},10120,ENSG00000115073,ACTR1B
614,169,{'ARP2'},10097,ENSG00000138071,ACTR2
617,170,{'ARP3'},10096,ENSG00000115091,ACTR3
618,53965,{'AC104653.1'},101060091,ENSG00000228857,ACTR3-AS1
619,17256,{'ARP11'},57180,ENSG00000133627,ACTR3B
620,17256,{'ARP3beta'},57180,ENSG00000133627,ACTR3B
622,38677,{'FKSG73'},440888,ENSG00000226481,ACTR3BP2
628,37282,{'ARP11'},653857,ENSG00000106526,ACTR3C
632,14671,{'FLJ12785'},79913,ENSG00000101442,ACTR5
633,14671,{'Arp5'},79913,ENSG00000101442,ACTR5
634,14671,{'INO80M'},79913,ENSG00000101442,ACTR5
635,24025,{'ARP6'},64431,ENSG00000075089,ACTR6
636,24025,{'FLJ13433'},64431,ENSG00000075089,ACTR6
638,14672,{'INO80N'},93973,ENSG00000113812,ACTR8
639,14672,{'ARP8'},93973,ENSG00000113812,ACTR8
640,17372,{'HARP11'},55860,ENSG00000131966,ACTR10
641,17372,{'ACTR11'},55860,ENSG00000131966,ACTR10
642,17372,{'Arp11'},55860,ENSG00000131966,ACTR10
643,17372,{'Arp10'},55860,ENSG00000131966,ACTR10
644,24027,{'AIP1'},139741,ENSG00000123165,ACTRT1
645,24027,{'KIAA0705'},139741,ENSG00000123165,ACTRT1
646,24027,{'ARIP1'},139741,ENSG00000123165,ACTRT1
647,24027,{'Arp-T1'},139741,ENSG00000123165,ACTRT1
649,24026,{'Arp-T2'},140625,ENSG00000169717,ACTRT2
650,24026,{'ARPM2'},140625,ENSG00000169717,ACTRT2
651,24026,{'FLJ25424'},140625,ENSG00000169717,ACTRT2
652,24022,{'ARPM1'},84517,ENSG00000184378,ACTRT3
653,171,{'SKR1'},90,ENSG00000115170,ACVR1
654,171,{'ALK2'},90,ENSG00000115170,ACVR1
655,171,{'ACVR1A'},90,ENSG00000115170,ACVR1
656,172,{'ALK4'},91,ENSG00000135503,ACVR1B
657,172,{'SKR2'},91,ENSG00000135503,ACVR1B
658,172,{'ActRIB'},91,ENSG00000135503,ACVR1B
659,18123,{'ALK7'},130399,ENSG00000123612,ACVR1C
660,18123,{'ACVRLK7'},130399,ENSG00000123612,ACVR1C
661,173,{'ACTRII'},92,ENSG00000121989,ACVR2A
662,174,{'ActR-IIB'},93,ENSG00000114739,ACVR2B
664,175,{'HHT2'},94,ENSG00000139567,ACVRL1
665,175,{'ALK1'},94,ENSG00000139567,ACVRL1
666,175,{'HHT'},94,ENSG00000139567,ACVRL1
668,24104,{'HCBP1'},91703,ENSG00000132744,ACY3
669,24104,{'MGC9740'},91703,ENSG00000132744,ACY3
670,24104,{'ACY-3'},91703,ENSG00000132744,ACY3
674,186,{'ADA1'},100,ENSG00000196839,ADA
675,1839,{'ADGF'},51816,ENSG00000093072,ADA2
676,30713,{'Tenr'},132612,ENSG00000164113,ADAD1
679,30714,{'TENRL'},161931,ENSG00000140955,ADAD2
680,30714,{'FLJ00337'},161931,ENSG00000140955,ADAD2
682,187,{'FTNAP'},8759,ENSG00000229186,ADAM1A
683,187,{'PH-30a'},8759,ENSG00000229186,ADAM1A
684,187,{'Ftna'},8759,ENSG00000229186,ADAM1A
685,187,{'ADAM1P'},8759,ENSG00000229186,ADAM1A
687,198,{'PH-30b'},2515,ENSG00000104755,ADAM2
688,198,{'PH30'},2515,ENSG00000104755,ADAM2
689,198,{'CT15'},2515,ENSG00000104755,ADAM2
690,209,{'ADAM3'},1587,ENSG00000197475,ADAM3A
691,209,{'tMDCI'},1587,ENSG00000197475,ADAM3A
693,212,{'tMDCII'},255926,ENSG00000196115,ADAM5
694,213,{'tMDCIV'},8755,ENSG00000271968,ADAM6
695,214,{'GP-83'},8756,ENSG00000069206,ADAM7
696,214,{'EAPI'},8756,ENSG00000069206,ADAM7
699,215,{'CD156'},101,ENSG00000151651,ADAM8
700,215,{'MS2'},101,ENSG00000151651,ADAM8
701,215,{'CD156A'},101,ENSG00000151651,ADAM8
702,216,{'MDC9'},8754,ENSG00000168615,ADAM9
703,216,{'KIAA0021'},8754,ENSG00000168615,ADAM9
704,216,{'MCMP'},8754,ENSG00000168615,ADAM9
705,216,{'Mltng'},8754,ENSG00000168615,ADAM9
706,188,{'kuz'},102,ENSG00000137845,ADAM10
707,188,{'MADM'},102,ENSG00000137845,ADAM10
708,188,{'HsT18717'},102,ENSG00000137845,ADAM10
709,188,{'CD156C'},102,ENSG00000137845,ADAM10
711,190,{'MCMPMltna'},8038,ENSG00000148848,ADAM12
712,190,{'MLTN'},8038,ENSG00000148848,ADAM12
713,43841,{'CAR10'},,,ADAM12-OT1
714,43841,{'FLJ31066'},,,ADAM12-OT1
715,193,{'MDC15'},8751,ENSG00000143537,ADAM15
716,195,{'cSVP'},6868,ENSG00000151694,ADAM17
717,195,{'CD156B'},6868,ENSG00000151694,ADAM17
718,196,{'tMDCIII'},8749,ENSG00000168619,ADAM18
719,196,{'ADAM27'},8749,ENSG00000168619,ADAM18
720,197,{'MLTNB'},8728,ENSG00000135074,ADAM19
725,200,{'ADAM31'},8747,ENSG00000139985,ADAM21
727,201,{'MDC2'},53616,ENSG00000008277,ADAM22
728,202,{'MDC3'},8745,ENSG00000114948,ADAM23
730,206,{'eMDCII'},10863,ENSG00000042980,ADAM28
731,206,{'MDC-Lm'},10863,ENSG00000042980,ADAM28
732,206,{'MDC-Ls'},10863,ENSG00000042980,ADAM28
733,206,{'ADAM23'},10863,ENSG00000042980,ADAM28
734,207,{'svph1'},11086,ENSG00000168594,ADAM29
735,207,{'CT73'},11086,ENSG00000168594,ADAM29
736,208,{'svph4'},11085,ENSG00000134249,ADAM30
738,15478,{'DKFZp434K0521'},80332,ENSG00000149451,ADAM33
739,15478,{'dJ964F7.1'},80332,ENSG00000149451,ADAM33
740,16299,{'M12.219'},27299,ENSG00000134028,ADAMDEC1
741,217,{'C3-C5'},9510,ENSG00000154734,ADAMTS1
742,217,{'METH1'},9510,ENSG00000154734,ADAMTS1
743,217,{'KIAA1346'},9510,ENSG00000154734,ADAMTS1
744,218,{'ADAMTS-3'},9509,ENSG00000087116,ADAMTS2
745,218,{'hPCPNI'},9509,ENSG00000087116,ADAMTS2
746,218,{'PCINP'},9509,ENSG00000087116,ADAMTS2
747,218,{'ADAM-TS2'},9509,ENSG00000087116,ADAMTS2
748,218,{'NPI'},9509,ENSG00000087116,ADAMTS2
749,219,{'KIAA0366'},9508,ENSG00000156140,ADAMTS3
750,219,{'ADAMTS-4'},9508,ENSG00000156140,ADAMTS3
751,220,{'KIAA0688'},9507,ENSG00000158859,ADAMTS4
752,220,{'ADAMTS-2'},9507,ENSG00000158859,ADAMTS4
753,220,{'ADMP-1'},9507,ENSG00000158859,ADAMTS4
754,221,{'ADMP-2'},11096,ENSG00000154736,ADAMTS5
755,221,{'ADAMTS11'},11096,ENSG00000154736,ADAMTS5
756,222,{'ADAM-TS6'},11174,ENSG00000049192,ADAMTS6
757,223,{'ADAM-TS7'},11173,ENSG00000136378,ADAMTS7
758,223,{'DKFZp434H204'},11173,ENSG00000136378,ADAMTS7
763,224,{'METH2'},11095,ENSG00000134917,ADAMTS8
764,224,{'FLJ41712'},11095,ENSG00000134917,ADAMTS8
765,224,{'ADAM-TS8'},11095,ENSG00000134917,ADAMTS8
766,13202,{'KIAA1312'},56999,ENSG00000163638,ADAMTS9
769,13201,{'ADAM-TS10'},81794,ENSG00000142303,ADAMTS10
771,1366,{'VWFCP'},11093,ENSG00000160323,ADAMTS13
772,1366,{'TTP'},11093,ENSG00000160323,ADAMTS13
773,1366,{'vWF-CP'},11093,ENSG00000160323,ADAMTS13
774,1366,{'FLJ42993'},11093,ENSG00000160323,ADAMTS13
775,1366,{'MGC118899'},11093,ENSG00000160323,ADAMTS13
776,1366,{'MGC118900'},11093,ENSG00000160323,ADAMTS13
777,1366,{'DKFZp434C2322'},11093,ENSG00000160323,ADAMTS13
780,17108,{'ADAMTS16s'},170690,ENSG00000145536,ADAMTS16
782,17109,{'FLJ32769'},170691,ENSG00000140470,ADAMTS17
783,17109,{'FLJ16363'},170691,ENSG00000140470,ADAMTS17
786,40797,{'RP11-346A9.1'},103689846,ENSG00000249421,ADAMTS19-AS1
787,17178,{'GON-1'},80070,ENSG00000173157,ADAMTS20
788,14632,{'ADAMTSR1'},92949,ENSG00000178031,ADAMTSL1
789,14632,{'FLJ35283'},92949,ENSG00000178031,ADAMTSL1
790,14631,{'KIAA0605'},9719,ENSG00000197859,ADAMTSL2
791,14633,{'KIAA1233'},57188,ENSG00000156218,ADAMTSL3
792,14633,{'punctin-2'},57188,ENSG00000156218,ADAMTSL3
793,19706,{'DKFZP434K1772'},54507,ENSG00000143382,ADAMTSL4
794,32041,{'FLJ45786'},574406,ENSG00000203804,ADAMTSL4-AS1
797,16486,{'GCS1L'},11033,ENSG00000105963,ADAP1
799,225,{'ADAR1'},103,ENSG00000160710,ADAR
800,225,{'DRADA'},103,ENSG00000160710,ADAR
801,226,{'ADAR2'},104,ENSG00000197381,ADARB1
802,226,{'DRADA2'},104,ENSG00000197381,ADARB1
803,226,{'ADAR2g'},104,ENSG00000197381,ADARB1
804,226,{'DRABA2'},104,ENSG00000197381,ADARB1
805,226,{'RED1'},104,ENSG00000197381,ADARB1
806,226,{'hRED1'},104,ENSG00000197381,ADARB1
807,226,{'ADAR2a-L1'},104,ENSG00000197381,ADARB1
808,226,{'ADAR2a-L2'},104,ENSG00000197381,ADARB1
809,226,{'ADAR2a-L3'},104,ENSG00000197381,ADARB1
810,226,{'ADAR2a'},104,ENSG00000197381,ADARB1
811,226,{'ADAR2b'},104,ENSG00000197381,ADARB1
812,226,{'ADAR2c'},104,ENSG00000197381,ADARB1
813,226,{'ADAR2d'},104,ENSG00000197381,ADARB1
814,227,{'RED2'},105,ENSG00000185736,ADARB2
815,227,{'hRED2'},105,ENSG00000185736,ADARB2
816,227,{'ADAR3'},105,ENSG00000185736,ADARB2
817,23299,{'bA466B20.1'},642394,ENSG00000205696,ADARB2-AS1
819,21172,{'dJ20N2.1'},134637,ENSG00000189007,ADAT2
820,21172,{'TAD2'},134637,ENSG00000189007,ADAT2
821,25151,{'TAD3'},113179,ENSG00000213638,ADAT3
822,19038,{'FLJ39600'},57143,ENSG00000063761,ADCK1
823,19039,{'MGC20727'},90956,ENSG00000133597,ADCK2
824,21738,{'FLJ35454'},203054,ENSG00000173137,ADCK5
826,232,{'AC1'},107,ENSG00000164742,ADCY1
827,233,{'HBAC2'},108,ENSG00000078295,ADCY2
828,233,{'KIAA1060'},108,ENSG00000078295,ADCY2
829,233,{'AC2'},108,ENSG00000078295,ADCY2
830,234,{'AC3'},109,ENSG00000138031,ADCY3
831,235,{'AC4'},196883,ENSG00000129467,ADCY4
832,236,{'AC5'},111,ENSG00000173175,ADCY5
833,237,{'AC6'},112,ENSG00000174233,ADCY6
835,238,{'KIAA0037'},113,ENSG00000121281,ADCY7
836,238,{'AC7'},113,ENSG00000121281,ADCY7
837,239,{'HBAC1'},114,ENSG00000155897,ADCY8
838,239,{'AC8'},114,ENSG00000155897,ADCY8
839,240,{'AC9'},115,ENSG00000162104,ADCY9
840,21285,{'SAC'},55811,ENSG00000143199,ADCY10
841,21285,{'Sacy'},55811,ENSG00000143199,ADCY10
842,21285,{'SACI'},55811,ENSG00000143199,ADCY10
843,21285,{'HCA2'},55811,ENSG00000143199,ADCY10
844,21285,{'RP1-313L4.2'},55811,ENSG00000143199,ADCY10
846,241,{'PACAP'},116,ENSG00000141433,ADCYAP1
847,242,{'PAC1'},117,ENSG00000078549,ADCYAP1R1
848,242,{'PACAPR'},117,ENSG00000078549,ADCYAP1R1
849,242,{'PAC1R'},117,ENSG00000078549,ADCYAP1R1
851,244,{'ADDB'},119,ENSG00000075340,ADD2
855,21212,{'FLJ23121'},79747,ENSG00000118492,ADGB
856,21212,{'dJ408K24.1'},79747,ENSG00000118492,ADGB
857,21212,{'CAPN16'},79747,ENSG00000118492,ADGB
859,13838,{'KIAA1828'},84435,ENSG00000197177,ADGRA1
861,17849,{'TEM5'},25960,ENSG00000020181,ADGRA2
862,17849,{'DKFZp434C211'},25960,ENSG00000020181,ADGRA2
863,17849,{'DKFZp434J0911'},25960,ENSG00000020181,ADGRA2
864,17849,{'KIAA1531'},25960,ENSG00000020181,ADGRA2
865,17849,{'FLJ14390'},25960,ENSG00000020181,ADGRA2
866,13839,{'FLJ38547'},166647,ENSG00000152990,ADGRA3
867,13839,{'PGR21'},166647,ENSG00000152990,ADGRA3
871,945,{'KIAA0550'},577,ENSG00000135298,ADGRB3
872,55774,{'AL391807.1'},101928307,ENSG00000230910,ADGRB3-DT
873,55774,{'RP3-525N10.2'},101928307,ENSG00000230910,ADGRB3-DT
874,19893,{'DKFZp434B1272'},283383,ENSG00000111452,ADGRD1
875,19893,{'PGR25'},283383,ENSG00000111452,ADGRD1
876,53314,{'LACAT8'},105755954,ENSG00000256151,ADGRD1-AS1
877,18651,{'PGR24'},347088,ENSG00000180264,ADGRD2
879,3337,{'CD312'},30817,ENSG00000127507,ADGRE2
881,19240,{'PGR16'},326342,ENSG00000268758,ADGRE4P
882,1711,{'TM7LN1'},976,ENSG00000123146,ADGRE5
883,18990,{'hGPCR36'},266977,ENSG00000153292,ADGRF1
884,18990,{'PGR19'},266977,ENSG00000153292,ADGRF1
885,18991,{'hGPCR35'},222611,ENSG00000164393,ADGRF2P
886,18991,{'PGR20'},222611,ENSG00000164393,ADGRF2P
887,18989,{'hGPCR37'},165082,ENSG00000173567,ADGRF3
888,18989,{'PGR23'},165082,ENSG00000173567,ADGRF3
889,19011,{'FLJ38076'},221393,ENSG00000153294,ADGRF4
890,19011,{'PGR18'},221393,ENSG00000153294,ADGRF4
891,19030,{'DKFZp564O1923'},221395,ENSG00000069122,ADGRF5
892,19030,{'KIAA0758'},221395,ENSG00000069122,ADGRF5
896,4512,{'TM7LN4'},9289,ENSG00000205336,ADGRG1
897,4512,{'TM7XN1'},9289,ENSG00000205336,ADGRG1
898,4516,{'HE6'},10149,ENSG00000173698,ADGRG2
899,4516,{'TM7LN2'},10149,ENSG00000173698,ADGRG2
900,4516,{'EDDM6'},10149,ENSG00000173698,ADGRG2
901,13728,{'Pb99'},222487,ENSG00000182885,ADGRG3
902,13728,{'PGR26'},222487,ENSG00000182885,ADGRG3
903,18992,{'RP1-299I16'},139378,ENSG00000156920,ADGRG4
904,18992,{'PGR17'},139378,ENSG00000156920,ADGRG4
905,19010,{'PGR27'},221188,ENSG00000159618,ADGRG5
906,13841,{'FLJ14937'},57211,ENSG00000112414,ADGRG6
907,19241,{'FLJ14454'},84873,ENSG00000144820,ADGRG7
908,20973,{'KIAA0821'},22859,ENSG00000072071,ADGRL1
909,20973,{'CIRL1'},22859,ENSG00000072071,ADGRL1
910,20973,{'LEC2'},22859,ENSG00000072071,ADGRL1
912,18582,{'KIAA0786'},23266,ENSG00000117114,ADGRL2
913,18582,{'LEC1'},23266,ENSG00000117114,ADGRL2
914,18582,{'CIRL2'},23266,ENSG00000117114,ADGRL2
915,20974,{'KIAA0768'},23284,ENSG00000150471,ADGRL3
916,20974,{'LEC3'},23284,ENSG00000150471,ADGRL3
918,20822,{'ETL'},64123,ENSG00000162618,ADGRL4
919,17416,{'DKFZp761P0710'},84059,ENSG00000164199,ADGRV1
920,17416,{'KIAA0686'},84059,ENSG00000164199,ADGRV1
921,17416,{'FEB4'},84059,ENSG00000164199,ADGRV1
922,17416,{'VLGR1'},84059,ENSG00000164199,ADGRV1
926,252,{'ADH-2'},127,ENSG00000198099,ADH4
927,253,{'ADH-3'},128,ENSG00000197894,ADH5
928,253,{'ADHX'},128,ENSG00000197894,ADH5
929,253,{'GSNOR'},128,ENSG00000197894,ADH5
930,254,{'ADH-3P1'},,,ADH5P1
933,21377,{'bA707M13.2'},642443,ENSG00000233859,ADH5P4
935,255,{'ADH-5'},130,ENSG00000172955,ADH6
936,256,{'ADH-4'},131,ENSG00000196344,ADH7
937,16354,{'FLJ32430'},137872,ENSG00000147576,ADHFE1
938,30576,{'SIPL'},55256,ENSG00000182551,ADI1
939,30576,{'MTCBP-1'},55256,ENSG00000182551,ADI1
940,30576,{'ARD'},55256,ENSG00000182551,ADI1
941,30576,{'APL1'},55256,ENSG00000182551,ADI1
942,30576,{'FLJ10913'},55256,ENSG00000182551,ADI1
943,30576,{'HMFT1638'},55256,ENSG00000182551,ADI1
944,30576,{'mtnD'},55256,ENSG00000182551,ADI1
948,28606,{'MGC39724'},149685,ENSG00000182035,ADIG
949,28606,{'SMAF1'},149685,ENSG00000182035,ADIG
950,28606,{'RP5-1100H13.2'},149685,ENSG00000182035,ADIG
952,13633,{'ACRP30'},9370,ENSG00000181092,ADIPOQ
953,13633,{'apM1'},9370,ENSG00000181092,ADIPOQ
954,13633,{'GBP28'},9370,ENSG00000181092,ADIPOQ
955,13633,{'adiponectin'},9370,ENSG00000181092,ADIPOQ
957,24040,{'PAQR1'},51094,ENSG00000159346,ADIPOR1
958,24040,{'ACDCR1'},51094,ENSG00000159346,ADIPOR1
961,24041,{'PAQR2'},79602,ENSG00000006831,ADIPOR2
962,24041,{'ACDCR2'},79602,ENSG00000006831,ADIPOR2
963,24043,{'APM2'},10974,ENSG00000148671,ADIRF
964,24043,{'AFRO'},10974,ENSG00000148671,ADIRF
966,15873,{'FLJ20550'},54976,ENSG00000101220,ADISSP
967,257,{'AK'},132,ENSG00000156110,ADK
968,259,{'AM'},133,ENSG00000148926,ADM
970,28898,{'AM2'},79924,ENSG00000128165,ADM2
971,28898,{'FLJ21135'},79924,ENSG00000128165,ADM2
972,27293,{'AM5'},199800,ENSG00000224420,ADM5
973,15766,{'KIAA0784'},23394,ENSG00000101126,ADNP
974,15766,{'ADNP1'},23394,ENSG00000101126,ADNP
976,23803,{'KIAA0863'},22850,ENSG00000101544,ADNP2
977,23506,{'FLJ14547'},84890,ENSG00000181915,ADO
978,262,{'RDC7'},134,ENSG00000163485,ADORA1
979,263,{'RDC8'},135,ENSG00000128271,ADORA2A
980,37122,{'FLJ34651'},646023,ENSG00000178803,ADORA2A-AS1
981,37122,{'hLinfRNA1'},646023,ENSG00000178803,ADORA2A-AS1
986,268,{'AD026'},140,ENSG00000282608,ADORA3
987,268,{'A3AR'},140,ENSG00000282608,ADORA3
988,25250,{'DKFZp434B195'},83440,ENSG00000159322,ADPGK
989,25250,{'ADP-GK'},83440,ENSG00000159322,ADPGK
991,269,{'ARH1'},141,ENSG00000144843,ADPRH
992,21303,{'ARH2'},113622,ENSG00000153531,ADPRHL1
993,30925,{'MDS006'},56985,ENSG00000170222,ADPRM
994,21304,{'ARH3'},54936,ENSG00000116863,ADPRS
995,21304,{'FLJ20446'},54936,ENSG00000116863,ADPRS
996,277,{'ADRA1L1'},148,ENSG00000120907,ADRA1A
998,280,{'ADRA1R'},146,ENSG00000171873,ADRA1D
999,280,{'ADRA1A'},146,ENSG00000171873,ADRA1D
1000,280,{'ADRA1'},146,ENSG00000171873,ADRA1D
1001,281,{'ADRAR'},150,ENSG00000150594,ADRA2A
1002,282,{'ADRARL1'},151,ENSG00000274286,ADRA2B
1003,283,{'ADRARL2'},152,ENSG00000184160,ADRA2C
1005,286,{'ADRBR'},154,ENSG00000169252,ADRB2
1006,286,{'BAR'},154,ENSG00000169252,ADRB2
1007,286,{'B2AR'},154,ENSG00000169252,ADRB2
1008,286,{'ARB2'},154,ENSG00000169252,ADRB2
1010,15759,{'GP110'},11047,ENSG00000130706,ADRM1
1011,15759,{'Rpn13'},11047,ENSG00000130706,ADRM1
1012,15759,{'ARM1'},11047,ENSG00000130706,ADRM1
1013,15759,{'PSMD16'},11047,ENSG00000130706,ADRM1
1015,20093,{'FLJ38602'},122622,ENSG00000185100,ADSS1
1018,21214,{'dJ413H6.1'},84830,ENSG00000111863,ADTRP
1019,21214,{'AIG1L'},84830,ENSG00000111863,ADTRP
1020,303,{'ACLP'},165,ENSG00000106624,AEBP1
1021,24051,{'MGC17922'},121536,ENSG00000139154,AEBP2
1022,25722,{'FLJ12484'},64782,ENSG00000181026,AEN
1023,25722,{'FLJ12562'},64782,ENSG00000181026,AEN
1026,24017,{'AFAP-110'},60312,ENSG00000196526,AFAP1
1027,24017,{'AFAP'},60312,ENSG00000196526,AFAP1
1028,28141,{'MGC10981'},84740,ENSG00000272620,AFAP1-AS1
1029,26714,{'FLJ36748'},134265,ENSG00000157510,AFAP1L1
1030,25901,{'FLJ14564'},84632,ENSG00000169129,AFAP1L2
1031,25901,{'Em:AC005383.4'},84632,ENSG00000169129,AFAP1L2
1032,25901,{'XB130'},84632,ENSG00000169129,AFAP1L2
1034,7137,{'AF-6'},4301,ENSG00000130396,AFDN
1035,7137,{'AF6'},4301,ENSG00000130396,AFDN
1036,21236,{'HGC6.4'},653483,ENSG00000198221,AFDN-DT
1037,21236,{'dJ431P23.3'},653483,ENSG00000198221,AFDN-DT
1038,21236,{'XBP1SBM'},653483,ENSG00000198221,AFDN-DT
1039,7135,{'AF-4'},4299,ENSG00000172493,AFF1
1040,7135,{'AF4'},4299,ENSG00000172493,AFF1
1041,7135,{'FEL'},4299,ENSG00000172493,AFF1
1043,3776,{'FRAXE'},2334,ENSG00000155966,AFF2
1045,6473,{'MLLT2-like'},3899,ENSG00000144218,AFF3
1046,17869,{'AF5Q31'},27125,ENSG00000072364,AFF4
1047,17869,{'MCEF'},27125,ENSG00000072364,AFF4
1050,16411,{'AFG1'},246269,ENSG00000135537,AFG1L
1051,18119,{'SPAF'},166378,ENSG00000145375,AFG2A
1052,18119,{'AFG2'},166378,ENSG00000145375,AFG2A
1053,28762,{'MGC5347'},79029,ENSG00000171763,AFG2B
1054,28762,{'FLJ12286'},79029,ENSG00000171763,AFG2B
1056,315,{'SPAX5'},10939,ENSG00000141385,AFG3L2
1058,316,{'ALB2'},173,ENSG00000079557,AFM
1059,316,{'ALBA'},173,ENSG00000079557,AFM
1060,20910,{'DKFZp686F03259'},125061,ENSG00000183077,AFMID
1061,20910,{'KF'},125061,ENSG00000183077,AFMID
1062,317,{'FETA'},174,ENSG00000081051,AFP
1063,25951,{'MGC33965'},54812,ENSG00000119844,AFTPH
1064,25951,{'FLJ20080'},54812,ENSG00000119844,AFTPH
1065,25951,{'FLJ23793'},54812,ENSG00000119844,AFTPH
1066,25951,{'Nbla10388'},54812,ENSG00000119844,AFTPH
1068,318,{'ASRG'},175,ENSG00000038002,AGA
1070,16922,{'KIAA1099'},116987,ENSG00000157985,AGAP1
1071,16922,{'GGAP1'},116987,ENSG00000157985,AGAP1
1074,48633,{'LOC100130776'},100130776,ENSG00000255737,AGAP2-AS1
1075,48633,{'PUNISHER'},100130776,ENSG00000255737,AGAP2-AS1
1077,23459,{'Em:AC012044.1'},119016,ENSG00000188234,AGAP4
1078,23459,{'MRIP2'},119016,ENSG00000188234,AGAP4
1079,23467,{'Em:AC073389.1'},729092,ENSG00000172650,AGAP5
1080,23466,{'bA324H6.1'},414189,ENSG00000204149,AGAP6
1081,23465,{'bA109G10.1'},653268,ENSG00000264204,AGAP7P
1082,23463,{'bA301J7.2'},642517,ENSG00000204172,AGAP9
1083,23463,{'FLJ00312'},642517,ENSG00000204172,AGAP9
1084,23659,{'bA358L16.1'},653234,ENSG00000230869,AGAP10P
1085,23659,{'bA144G6.2'},653234,ENSG00000230869,AGAP10P
1086,29421,{'KIAA1975'},119385,ENSG00000261011,AGAP11
1087,23661,{'bA164N7.2'},414224,ENSG00000265018,AGAP12P
1088,23499,{'bA548K23.1'},728005,ENSG00000243289,AGAP13P
1089,23660,{'bA145E20.1'},653259,ENSG00000279058,AGAP14P
1090,26504,{'FLJ32310'},123624,ENSG00000273540,AGBL1
1091,26504,{'CCP4'},123624,ENSG00000273540,AGBL1
1093,26296,{'FLJ23598'},79841,ENSG00000165923,AGBL2
1094,26296,{'CCP2'},79841,ENSG00000165923,AGBL2
1095,27981,{'MGC32955'},340351,ENSG00000146856,AGBL3
1096,27981,{'CCP3'},340351,ENSG00000146856,AGBL3
1097,25892,{'FLJ14442'},84871,ENSG00000186094,AGBL4
1098,25892,{'CCP6'},84871,ENSG00000186094,AGBL4
1101,26147,{'FLJ21839'},60509,ENSG00000084693,AGBL5
1102,26147,{'CCP5'},60509,ENSG00000084693,AGBL5
1105,320,{'RAGE'},177,ENSG00000204305,AGER
1106,320,{'SCARJ1'},177,ENSG00000204305,AGER
1107,320,{'sRAGE'},177,ENSG00000204305,AGER
1108,5175,{'RIP'},3267,ENSG00000173744,AGFG1
1109,5175,{'RAB'},3267,ENSG00000173744,AGFG1
1110,5177,{'RABR'},3268,ENSG00000106351,AGFG2
1111,24684,{'VG5Q'},55109,ENSG00000164252,AGGF1
1112,24684,{'HSU84971'},55109,ENSG00000164252,AGGF1
1113,24684,{'FLJ10283'},55109,ENSG00000164252,AGGF1
1114,24684,{'GPATC7'},55109,ENSG00000164252,AGGF1
1115,24684,{'GPATCH7'},55109,ENSG00000164252,AGGF1
1126,21869,{'FLJ10842'},55750,ENSG00000006530,AGK
1128,37661,{'AGKY1'},359793,ENSG00000226555,AGKP1
1130,321,{'GDE'},178,ENSG00000162688,AGL
1131,18407,{'FLJ23384'},79814,ENSG00000116771,AGMAT
1132,33784,{'FLJ16237'},392636,ENSG00000187546,AGMO
1134,3262,{'hAGO1'},26523,ENSG00000092847,AGO1
1135,3263,{'hAGO2'},27161,ENSG00000123908,AGO2
