,alias_symbol,gene_symbol,ENSG_ID,source
555, PAR-1,"['F2R', ' MARK2', ' PWAR1']","['ENSG00000181104', ' ENSG00000072518', ' ENSG00000279050']","['HGNC', 'ENSG']"
556, PAR1,"[' F2R', 'F2R', ' SLC52A2', ' PWAR1', 'SLC52A2']","['ENSG00000185803', ' ENSG00000181104', ' ENSG00000279050', 'ENSG00000181104', ' ENSG00000185803']","['HGNC', 'ENSG']"
557, PAR2,"['F2RL1', 'SLC52A1', ' NR1I2', ' SLC52A1']","[' ENSG00000144852', 'ENSG00000132517', ' ENSG00000132517', 'ENSG00000164251']","['HGNC', 'ENSG']"
558, PARC,"['CCL18', ' CCL18', ' CUL9', 'CUL9']","[' ENSG00000112659', 'ENSG00000275385', 'ENSG00000112659', ' ENSG00000275385']","['HGNC', 'ENSG']"
559, PARS,"['PARP1', 'EPRS1', ' EPRS1', ' PARP1']","['ENSG00000143799', ' ENSG00000143799', 'ENSG00000136628', ' ENSG00000136628']","['HGNC', 'ENSG']"
560, PAT1,"[' SLC36A1', 'APPBP2']","[' ENSG00000123643', 'ENSG00000062725']","['HGNC', 'ENSG']"
561, PBF,"[' PTTG1IP', 'ZNF395']","['ENSG00000186918', ' ENSG00000183255']",['ENSG']
562, PBP,"[' DOCK3', ' PPBP', 'PPBP', ' PEBP1', 'DOCK3', ' MED1']","[' ENSG00000089220', ' ENSG00000163736', ' ENSG00000125686', 'ENSG00000088538', 'ENSG00000163736', ' ENSG00000088538']","['HGNC', 'ENSG']"
563, PC-1,"['PKD1', ' ENPP1']","[' ENSG00000197594', 'ENSG00000008710']",['ENSG']
564, PC2,"[' PKD2', ' PCSK2', ' CBX4', 'PKD2', 'CBX4']","[' ENSG00000118762', ' ENSG00000141582', ' ENSG00000125851', 'ENSG00000118762', 'ENSG00000141582']","['HGNC', 'ENSG']"
565, PC3,"[' CBX8', ' PCSK1', 'BTG2', 'PCSK1']","[' ENSG00000175426', ' ENSG00000141570', 'ENSG00000159388', 'ENSG00000175426']","['HGNC', 'ENSG']"
566, PC4,"['SUB1', ' PCSK4']","['ENSG00000113387', ' ENSG00000115257']",['ENSG']
567, PCA1,"[' PCAT1', 'ENPP1']","[' ENSG00000253438', 'ENSG00000197594']",['HGNC']
568, PCD,"[' DNAAF3', 'PCBD1', ' DNAH5', 'DNAAF3', ' DNAI1']","[' ENSG00000122735', ' ENSG00000167646', 'ENSG00000167646', ' ENSG00000039139', 'ENSG00000166228']","['HGNC', 'ENSG']"
569, PCL1,"[' PCYOX1', 'PHF1']","[' ENSG00000116005', 'ENSG00000112511']","['HGNC', 'ENSG']"
570, PCN,"[' PCNT', 'PLEC']","[' ENSG00000160299', 'ENSG00000178209']",['ENSG']
571, PD1,"[' SNCA', 'SPATA2', ' PDCD1']","[' ENSG00000145335', 'ENSG00000158480', ' ENSG00000188389']","['HGNC', 'ENSG']"
572, PDI,"[' PADI1', 'PDIA2', ' P4HB']","[' ENSG00000142623', ' ENSG00000185624', 'ENSG00000185615']","['HGNC', 'ENSG']"
573, PDIP1,"['HELZ2', ' KCTD13']","[' ENSG00000174943', 'ENSG00000130589']",['ENSG']
574, PDIR,"[' PDIA2', 'PDIA5']","[' ENSG00000185615', 'ENSG00000065485']",['ENSG']
575, PEN,"[' PCSK1N', 'PUM3']","['ENSG00000080608', ' ENSG00000102109']","['HGNC', 'ENSG']"
576, PEPP2,"[' PLEKHA5', 'RHOXF2']","['ENSG00000131721', ' ENSG00000052126']",['ENSG']
577, PERRS,"[' RGS9', 'RGS9BP']","[' ENSG00000108370', 'ENSG00000186326']",['ENSG']
578, PFM,"['ALX4', ' MSX2']","[' ENSG00000120149', 'ENSG00000052850']","['HGNC', 'ENSG']"
579, PGDS,"[' PTGDS', 'HPGDS']","[' ENSG00000107317', 'ENSG00000163106']",['ENSG']
580, PH2A/F,"[' H2AC11', 'H2AC5P']","['ENSG00000234816', ' ENSG00000196787']",['ENSG']
581, PHKD,"['CALM2', ' CALM1']","[' ENSG00000198668', 'ENSG00000143933']",['ENSG']
582, PHR1,"['MYCBP2', ' PLEKHB1']","['ENSG00000005810', ' ENSG00000021300']",['ENSG']
583, PIG1,"['NUFIP2', ' LGALS7']","['ENSG00000108256', ' ENSG00000205076']","['HGNC', 'ENSG']"
584, PIG6,"['PRODH', ' PRODH', ' SPAG9', 'SPAG9']","['ENSG00000100033', 'ENSG00000008294', ' ENSG00000100033', ' ENSG00000008294']","['HGNC', 'ENSG']"
585, PIR-B,"[' LILRB1', 'LILRB1', 'LILRB3', ' LILRB3']","['ENSG00000104972', 'ENSG00000204577', ' ENSG00000104972', ' ENSG00000204577']","['HGNC', 'ENSG']"
586, PIRB,"[' LILRB1', 'LILRB1', 'LILRB3', ' LILRB3']","['ENSG00000104972', 'ENSG00000204577', ' ENSG00000104972', ' ENSG00000204577']","['HGNC', 'ENSG']"
587, PIT-1,"[' SLC20A1', 'POU1F1']","['ENSG00000064835', ' ENSG00000144136']",['ENSG']
588, PIT1,"['SLC20A1', ' POU1F1']","['ENSG00000144136', ' ENSG00000064835']",['ENSG']
589, PLAP,"[' LNPEP', 'ALPP', ' ALPP', 'PLAA']","[' ENSG00000163283', 'ENSG00000163283', ' ENSG00000113441', 'ENSG00000137055']","['HGNC', 'ENSG']"
590, PLB,"['PLN', ' PLB1']","['ENSG00000198523', ' ENSG00000163803']",['ENSG']
591, PLCE,"[' PLCE1', 'PLCL1']","['ENSG00000115896', ' ENSG00000138193']",['ENSG']
592, PLIP,"[' PTPMT1', 'KAT5']","[' ENSG00000110536', 'ENSG00000172977']",['ENSG']
593, PLP,"['PRDX5', ' PRDX5', ' PLP1', ' PTHLH', 'PTHLH']","[' ENSG00000087494', ' ENSG00000123560', ' ENSG00000126432', 'ENSG00000126432', 'ENSG00000087494']","['HGNC', 'ENSG']"
594, PMI,"[' PMM2', 'TMEM11']","['ENSG00000178307', ' ENSG00000140650']",['ENSG']
595, PMR1,"[' ATP2C1', 'PXDNL']","['ENSG00000147485', ' ENSG00000017260']","['HGNC', 'ENSG']"
596, PN-I,"[' NT5C3A', 'NT5C']","['ENSG00000125458', ' ENSG00000122643']","['HGNC', 'ENSG']"
597, PN1,"[' SCN9A', 'SERPINE2']","[' ENSG00000169432', 'ENSG00000135919']",['ENSG']
598, PNUTL3,"['SEPTIN1', ' SEPTIN2']","[' ENSG00000168385', 'ENSG00000180096']",['ENSG']
599, POD1,"[' CORO7', 'TCF21']","[' ENSG00000262246', 'ENSG00000118526']",['ENSG']
600, POF,"[' DIAPH2', 'POF1B', ' FMR1']","['ENSG00000124429', ' ENSG00000147202', ' ENSG00000102081']",['ENSG']
601, POP1,"['PYDC1', ' PYDC1', ' BVES', 'BVES']","[' ENSG00000169900', 'ENSG00000169900', ' ENSG00000112276', 'ENSG00000112276']","['HGNC', 'ENSG']"
602, POP3,"[' MLST8', 'POPDC3']","['ENSG00000132429', ' ENSG00000167965']",['ENSG']
603, PORC,"['HMBS', ' PORCN']","['ENSG00000256269', ' ENSG00000102312']",['ENSG']
604, POST,"[' DESI1', 'DESI1', 'SLC35G1', ' SLC35G1']","[' ENSG00000176273', 'ENSG00000176273', 'ENSG00000100418', ' ENSG00000100418']","['HGNC', 'ENSG']"
605, PP1,"[' NPY4R', 'PPA1']","['ENSG00000180817', ' ENSG00000204174']",['HGNC']
606, PP17,"[' PLIN3', 'STMN1']","[' ENSG00000105355', 'ENSG00000117632']","['HGNC', 'ENSG']"
607, PP2CALPHA,"['PPM1A', ' PPP2CA']","[' ENSG00000113575', 'ENSG00000100614']",['ENSG']
608, PPD,"[' HPD', 'VSX1']","[' ENSG00000158104', 'ENSG00000100987']",['ENSG']
609, PPIASE,"[' FKBP2', ' PPIB', ' FKBP5', 'FKBP1A', ' FKBP6', ' FKBP1B']","[' ENSG00000077800', ' ENSG00000119782', ' ENSG00000166794', ' ENSG00000173486', ' ENSG00000096060', 'ENSG00000088832']",['ENSG']
610, PPIase,"[' FKBP2', ' FKBP1B', ' PPIB', 'FKBP5']","[' ENSG00000119782', 'ENSG00000096060', ' ENSG00000166794', ' ENSG00000173486']",['HGNC']
611, PRAF1,"['POLR1E', ' RABAC1']","[' ENSG00000105404', 'ENSG00000137054']",['ENSG']
612, PRG1,"[' SRGN', 'IER3']","[' ENSG00000122862', 'ENSG00000137331']",['ENSG']
613, PRG2,"['PLPPR3', ' PXDN', 'PXDN', ' PLPPR3']","['ENSG00000129951', ' ENSG00000130508', ' ENSG00000129951', 'ENSG00000130508']","['HGNC', 'ENSG']"
614, PRIP,"[' NCOA6', ' PLCL1', 'NCOA6', 'PRNP']","['ENSG00000198646', ' ENSG00000115896', ' ENSG00000198646', 'ENSG00000171867']","['HGNC', 'ENSG']"
615, PRK1,"['PROK1', ' PKN1']","[' ENSG00000123143', 'ENSG00000143125']","['HGNC', 'ENSG']"
616, PRL1,"[' PTP4A1', ' PLRG1', 'OPRPN']","['ENSG00000171199', ' ENSG00000112245', ' ENSG00000171566']","['HGNC', 'ENSG']"
617, PRL3,"[' PTP4A3', 'PTP4A3', ' SMR3B', 'SMR3B']","['ENSG00000171201', ' ENSG00000184489', ' ENSG00000171201', 'ENSG00000184489']","['HGNC', 'ENSG']"
618, PRO1,"['ZMPSTE24', ' LMNA']","['ENSG00000084073', ' ENSG00000160789']",['ENSG']
619, PROX,"['PRORSD1P', ' PDHX']","['ENSG00000162997', ' ENSG00000110435']",['ENSG']
620, PRP,"[' PRDX2', 'PRNP']","[' ENSG00000167815', 'ENSG00000171867']",['ENSG']
621, PRP4,"[' PRPF4B', 'PRPF4']","[' ENSG00000112739', 'ENSG00000136875']",['ENSG']
622, PRR,"['ATP6AP2', ' NECTIN1']","['ENSG00000182220', ' ENSG00000110400']",['ENSG']
623, PRR2,"[' NECTIN2', 'PNRC1']","[' ENSG00000130202', 'ENSG00000146278']","['HGNC', 'ENSG']"
624, PRX2,"[' PRRX2', 'PRDX2']","[' ENSG00000167157', 'ENSG00000167815']",['ENSG']
625, PS2,"['PSEN2', ' TFF1']","[' ENSG00000160182', 'ENSG00000143801']",['ENSG']
626, PSA,"['KLK3', ' NPEPPS']","[' ENSG00000141279', 'ENSG00000142515']",['ENSG']
627, PSEUDO-ICE,"[' CARD16', 'CARD18']","['ENSG00000255501', ' ENSG00000204397']",['ENSG']
628, PSF,"['SFPQ', ' IGFBP7']","[' ENSG00000163453', 'ENSG00000116560']",['ENSG']
629, PSF1,"['GINS1', ' TAP1']","[' ENSG00000168394', 'ENSG00000101003']",['ENSG']
630, PSF2,"['GINS2', ' TAP2']","[' ENSG00000204267', 'ENSG00000131153']",['ENSG']
631, PSK-1,"['TAOK2', ' SEZ6L2']","['ENSG00000149930', ' ENSG00000174938']",['ENSG']
632, PSM,"[' FOLH1', 'FOLH1B']","['ENSG00000290503', ' ENSG00000086205']",['ENSG']
633, PSP,"[' RIDA', 'RIDA', ' BPIFA2', 'MSMB', ' MSMB']","['ENSG00000132541', 'ENSG00000263639', ' ENSG00000263639', ' ENSG00000131050', ' ENSG00000132541']","['HGNC', 'ENSG']"
634, PTB,"[' PTBP2', 'PTBP1']","[' ENSG00000117569', 'ENSG00000011304']",['ENSG']
635, PTC,"['CCDC6', ' RET']","['ENSG00000108091', ' ENSG00000165731']",['ENSG']
636, PTEN2,"[' PTENP1', 'TPTE']","[' ENSG00000237984', 'ENSG00000274391']",['ENSG']
637, PTH2,"['PTENP1', ' PTENP1', ' PTRH2', 'PTRH2']","[' ENSG00000237984', ' ENSG00000141378', 'ENSG00000141378', 'ENSG00000237984']","['HGNC', 'ENSG']"
638, PTP,"[' PTPRU', ' REG1A', 'PTPRU', ' SLC25A3', 'REG1A']","[' ENSG00000115386', ' ENSG00000060656', 'ENSG00000115386', ' ENSG00000075415', 'ENSG00000060656']","['HGNC', 'ENSG']"
639, PTX1,"[' ERGIC2', 'PITX1']","['ENSG00000069011', ' ENSG00000087502']",['ENSG']
640, PUM,"['MYOD1', ' MUC1']","[' ENSG00000185499', 'ENSG00000129152']",['ENSG']
641, PWCR,"['SNRPN', ' NDN']","[' ENSG00000182636', 'ENSG00000128739']",['ENSG']
642, PXMP1,"[' PEX19', 'ABCD3']","[' ENSG00000162735', 'ENSG00000117528']",['ENSG']
643, PXR1,"['PINX1', ' PEX5']","[' ENSG00000139197', 'ENSG00000254093']",['ENSG']
644, QP-C,"['UQCRB', ' UQCRQ']","['ENSG00000156467', ' ENSG00000164405']",['ENSG']
645, RAD26L,"['ERCC6L2', ' ERCC6L']","[' ENSG00000186871', 'ENSG00000182150']","['HGNC', 'ENSG']"
646, RAM,"[' CCDC26', ' RAB27A', ' RAMAC', 'RAB27A', 'RAMAC']","['ENSG00000169612', ' ENSG00000229140', ' ENSG00000069974', 'ENSG00000069974', ' ENSG00000169612']","['HGNC', 'ENSG']"
647, RAMP,"['DTL', ' ZMYM2', ' PAMR1']","[' ENSG00000121741', 'ENSG00000143476', ' ENSG00000149090']",['ENSG']
648, RBP,"['SUGP1', ' RENBP']","['ENSG00000105705', ' ENSG00000102032']",['HGNC']
649, RCD1,"['CNOT9', ' KANSL3']","['ENSG00000144580', ' ENSG00000114982']",['ENSG']
650, RCK,"[' DDX6', 'MAP3K19']","[' ENSG00000110367', 'ENSG00000176601']",['ENSG']
651, RCP,"['CRCP', ' OPN1LW', ' RAB11FIP1']","['ENSG00000241258', ' ENSG00000102076', ' ENSG00000156675']",['ENSG']
652, RD,"[' NELFE', ' ERMAP', 'PHYH', ' PEX7']","[' ENSG00000164010', ' ENSG00000112357', 'ENSG00000107537', ' ENSG00000204356']","['HGNC', 'ENSG']"
653, RDC1,"[' ACKR3', 'VIPR1']","[' ENSG00000144476', 'ENSG00000114812']",['ENSG']
654, REF1,"['APEX1', ' APEX1', 'TFPI2', ' TFPI2']","[' ENSG00000105825', 'ENSG00000105825', 'ENSG00000100823', ' ENSG00000100823']","['HGNC', 'ENSG']"
655, REGL,"['REG1CP', ' REG1B']","[' ENSG00000172023', 'ENSG00000204787']",['ENSG']
656, RF1,"[' ETF1', 'MTRF1']","[' ENSG00000120705', 'ENSG00000120662']",['ENSG']
657, RH,"[' RHD', 'RHCE']","[' ENSG00000187010', 'ENSG00000188672']",['ENSG']
658, RIF,"[' RHOF', 'RNF34']","['ENSG00000170633', ' ENSG00000139725']","['HGNC', 'ENSG']"
659, RIG,"['DIRAS1', ' RPS15', ' DKK3']","[' ENSG00000115268', ' ENSG00000050165', 'ENSG00000176490']","['HGNC', 'ENSG']"
660, RIG1,"[' PLAAT4', 'RIGI']","[' ENSG00000133321', 'ENSG00000107201']","['HGNC', 'ENSG']"
661, RIM,"['RBBP8', ' RIMS1']","['ENSG00000101773', ' ENSG00000079841']",['ENSG']
662, RING2,"[' HSD17B8', 'RNF2']","[' ENSG00000204228', ' ENSG00000112474', 'ENSG00000121481']","['HGNC', 'ENSG']"
663, RING5,"[' SLC39A7', 'RNF5']","[' ENSG00000112473', 'ENSG00000204308', 'ENSG00000183574']","['HGNC', 'ENSG']"
664, RINZF,"['ZBTB46', ' ZBTB10']","[' ENSG00000205189', 'ENSG00000130584']",['ENSG']
665, RIP,"[' RALBP1', ' AGFG1', 'RPAIN', ' DGCR5']","[' ENSG00000273032', ' ENSG00000173744', ' ENSG00000017797', 'ENSG00000129197']","['HGNC', 'ENSG']"
666, RIP-1,"['RIPK1', ' KRR1']","[' ENSG00000111615', 'ENSG00000137275']",['ENSG']
667, RIP1,"[' RALBP1', ' UQCRFS1', 'RIPK1', ' RIPK1', 'RALBP1']","['ENSG00000137275', 'ENSG00000017797', ' ENSG00000017797', ' ENSG00000169021', ' ENSG00000137275']","['HGNC', 'ENSG']"
668, RIP2,"['RIPK2', ' ARHGEF28']","['ENSG00000104312', ' ENSG00000214944']","['HGNC', 'ENSG']"
669, RIP5,"[' DSTYK', ' RAB5IF', 'RAB5IF', 'DSTYK']","['ENSG00000133059', ' ENSG00000101084', 'ENSG00000101084', ' ENSG00000133059']","['HGNC', 'ENSG']"
670, RIS1,"['TMEM158', ' UQCRFS1']","[' ENSG00000169021', 'ENSG00000249992']",['ENSG']
671, RMD1,"['RMND1', 'RMDN1', ' RMDN1', ' RMND1']","['ENSG00000155906', 'ENSG00000176623', ' ENSG00000155906', ' ENSG00000176623']","['HGNC', 'ENSG']"
672, RN,"[' ZNF362', 'U2AF1']","['ENSG00000160201', ' ENSG00000160094']",['HGNC']
673, RNU12P,"['RNU12-2P', ' RNU12']","['ENSG00000201659', ' ENSG00000276027']",['ENSG']
674, ROC1,"[' RIT1', 'RBX1']","['ENSG00000100387', ' ENSG00000143622']",['ENSG']
675, RP1,"[' MAPRE2', ' TMEM184B-AS1', 'STK19']","[' ENSG00000166974', 'ENSG00000204344', ' ENSG00000235246']","['HGNC', 'ENSG']"
676, RP11,"['LINC02598', ' PRPF31']","['ENSG00000256155', ' ENSG00000105618']",['ENSG']
677, RP3,"['MAPRE3', ' RPGR']","['ENSG00000084764', ' ENSG00000156313']",['ENSG']
678, RP42,"['DCUN1D1', ' KLHL7']","['ENSG00000043093', ' ENSG00000122550']",['ENSG']
679, RP58,"['ZBTB18', ' ZNF513', 'ZNF513', ' ZBTB18']","[' ENSG00000179456', 'ENSG00000163795', 'ENSG00000179456', ' ENSG00000163795']","['HGNC', 'ENSG']"
680, RP66,"[' RBP3', 'ARL2BP']","[' ENSG00000265203', 'ENSG00000102931']",['ENSG']
681, RP8,"[' MT-TS2', 'PDCD2']","['ENSG00000071994', ' ENSG00000210184']",['HGNC']
682, RPD3,"[' HDAC2', 'HDAC8', ' HDAC3']","['ENSG00000147099', ' ENSG00000196591', ' ENSG00000171720']",['ENSG']
683, RPML3,"[' MRPL3', 'MRPL38']","['ENSG00000204316', ' ENSG00000114686']",['ENSG']
684, RPP2,"[' RPLP2', 'POP7']","['ENSG00000172336', ' ENSG00000177600']",['HGNC']
685, RPS17L1,"['RPS17', ' RPS17P2']","['ENSG00000182774', ' ENSG00000197575']",['ENSG']
686, RPT5,"['PSMC3', ' PSMC6']","[' ENSG00000100519', 'ENSG00000165916']",['HGNC']
687, RRP17,"[' RASL10B', 'NOL12']","[' ENSG00000270885', 'ENSG00000273899']",['HGNC']
688, RS,"['REG1CP', ' PITX2']","[' ENSG00000164093', 'ENSG00000204787']",['ENSG']
689, RSC6P,"[' SMARCD2', ' SMARCD1', 'SMARCD3']","[' ENSG00000066117', 'ENSG00000082014', ' ENSG00000108604']",['ENSG']
690, RSC8,"[' SMARCC2', 'SMARCC1']","[' ENSG00000139613', 'ENSG00000173473']",['ENSG']
691, RTP,"[' MORN4', 'NDRG1']","[' ENSG00000171160', 'ENSG00000104419']",['ENSG']
692, RTS,"[' ENOSF1', 'CREBBP']","[' ENSG00000132199', 'ENSG00000005339']",['ENSG']
693, RU2,"[' DCDC2', 'HPS5']","['ENSG00000110756', ' ENSG00000146038']",['ENSG']
694, Rsc6p,"[' SMARCD2', ' SMARCD1', 'SMARCD3']","[' ENSG00000066117', 'ENSG00000082014', ' ENSG00000108604']",['HGNC']
695, Rsc8,"['SMARCC2', ' SMARCC1']","['ENSG00000139613', ' ENSG00000173473']",['HGNC']
696, S10,"['RPS10', ' PSMD6', ' L1CAM']","['ENSG00000124614', ' ENSG00000163636', ' ENSG00000198910']",['ENSG']
697, S12,"['RPS12', ' HTR1B', ' PSMD7']","[' ENSG00000135312', 'ENSG00000112306', ' ENSG00000103035']",['ENSG']
698, S14,"[' THRSP', ' RPS14', ' PSMD8', 'THRSP', 'RPS14']","[' ENSG00000099341', ' ENSG00000151365', 'ENSG00000151365', 'ENSG00000164587', ' ENSG00000164587']","['HGNC', 'ENSG']"
699, S2,"[' RPS2', 'PSMD2']","[' ENSG00000140988', 'ENSG00000175166']",['ENSG']
700, S3,"[' RPS3', 'PSMD3']","[' ENSG00000149273', 'ENSG00000108344']",['ENSG']
701, S4,"['RPS4Y1', ' PSMC1']","[' ENSG00000100764', 'ENSG00000129824']",['ENSG']
702, S6,"['RPS6', ' PSMC4']","[' ENSG00000013275', 'ENSG00000137154']",['ENSG']
703, S7,"[' RPS7', 'PSMC2']","['ENSG00000161057', ' ENSG00000171863']",['ENSG']
704, S8,"[' RPS8', 'PSMC5']","['ENSG00000087191', ' ENSG00000142937']",['ENSG']
705, SAC3,"[' MCM3AP', 'FIG4']","['ENSG00000112367', ' ENSG00000160294']",['ENSG']
706, SAP,"[' APCS', 'SH2D1A']","['ENSG00000183918', ' ENSG00000132703']",['ENSG']
707, SAP1,"[' PSAP', 'DEFB4A']","[' ENSG00000197746', 'ENSG00000171711']",['ENSG']
708, SAP190,"[' PPP6R2', 'PPP6R2', ' PPP6R1', ' PPP6R3', 'PPP6R3']","[' ENSG00000100239', ' ENSG00000110075', 'ENSG00000110075', 'ENSG00000100239', ' ENSG00000105063']","['HGNC', 'ENSG']"
709, SAP2,"['ELK3', ' PSAP']","[' ENSG00000197746', 'ENSG00000111145']",['ENSG']
710, SAPL,"[' NUSAP1', ' PPP6R3', 'PPP6R3', 'NUSAP1']","['ENSG00000110075', ' ENSG00000137804', ' ENSG00000110075', 'ENSG00000137804']","['HGNC', 'ENSG']"
711, SARA,"[' SAR1A', 'ZFYVE9']","[' ENSG00000079332', 'ENSG00000157077']",['ENSG']
712, SAST,"['OLAH', ' MAST1']","['ENSG00000152463', ' ENSG00000105613']",['ENSG']
713, SAT3,"[' SIAT5', 'ST3GAL4']","[' nan', 'ENSG00000110080']",['HGNC']
714, SCAR1,"[' WASF1', 'SETX']","[' ENSG00000112290', 'ENSG00000107290']",['ENSG']
715, SCCA1,"[' SERPINB3', 'SERPINB4']","['ENSG00000206073', ' ENSG00000057149']",['ENSG']
716, SCKL4,"[' PCNT', 'CENPJ']","['ENSG00000151849', ' ENSG00000160299']","['HGNC', 'ENSG']"
717, SCL,"['TAL1', ' KRT7']","[' ENSG00000135480', 'ENSG00000162367']",['ENSG']
718, SCP1,"[' CTDSP1', 'SYCP1']","[' ENSG00000144579', 'ENSG00000198765']","['HGNC', 'ENSG']"
719, SD,"['SLC17A5', ' RANGAP1']","[' ENSG00000100401', 'ENSG00000119899']",['ENSG']
720, SDR1,"['NPTN', ' DHRS3']","['ENSG00000156642', ' ENSG00000162496']",['ENSG']
721, SEMA,"['SEMA6A', ' SEMA3B']","[' ENSG00000012171', 'ENSG00000092421']",['ENSG']
722, SEMG,"[' SEMA5B', 'SEMG1']","['ENSG00000124233', ' ENSG00000082684']",['ENSG']
723, SEN1,"[' MORF4', 'SETX']","['ENSG00000107290', ' ENSG00000234801']",['ENSG']
724, SEP,"[' MMEL1', 'SELENOP', ' PLXNB1']","['ENSG00000250722', ' ENSG00000142606', ' ENSG00000164050']",['ENSG']
725, SEP2,"['SEPTIN6', ' SEPTIN8', 'SEPTIN8', ' SEPTIN6']","[' ENSG00000164402', ' ENSG00000125354', 'ENSG00000164402', 'ENSG00000125354']","['HGNC', 'ENSG']"
726, SEPT2,"['SEPTIN6', ' SEPTIN2']","[' ENSG00000168385', 'ENSG00000125354']",['ENSG']
727, SERS,"[' SARS1', 'SARS2']","['ENSG00000104835', ' ENSG00000031698']",['ENSG']
728, SES1,"['PHETA1', ' PHETA1', 'CES1', ' CES1']","['ENSG00000198324', 'ENSG00000198848', ' ENSG00000198848', ' ENSG00000198324']","['HGNC', 'ENSG']"
729, SES2,"['PHETA2', ' SESN2']","['ENSG00000177096', ' ENSG00000130766']",['ENSG']
730, SF,"['KITLG', ' HGF']","[' ENSG00000019991', 'ENSG00000049130']",['ENSG']
731, SGT2,"[' SGTB', 'PPFIBP1']","[' ENSG00000197860', 'ENSG00000110841']",['ENSG']
732, SHMT,"['SHMT1', ' SHMT2']","['ENSG00000176974', ' ENSG00000182199']",['ENSG']
733, SIGLECP2,"[' SIGLEC7', 'SIGLEC17P']","['ENSG00000291114', ' ENSG00000168995']",['ENSG']
734, SIL,"['PMEL', ' STIL']","[' ENSG00000123473', 'ENSG00000185664']",['ENSG']
735, SIN,"[' POLR3E', ' EFS', 'POLR3E', 'EFS']","[' ENSG00000058600', ' ENSG00000100842', 'ENSG00000100842', 'ENSG00000058600']","['HGNC', 'ENSG']"
736, SIP,"[' TP53INP1', ' KANK2', 'RBM14', ' CACYBP', 'TSACC', ' TSACC']","[' ENSG00000116161', 'ENSG00000163467', ' ENSG00000163467', 'ENSG00000239306', ' ENSG00000197256', ' ENSG00000164938']","['HGNC', 'ENSG']"
737, SIP-1,"[' NHERF2', 'ZEB2']","[' ENSG00000065054', 'ENSG00000169554']",['ENSG']
738, SIP1,"[' ZEB2', 'SCAF11']","[' ENSG00000169554', 'ENSG00000139218']",['ENSG']
739, SKD2,"[' VPS4A', 'NSF']","[' ENSG00000132612', 'ENSG00000073969']",['ENSG']
740, SL1,"['TAF1C', ' TAF1A', ' TAF1B', 'TAF1B', ' TAF1C']","['ENSG00000115750', ' ENSG00000103168', ' ENSG00000143498', ' ENSG00000115750', 'ENSG00000103168']","['HGNC', 'ENSG']"
741, SLAP,"['SLMAP', 'SLA', ' FAM169A', ' SLA']","[' ENSG00000198780', ' ENSG00000155926', 'ENSG00000163681', 'ENSG00000155926']","['HGNC', 'ENSG']"
742, SLP1,"[' SUCO', 'SYTL1']","['ENSG00000142765', ' ENSG00000094975']",['ENSG']
743, SMA3,"[' SMN1', 'GUSBP14']","[' ENSG00000172062', 'ENSG00000253816']",['HGNC']
744, SMA3-L,"[' GUSBP2', 'GUSBP4']","[' ENSG00000241549', 'ENSG00000239650']",['ENSG']
745, SMAC3L,"[' GUSBP4', 'GUSBP2']","['ENSG00000241549', ' ENSG00000239650']",['ENSG']
746, SMAP,"['MASP2', ' KIFAP3', ' BRD8']","['ENSG00000009724', ' ENSG00000075945', ' ENSG00000112983']",['ENSG']
747, SMAP-1,"[' SMAP1', 'UNC45A']","['ENSG00000140553', ' ENSG00000112305']",['ENSG']
748, SMCC,"[' CNN1', 'TAGLN']","['ENSG00000149591', ' ENSG00000130176']",['ENSG']
749, SMILE,"[' CREBZF', 'TMTC3']","[' ENSG00000137504', 'ENSG00000139324']",['HGNC']
750, SMK1,"[' PPP4R3A', 'PPP4R3C']","['ENSG00000224960', ' ENSG00000100796']",['ENSG']
751, SMN,"['SNRPN', ' STMN1']","['ENSG00000128739', ' ENSG00000117632']",['ENSG']
752, SN,"[' SIGLEC1', 'SCG2']","[' ENSG00000088827', 'ENSG00000171951']",['ENSG']
753, SNF2,"[' SMARCA4', ' SMARCA2', 'SMARCA4', 'SMARCA2']","[' ENSG00000127616', 'ENSG00000080503', 'ENSG00000127616', ' ENSG00000080503']","['HGNC', 'ENSG']"
754, SNF2LB,"[' SMARCA1', 'SMARCA4']","['ENSG00000127616', ' ENSG00000102038']",['ENSG']
755, SNO,"['SBNO2', ' SBNO1']","[' ENSG00000139697', 'ENSG00000064932']",['ENSG']
756, SNRNP65,"['USP39', 'RNPC3', ' RNPC3', ' USP39']","['ENSG00000185946', 'ENSG00000168883', ' ENSG00000168883', ' ENSG00000185946']","['HGNC', 'ENSG']"
757, SNT1,"['FRS2', ' SNTA1']","[' ENSG00000101400', 'ENSG00000166225']",['ENSG']
758, SOLO,"['ARHGEF40', ' SESTD1']","[' ENSG00000187231', 'ENSG00000165801']",['ENSG']
759, SP17,"[' SPA17', 'CCDC54']","[' ENSG00000064199', 'ENSG00000138483']",['ENSG']
760, SPC1,"[' FURIN', 'SPCS1']","['ENSG00000114902', ' ENSG00000140564']",['ENSG']
761, SPC3,"['SPCS3', ' PCSK1', ' SPCS3', 'PCSK1']","['ENSG00000129128', ' ENSG00000129128', ' ENSG00000175426', 'ENSG00000175426']","['HGNC', 'ENSG']"
762, SPC7,"[' PCSK7', 'KNL1']","[' ENSG00000160613', 'ENSG00000137812']",['ENSG']
