,alias_symbol,gene_symbol,ENSG_ID,source
2261,H2B/s,"[' H2BC12L', ' H2BW2', 'H2BC19P']","[' ENSG00000101812', 'ENSG00000220323', ' ENSG00000234289']",['NCBI']
2262,H2BC10,"[' H2BC4', ' H2BC7', 'H2BC8', ' H2BC6']","['ENSG00000273802', ' ENSG00000274290', ' ENSG00000180596', ' ENSG00000277224']",['NCBI']
2263,H2BC4,"[' H2BC8', 'H2BC10', ' H2BC7', ' H2BC6']","[' ENSG00000274290', 'ENSG00000278588', ' ENSG00000273802', ' ENSG00000277224']",['NCBI']
2264,H2BC6,"[' H2BC8', ' H2BC7', 'H2BC4', ' H2BC10']","[' ENSG00000278588', ' ENSG00000277224', ' ENSG00000273802', 'ENSG00000180596']",['NCBI']
2265,H2BC7,"[' H2BC4', 'H2BC8', ' H2BC6', ' H2BC10']","['ENSG00000273802', ' ENSG00000278588', ' ENSG00000274290', ' ENSG00000180596']",['NCBI']
2266,H2BC8,"['H2BC7', ' H2BC4', ' H2BC6', ' H2BC10']","[' ENSG00000278588', ' ENSG00000274290', ' ENSG00000180596', 'ENSG00000277224']",['NCBI']
2267,H2BFA,"['H2BC5', ' H2BC8']","['ENSG00000158373', ' ENSG00000273802']",['NCBI']
2268,H2BFG,"['H2BC7', ' H2BC5']","[' ENSG00000158373', 'ENSG00000277224']",['NCBI']
2269,H2BFH,"[' H2BC5', 'H2BC6']","['ENSG00000274290', ' ENSG00000158373']",['NCBI']
2270,H2BFK,"['H2BC10', ' H2BC5']","['ENSG00000278588', ' ENSG00000158373']",['NCBI']
2271,H2BFL,"[' H2BC5', 'H2BC4']","[' ENSG00000158373', 'ENSG00000180596']",['NCBI']
2272,H3,"[' H3C14', 'RLN3']","[' ENSG00000203811', 'ENSG00000171136']","['ENSG', 'NCBI']"
2273,H3.1,"['H3C3', ' H3C6']","['ENSG00000287080', ' ENSG00000274750']","['ENSG', 'NCBI']"
2274,H3C1,"[' H3C12', ' H3C10', ' H3C2', ' H3C4', ' H3C11', 'H3C7', ' H3C6', ' H3C3', ' H3C8']","[' ENSG00000275379', ' ENSG00000197153', ' ENSG00000286522', ' ENSG00000197409', 'ENSG00000277775', ' ENSG00000274750', ' ENSG00000273983', ' ENSG00000278828', ' ENSG00000287080']",['NCBI']
2275,H3C10,"[' H3C12', ' H3C1', ' H3C2', ' H3C4', ' H3C7', 'H3C3', ' H3C11', ' H3C6', ' H3C8']","[' ENSG00000275379', ' ENSG00000197153', ' ENSG00000286522', ' ENSG00000197409', ' ENSG00000274750', ' ENSG00000277775', ' ENSG00000275714', ' ENSG00000273983', 'ENSG00000287080']",['NCBI']
2276,H3C11,"[' H3C12', ' H3C10', ' H3C1', ' H3C4', 'H3C2', ' H3C7', ' H3C6', ' H3C3', ' H3C8']","[' ENSG00000197153', ' ENSG00000197409', ' ENSG00000274750', ' ENSG00000277775', ' ENSG00000275714', 'ENSG00000286522', ' ENSG00000273983', ' ENSG00000278828', ' ENSG00000287080']",['NCBI']
2277,H3C12,"[' H3C10', ' H3C1', ' H3C2', ' H3C4', ' H3C7', ' H3C6', ' H3C3', 'H3C11', ' H3C8']","[' ENSG00000286522', ' ENSG00000197409', 'ENSG00000275379', ' ENSG00000274750', ' ENSG00000277775', ' ENSG00000275714', ' ENSG00000273983', ' ENSG00000278828', ' ENSG00000287080']",['NCBI']
2278,H3C13,"['H3C15', ' H3C14']","['ENSG00000203852', ' ENSG00000203811']",['NCBI']
2279,H3C14,"['H3C15', ' H3C13']","['ENSG00000203852', ' ENSG00000183598']",['NCBI']
2280,H3C15,"['H3C14', ' H3C13']","['ENSG00000203811', ' ENSG00000183598']",['NCBI']
2281,H3C2,"[' H3C12', ' H3C1', ' H3C4', ' H3C7', ' H3C11', ' H3C6', 'H3C10', ' H3C3', ' H3C8']","['ENSG00000278828', ' ENSG00000197153', ' ENSG00000275379', ' ENSG00000197409', ' ENSG00000274750', ' ENSG00000277775', ' ENSG00000275714', ' ENSG00000273983', ' ENSG00000287080']",['NCBI']
2282,H3C3,"[' H3C10', ' H3C12', ' H3C1', ' H3C2', ' H3C4', ' H3C7', ' H3C6', 'H3C11', ' H3C8']","[' ENSG00000197153', ' ENSG00000286522', ' ENSG00000197409', 'ENSG00000275379', ' ENSG00000274750', ' ENSG00000277775', ' ENSG00000275714', ' ENSG00000273983', ' ENSG00000278828']",['NCBI']
2283,H3C4,"[' H3C12', ' H3C10', ' H3C2', ' H3C7', ' H3C11', ' H3C6', ' H3C3', ' H3C8', 'H3C1']","[' ENSG00000275379', ' ENSG00000197153', ' ENSG00000286522', 'ENSG00000275714', ' ENSG00000274750', ' ENSG00000277775', ' ENSG00000273983', ' ENSG00000278828', ' ENSG00000287080']",['NCBI']
2284,H3C6,"[' H3C10', ' H3C12', ' H3C1', ' H3C4', 'H3C2', ' H3C7', ' H3C11', ' H3C3', ' H3C8']","[' ENSG00000275379', ' ENSG00000197153', ' ENSG00000197409', ' ENSG00000277775', ' ENSG00000275714', 'ENSG00000286522', ' ENSG00000273983', ' ENSG00000278828', ' ENSG00000287080']",['NCBI']
2285,H3C7,"[' H3C12', ' H3C1', ' H3C2', ' H3C4', ' H3C11', ' H3C6', 'H3C10', ' H3C3', ' H3C8']","['ENSG00000278828', ' ENSG00000275379', ' ENSG00000197153', ' ENSG00000286522', ' ENSG00000197409', ' ENSG00000274750', ' ENSG00000275714', ' ENSG00000273983', ' ENSG00000287080']",['NCBI']
2286,H3C8,"[' H3C10', ' H3C1', ' H3C2', ' H3C4', ' H3C7', 'H3C12', ' H3C11', ' H3C6', ' H3C3']","[' ENSG00000275379', ' ENSG00000286522', ' ENSG00000197409', ' ENSG00000278828', ' ENSG00000274750', ' ENSG00000277775', ' ENSG00000275714', 'ENSG00000197153', ' ENSG00000287080']",['NCBI']
2287,H3F3AP1,"['H3C9P', ' H3P38']","[' nan', 'ENSG00000220875']",['NCBI']
2288,H4,"[' H4C14', ' CCDC6', 'HRH4', ' H4C6']","[' ENSG00000108091', ' ENSG00000270882', ' ENSG00000274618', 'ENSG00000134489']",['NCBI']
2289,H4-16,"[' H4C4', ' H4C6', ' H4C3', ' H4C14', ' H4C8', ' H4C5', ' H4C16', ' H4C12', ' H4C11', ' H4C9', ' H4C13', ' H4C15', ' H4C2', 'H4C1']","[' ENSG00000270882', ' ENSG00000158406', ' ENSG00000197238', 'ENSG00000278637', ' ENSG00000277157', ' ENSG00000276966', ' ENSG00000274618', ' ENSG00000276180', ' ENSG00000273542', ' ENSG00000278705', ' ENSG00000197061', ' ENSG00000270276', ' ENSG00000275126', ' ENSG00000197837']",['NCBI']
2290,H4C1,"[' H4C4', 'H4C9', ' H4C6', ' H4C3', ' H4C14', ' H4C8', ' H4C5', ' H4C16', ' H4C12', ' H4C11', ' H4C15', ' H4C13', ' H4C2']","[' ENSG00000158406', ' ENSG00000270882', ' ENSG00000197238', ' ENSG00000277157', ' ENSG00000276966', ' ENSG00000274618', ' ENSG00000273542', 'ENSG00000276180', ' ENSG00000278705', ' ENSG00000197061', ' ENSG00000270276', ' ENSG00000275126', ' ENSG00000197837']",['NCBI']
2291,H4C11,"[' H4C1', ' H4C4', ' H4C3', ' H4C6', ' H4C8', ' H4C5', ' H4C16', ' H4C12', ' H4C15', ' H4C13', ' H4C9', ' H4C2', 'H4C14']","['ENSG00000270882', ' ENSG00000158406', ' ENSG00000277157', ' ENSG00000278637', ' ENSG00000276966', ' ENSG00000274618', ' ENSG00000276180', ' ENSG00000273542', ' ENSG00000278705', ' ENSG00000197061', ' ENSG00000270276', ' ENSG00000275126', ' ENSG00000197837']",['NCBI']
2292,H4C12,"[' H4C1', ' H4C4', 'H4C9', ' H4C3', ' H4C6', ' H4C14', ' H4C8', ' H4C5', ' H4C16', ' H4C11', ' H4C15', ' H4C13', ' H4C2']","[' ENSG00000158406', ' ENSG00000270882', ' ENSG00000197238', ' ENSG00000277157', ' ENSG00000278637', ' ENSG00000276966', ' ENSG00000274618', 'ENSG00000276180', ' ENSG00000278705', ' ENSG00000197061', ' ENSG00000270276', ' ENSG00000275126', ' ENSG00000197837']",['NCBI']
2293,H4C13,"[' H4C1', ' H4C4', ' H4C3', ' H4C6', ' H4C14', ' H4C8', ' H4C5', ' H4C12', 'H4C16', ' H4C11', ' H4C15', ' H4C9', ' H4C2']","[' ENSG00000270882', ' ENSG00000158406', ' ENSG00000197238', ' ENSG00000277157', ' ENSG00000278637', ' ENSG00000276966', ' ENSG00000274618', ' ENSG00000276180', ' ENSG00000273542', ' ENSG00000278705', ' ENSG00000197061', ' ENSG00000270276', 'ENSG00000197837']",['NCBI']
2294,H4C14,"[' H4C1', ' H4C4', ' H4C3', ' H4C6', ' H4C8', ' H4C5', ' H4C12', 'H4C16', ' H4C11', ' H4C15', ' H4C13', ' H4C9', ' H4C2']","[' ENSG00000158406', ' ENSG00000197238', ' ENSG00000277157', ' ENSG00000278637', ' ENSG00000276966', ' ENSG00000274618', ' ENSG00000276180', ' ENSG00000273542', ' ENSG00000278705', ' ENSG00000197061', ' ENSG00000270276', ' ENSG00000275126', 'ENSG00000197837']",['NCBI']
2295,H4C15,"[' H4C1', ' H4C4', 'H4C9', ' H4C3', ' H4C6', ' H4C14', ' H4C8', ' H4C5', ' H4C16', ' H4C12', ' H4C11', ' H4C13', ' H4C2']","[' ENSG00000158406', ' ENSG00000270882', ' ENSG00000197238', ' ENSG00000277157', ' ENSG00000278637', ' ENSG00000276966', ' ENSG00000274618', ' ENSG00000273542', 'ENSG00000276180', ' ENSG00000278705', ' ENSG00000197061', ' ENSG00000275126', ' ENSG00000197837']",['NCBI']
2296,H4C16,"[' H4C1', ' H4C4', ' H4C3', ' H4C6', ' H4C14', ' H4C8', ' H4C12', ' H4C11', ' H4C15', ' H4C9', ' H4C2', 'H4C5', ' H4C13']","[' ENSG00000158406', ' ENSG00000270882', ' ENSG00000197238', 'ENSG00000276966', ' ENSG00000277157', ' ENSG00000278637', ' ENSG00000274618', ' ENSG00000276180', ' ENSG00000273542', ' ENSG00000278705', ' ENSG00000197061', ' ENSG00000270276', ' ENSG00000275126']",['NCBI']
2297,H4C2,"[' H4C1', ' H4C4', 'H4C13', ' H4C3', ' H4C6', ' H4C14', ' H4C8', ' H4C5', ' H4C16', ' H4C12', ' H4C11', ' H4C9', ' H4C15']","[' ENSG00000158406', ' ENSG00000270882', ' ENSG00000197238', ' ENSG00000277157', ' ENSG00000278637', ' ENSG00000276966', ' ENSG00000274618', ' ENSG00000276180', ' ENSG00000273542', 'ENSG00000275126', ' ENSG00000197061', ' ENSG00000270276', ' ENSG00000197837']",['NCBI']
2298,H4C3,"[' H4C1', ' H4C4', 'H4C9', ' H4C6', ' H4C14', ' H4C8', ' H4C5', ' H4C16', ' H4C12', ' H4C11', ' H4C15', ' H4C13', ' H4C2']","[' ENSG00000270882', ' ENSG00000158406', ' ENSG00000197238', ' ENSG00000277157', ' ENSG00000278637', ' ENSG00000276966', ' ENSG00000274618', ' ENSG00000273542', 'ENSG00000276180', ' ENSG00000278705', ' ENSG00000270276', ' ENSG00000275126', ' ENSG00000197837']",['NCBI']
2299,H4C4,"[' H4C1', ' H4C3', ' H4C6', ' H4C14', 'H4C11', ' H4C8', ' H4C5', ' H4C16', ' H4C12', ' H4C9', ' H4C13', ' H4C15', ' H4C2']","[' ENSG00000270882', ' ENSG00000158406', ' ENSG00000278637', ' ENSG00000276966', ' ENSG00000274618', ' ENSG00000276180', ' ENSG00000273542', ' ENSG00000278705', 'ENSG00000197238', ' ENSG00000197061', ' ENSG00000270276', ' ENSG00000275126', ' ENSG00000197837']",['NCBI']
2300,H4C5,"[' H4C1', ' H4C4', 'H4C13', ' H4C6', ' H4C3', ' H4C14', ' H4C8', ' H4C16', ' H4C12', ' H4C11', ' H4C15', ' H4C9', ' H4C2']","[' ENSG00000270882', ' ENSG00000158406', ' ENSG00000197238', ' ENSG00000277157', ' ENSG00000278637', ' ENSG00000274618', ' ENSG00000276180', ' ENSG00000273542', 'ENSG00000275126', ' ENSG00000278705', ' ENSG00000270276', ' ENSG00000197061', ' ENSG00000197837']",['NCBI']
2301,H4C6,"[' H4C1', ' H4C4', 'H4C9', ' H4C3', ' H4C14', ' H4C8', ' H4C5', ' H4C16', ' H4C12', ' H4C11', ' H4C15', ' H4C13', ' H4C2']","[' ENSG00000158406', ' ENSG00000270882', ' ENSG00000197238', ' ENSG00000277157', ' ENSG00000278637', ' ENSG00000276966', ' ENSG00000273542', 'ENSG00000276180', ' ENSG00000278705', ' ENSG00000197061', ' ENSG00000270276', ' ENSG00000275126', ' ENSG00000197837']",['NCBI']
2302,H4C8,"[' H4C4', ' H4C6', ' H4C3', ' H4C14', ' H4C5', ' H4C16', ' H4C12', ' H4C11', ' H4C9', ' H4C13', ' H4C15', ' H4C2', 'H4C1']","[' ENSG00000270882', ' ENSG00000197238', 'ENSG00000278637', ' ENSG00000277157', ' ENSG00000276966', ' ENSG00000274618', ' ENSG00000276180', ' ENSG00000273542', ' ENSG00000278705', ' ENSG00000197061', ' ENSG00000270276', ' ENSG00000275126', ' ENSG00000197837']",['NCBI']
2303,H4C9,"[' H4C1', ' H4C6', ' H4C3', ' H4C14', ' H4C8', ' H4C5', ' H4C16', ' H4C12', ' H4C11', 'H4C4', ' H4C15', ' H4C13', ' H4C2']","[' ENSG00000270882', ' ENSG00000158406', ' ENSG00000197238', ' ENSG00000278637', ' ENSG00000276966', ' ENSG00000274618', ' ENSG00000273542', ' ENSG00000278705', ' ENSG00000197061', ' ENSG00000270276', ' ENSG00000275126', 'ENSG00000277157', ' ENSG00000197837']",['NCBI']
2304,H5,"['SEPTIN5', ' SEPTIN4']","['ENSG00000184702', ' ENSG00000108387']",['NCBI']
2305,H7365,"['TMEFF1', ' MSANTD3-TMEFF1']","[' nan', 'ENSG00000241697']",['NCBI']
2306,H9,"[' RHOC', 'GPR50']","[' ENSG00000155366', 'ENSG00000102195']",['NCBI']
2307,HA-1,"['KRT31', ' ARHGAP45']","['ENSG00000094796', ' ENSG00000180448']",['ENSG']
2308,HA-2,"['KRT32', ' MYO1G']","[' ENSG00000136286', 'ENSG00000108759']",['ENSG']
2309,HA2,"['MYO1G', ' KRT32']","['ENSG00000136286', ' ENSG00000108759']",['NCBI']
2310,HAF,"['SART1', ' F12']","[' ENSG00000131187', 'ENSG00000175467']",['NCBI']
2311,HAI,"['ST14', ' SPINT1']","['ENSG00000149418', ' ENSG00000166145']",['NCBI']
2312,HAP,"[' BAG1', ' SAFB', ' RTN3', 'RARB']","[' ENSG00000160633', ' ENSG00000107262', ' ENSG00000133318', 'ENSG00000077092']",['NCBI']
2313,HAP2,"[' NFYA', 'HAP1']","['ENSG00000173805', ' ENSG00000001167']",['NCBI']
2314,HAP40,"[' F8A2', ' F8A1', 'F8A3']","['ENSG00000277150', ' ENSG00000288709', ' ENSG00000288722']",['NCBI']
2315,HARP,"[' ANGPTL2', ' PANK2', ' ANKS4B', ' PTN', 'SMARCAL1', ' ANGPTL4']","[' ENSG00000105894', ' ENSG00000167772', ' ENSG00000125779', ' ENSG00000175311', 'ENSG00000138375', ' ENSG00000136859']",['NCBI']
2316,HAS,"[' HAS1', 'COX15']","[' ENSG00000105509', 'ENSG00000014919']",['NCBI']
2317,HAST3,"[' SULT1A4', ' SULT1A3', 'SLX1A-SULT1A3']","[' ENSG00000261052', ' ENSG00000213648', 'ENSG00000213599']",['NCBI']
2318,HB-1,"['PEG10', ' HMHB1', ' KRT81']","[' ENSG00000205426', 'ENSG00000242265', ' ENSG00000158497']","['ENSG', 'NCBI']"
2319,HB1,"['HBN1', ' SCN5A', ' KRT81']","[' ENSG00000205426', ' ENSG00000183873', 'nan']",['NCBI']
2320,HB2,"['KRT82', ' SCN5A']","[' ENSG00000183873', 'ENSG00000161850']",['NCBI']
2321,HB5,"['DUSP8', ' KRT85']","[' ENSG00000135443', 'ENSG00000184545']",['NCBI']
2322,HB6,"[' KRT86', 'ENTPD3']","[' ENSG00000170442', 'ENSG00000168032']",['NCBI']
2323,HBA,"[' KRT90P', 'SCN2A']","[' nan', 'ENSG00000136531']",['NCBI']
2324,HBAB,"['AKR1C1', ' AKR1C2']","['ENSG00000187134', ' ENSG00000151632']",['NCBI']
2325,HBD3,"[' DEFB103B', 'DEFB103A']","['ENSG00000176797', ' ENSG00000177243']",['NCBI']
2326,HBGF-8,"['PTN', ' FGF8']","['ENSG00000105894', ' ENSG00000107831']",['NCBI']
2327,HBH,"[' HBA2', 'HBA1']","['ENSG00000206172', ' ENSG00000188536']",['NCBI']
2328,HBII-52-46,"['SNORD115-46', ' SNORD115-47']","['ENSG00000276844', ' nan']",['NCBI']
2329,HBK,"['HBD', ' HBD', ' HBM', 'HBM']","['ENSG00000223609', ' ENSG00000206177', 'ENSG00000206177', ' ENSG00000223609']","['HGNC', 'NCBI']"
2330,HBLRR,"['SLCO1B3', ' SLCO1B1']","['ENSG00000111700', ' ENSG00000134538']",['NCBI']
2331,HBP,"[' SLBP', 'SLBP', ' HEBP1', 'HDLBP', ' AZU1', 'HEBP1', ' HDLBP', ' STAM2']","[' ENSG00000115145', ' ENSG00000172232', 'ENSG00000163950', 'ENSG00000115677', ' ENSG00000013583', ' ENSG00000163950', 'ENSG00000013583', ' ENSG00000115677']","['HGNC', 'ENSG', 'NCBI']"
2332,HBP-3,"[' DEFB103B', 'DEFB103A']","['ENSG00000176797', ' ENSG00000177243']",['NCBI']
2333,HBP3,"[' DEFB103B', 'DEFB103A']","['ENSG00000176797', ' ENSG00000177243']",['NCBI']
2334,HBSCI,"[' SCN1A', 'SCN2A']","[' ENSG00000144285', 'ENSG00000136531']",['NCBI']
2335,HC2,"[' PSMA1', 'CYCSP38', ' SERPIND1']","['ENSG00000259513', ' ENSG00000129084', ' ENSG00000099937', 'nan']","['ENSG', 'NCBI']"
2336,HC3,"['CYCSP24', ' PSMA2']","['nan', ' ENSG00000106588', 'ENSG00000227666']","['ENSG', 'NCBI']"
2337,HC5,"[' CYCSP1', 'PSMB1']","[' nan', 'ENSG00000008018', ' ENSG00000271423']","['ENSG', 'NCBI']"
2338,HC6,"['CYCSP52', ' GLOD4']","[' ENSG00000167699', 'ENSG00000235700']",['NCBI']
2339,HC8,"[' CYCSP35', 'CYCSP35', 'PSMA3', ' PSMA3']","['nan', ' ENSG00000100567', ' ENSG00000233549', 'ENSG00000100567']","['ENSG', 'NCBI']"
2340,HCA1,"[' MAGEE1', 'HCAR1']","['ENSG00000196917', ' ENSG00000198934']",['NCBI']
2341,HCA2,"[' MAGEC3', ' ADCY10', 'HCAR2', ' HCAR2', 'MAGEC3']","[' ENSG00000165509', ' ENSG00000143199', ' ENSG00000182782', 'ENSG00000182782', 'ENSG00000165509']","['HGNC', 'NCBI']"
2342,HCA3,"[' HCAR3', 'MAGEE2']","['ENSG00000186675', ' ENSG00000255398']","['HGNC', 'NCBI']"
2343,HCAP,"[' SMC3', 'DCD']","['ENSG00000161634', ' ENSG00000108055']",['NCBI']
2344,HCC-2,"[' CCL15', ' CCL15-CCL14', 'MRPS11', ' TXNDC5']","[' nan', ' ENSG00000275718', 'ENSG00000181991', ' ENSG00000239264']",['NCBI']
2345,HCC-4,"[' RBMS1', 'CCL16']","[' ENSG00000153250', 'ENSG00000275152']",['NCBI']
2346,HCC1,"['RBM39', ' SARNP']","['ENSG00000131051', ' ENSG00000205323']",['NCBI']
2347,HCCA2,"['YY1AP1', ' MOB2']","[' ENSG00000182208', 'ENSG00000163374']","['ENSG', 'NCBI']"
2348,HCCR-1,"[' BRI3BP', 'LETMD1']","['ENSG00000050426', ' ENSG00000184992']",['NCBI']
2349,HCCR-2,"['BRI3BP', ' LETMD1']","['ENSG00000184992', ' ENSG00000050426']",['NCBI']
2350,HCDH,"[' FZR1', 'HADH']","['ENSG00000138796', ' ENSG00000105325']",['NCBI']
2351,HCF2,"['HCFC2', ' SERPIND1']","['ENSG00000111727', ' ENSG00000099937']",['NCBI']
2352,HCG,"['CGA', ' CGB5', ' HTC2']","['ENSG00000135346', ' nan', ' ENSG00000189052']","['HGNC', 'NCBI']"
2353,HCI,"['TIMP1', ' HEMC']","['ENSG00000102265', ' nan']",['NCBI']
2354,HCNP,"['XAB2', ' PEBP1']","[' ENSG00000089220', 'ENSG00000076924']","['ENSG', 'NCBI']"
2355,HCP,"['AMBP', ' CPOX', ' PTPN6']","['ENSG00000106927', ' ENSG00000111679', ' ENSG00000080819']",['NCBI']
2356,HCP1,"[' CYCSP51', 'PDE7A', ' PRMT1', ' SLC46A1']","[' ENSG00000076351', ' ENSG00000229357', 'ENSG00000205268', ' nan', ' ENSG00000126457']","['HGNC', 'ENSG', 'NCBI']"
2357,HCR,"[' CCHCR1', ' CCRL2', 'CCHCR1', 'EIF2AK1']","[' ENSG00000121797', ' ENSG00000204536', 'ENSG00000204536', 'ENSG00000086232']","['HGNC', 'NCBI']"
2358,HCRN,"['XAB2', ' CRNKL1']","[' ENSG00000101343', 'ENSG00000076924']",['NCBI']
2359,HCS,"['HLCS', ' CYCS']","['ENSG00000159267', ' ENSG00000172115']","['HGNC', 'NCBI']"
2360,HD1,"[' PLEC', 'HDAC1']","[' ENSG00000178209', 'ENSG00000116478']",['NCBI']
2361,HD7,"['HDAC7', ' HDAC9']","[' ENSG00000048052', 'ENSG00000061273']",['NCBI']
2362,HDGF-2,"[' HDGFL2', 'HDGFL3']","[' ENSG00000167674', 'ENSG00000166503']",['NCBI']
2363,HDGF2,"[' HDGFL2', 'HDGFL3']","[' ENSG00000167674', 'ENSG00000166503']",['NCBI']
2364,HDMX,"['MDM4', ' MDM2']","[' ENSG00000135679', 'ENSG00000198625']",['NCBI']
2365,HE,"['CYTIP', ' EPB41']","[' ENSG00000159023', 'ENSG00000115165']",['NCBI']
2366,HE2,"['SPAG11B', ' SPAG11A']","[' ENSG00000178287', 'ENSG00000164871']","['HGNC', 'NCBI']"
2367,HEATR8,"[' MROH7', 'MROH7-TTC4']","[' ENSG00000184313', 'ENSG00000271723']",['NCBI']
2368,HED,"[' EDA', 'GJB6']","['ENSG00000121742', ' ENSG00000158813']",['NCBI']
2369,HEL-75,"['DEFB132', ' GSR']","['ENSG00000186458', ' ENSG00000104687']",['NCBI']
2370,HEL-S-284,"[' ACO2', 'AICDA']","['ENSG00000111732', ' ENSG00000100412']",['NCBI']
2371,HEL2,"['YWHAE', ' ZNF598']","['ENSG00000108953', ' ENSG00000167962']",['NCBI']
2372,HEN1,"[' NHLH1', 'HENMT1']","[' ENSG00000171786', 'ENSG00000162639']",['NCBI']
2373,HEP,"['EPHB6', ' DNLZ']","['ENSG00000106123', ' ENSG00000213221']",['NCBI']
2374,HEPIS,"[' IFTAP', 'C17orf49']","['ENSG00000258315', ' ENSG00000166352']",['NCBI']
2375,HEPTP,"[' PTPN7', 'PTPRA']","['ENSG00000132670', ' ENSG00000143851']",['NCBI']
2376,HERV-K,"['ERVK2', ' ERVK3']","[' nan', 'nan']",['HGNC']
2377,HET,"['SAFB', ' SLC22A18']","[' ENSG00000110628', 'ENSG00000160633']",['NCBI']
2378,HGF,"['SOS1', ' IL6']","[' ENSG00000136244', 'ENSG00000115904']",['NCBI']
2379,HGFL,"[' PIK3IP1', 'MST1']","['ENSG00000173531', ' ENSG00000100100']",['NCBI']
2380,HGL,"['LLGL2', ' NRG1', ' LIPF']","['ENSG00000073350', ' ENSG00000157168', ' ENSG00000182333']","['HGNC', 'ENSG', 'NCBI']"
2381,HGPS,"[' ROBO3', 'LMNA', ' ZMPSTE24']","[' ENSG00000154134', 'ENSG00000160789', ' ENSG00000084073']",['NCBI']
2382,HGRG8,"['YTHDF2P1', ' YTHDF2P1', ' YTHDF2', 'YTHDF2']","['ENSG00000198492', ' ENSG00000270503', ' ENSG00000198492', 'nan']","['HGNC', 'NCBI']"
2383,HH,"[' HFE', 'FUT1']","[' ENSG00000010704', 'ENSG00000174951']",['NCBI']
2384,HH1,"['SCN5A', ' ANOS1']","['ENSG00000183873', ' ENSG00000011201']",['NCBI']
2385,HH13,"['KISS1', ' PTP4A2']","['ENSG00000170498', ' ENSG00000184007']",['NCBI']
2386,HHG,"[' LHCGR', 'NR0B1']","[' ENSG00000138039', 'ENSG00000169297']",['NCBI']
2387,HHL,"['RABGAP1L', ' HES1']","['ENSG00000152061', ' ENSG00000114315']",['NCBI']
2388,HHM,"[' PTHLH', 'CCNDBP1']","[' ENSG00000087494', 'ENSG00000166946']",['NCBI']
2389,HHS,"['GALNT3', ' APCDD1']","[' ENSG00000154856', 'ENSG00000115339']",['NCBI']
2390,HI,"[' ABCC8', 'AKAP4']","['ENSG00000147081', ' ENSG00000006071']",['NCBI']
2391,HIF-PH1,"['EGLN2', ' RAB4B-EGLN2']","['ENSG00000269858', ' nan']",['NCBI']
2392,HIG1,"[' HIGD1A', 'HIGD1AP1']","[' ENSG00000181061', 'nan']",['NCBI']
2393,HIN1,"['OTUD4', ' SCGB3A1']","[' ENSG00000161055', 'ENSG00000164164']",['NCBI']
2394,HIP,"[' HHIP', ' ST13', 'RPL29', ' REG3A']","[' ENSG00000164161', ' ENSG00000172016', ' ENSG00000100380', 'ENSG00000162244']","['HGNC', 'NCBI']"
2395,HIP3,"[' ZDHHC17', 'HIP1R']","[' ENSG00000186908', 'ENSG00000130787']",['NCBI']
2396,HIS,"[' AKR1B10', 'HAL']","['ENSG00000084110', ' ENSG00000198074']",['NCBI']
2397,HIS1,"[' HTN1', 'VIS1', 'HEXIM1', ' VIS1']","['nan', ' nan', ' ENSG00000126550', 'ENSG00000186834']","['HGNC', 'NCBI']"
2398,HIST1H2BC,"[' H2BC5', 'H2BC4']","[' ENSG00000158373', 'ENSG00000180596']",['NCBI']
2399,HIST1H2BE,"['H2BC5', ' H2BC6']","[' ENSG00000274290', 'ENSG00000158373']",['NCBI']
2400,HIST1H2BF,"['H2BC7', ' H2BC5']","[' ENSG00000158373', 'ENSG00000277224']",['NCBI']
2401,HIST1H2BG,"['H2BC5', ' H2BC8']","['ENSG00000158373', ' ENSG00000273802']",['NCBI']
2402,HIST1H2BI,"['H2BC5', ' H2BC10']","[' ENSG00000278588', 'ENSG00000158373']",['NCBI']
2403,HIST2H2BD,"['H2BC20P', ' H2BC19P']","['ENSG00000261716', ' ENSG00000220323']",['NCBI']
2404,HK,"[' HK1', 'ATP12A', ' KNG1']","[' ENSG00000156515', 'ENSG00000075673', ' ENSG00000113889']",['NCBI']
2405,HK1,"[' HOOK1', ' TAC4', 'KCNA4']","[' ENSG00000176358', 'ENSG00000182255', ' ENSG00000134709']","['ENSG', 'NCBI']"
2406,HK2,"[' KCNA5', 'HOOK2', 'KCNA5', ' HOOK2', ' KIF2A']","[' ENSG00000130037', ' ENSG00000068796', 'ENSG00000130037', ' ENSG00000095066', 'ENSG00000095066']","['HGNC', 'ENSG', 'NCBI']"
2407,HK4,"[' KCNA2', 'KCNA2', ' GCK', 'GCK']","['ENSG00000106633', ' ENSG00000106633', 'ENSG00000177301', ' ENSG00000177301']","['ENSG', 'NCBI']"
2408,HKPX1,"[' GPHN', 'GLRA1']","['ENSG00000145888', ' ENSG00000171723']",['NCBI']
2409,HL,"[' LIPC', 'HMGCL', 'LIPC', ' HMGCL']","[' ENSG00000117305', 'ENSG00000166035', ' ENSG00000166035', 'ENSG00000117305']","['HGNC', 'ENSG', 'NCBI']"
2410,HL-1,"['ITLN1', ' ASGR1']","[' ENSG00000141505', 'ENSG00000179914']",['NCBI']
2411,HL-2,"['DNAH6', ' ASGR2', ' ITLN2']","[' ENSG00000161944', ' ENSG00000158764', 'ENSG00000115423']",['NCBI']
2412,HL1,"[' DNAH5', 'ITLN1']","[' ENSG00000039139', 'ENSG00000179914']",['NCBI']
