gene_symbol,alias_symbol,ENSG_ID,collision,source
PLGLA,"PLGLA1,PLGP2,PRGA",ENSG00000291125,PRGA,NCBI
PLGLB2,"PLGLA,PLGLA1,PLGP1,PLGP2,PRGA",ENSG00000125551,PRGA,NCBI
HHEX,"HEX,HMPH,HOX11L-PEN,PRH,PRHX",ENSG00000152804,PRH,NCBI
PRLH,"PRH,PRRP",ENSG00000071677,PRH,NCBI
NCOA6,"AIB3,ASC2,NRC,PRIP,RAP250,TRBP",ENSG00000198646,PRIP,NCBI
PRNP,"ASCR,AltPrP,CD230,CJD,GSS,KURU,PRIP,PrP,PrP27-30,PrP33-35C,PrPc,p27-30",ENSG00000171867,PRIP,NCBI
PLCL1,"PLCE,PLCL,PLDL1,PPP1R127,PRIP",ENSG00000115896,PRIP,NCBI
PKN1,"DBK,PAK-1,PAK1,PKN,PKN-ALPHA,PRK1,PRKCL1",ENSG00000123143,PRK1,NCBI
PROK1,"EGVEGF,PK1,PRK1",ENSG00000143125,PRK1,NCBI
PRKAR1A,"ACRDYS1,ADOHR,CAR,CNC,CNC1,PKR1,PPNAD1,PRKAR1,Prkar1alpha,TSE1",ENSG00000108946,PRKAR1,NCBI
PRKAR1B,"MASNS,PRKAR1",ENSG00000188191,PRKAR1,NCBI
PRKAR2A,"PKR2,PRKAR2",ENSG00000114302,PRKAR2,NCBI
PRKAR2B,"PRKAR2,RII-BETA",ENSG00000005249,PRKAR2,NCBI
OPRPN,"BPLP,PRL1,PROL1,opiorphin",ENSG00000171199,PRL1,NCBI
PLRG1,"Cwc1,PRL1,PRP46,PRPF46,TANGO4",ENSG00000171566,PRL1,NCBI
PTP4A1,"HH72,PRL-1,PRL1,PTP(CAAX1),PTPCAAX1",ENSG00000112245,PRL1,NCBI
SMR3B,"P-B,PBII,PRL3,PROL3,SMR1B",ENSG00000171201,PRL3,NCBI
PTP4A3,"PRL-3,PRL-R,PRL3",ENSG00000184489,PRL3,NCBI
ZMPSTE24,"FACE-1,FACE1,HGPS,PRO1,RSDM1,STE24,Ste24p",ENSG00000084073,PRO1,NCBI
LMNA,"CDCD1,CDDC,CMD1A,CMT2B1,EMD2,FPL,FPLD,FPLD2,HGPS,IDC,LDP1,LFP,LGMD1B,LMN1,LMNC,LMNL1,MADA,PRO1",ENSG00000160789,PRO1,NCBI
UTS2,"PRO1068,U-II,UCN2,UII",ENSG00000049247,PRO1068,NCBI
SLC38A2,"ATA2,PRO1068,SAT2,SNAT2",ENSG00000134294,PRO1068,NCBI
SLC25A37,"HT015,MFRN,MFRN1,MSC,MSCP,PRO1278,PRO1584,PRO2217",ENSG00000147454,PRO1278,NCBI
LYZL1,"KAAG648,LYC2,LYZD1,PRO1278,bA534G20.1",ENSG00000120563,PRO1278,NCBI
ERVK-24,"HERV-K101,PR,Protease,Proteinase,c22_A",,PROTEASE,NCBI
ERVK-18,"HERV-K18,PR,Protease,Proteinase,c1_C,env",,PROTEASE,NCBI
ERVK-19,"HERV-K(C19),P1.8,PR,Protease,Proteinase,envK3,polymerase",,PROTEASE,NCBI
ERVK-10,"PR,Protease,Proteinase",,PROTEASE,NCBI
ERVK-9,"PR,Protease,Proteinase,polymerase",,PROTEASE,NCBI
ERVK-8,"ERVK8,HERV-K115,PR,Protease,Proteinase,envK6",,PROTEASE,NCBI
ERVK-21,"Endo-Rev2,PR,Protease,Proteinase,c12_A,envK1",,PROTEASE,NCBI
ERVK-25,"PR,Protease,Proteinase,c11_A",,PROTEASE,NCBI
ERVK-19,"HERV-K(C19),P1.8,PR,Protease,Proteinase,envK3,polymerase",,PROTEINASE,NCBI
ERVK-10,"PR,Protease,Proteinase",,PROTEINASE,NCBI
ERVK-8,"ERVK8,HERV-K115,PR,Protease,Proteinase,envK6",,PROTEINASE,NCBI
ERVK-9,"PR,Protease,Proteinase,polymerase",,PROTEINASE,NCBI
ERVK-24,"HERV-K101,PR,Protease,Proteinase,c22_A",,PROTEINASE,NCBI
ERVK-18,"HERV-K18,PR,Protease,Proteinase,c1_C,env",,PROTEINASE,NCBI
ERVK-21,"Endo-Rev2,PR,Protease,Proteinase,c12_A,envK1",,PROTEINASE,NCBI
ERVK-25,"PR,Protease,Proteinase,c11_A",,PROTEINASE,NCBI
PDHX,"DLDBP,E3BP,OPDX,PDHXD,PDX1,proX",ENSG00000110435,PROX,NCBI
PRORSD1P,"NCRNA00117,PRDXDD1P,Prdxdd1,ProX,ProXp-ala,Ybakd1",ENSG00000293422,PROX,NCBI
PRDX2,"HEL-S-2a,NKEF-B,NKEFB,PRP,PRX2,PRXII,PTX1,TDPX1,TPX1,TSA",ENSG00000167815,PRP,NCBI
PRNP,"ASCR,AltPrP,CD230,CJD,GSS,KURU,PRIP,PrP,PrP27-30,PrP33-35C,PrPc,p27-30",ENSG00000171867,PRP,NCBI
C4BPA,"C4BP,PRP",ENSG00000123838,PRP,NCBI
ABCB6,"ABC,LAN,MTABC3,PRP,umat",ENSG00000115657,PRP,NCBI
CARD14,"BIMP2,CARMA2,PRP,PSORS2,PSS1",ENSG00000141527,PRP,NCBI
PRH2,"PRP-1/PRP-2,Pr,pr1/Pr2",ENSG00000134551,PRP-1/PRP-2,NCBI
PRH1,"Db-s,PA,PIF-S,PRH2,PRP-1/PRP-2,Pr1/Pr2",ENSG00000231887,PRP-1/PRP-2,NCBI
DHX16,"DBP2,DDX16,NMOAS,PRO2014,PRP8,PRPF2,Prp2",ENSG00000204560,PRP2,NCBI
TMEM171,PRP2,ENSG00000157111,PRP2,NCBI
PRPF4,"HPRP4,HPRP4P,PRP4,Prp4p,RP70,SNRNP60",ENSG00000136875,PRP4,NCBI
PRP4K,"PR4H,PRP4,PRP4H,PRPF4B,Prp4B,dJ1013A10.1",ENSG00000112739,PRP4,NCBI
DHX16,"DBP2,DDX16,NMOAS,PRO2014,PRP8,PRPF2,Prp2",ENSG00000204560,PRP8,NCBI
PRPF8,"HPRP8,PRP8,PRPC8,RP13,SNRNP220",ENSG00000174231,PRP8,NCBI
NECTIN1,"CD111,CLPED1,ED4,HIgR,HV1S,HVEC,OFC7,PRR,PRR1,PVRL1,PVRR,PVRR1,SK-12,nectin-1",ENSG00000110400,PRR,NCBI
ATP6AP2,"APT6M8-9,ATP6IP2,ATP6M8-9,CDG2R,ELDF10,HT028,M8-9,MRXE,MRXSH,MSTP009,PRR,RENR,XMRE,XPDS",ENSG00000182220,PRR,NCBI
NR1I2,"BXR,ONR1,PAR,PAR1,PAR2,PARq,PRR,PXR,SAR,SXR",ENSG00000144852,PRR,NCBI
PNRC1,"B4-2,PNAS-145,PROL2,PRR2",ENSG00000146278,PRR2,NCBI
NECTIN2,"CD112,HVEB,PRR2,PVRL2,PVRR2",ENSG00000130202,PRR2,NCBI
PRR20B,"PRR20,PRR20A,PRR20C,PRR20D,PRR20E",ENSG00000204918,PRR20,NCBI
PRR20C,"PRR20,PRR20A,PRR20B,PRR20D,PRR20E",ENSG00000229665,PRR20,NCBI
PRR20E,"PRR20,PRR20A,PRR20B,PRR20C,PRR20D",ENSG00000234278,PRR20,NCBI
PRR20D,"PRR20,PRR20A,PRR20B,PRR20C,PRR20E",ENSG00000227151,PRR20,NCBI
PRR20A,"PRR20,PRR20B,PRR20C,PRR20D,PRR20E",ENSG00000204919,PRR20,NCBI
PRR20B,"PRR20,PRR20A,PRR20C,PRR20D,PRR20E",ENSG00000204918,PRR20A,NCBI
PRR20D,"PRR20,PRR20A,PRR20B,PRR20C,PRR20E",ENSG00000227151,PRR20A,NCBI
PRR20C,"PRR20,PRR20A,PRR20B,PRR20D,PRR20E",ENSG00000229665,PRR20A,NCBI
PRR20E,"PRR20,PRR20A,PRR20B,PRR20C,PRR20D",ENSG00000234278,PRR20A,NCBI
PRR20E,"PRR20,PRR20A,PRR20B,PRR20C,PRR20D",ENSG00000234278,PRR20B,NCBI
PRR20D,"PRR20,PRR20A,PRR20B,PRR20C,PRR20E",ENSG00000227151,PRR20B,NCBI
PRR20A,"PRR20,PRR20B,PRR20C,PRR20D,PRR20E",ENSG00000204919,PRR20B,NCBI
PRR20C,"PRR20,PRR20A,PRR20B,PRR20D,PRR20E",ENSG00000229665,PRR20B,NCBI
PRR20E,"PRR20,PRR20A,PRR20B,PRR20C,PRR20D",ENSG00000234278,PRR20C,NCBI
PRR20B,"PRR20,PRR20A,PRR20C,PRR20D,PRR20E",ENSG00000204918,PRR20C,NCBI
PRR20D,"PRR20,PRR20A,PRR20B,PRR20C,PRR20E",ENSG00000227151,PRR20C,NCBI
PRR20A,"PRR20,PRR20B,PRR20C,PRR20D,PRR20E",ENSG00000204919,PRR20C,NCBI
PRR20C,"PRR20,PRR20A,PRR20B,PRR20D,PRR20E",ENSG00000229665,PRR20D,NCBI
PRR20A,"PRR20,PRR20B,PRR20C,PRR20D,PRR20E",ENSG00000204919,PRR20D,NCBI
PRR20E,"PRR20,PRR20A,PRR20B,PRR20C,PRR20D",ENSG00000234278,PRR20D,NCBI
PRR20B,"PRR20,PRR20A,PRR20C,PRR20D,PRR20E",ENSG00000204918,PRR20D,NCBI
PRR20C,"PRR20,PRR20A,PRR20B,PRR20D,PRR20E",ENSG00000229665,PRR20E,NCBI
PRR20D,"PRR20,PRR20A,PRR20B,PRR20C,PRR20E",ENSG00000227151,PRR20E,NCBI
PRR20B,"PRR20,PRR20A,PRR20C,PRR20D,PRR20E",ENSG00000204918,PRR20E,NCBI
PRR20A,"PRR20,PRR20B,PRR20C,PRR20D,PRR20E",ENSG00000204919,PRR20E,NCBI
KLK10,"NES1,PRSSL1",ENSG00000129451,PRSSL1,NCBI
PRSS57,"NSP4,PRSSL1,UNQ782",ENSG00000185198,PRSSL1,NCBI
PRRX1,"AGOTC,PHOX1,PMX1,PRX-1,PRX1",ENSG00000116132,PRX1,NCBI
PRDX1,"MSP23,NKEF-A,NKEFA,PAG,PAGA,PAGB,PRX1,PRXI,TDPX2",ENSG00000117450,PRX1,NCBI
PRRX2,"PMX2,PRX2",ENSG00000167157,PRX2,NCBI
PRDX2,"HEL-S-2a,NKEF-B,NKEFB,PRP,PRX2,PRXII,PTX1,TDPX1,TPX1,TSA",ENSG00000167815,PRX2,NCBI
PSEN1,"ACNINV3,AD3,FAD,PS-1,PS1,PSNL1,S182",ENSG00000080815,PS1,NCBI
TAS2R62P,"PS1,T2R62,TAS2R62",ENSG00000234066,PS1,NCBI
TFF1,"BCEI,D21S21,HP1.A,HPS2,pNR-2,pS2",ENSG00000160182,PS2,NCBI
PSEN2,"AD3L,AD4,CMD1V,PS2,STM2",ENSG00000143801,PS2,NCBI
TAS2R64P,"PS2,T2R64,T2R64P",ENSG00000256274,PS2,NCBI
NPEPPS,"AAP-S,MP100,PSA",ENSG00000141279,PSA,NCBI
KLK3,"APS,KLK2A1,PSA,hK3",ENSG00000142515,PSA,NCBI
PSAT1,"EPIP,NLS2,PSA,PSAT,PSATD",ENSG00000135069,PSA,NCBI
PROS1,"PROS,PS21,PS22,PS23,PS24,PS25,PSA,THPH5,THPH6",ENSG00000184500,PSA,NCBI
PLAG1,"PSA,SGPA,SRS4,ZNF912",ENSG00000181690,PSA,NCBI
SFTPA1,"COLEC4,ILD1,PSAP,PSP-A,PSPA,SFTP1,SFTPA1B,SP-A,SP-A1,SP-A1 beta,SP-A1 delta,SP-A1 epsilon,SP-A1 gamma,SPA,SPA1",ENSG00000122852,PSAP,NCBI
MTCH1,"CGI-64,PIG60,PSAP,SLC25A49",ENSG00000137409,PSAP,NCBI
SFTPA2,"COLEC5,ILD2,PSAP,PSP-A,PSPA,SFTP1,SFTPA2B,SP-2A,SP-A,SPA2,SPAII",ENSG00000185303,PSAP,NCBI
PSG9,"PS34,PSBG-11,PSBG-9,PSG11,PSGII",ENSG00000183668,PSBG-11,NCBI
PSG11,"PSBG-11,PSBG-13,PSG13,PSG14",ENSG00000243130,PSBG-11,NCBI
PSG9,"PS34,PSBG-11,PSBG-9,PSG11,PSGII",ENSG00000183668,PSBG-9,NCBI
PSG4,"PSBG-4,PSBG-9,PSG9",ENSG00000243137,PSBG-9,NCBI
PSMB1,"HC5,NEDMHAL,PMSB1,PSC5",ENSG00000008018,PSC5,NCBI
PSMA5,"PSC5,ZETA",ENSG00000143106,PSC5,NCBI
ITK,"EMT,LPFS1,LYK,PSCTK2",ENSG00000113263,PSCTK2,NCBI
BMX,"ETK,PSCTK2,PSCTK3",ENSG00000102010,PSCTK2,NCBI
FBXL15,"FBXO37,Fbl15,JET,PSD",ENSG00000107872,PSD,NCBI
PISD,"DJ858B16,LIBF,PSD,PSDC,PSSC,dJ858B16.2",ENSG00000241878,PSD,NCBI
CARD18,"ICEBERG,UNQ5804,pseudo-ICE",ENSG00000255501,PSEUDO-ICE,NCBI
CARD16,"COP,COP1,LLID-114769,PSEUDO-ICE",ENSG00000204397,PSEUDO-ICE,NCBI
IGFBP7,"AGM,FSTL2,IBP-7,IGFBP-7,IGFBP-7v,IGFBPRP1,MAC25,PSF,RAMSVPS,TAF",ENSG00000163453,PSF,NCBI
SFPQ,"POMP100,PPP1R140,PSF",ENSG00000116560,PSF,NCBI
TAP1,"ABC17,ABCB2,APT1,D6S114E,MHC1D1,PSF-1,PSF1,RING4,TAP1*0102N,TAP1N",ENSG00000168394,PSF1,NCBI
GINS1,"IMD55,PSF1",ENSG00000101003,PSF1,NCBI
TAP2,"ABC18,ABCB3,APT2,D6S217E,MHC1D2,PSF-2,PSF2,RING11",ENSG00000204267,PSF2,NCBI
GINS2,"HSPC037,PSF2,Pfs2",ENSG00000131153,PSF2,NCBI
PSG7,"PS-beta-G-7,PSBG-7,PSG1,PSGGA",ENSG00000221878,PSG1,NCBI
PSG8,PSG1,ENSG00000124467,PSG1,NCBI
PSG2,"CEA,PSBG2,PSG1",ENSG00000242221,PSG1,NCBI
PSG10P,"PSG10,PSG12",,PSG10,NCBI
PSG6,"PSBG-10,PSBG-12,PSBG-6,PSG10,PSGGB",ENSG00000170848,PSG10,NCBI
PSG7,"PS-beta-G-7,PSBG-7,PSG1,PSGGA",ENSG00000221878,PSGGA,NCBI
PSG1,"B1G1,CD66f,DHFRP2,FL-NCA-1/2,PBG1,PS-beta-C/D,PS-beta-G-1,PSBG-1,PSBG1,PSG95,PSGGA,PSGIIA,SP1",ENSG00000231924,PSGGA,NCBI
SSXP8,psiSSX8,,PSISSX8,NCBI
SSX18P,psiSSX8,ENSG00000241207,PSISSX8,NCBI
STK16,"KRCT,MPSK,PKL12,PSK,TSF1,hPSK",ENSG00000115661,PSK,NCBI
TAOK2,"MAP3K17,PSK,PSK1,PSK1-BETA,TAO1,TAO2,Tao2beta",ENSG00000149930,PSK,NCBI
WNK1,"HSAN2,HSN2,KDP,PPP1R167,PRKWNK1,PSK,p65",ENSG00000060237,PSK,NCBI
FOLH1,"FGCP,FOLH,GCP2,GCPII,NAALAD1,PSM,PSMA,mGCP",ENSG00000086205,PSM,NCBI
SH2B1,"PSM,SH2B",ENSG00000178188,PSM,NCBI
FOLH1B,"FOLH2,FOLHP,PSM,PSMA-LIKE,PSMAL",,PSM,NCBI
SEM1,"C7orf76,DSS1,ECD,PSMD15,SHFD1,SHFM1,SHSF1,Shfdg1",ENSG00000127922,PSMD15,NCBI
PSMD4P1,"PSMD15,PSMD4P",,PSMD15,NCBI
PSPH,"PSP,PSPHD",ENSG00000146733,PSP,NCBI
PSPN,PSP,ENSG00000125650,PSP,NCBI
MSMB,"HPC13,IGBF,MSP,MSPB,PN44,PRPS,PSP,PSP-94,PSP57,PSP94",ENSG00000263639,PSP,NCBI
STXBP3,"MUNC18-3,MUNC18C,PSP,UNC-18C",ENSG00000116266,PSP,NCBI
BPIFA2,"C20orf70,PSP,SPLUNC2,bA49G10.1",ENSG00000131050,PSP,NCBI
REG1A,"ICRF,P19,PSP,PSPS,PSPS1,PTP,REG",ENSG00000115386,PSP,NCBI
RIDA,"HRSP12,P14.5,PSP,UK114,hp14.5",ENSG00000132541,PSP,NCBI
SFTPA1,"COLEC4,ILD1,PSAP,PSP-A,PSPA,SFTP1,SFTPA1B,SP-A,SP-A1,SP-A1 beta,SP-A1 delta,SP-A1 epsilon,SP-A1 gamma,SPA,SPA1",ENSG00000122852,PSP-A,NCBI
SFTPA2,"COLEC5,ILD2,PSAP,PSP-A,PSPA,SFTP1,SFTPA2B,SP-2A,SP-A,SPA2,SPAII",ENSG00000185303,PSP-A,NCBI
RBM14,"COAA,PSP2,SIP,SYTIP1,TMEM137",ENSG00000239306,PSP2,NCBI
RBM14-RBM4,"COAZ,PSP2,RBM14,SIP",ENSG00000248643,PSP2,NCBI
SFTPA1,"COLEC4,ILD1,PSAP,PSP-A,PSPA,SFTP1,SFTPA1B,SP-A,SP-A1,SP-A1 beta,SP-A1 delta,SP-A1 epsilon,SP-A1 gamma,SPA,SPA1",ENSG00000122852,PSPA,NCBI
SFTPA2,"COLEC5,ILD2,PSAP,PSP-A,PSPA,SFTP1,SFTPA2B,SP-2A,SP-A,SPA2,SPAII",ENSG00000185303,PSPA,NCBI
CDSN,"HTSS,HTSS1,HYPT2,PSS,PSS1",ENSG00000204539,PSS1,NCBI
CARD14,"BIMP2,CARMA2,PRP,PSORS2,PSS1",ENSG00000141527,PSS1,NCBI
PTDSS1,"LMHD,PSS1,PSSA",ENSG00000156471,PSS1,NCBI
PTDSS2,PSS2,ENSG00000174915,PSS2,NCBI
TGM5,"PSS2,TG(X),TGASE5,TGASEX,TGM6,TGMX,TGX",ENSG00000104055,PSS2,NCBI
ST8SIA4,"PST,PST1,SIAT8-D,SIAT8D,ST8SIA-IV,ST8SiaIV",ENSG00000113532,PST,NCBI
SULT1A1,"HAST1/HAST2,P-PST,P-PST 1,PST,ST1A1,ST1A3,STP,STP1,TSPST1,ts-PST",ENSG00000196502,PST,NCBI
F11,"FXI,PTA",ENSG00000088926,PTA,NCBI
PTCRA,"PT-ALPHA,PTA",ENSG00000171611,PTA,NCBI
SYMPK,"Pta1,SPK,SYM",ENSG00000125755,PTA1,NCBI
CD226,"DNAM-1,DNAM1,PTA1,TLiSA1",ENSG00000150637,PTA1,NCBI
F9,"F9 p22,FIX,HEMB,P19,PTC,THPH8",ENSG00000101981,PTC,NCBI
TAS2R38,"PTC,T2R38,T2R61,THIOT",ENSG00000257138,PTC,NCBI
PTCH1,"BCNS,BCNS1,NBCCS,PTC,PTC1,PTCH",ENSG00000185920,PTC,NCBI
CCDC6,"D10S170,H4,PTC,PTC1,TPC,TST1",ENSG00000108091,PTC,NCBI
RET,"CDHF12,CDHR16,HSCR1,MEN2A,MEN2B,MTC1,PTC,RET-ELE1",ENSG00000165731,PTC,NCBI
CCDC6,"D10S170,H4,PTC,PTC1,TPC,TST1",ENSG00000108091,PTC1,NCBI
PTCH1,"BCNS,BCNS1,NBCCS,PTC,PTC1,PTCH",ENSG00000185920,PTC1,NCBI
ACOT2,"CTE-IA,CTE1A,MTE1,PTE2,PTE2A,ZAP128",ENSG00000119673,PTE2,NCBI
ACOT8,"HNAACTE,NAP1,PTE-1,PTE-2,PTE1,PTE2,hACTE-III,hTE",ENSG00000101473,PTE2,NCBI
PTENP1,"PTEN-rs,PTEN2,PTENpg1,PTH2,psiPTEN",ENSG00000293199,PTEN2,NCBI
TPTE,"CT44,PTEN2,TPTE1",ENSG00000274391,PTEN2,NCBI
TEX28P2,"CXorf2B,pTEX",ENSG00000277008,PTEX,NCBI
TEX28P1,pTEX,ENSG00000274962,PTEX,NCBI
PPP1R3C,"PPP1R5,PTG",ENSG00000119938,PTG,NCBI
PPP1R3B,"GL,PPP1R4,PTG",ENSG00000173281,PTG,NCBI
PTGES3P3,PTGES3P,,PTGES3P,NCBI
PTGES3P1,PTGES3P,,PTGES3P,NCBI
PTH,"FIH1,PTH1",ENSG00000152266,PTH1,NCBI
PTRH1,"C9orf115,PTH1",ENSG00000187024,PTH1,NCBI
PTRH2,"BIT1,CFAP37,CGI-147,IMNEPD,PTH,PTH 2,PTH2",ENSG00000141378,PTH2,NCBI
PTENP1,"PTEN-rs,PTEN2,PTENpg1,PTH2,psiPTEN",ENSG00000293199,PTH2,NCBI
PTHLH,"BDE2,HHM,PLP,PTHR,PTHRP",ENSG00000087494,PTHR,NCBI
PTH1R,"EKNS,PFE,PTHR,PTHR1",ENSG00000160801,PTHR,NCBI
SLC25A3,"OK/SW-cl.48,PHC,PTP,PiC",ENSG00000075415,PTP,NCBI
REG1A,"ICRF,P19,PSP,PSPS,PSPS1,PTP,REG",ENSG00000115386,PTP,NCBI
PTPRU,"FMI,PCP-2,PTP,PTP-J,PTP-PI,PTP-RO,PTPPSI,PTPRO,PTPU2,R-PTP-PSI,R-PTP-U,hPTP-J",ENSG00000060656,PTP,NCBI
PTPRZ2,"HTPZP2,PTPRZ",,PTPRZ,NCBI
PTPRZ1,"HPTPZ,HPTPzeta,PTP-ZETA,PTP18,PTPRZ,PTPZ,R-PTP-zeta-2,RPTPB,RPTPbeta,phosphacan",ENSG00000106278,PTPRZ,NCBI
PTPRO,"GLEPP1,NPHS6,PTP-OC,PTP-U2,PTPROT,PTPU2,R-PTP-O",ENSG00000151490,PTPU2,NCBI
PTPRU,"FMI,PCP-2,PTP,PTP-J,PTP-PI,PTP-RO,PTPPSI,PTPRO,PTPU2,R-PTP-PSI,R-PTP-U,hPTP-J",ENSG00000060656,PTPU2,NCBI
CRP,PTX1,ENSG00000132693,PTX1,NCBI
PITX1,"BFT,CCF,LBNBG,POTX,PTX1",ENSG00000069011,PTX1,NCBI
ERGIC2,"CDA14,Erv41,PTX1,cd002",ENSG00000087502,PTX1,NCBI
PRDX2,"HEL-S-2a,NKEF-B,NKEFB,PRP,PRX2,PRXII,PTX1,TDPX1,TPX1,TSA",ENSG00000167815,PTX1,NCBI
APCS,"HEL-S-92n,PTX2,SAP",ENSG00000132703,PTX2,NCBI
PITX2,"ARP1,ASGD4,Brx1,IDG2,IGDS,IGDS2,IHG2,IRID2,Otlx2,PTX2,RGS,RIEG,RIEG1,RS",ENSG00000164093,PTX2,NCBI
MYOD1,"CMYP17,MYF3,MYOD,MYODRIF,PUM,bHLHc1",ENSG00000129152,PUM,NCBI
MUC1,"ADMCKD,ADMCKD1,ADTKD2,CA 15-3,CD227,Ca15-3,EMA,H23AG,KL-6,MAM6,MCD,MCKD,MCKD1,MUC-1,MUC-1/SEC,MUC-1/X,MUC1/ZD,PEM,PEMT,PUM",ENSG00000185499,PUM,NCBI
HCAR2,"GPR109A,HCA2,HM74a,HM74b,NIACR1,PUMAG,Puma-g",ENSG00000182782,PUMA-G,NCBI
HCAR3,"GPR109B,HCA3,HM74,PUMAG,Puma-g",ENSG00000255398,PUMA-G,NCBI
HCAR3,"GPR109B,HCA3,HM74,PUMAG,Puma-g",ENSG00000255398,PUMAG,NCBI
HCAR2,"GPR109A,HCA2,HM74a,HM74b,NIACR1,PUMAG,Puma-g",ENSG00000182782,PUMAG,NCBI
MAZ,"PUR1,Pur-1,SAF-1,SAF-2,SAF-3,ZF87,ZNF801,Zif87",ENSG00000103495,PUR1,NCBI
PURA,"MRD31,NEDRIHF,PUR-ALPHA,PUR1,PURALPHA",ENSG00000185129,PUR1,NCBI
SNRPN,"HCERN3,PWCR,RT-LI,SM-D,SMN,SNRNP-N,SNURF-SNRPN,sm-N",ENSG00000128739,PWCR,NCBI
NDN,"HsT16328,PWCR",ENSG00000182636,PWCR,NCBI
ABCD3,"ABC43,CBAS5,PMP70,PXMP1,ZWS2",ENSG00000117528,PXMP1,NCBI
PEX19,"D1S2223E,HK33,PBD12A,PMP1,PMPI,PXF,PXMP1",ENSG00000162735,PXMP1,NCBI
PINX1,"Gno1,LPTL,LPTS,Pxr1",ENSG00000254093,PXR1,NCBI
PEX5,"PBD2A,PBD2B,PTS1-BP,PTS1R,PXR1,RCDP5",ENSG00000139197,PXR1,NCBI
NLRP11,"CLR19.6,NALP11,NOD17,PAN10,PYPAF6,PYPAF7",ENSG00000179873,PYPAF7,NCBI
NLRP12,"CLR19.3,FCAS2,NALP12,PAN6,PYPAF7,RNO,RNO2",ENSG00000142405,PYPAF7,NCBI
EPRS1,"EARS,EPRS,GLUPRORS,HLD15,PARS,PIG32,QARS,QPRS",ENSG00000136628,QARS,NCBI
QARS1,"GLNRS,MSCCA,PRO2195,QARS",ENSG00000172053,QARS,NCBI
UQCRQ,"MC3DN4,QCR8,QP-C,QPC,UQCR7",ENSG00000164405,QP-C,NCBI
UQCRB,"MC3DN3,QCR7,QP-C,QPC,UQBC,UQBP,UQCR6,UQPC",ENSG00000156467,QP-C,NCBI
UQCRQ,"MC3DN4,QCR8,QP-C,QPC,UQCR7",ENSG00000164405,QPC,NCBI
UQCRB,"MC3DN3,QCR7,QP-C,QPC,UQBC,UQBP,UQCR6,UQPC",ENSG00000156467,QPC,NCBI
SDHC,"CYB560,CYBL,PGL3,PPGL3,QPS1,SDH3",ENSG00000143252,QPS1,NCBI
LOC642502,"CYB560,CYBL,QPs-1,QPs1,SDH3,SDHC",,QPS1,NCBI
CD1B,"CD1,CD1A,R1",ENSG00000158485,R1,NCBI
PNKD,"BRP17,DYT8,FKSG19,FPD1,KIPP1184,MR-1,MR-1S,MR1,PDC,PKND1,PNKD1,R1,TAHCCP2",ENSG00000127838,R1,NCBI
RRM1,"PEOB6,R1,RIR1,RR1",ENSG00000167325,R1,NCBI
CDCA7L,"JPO2,R1,RAM2",ENSG00000164649,R1,NCBI
RRM2,"C2orf48,R2,RR2,RR2M",ENSG00000171848,R2,NCBI
CD1E,"CD1A,R2",ENSG00000158488,R2,NCBI
CD82,"4F9,C33,GR15,IA4,KAI1,R2,SAR2,ST6,TSPAN27",ENSG00000085117,R2,NCBI
RAD51D,"BROVCA4,R51H3,RAD51L3,TRAD",ENSG00000185379,R51H3,NCBI
RAD51C,"BROVCA3,FANCO,R51H3,RAD51L2",ENSG00000108384,R51H3,NCBI
RNASE4,"RAB1,RNS4",ENSG00000258818,RAB1,NCBI
RAB1A,"RAB1,YPT1",ENSG00000138069,RAB1,NCBI
RAB39A,"K28,RAB39",ENSG00000179331,RAB39,NCBI
RAB34,"NARR,OFD20,RAB39,RAH",ENSG00000109113,RAB39,NCBI
RAB7A,"CMT2B,PRO2706,RAB7",ENSG00000075785,RAB7,NCBI
RAB7B,RAB7,ENSG00000276600,RAB7,NCBI
RNASE6,"RAD1,RNS6,RNasek6",ENSG00000169413,RAD1,NCBI
RRAD,"RAD,RAD1,REM3",ENSG00000166592,RAD1,NCBI
ERCC4,"ERCC11,FANCQ,RAD1,XFEPS,XPF",ENSG00000175595,RAD1,NCBI
ERCC6L2,"BMFS2,C9orf102,HEBO,RAD26L,SR278",ENSG00000182150,RAD26L,NCBI
ERCC6L,"PICH,RAD26L",ENSG00000186871,RAD26L,NCBI
ULBP2,"ALCAN-alpha,N2DL2,NKG2DL2,RAET1H,RAET1L",ENSG00000131015,RAET1H,NCBI
RAET1L,"RAET1H,ULBP6",ENSG00000155918,RAET1H,NCBI
AGER,"RAGE,SCARJ1,sRAGE",ENSG00000204305,RAGE,NCBI
MOK,"RAGE,RAGE-1,RAGE1,STK30",ENSG00000080823,RAGE,NCBI
RNH1,"IIAE12,RAI,RNH",ENSG00000023191,RAI,NCBI
PPP1R13L,"ARCME,CMAEA,IASPP,NKIP1,RAI,RAI4",ENSG00000104881,RAI,NCBI
SHC3,"N-Shc,NSHC,RAI,SHCC",ENSG00000148082,RAI,NCBI
GDF1,"CERS1,CHTD6,DORV,DTGA3,LAG1,LASS1,RAI,UOG1",ENSG00000130283,RAI,NCBI
DXO,"DOM3L,DOM3Z,NG6,RAI1",ENSG00000204348,RAI1,NCBI
RNASE12,"HEL-S-85p,RAI1",ENSG00000258436,RAI1,NCBI
FRK,"GTK,PTK5,RAK",ENSG00000111816,RAK,NCBI
