,collision,gene_symbol,ENSG_ID,source,gene_symbol_count
1317,GPCR,"['MRGPRX3', ' LGR6', ' GPR151', ' MRGPRX1', ' LPAR3', ' GPRC6A', ' OXER1', ' GPR166P', ' VN1R17P', ' MRGPRX4', ' FZD4']","ENSG00000179826, ENSG00000133067, ENSG00000173250, ENSG00000170255, ENSG00000171517, ENSG00000173612, ENSG00000162881, ENSG00000220349, nan, ENSG00000179817, ENSG00000174804",NCBI,11
2762,PPIASE,"['FKBP4', ' FKBP9', ' PPIL6', ' FKBP5', ' PPIL1', ' FKBP3', ' FKBP2', ' FKBP1B', ' FKBP1A', ' FKBP10', ' FKBP7']","ENSG00000004478, ENSG00000122642, ENSG00000185250, ENSG00000096060, ENSG00000137168, ENSG00000100442, ENSG00000173486, ENSG00000119782, ENSG00000088832, ENSG00000141756, ENSG00000079150",NCBI,11
2770,PR,"['TMEM37', ' ERVK-21', ' ERVK-8', ' ERVK-25', ' PGR', ' ERVK-9', ' PRH2', ' ERVK-10', ' ERVK-24', ' ERVK-18', ' ERVK-19']","ENSG00000171227, nan, nan, nan, ENSG00000082175, nan, ENSG00000134551, nan, nan, nan, nan",NCBI,11
1592,HOX1,"['HOXA10', ' HOXA5', ' HOXA9', ' HOXA1', ' HOXA3', ' HOXA4', ' HOXA7', ' HOXA6', ' HOXA13', ' HOXA11']","ENSG00000253293, ENSG00000106004, ENSG00000078399, ENSG00000105991, ENSG00000105997, ENSG00000197576, ENSG00000122592, ENSG00000106006, ENSG00000106031, ENSG00000005073",NCBI,10
2517,P58,"['RAD23B', ' PSMD3', ' IFIT5', ' KIR2DL3', ' DNAJC3', ' PDIA3', ' PRIM2', ' H3P20', ' CDK11B', ' PKM']","ENSG00000119318, ENSG00000108344, ENSG00000152778, ENSG00000243772, ENSG00000102580, ENSG00000167004, ENSG00000146143, ENSG00000250351, ENSG00000248333, ENSG00000067225",NCBI,10
810,P40,"['BRMS1L', ' PSMD7', ' ARHGEF2', ' IL9', ' TP63', ' ARMH1', ' EBNA1BP2', ' LANCL1', ' H3P28', ' RPSA']","ENSG00000100916, ENSG00000103035, ENSG00000116584, ENSG00000145839, ENSG00000073282, ENSG00000198520, ENSG00000117395, ENSG00000115365, ENSG00000220347, ENSG00000168028",HGNC,10
1082,P40,"['IL9', ' LANCL1', ' H3P28', ' ARMH1', ' TP63', ' PSMD7', ' BRMS1L', ' RPSA', ' EBNA1BP2', ' ARHGEF2']","ENSG00000145839, ENSG00000115365, ENSG00000220347, ENSG00000198520, ENSG00000073282, ENSG00000103035, ENSG00000100916, ENSG00000168028, ENSG00000117395, ENSG00000116584",ENSG,10
677,HOX1,"['HOXA11', ' HOXA10', ' HOXA13', ' HOXA9', ' HOXA5', ' HOXA1', ' HOXA6', ' HOXA4', ' HOXA7', ' HOXA3']","ENSG00000005073, ENSG00000253293, ENSG00000106031, ENSG00000078399, ENSG00000106004, ENSG00000105991, ENSG00000106006, ENSG00000197576, ENSG00000122592, ENSG00000105997",ENSG,10
1594,HOX2,"['HOXB1', ' HOXB6', ' HOXB4', ' HOXB7', ' HOXB8', ' HOXB2', ' HOXB3', ' HOXB9', ' HOXB5']","ENSG00000120094, ENSG00000108511, ENSG00000182742, ENSG00000260027, ENSG00000120068, ENSG00000173917, ENSG00000120093, ENSG00000170689, ENSG00000120075",NCBI,9
1193,U3,"['RNU3A2', ' RNU3B4', ' RNU3', ' SNORD3P3', ' SNORD3P1', ' SNORD3P4', ' SNORD3@', ' SNORD3A', ' SNORD3F']","nan, nan, nan, nan, ENSG00000200318, nan, nan, ENSG00000263934, nan",HGNC,9
1406,H3C8,"['H3C6', ' H3C1', ' H3C12', ' H3C7', ' H3C10', ' H3C11', ' H3C4', ' H3C3', ' H3C2']","ENSG00000274750, ENSG00000275714, ENSG00000197153, ENSG00000277775, ENSG00000278828, ENSG00000275379, ENSG00000197409, ENSG00000287080, ENSG00000286522",NCBI,9
1397,H3C12,"['H3C2', ' H3C6', ' H3C4', ' H3C8', ' H3C10', ' H3C1', ' H3C3', ' H3C11', ' H3C7']","ENSG00000286522, ENSG00000274750, ENSG00000197409, ENSG00000273983, ENSG00000278828, ENSG00000275714, ENSG00000287080, ENSG00000275379, ENSG00000277775",NCBI,9
2465,P18,"['CDKN2C', ' TPPP2', ' MAFK', ' UBE2I', ' ZNF197', ' LAMTOR1', ' EEF1E1', ' H3P12', ' ATRAID']","ENSG00000123080, ENSG00000179636, ENSG00000198517, ENSG00000103275, ENSG00000186448, ENSG00000149357, ENSG00000124802, nan, ENSG00000138085",NCBI,9
1394,H3C1,"['H3C8', ' H3C3', ' H3C7', ' H3C6', ' H3C11', ' H3C10', ' H3C4', ' H3C12', ' H3C2']","ENSG00000273983, ENSG00000287080, ENSG00000277775, ENSG00000274750, ENSG00000275379, ENSG00000278828, ENSG00000197409, ENSG00000197153, ENSG00000286522",NCBI,9
1395,H3C10,"['H3C7', ' H3C4', ' H3C6', ' H3C3', ' H3C2', ' H3C8', ' H3C11', ' H3C1', ' H3C12']","ENSG00000277775, ENSG00000197409, ENSG00000274750, ENSG00000287080, ENSG00000286522, ENSG00000273983, ENSG00000275379, ENSG00000275714, ENSG00000197153",NCBI,9
2217,NAP1,"['AZI2', ' NAPSA', ' NCKAP1', ' NAP1L1', ' TRMO', ' ACOT8', ' CXCL8', ' NAA25', ' TAB3']","ENSG00000163512, ENSG00000131400, ENSG00000061676, ENSG00000187109, ENSG00000136932, ENSG00000101473, ENSG00000169429, ENSG00000111300, ENSG00000157625",NCBI,9
1396,H3C11,"['H3C4', ' H3C3', ' H3C6', ' H3C2', ' H3C1', ' H3C8', ' H3C10', ' H3C12', ' H3C7']","ENSG00000197409, ENSG00000287080, ENSG00000274750, ENSG00000286522, ENSG00000275714, ENSG00000273983, ENSG00000278828, ENSG00000197153, ENSG00000277775",NCBI,9
780,P14,"['LAMTOR2', ' H3P8', ' SUB1', ' SF3B6', ' CDK2AP2', ' CTNNBL1', ' CDKN2A', ' RPP14', ' S100A9']","ENSG00000116586, ENSG00000270915, ENSG00000113387, ENSG00000115128, ENSG00000167797, ENSG00000132792, ENSG00000147889, ENSG00000163684, ENSG00000163220",HGNC,9
3600,UDPGT,"['UGT1A4', ' UGT1A3', ' UGT1A7', ' UGT1A9', ' UGT1A6', ' UGT1A10', ' UGT1A1', ' UGT1A8', ' UGT1A5']","ENSG00000244474, ENSG00000288702, ENSG00000244122, ENSG00000241119, ENSG00000167165, ENSG00000242515, ENSG00000241635, ENSG00000242366, ENSG00000288705",NCBI,9
1401,H3C2,"['H3C3', ' H3C12', ' H3C11', ' H3C7', ' H3C10', ' H3C1', ' H3C4', ' H3C6', ' H3C8']","ENSG00000287080, ENSG00000197153, ENSG00000275379, ENSG00000277775, ENSG00000278828, ENSG00000275714, ENSG00000197409, ENSG00000274750, ENSG00000273983",NCBI,9
3608,UGT1,"['UGT1A1', ' UGT1A4', ' UGT1A10', ' SLC35A2', ' UGT1A', ' UGT1A6', ' UGT1A7', ' UGGT1', ' UGT1A8']","ENSG00000241635, ENSG00000244474, ENSG00000242515, ENSG00000102100, nan, ENSG00000167165, ENSG00000244122, ENSG00000136731, ENSG00000242366",NCBI,9
1402,H3C3,"['H3C12', ' H3C7', ' H3C8', ' H3C2', ' H3C10', ' H3C4', ' H3C1', ' H3C11', ' H3C6']","ENSG00000197153, ENSG00000277775, ENSG00000273983, ENSG00000286522, ENSG00000278828, ENSG00000197409, ENSG00000275714, ENSG00000275379, ENSG00000274750",NCBI,9
1052,P14,"['CTNNBL1', ' RPP14', ' SF3B6', ' S100A9', ' H3P8', ' SUB1', ' LAMTOR2', ' CDK2AP2', ' CDKN2A']","ENSG00000132792, ENSG00000163684, ENSG00000115128, ENSG00000163220, ENSG00000270915, ENSG00000113387, ENSG00000116586, ENSG00000167797, ENSG00000147889",ENSG,9
1403,H3C4,"['H3C12', ' H3C11', ' H3C7', ' H3C2', ' H3C3', ' H3C8', ' H3C10', ' H3C6', ' H3C1']","ENSG00000197153, ENSG00000275379, ENSG00000277775, ENSG00000286522, ENSG00000287080, ENSG00000273983, ENSG00000278828, ENSG00000274750, ENSG00000275714",NCBI,9
1404,H3C6,"['H3C3', ' H3C12', ' H3C8', ' H3C7', ' H3C2', ' H3C10', ' H3C11', ' H3C4', ' H3C1']","ENSG00000287080, ENSG00000197153, ENSG00000273983, ENSG00000277775, ENSG00000286522, ENSG00000278828, ENSG00000275379, ENSG00000197409, ENSG00000275714",NCBI,9
1405,H3C7,"['H3C1', ' H3C3', ' H3C12', ' H3C6', ' H3C11', ' H3C2', ' H3C10', ' H3C4', ' H3C8']","ENSG00000275714, ENSG00000287080, ENSG00000197153, ENSG00000274750, ENSG00000275379, ENSG00000286522, ENSG00000278828, ENSG00000197409, ENSG00000273983",NCBI,9
679,HOX2,"['HOXB8', ' HOXB2', ' HOXB9', ' HOXB7', ' HOXB4', ' HOXB5', ' HOXB6', ' HOXB1', ' HOXB3']","ENSG00000120068, ENSG00000173917, ENSG00000170689, ENSG00000260027, ENSG00000182742, ENSG00000120075, ENSG00000108511, ENSG00000120094, ENSG00000120093",ENSG,9
123,ALP,"['ASRGL1', ' ATRNL1', ' ATHS', ' NAT10', ' ALPP', ' PDLIM3', ' SLPI', ' CCL27']","ENSG00000162174, ENSG00000107518, nan, ENSG00000135372, ENSG00000163283, ENSG00000154553, ENSG00000124107, ENSG00000213927",NCBI,8
57,ACT,"['SERPINA3', ' FHL5', ' ACTBL2', ' ACTG2', ' POTEKP', ' ACTG1', ' ACOT7', ' POTEM']","ENSG00000196136, ENSG00000112214, ENSG00000169067, ENSG00000163017, nan, ENSG00000184009, ENSG00000097021, ENSG00000222036",NCBI,8
104,AIP1,"['ACTRT1', ' WDR1', ' DAB2IP', ' PDCD6IP', ' ABI2', ' BIRC3', ' MAGI2', ' ARL6IP1']","ENSG00000123165, ENSG00000071127, ENSG00000136848, ENSG00000170248, ENSG00000138443, ENSG00000023445, ENSG00000187391, ENSG00000170540",NCBI,8
2458,P14,"['CDKN2A', ' SF3B6', ' H3P8', ' SUB1', ' LAMTOR2', ' CDK2AP2', ' RPP14', ' S100A9']","ENSG00000147889, ENSG00000115128, nan, ENSG00000113387, ENSG00000116586, ENSG00000167797, ENSG00000163684, ENSG00000163220",NCBI,8
2446,P100,"['NFKB2', ' SND1', ' SART3', ' CUX1', ' TPX2', ' ASCC2', ' PMEL', ' OAS3']","ENSG00000077150, ENSG00000197157, ENSG00000075856, ENSG00000257923, ENSG00000088325, ENSG00000100325, ENSG00000185664, ENSG00000111331",NCBI,8
1057,P18,"['ZNF197', ' H3P12', ' EEF1E1', ' CDKN2C', ' TPPP2', ' ATRAID', ' MAFK', ' LAMTOR1']","ENSG00000281709, ENSG00000230618, ENSG00000124802, ENSG00000123080, ENSG00000179636, ENSG00000138085, ENSG00000198517, ENSG00000149357",ENSG,8
2514,P55,"['ERG', ' IL2RA', ' PIK3R3', ' TNFRSF1A', ' FOS', ' FSCN1', ' H3P44', ' PSMD12']","ENSG00000157554, ENSG00000134460, ENSG00000117461, ENSG00000067182, ENSG00000170345, ENSG00000075618, nan, ENSG00000197170",NCBI,8
1134,PAP,"['MRPS30', ' TUSC2', ' ASAP1', ' PAPOLA', ' ASAP2', ' PDAP1', ' ACP3', ' REG3A']","ENSG00000112996, ENSG00000114383, ENSG00000153317, ENSG00000090060, ENSG00000151693, ENSG00000106244, ENSG00000014257, ENSG00000172016",ENSG,8
2794,PROTEINASE,"['ERVK-19', ' ERVK-10', ' ERVK-8', ' ERVK-9', ' ERVK-24', ' ERVK-18', ' ERVK-21', ' ERVK-25']","nan, nan, nan, nan, nan, nan, nan, nan",NCBI,8
2793,PROTEASE,"['ERVK-24', ' ERVK-18', ' ERVK-19', ' ERVK-10', ' ERVK-9', ' ERVK-8', ' ERVK-21', ' ERVK-25']","nan, nan, nan, nan, nan, nan, nan, nan",NCBI,8
236,ASP,"['ROPN1L', ' TMPRSS11D', ' ASPM', ' A1CF', ' ATG5', ' ASPA', ' C3', ' ASIP']","ENSG00000145491, ENSG00000153802, ENSG00000066279, ENSG00000148584, ENSG00000057663, ENSG00000108381, ENSG00000125730, ENSG00000101440",NCBI,8
2452,P120,"['TRPA1', ' CTNND1', ' IGSF1', ' RASA1', ' BRD8', ' NOP2', ' NSUN5']","ENSG00000104321, ENSG00000198561, ENSG00000147255, ENSG00000145715, ENSG00000112983, ENSG00000111641, ENSG00000130305",NCBI,7
2513,P54,"['SRSF11', ' NONO', ' H3P43', ' DDX6', ' ETS1', ' IFIT2', ' FKBP5']","ENSG00000116754, ENSG00000147140, ENSG00000226436, ENSG00000110367, ENSG00000134954, ENSG00000119922, ENSG00000096060",NCBI,7
1301,GNT1,"['UGT1A4', ' UGT1A1', ' UGT1A', ' UGT1A10', ' UGT1A8', ' UGT1A7', ' UGT1A6']","ENSG00000244474, ENSG00000241635, nan, ENSG00000242515, ENSG00000242366, ENSG00000244122, ENSG00000167165",NCBI,7
2495,P38,"['MAPK1', ' GRAP2', ' AIMP2', ' POLDIP2', ' AHSA1', ' MAPK14', ' CRK']","ENSG00000100030, ENSG00000100351, ENSG00000106305, ENSG00000004142, ENSG00000100591, ENSG00000112062, ENSG00000167193",NCBI,7
112,ASP,"['ATG5', ' ROPN1L', ' ASPA', ' A1CF', ' TMPRSS11D', ' ASIP', ' ASPM']","ENSG00000057663, ENSG00000145491, ENSG00000108381, ENSG00000148584, ENSG00000153802, ENSG00000101440, ENSG00000066279",ENSG,7
2317,NPIP,"['NPIPB11', ' NPIPB10P', ' NPIPA5', ' NPIPA1', ' NPIPB3', ' NPIPA2', ' PKD1P1']","ENSG00000254206, nan, ENSG00000183793, ENSG00000183426, nan, ENSG00000254852, ENSG00000244257",NCBI,7
450,CAP,"['HACD1', ' CAP1', ' CTAA1', ' LNPEP', ' SORBS1', ' SERPINB6', ' BRD4']","ENSG00000165996, ENSG00000131236, nan, ENSG00000113441, ENSG00000095637, ENSG00000124570, ENSG00000141867",NCBI,7
2444,P1,"['CRYGFP', ' A4GALT', ' PRF1', ' B3GALNT1', ' PMEL', ' PRM1', ' RPLP1']","nan, ENSG00000128274, ENSG00000180644, ENSG00000169255, ENSG00000185664, ENSG00000175646, ENSG00000137818",NCBI,7
460,CAR,"['CXADRP1', ' PRKAR1A', ' CXADR', ' SPG7', ' TRIM13', ' CASR', ' NR1I3']","ENSG00000214319, ENSG00000108946, ENSG00000154639, ENSG00000197912, ENSG00000204977, ENSG00000036828, ENSG00000143257",NCBI,7
82,ASP,"['TMPRSS11D', ' ROPN1L', ' ATG5', ' A1CF', ' ASPM', ' ASPA', ' ASIP']","ENSG00000153802, ENSG00000145491, ENSG00000057663, ENSG00000148584, ENSG00000066279, ENSG00000108381, ENSG00000101440",HGNC,7
2483,P28,"['GSTO1', ' DNALI1', ' TMED5', ' H3P24', ' IL27', ' GOSR1', ' PSMD10']","ENSG00000148834, ENSG00000163879, ENSG00000117500, nan, ENSG00000197272, ENSG00000108587, ENSG00000101843",NCBI,7
2532,P75,"['SIGLEC7', ' CUX1', ' TNFRSF1B', ' TCF3', ' PSIP1', ' KHSRP', ' HCLS1']","ENSG00000168995, ENSG00000257923, ENSG00000028137, ENSG00000071564, ENSG00000164985, ENSG00000088247, ENSG00000180353",NCBI,7
1197,U4,"['RNU4-1', ' RNU4-3P', ' RNU4-4P', ' RNU4-5P', ' RNU4-6P', ' RNU4-7P', ' RNU4-8P']","ENSG00000200795, nan, ENSG00000201458, ENSG00000272160, ENSG00000222736, ENSG00000201628, ENSG00000201806",HGNC,7
2570,PAP,"['ASAP2', ' REG3A', ' ASAP1', ' PAPOLA', ' MRPS30', ' TUSC2', ' PDAP1']","ENSG00000151693, ENSG00000172016, ENSG00000153317, ENSG00000090060, ENSG00000112996, ENSG00000114383, ENSG00000106244",NCBI,7
952,DUX10,"['LOC124906455', ' DUX4L10', ' LOC107987487', ' LOC107987485', ' LOC107987486', ' DUX4L1', ' LOC107987484']","nan, ENSG00000278664, nan, nan, nan, ENSG00000280757, nan",NCBI,7
2832,PSP,"['PSPH', ' PSPN', ' MSMB', ' STXBP3', ' BPIFA2', ' REG1A', ' RIDA']","ENSG00000146733, ENSG00000125650, ENSG00000263639, ENSG00000116266, ENSG00000131050, ENSG00000115386, ENSG00000132541",NCBI,7
860,PAP,"['ASAP1', ' ACP3', ' TUSC2', ' PDAP1', ' PAPOLA', ' MRPS30', ' ASAP2']","ENSG00000153317, ENSG00000014257, ENSG00000114383, ENSG00000106244, ENSG00000090060, ENSG00000112996, ENSG00000151693",HGNC,7
785,P18,"['MAFK', ' LAMTOR1', ' H3P12', ' TPPP2', ' ATRAID', ' CDKN2C', ' ZNF197']","ENSG00000198517, ENSG00000149357, ENSG00000230618, ENSG00000179636, ENSG00000138085, ENSG00000123080, ENSG00000186448",HGNC,7
681,HOX4,"['HOXD1', ' HOXD10', ' HOXD9', ' HOXD4', ' HOXD3', ' HOXD11', ' HOXD8']","ENSG00000128645, ENSG00000128710, ENSG00000128709, ENSG00000170166, ENSG00000128652, ENSG00000128713, ENSG00000175879",ENSG,7
680,HOX3,"['HOXC5', ' HOXC13', ' HOXC12', ' HOXC6', ' HOXC4', ' HOXC8', ' HOXC9']","ENSG00000172789, ENSG00000123364, ENSG00000123407, ENSG00000197757, ENSG00000198353, ENSG00000037965, ENSG00000180806",ENSG,7
1596,HOX4,"['HOXD8', ' HOXD9', ' HOXD11', ' HOXD4', ' HOXD3', ' HOXD10', ' HOXD1']","ENSG00000175879, ENSG00000128709, ENSG00000128713, ENSG00000170166, ENSG00000128652, ENSG00000128710, ENSG00000128645",NCBI,7
1595,HOX3,"['HOXC9', ' HOXC12', ' HOXC6', ' HOXC4', ' HOXC13', ' HOXC5', ' HOXC8']","ENSG00000180806, ENSG00000123407, ENSG00000197757, ENSG00000198353, ENSG00000123364, ENSG00000172789, ENSG00000037965",NCBI,7
3480,TP53TG3F,"['LOC102723713', ' TP53TG3D', ' TP53TG3B', ' TP53TG3C', ' TP53TG3E', ' LOC102723655', ' TP53TG3']","nan, ENSG00000205456, ENSG00000261509, ENSG00000205457, ENSG00000275034, nan, ENSG00000183632",NCBI,7
