,NCBI_ID,gene_symbol,aliases,HGNC_ID,ENSG_ID,collision_symbol,source
7915,10152,ABI2,ABI-2|ABI2B|AIP-1|AIP1|AblBP3|SSH3BP2|argBP1|argBPIA|argBPIB,24011,ENSG00000138443,AIP1,NCBI
36340,100526794,NT5C1B-RDH14,AIRP|NT5C1B|cN-IB|cN1B,38831,ENSG00000250741,AIRP,NCBI
16769,93034,NT5C1B,AIRP|CN-IB|CN1B,17818,ENSG00000185013,AIRP,NCBI
20416,260402,IS1,AIS|AIS1,,,AIS,NCBI
308,367,AR,AIS|AR8|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM,644,ENSG00000169083,AIS,NCBI
6684,8626,TP63,AIS|B(p51A)|B(p51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|p40|p51|p53CP|p63|p73H|p73L,15979,ENSG00000073282,AIS,NCBI
20416,260402,IS1,AIS|AIS1,,,AIS1,NCBI
10261,27022,FOXD3,AIS1|Genesis|HFH2|VAMAS2,3804,ENSG00000187140,AIS1,NCBI
13717,57623,ZFAT,AITD3|ZFAT1|ZNF406,19899,ENSG00000066827,AITD3,NCBI
5614,7038,TG,AITD3|TGN,11764,ENSG00000042832,AITD3,NCBI
11363,50808,AK3,AK3L1|AK6|AKL3L|AKL3L1|FIX,17376,ENSG00000147853,AK3L1,NCBI
172,205,AK4,AK 4|AK3|AK3L1|AK3L2,363,ENSG00000162433,AK3L1,NCBI
26455,645619,AK4P3,AK3L2|AK3L2P,21596,,AK3L2,NCBI
172,205,AK4,AK 4|AK3|AK3L1|AK3L2,363,ENSG00000162433,AK3L2,NCBI
11363,50808,AK3,AK3L1|AK6|AKL3L|AKL3L1|FIX,17376,ENSG00000147853,AK6,NCBI
9999,26289,AK5,AK6,365,ENSG00000154027,AK6,NCBI
10132,26748,GAGE12I,AL4|CT4.7|GAGE-7B|GAGE7B,4105,,AL4,NCBI
26326,645073,GAGE12G,AL4|CT4.7|GAGE-12G,31907,ENSG00000215269,AL4,NCBI
28471,100008586,GAGE12F,AL4|CT4.7|GAGE-7|GAGE-7B|GAGE-8|GAGE7|GAGE7B,31906,ENSG00000236362,AL4,NCBI
2079,2579,GAGE7,AL4|CT4.7|GAGE-7,4104,,AL4,NCBI
3639,4635,MYL4,ALC1|AMLC|GT1|PRO1957,7585,ENSG00000198336,ALC1,NCBI
7403,9557,CHD1L,ALC1|CHDL,1916,ENSG00000131778,ALC1,NCBI
192,226,ALDOA,ALDA|GSD12|HEL-S-87p,414,ENSG00000149925,ALDA,NCBI
57843,112694756,LOC112694756,ALDA|ALDOA,,ENSG00000285043,ALDA,NCBI
195,230,ALDOC,ALDC,418,ENSG00000109107,ALDC,NCBI
182,216,ALDH1A1,ALDC|ALDH-E1|ALDH1|ALDH11|HEL-9|HEL-S-53e|HEL12|PUMB1|RALDH1,402,ENSG00000165092,ALDC,NCBI
187,221,ALDH3B1,ALDH4|ALDH7,410,ENSG00000006534,ALDH4,NCBI
189,223,ALDH9A1,ALDH4|ALDH7|ALDH9|E3|TMABA-DH|TMABADH|TMABALDH,412,ENSG00000143149,ALDH4,NCBI
6711,8659,ALDH4A1,ALDH4|P5CD|P5CDh,406,ENSG00000159423,ALDH4,NCBI
187,221,ALDH3B1,ALDH4|ALDH7,410,ENSG00000006534,ALDH7,NCBI
189,223,ALDH9A1,ALDH4|ALDH7|ALDH9|E3|TMABA-DH|TMABADH|TMABALDH,412,ENSG00000143149,ALDH7,NCBI
196,231,AKR1B1,ADR|ALDR1|ALR2|AR,381,ENSG00000085662,ALDR1,NCBI
8070,10327,AKR1A1,ALDR1|ALR|ARM|DD3|HEL-S-6,380,ENSG00000117448,ALDR1,NCBI
197,236,AKR1B1P2,ALDRP,425,,ALDRP,NCBI
191,225,ABCD2,ABC39|ALDL1|ALDR|ALDRP|hALDR,66,ENSG00000173208,ALDRP,NCBI
21233,286749,STON1-GTF2A1L,ALF|GTF2A1L|GTF2A1LF|SALF,30651,ENSG00000068781,ALF,NCBI
8654,11036,GTF2A1L,ALF,30727,ENSG00000242441,ALF,NCBI
148,173,AFM,ALB2|ALBA|ALF,316,ENSG00000079557,ALF,NCBI
18300,140828,LINC00261,ALIEN|C20orf56|DEANR1|FALCOR|HCCDR1|LCAL62|NCRNA00261|TCONS_00027846|onco-lncRNA-17,16189,ENSG00000259974,ALIEN,NCBI
7206,9318,COPS2,ALIEN|CSN2|SGN2|TRIP15,30747,ENSG00000166200,ALIEN,NCBI
198,238,ALK,ALK1|CD246|NBLST3,427,ENSG00000171094,ALK1,NCBI
78,94,ACVRL1,ACVRLK1|ALK-1|ALK1|HHT|HHT2|ORW2|SKR3|TSR-I,175,ENSG00000139567,ALK1,NCBI
5223,6590,SLPI,ALK1|ALP|BLPI|HUSI|HUSI-I|MPI|WAP4|WFDC4,11092,ENSG00000124107,ALK1,NCBI
209,250,ALPP,ALP|ALPI|IAP|PALP|PLAP|PLAP-1,439,ENSG00000163283,ALP,NCBI
9843,26033,ATRNL1,ALP|bA338L11.1|bA454H24.1,29063,ENSG00000107518,ALP,NCBI
5223,6590,SLPI,ALK1|ALP|BLPI|HUSI|HUSI-I|MPI|WAP4|WFDC4,11092,ENSG00000124107,ALP,NCBI
15068,80150,ASRGL1,ALP|ALP1|CRASH,16448,ENSG00000162174,ALP,NCBI
8497,10850,CCL27,ALP|CTACK|CTAK|ESKINE|ILC|PESKY|SCYA27,10626,ENSG00000213927,ALP,NCBI
391,470,ATHS,ALP,,,ALP,NCBI
10410,27295,PDLIM3,ALP,20767,ENSG00000154553,ALP,NCBI
12645,55226,NAT10,ALP|Kre33|NET43,29830,ENSG00000135372,ALP,NCBI
15068,80150,ASRGL1,ALP|ALP1|CRASH,16448,ENSG00000162174,ALP1,NCBI
18086,136991,ASZ1,ALP1|ANKL1|C7orf7|CT1.19|GASZ|Orf3,1350,ENSG00000154438,ALP1,NCBI
6308,8085,KMT2D,AAD10|ALR|BCAHH|CAGL114|KABUK1|KMS|MLL2|MLL4|TNRC21,7133,ENSG00000167548,ALR,NCBI
8070,10327,AKR1A1,ALDR1|ALR|ARM|DD3|HEL-S-6,380,ENSG00000117448,ALR,NCBI
2150,2671,GFER,ALR|ERV1|HERV1|HPO|HPO1|HPO2|HSS|MMCHD|MPMCD,4236,ENSG00000127554,ALR,NCBI
5275,6647,SOD1,ALS|ALS1|HEL-S-44|IPOA|SOD|STAHP|hSod1|homodimer,11179,ENSG00000142168,ALS,NCBI
2815,3483,IGFALS,ACLSD|ALS,5468,ENSG00000099769,ALS,NCBI
1657,2066,ERBB4,ALS19|HER4|p180erbB4,3432,ENSG00000178568,ALS19,NCBI
2587,3178,HNRNPA1,ALS19|ALS20|HNRPA1|HNRPA1L3|IBMPFD3|MPD3|UP 1|hnRNP A1|hnRNP-A1,5031,ENSG00000135486,ALS19,NCBI
51963,107075148,MTCO2P16,ALS2CR3,52032,ENSG00000234842,ALS2CR3,NCBI
51970,107075155,MTCO3P16,ALS2CR3,52046,ENSG00000227736,ALS2CR3,NCBI
51973,107075158,MTATP6P16,ALS2CR3,52061,ENSG00000224299,ALS2CR3,NCBI
52091,107075278,MTND3P16,ALS2CR3,52076,ENSG00000224590,ALS2CR3,NCBI
52024,107075210,MTND4LP16,ALS2CR3,42250,ENSG00000234731,ALS2CR3,NCBI
14417,66008,TRAK2,ALS2CR3|CALS-C|GRIF-1|GRIF1|MILT2|OIP98,13206,ENSG00000115993,ALS2CR3,NCBI
211,253,ALS3,ALS6,,,ALS6,NCBI
2029,2521,FUS,ALS6|ETM4|FUS1|HNRNPP2|POMP75|TLS|altFUS,4010,ENSG00000089280,ALS6,NCBI
6868,8847,DLEU2,ALT1|BCMSUN|DLB2|LEU2|LINC00022|MIR15AHG|NCRNA00022|RFP2|RFP2OS|TRIM13OS,13748,ENSG00000231607,ALT1,NCBI
2323,2875,GPT,AAT1|ALT|ALT1|GPT1|SGPT,4552,ENSG00000167701,ALT1,NCBI
5346,6727,SRP14,ALURBP,11299,ENSG00000140319,ALURBP,NCBI
5345,6726,SRP9,ALURBP,11304,ENSG00000143742,ALURBP,NCBI
16223,84941,HSH2D,ALX|HSH2,24920,ENSG00000196684,ALX,NCBI
1891,2358,FPR2,ALX|ALXR|FMLP-R-II|FMLPX|FPR2A|FPRH1|FPRH2|FPRL1|HM63|LXA4R,3827,ENSG00000171049,ALX,NCBI
112,133,ADM,AM|PAMP,259,ENSG00000148926,AM,NCBI
12950,55729,ATF7IP,AM|ATF-IP|ATF7IP1|MCAF|MCAF1|p621,20092,ENSG00000171681,AM,NCBI
5031,6362,CCL18,AMAC-1|AMAC1|CKb7|DC-CK1|DCCK1|MIP-4|PARC|SCYA18,10616,ENSG00000275385,AMAC1,NCBI
18544,146861,SLC35G3,AMAC1|TMEM21A,26848,ENSG00000164729,AMAC1,NCBI
11362,50807,ASAP1,AMAP1|CENTB4|DDEF1|PAG2|PAP|ZG14P,2720,ENSG00000153317,AMAP1,NCBI
15753,84073,MYCBPAP,AMAP-1|AMAP1,19677,ENSG00000136449,AMAP1,NCBI
19234,163175,LGI4,AMC1|AMCNMY|LGIL3,18712,ENSG00000153902,AMC1,NCBI
215,261,AMCN,AMC|AMC1|AMCN1,,,AMC1,NCBI
217,263,AMD1P2,AMD|AMD2|AMDP1|AMDPX|AMDPY,460,,AMD,NCBI
216,262,AMD1,ADOMETDC|AMD|SAMDC,457,ENSG00000123505,AMD,NCBI
19098,158584,FAAH2,AMDD,26440,ENSG00000165591,AMDD,NCBI
538,658,BMPR1B,ALK-6|ALK6|AMD3|AMDD|BDA1D|BDA2|CDw293,1077,ENSG00000138696,AMDD,NCBI
218,265,AMELX,AI1E|AIH1|ALGN|AMG|AMGL|AMGX,461,ENSG00000125363,AMGL,NCBI
219,266,AMELY,AMGL|AMGY,462,ENSG00000099721,AMGL,NCBI
1696,2122,MECOM,AML1-EVI-1|EVI1|KMT8E|MDS1|MDS1-EVI1|PRDM3|RUSAT2,3498,ENSG00000085276,AML1-EVI-1,NCBI
703,861,RUNX1,AML1|AML1-EVI-1|AMLCR1|CBF2alpha|CBFA2|EVI-1|PEBP2aB|PEBP2alpha,10471,ENSG00000159216,AML1-EVI-1,NCBI
3405,4236,MFAP1,AMP,7032,ENSG00000140259,AMP,NCBI
295,353,APRT,AMP|APRTD,626,ENSG00000198931,AMP,NCBI
4382,5562,PRKAA1,AMPK|AMPK alpha 1|AMPKa1,9376,ENSG00000132356,AMPK,NCBI
4384,5564,PRKAB1,AMPK|HAMPKb,9378,ENSG00000111725,AMPK,NCBI
4383,5563,PRKAA2,AMPK|AMPK2|AMPKa2|PRKAA,9377,ENSG00000162409,AMPK,NCBI
8161,10439,OLFM1,AMY|NOE1|NOELIN1|OlfA,17187,ENSG00000130558,AMY,NCBI
16014,84570,COL25A1,AMY|CFEOM5|CLAC|CLAC-P|CLACP,18603,ENSG00000188517,AMY,NCBI
230,277,AMY1B,AMY1,475,ENSG00000174876,AMY1,NCBI
229,276,AMY1A,AMY1,474,ENSG00000237763,AMY1,NCBI
231,278,AMY1C,AMY1,476,ENSG00000187733,AMY1,NCBI
233,280,AMY2B,AMY2|AMY3|HXA,478,ENSG00000240038,AMY2,NCBI
232,279,AMY2A,AMY2|PA,477,ENSG00000243480,AMY2,NCBI
15466,81624,DIAPH3,AN|AUNA1|DIA2|DRF3|NSDAN|diap3|mDia2,15480,ENSG00000139734,AN,NCBI
10089,26610,ELP4,AN|AN2|C11orf19|PAX6NEB|PAXNEB|dJ68P15A.1|hELP4,1171,ENSG00000109911,AN,NCBI
14878,79839,CCDC102B,ACY1L|AN|C18orf14|HsT1731,26295,ENSG00000150636,AN,NCBI
3991,5080,PAX6,AN|AN1|AN2|ASGD5|D11S812E|FVH1|MGDA|WAGR,8620,ENSG00000007372,AN,NCBI
3991,5080,PAX6,AN|AN1|AN2|ASGD5|D11S812E|FVH1|MGDA|WAGR,8620,ENSG00000007372,AN2,NCBI
10089,26610,ELP4,AN|AN2|C11orf19|PAX6NEB|PAXNEB|dJ68P15A.1|hELP4,1171,ENSG00000109911,AN2,NCBI
11144,29123,ANKRD11,ANCO-1|ANCO1|LZ16|T13,21316,ENSG00000167522,ANCO1,NCBI
9256,23253,ANKRD12,ANCO-2|ANCO1|GAC-1|Nbla00144,29135,ENSG00000101745,ANCO1,NCBI
13532,57291,DANCR,AGU2|ANCR|KIAA0114|SNHG13|lncRNA-ANCR,28964,ENSG00000226950,ANCR,NCBI
5876,7337,UBE3A,ANCR|AS|E6-AP|EPVE6AP|HPVE6A|PIX1,12496,ENSG00000114062,ANCR,NCBI
3832,4878,NPPA,ANF|ANP|ATFB6|ATRST2|CDD|CDD-ANF|CDP|PND,7939,ENSG00000175206,ANF,NCBI
6843,8820,HESX1,ANF|CPHD5|RPX,4877,ENSG00000163666,ANF,NCBI
5681,7108,TM7SF2,ANG1|C14SR|DHCR14A|NET47,11863,ENSG00000149809,ANG1,NCBI
237,284,ANGPT1,AGP1|AGPT|AGPT-1|ANG1|HAE5,484,ENSG00000154188,ANG1,NCBI
603,738,VPS51,ANG2|ANG3|C11orf2|C11orf3|FFR|PCH13,1172,ENSG00000149823,ANG2,NCBI
238,285,ANGPT2,AGPT2|ANG2|LMPHM10,485,ENSG00000091879,ANG2,NCBI
11715,51378,ANGPT4,ANG3|ANG4,487,ENSG00000101280,ANG3,NCBI
7016,9068,ANGPTL1,ANG3|ANGPT3|ARP1|AngY|UNQ162|dJ595C2.2,489,ENSG00000116194,ANG3,NCBI
603,738,VPS51,ANG2|ANG3|C11orf2|C11orf3|FFR|PCH13,1172,ENSG00000149823,ANG3,NCBI
239,286,ANK1,ANK|SPH1|SPH2|ankyrin-1,492,ENSG00000029534,ANK,NCBI
13195,56172,ANKH,ANK|CCAL2|CMDJ|CPPDD|HANK|MANK|SLC62A1,15492,ENSG00000154122,ANK,NCBI
21268,317754,POTED,A26B3|ANKRD21|CT104.1|POTE|POTE-21|POTE21,23822,ENSG00000166351,ANKRD21,NCBI
32785,100288966,LOC100288966,A26B3|ANKRD21|POTE|POTED,,,ANKRD21,NCBI
244,291,SLC25A4,AAC1|ANT|ANT 1|ANT1|MTDPS12|MTDPS12A|PEO2|PEO3|PEOA2|T1,10990,ENSG00000151729,ANT,NCBI
246,293,SLC25A6,AAC3|ANT|ANT 2|ANT 3|ANT3|ANT3Y,10992,ENSG00000292334,ANT,NCBI
244,291,SLC25A4,AAC1|ANT|ANT 1|ANT1|MTDPS12|MTDPS12A|PEO2|PEO3|PEOA2|T1,10990,ENSG00000151729,ANT1,NCBI
9646,24148,PRPF6,ANT-1|ANT1|C20orf14|Prp6|RP60|SNRNP102|TOM|U5-102K|hPrp6,15860,ENSG00000101161,ANT1,NCBI
52215,107126360,AOX3P,AOH1|AOX3,19049,ENSG00000290905,AOH1,NCBI
261,316,AOX1,AO|AOH1,553,ENSG00000138356,AOH1,NCBI
3217,3991,LIPE,AOMS4|FPLD6|HSL|LHS|REH,6621,ENSG00000079435,AOMS4,NCBI
13990,63036,CELA2A,AOMS4|ELA2A|PE-1,24609,ENSG00000142615,AOMS4,NCBI
7830,10055,SAE1,AOS1|HSPC140|SUA1|UBLE1A,30660,ENSG00000142230,AOS1,NCBI
13626,57514,ARHGAP31,AOS|AOS1|CDGAP,29216,ENSG00000031081,AOS1,NCBI
3009,3725,JUN,AP-1|AP1|c-Jun|cJUN|p39,6204,ENSG00000177606,AP-1,NCBI
3010,3726,JUNB,AP-1,6205,ENSG00000171223,AP-1,NCBI
3011,3727,JUND,AP-1,6206,ENSG00000130522,AP-1,NCBI
1887,2354,FOSB,AP-1|G0S3|GOS3|GOSB,3797,ENSG00000125740,AP-1,NCBI
1886,2353,FOS,AP-1|C-FOS|p55,3796,ENSG00000170345,AP-1,NCBI
8578,10947,AP3M2,AP47B|CLA20|P47B,570,ENSG00000070718,AP47B,NCBI
8750,11154,AP4S1,AP47B|CLA20|CLAPS4|CPSQ6|SPG52,575,ENSG00000100478,AP47B,NCBI
11242,29957,SLC25A24,APC1|SCAMC-1|SCAMC1,20662,ENSG00000085491,APC1,NCBI
14219,64682,ANAPC1,APC1|MCPR|TSG24,19988,ENSG00000153107,APC1,NCBI
14495,79085,SLC25A23,APC2|MCSC2|SCAMC3|SCaMC-3,19375,ENSG00000125648,APC2,NCBI
11187,29882,ANAPC2,APC2,19989,ENSG00000176248,APC2,NCBI
20866,284427,SLC25A41,APC4|SCaMC-3L,28533,ENSG00000181240,APC4,NCBI
11231,29945,ANAPC4,APC4,19990,ENSG00000053900,APC4,NCBI
11742,51434,ANAPC7,APC7|FERBON,17380,ENSG00000196510,APC7,NCBI
11743,51435,SCARA3,APC7|CSR|CSR1|MSLR1|MSRL1,19000,ENSG00000168077,APC7,NCBI
273,328,APEX1,APE|APE1|APEN|APEX|APX|HAP1|REF1,587,ENSG00000100823,APE,NCBI
12930,55704,CCDC88A,APE|GIRDIN|GIV|GRDN|HkRP1|KIAA1212|PEHO|PEHOL,25523,ENSG00000115355,APE,NCBI
13513,57211,ADGRG6,APG1|DREG|GPR126|LCCS9|PR126|PS1TP2|VIGR,13841,ENSG00000112414,APG1,NCBI
8916,22824,HSPA4L,APG-1|APG1|HSPH3|Osp94,17041,ENSG00000164070,APG1,NCBI
22496,378708,CENPS,APITD1|CENP-S|FAAP16|MHF1,23163,ENSG00000175279,APITD1,NCBI
36324,100526739,CENPS-CORT,APITD1|APITD1-CORT|CENP-S|CENPS|FAAP16|MHF1,38843,ENSG00000251503,APITD1,NCBI
7248,9370,ADIPOQ,ACDC|ACRP30|ADIPQTL1|ADPN|APM-1|APM1|GBP28,13633,ENSG00000181092,APM-1,NCBI
19675,201501,ZBTB7C,APM-1|APM1|ZBTB36|ZNF857C,31700,ENSG00000184828,APM-1,NCBI
7248,9370,ADIPOQ,ACDC|ACRP30|ADIPQTL1|ADPN|APM-1|APM1|GBP28,13633,ENSG00000181092,APM1,NCBI
19675,201501,ZBTB7C,APM-1|APM1|ZBTB36|ZNF857C,31700,ENSG00000184828,APM1,NCBI
7422,9582,APOBEC3B,A3B|APOBEC1L|ARCD3|ARP4|DJ742C19.2|PHRBNL|bK150C2.2,17352,ENSG00000179750,APOBEC1L,NCBI
10449,27350,APOBEC3C,A3C|APOBEC1L|ARDC2|ARDC4|ARP5|PBI|bK150C2.3,17353,ENSG00000244509,APOBEC1L,NCBI
6793,8761,PABPC4,APP-1|APP1|PABP4|iPABP,8557,ENSG00000090621,APP1,NCBI
6012,7511,XPNPEP1,APP1|SAMP|XPNPEP|XPNPEPL|XPNPEPL1,12822,ENSG00000108039,APP1,NCBI
4234,5366,PMAIP1,APR|NOXA,9108,ENSG00000141682,APR,NCBI
3244,4035,LRP1,A2MR|APOER|APR|CD91|DDH3|IGFBP-3R|IGFBP3R|IGFBP3R1|KPA|LRP|LRP1A|TGFBR5,6692,ENSG00000123384,APR,NCBI
6779,8741,TNFSF13,APRIL|CD256|TALL-2|TALL2|TNLG7B|TRDL-1|UNQ383/PRO715|ZTNF2,11928,ENSG00000161955,APRIL,NCBI
8247,10541,ANP32B,APRIL|PHAPI2|SSP29,16677,ENSG00000136938,APRIL,NCBI
8424,10766,TOB2,APRO5|TOB4|TOBL|TROB2,11980,ENSG00000183864,APRO5,NCBI
7904,10140,TOB1,APRO5|APRO6|PIG49|TOB|TROB|TROB1,11979,ENSG00000141232,APRO5,NCBI
296,354,KLK3,APS|KLK2A1|PSA|hK3,6364,ENSG00000142515,APS,NCBI
8300,10603,SH2B2,APS,17381,ENSG00000160999,APS,NCBI
271,326,AIRE,AIRE1|APECED|APS1|APSI|PGA1,360,ENSG00000160224,APS1,NCBI
12611,55190,NUDT11,APS1|ASP1|DIPP3b|DIPP3beta|hDIPP3beta,18011,ENSG00000196368,APS1,NCBI
5480,6890,TAP1,ABC17|ABCB2|APT1|D6S114E|MHC1D1|PSF-1|PSF1|RING4|TAP1*0102N|TAP1N,43,ENSG00000168394,APT1,NCBI
297,355,FAS,ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6,11920,ENSG00000026103,APT1,NCBI
8156,10434,LYPLA1,APT-1|APT1|LPL-I|LPL1|hAPT1,6737,ENSG00000120992,APT1,NCBI
5481,6891,TAP2,ABC18|ABCB3|APT2|D6S217E|MHC1D2|PSF-2|PSF2|RING11,44,ENSG00000204267,APT2,NCBI
8861,11313,LYPLA2,APT-2|APT2|DJ886K2.4,6738,ENSG00000011009,APT2,NCBI
1764,2206,MS4A2,APY|ATOPY|FCER1B|FCERI|IGEL|IGER|IGHER,7316,ENSG00000149534,APY,NCBI
11525,51131,PHF11,APY|BCAP|IGEL|IGER|IGHER|NY-REN-34|NYREN34,17024,ENSG00000136147,APY,NCBI
196,231,AKR1B1,ADR|ALDR1|ALR2|AR,381,ENSG00000085662,AR,NCBI
313,374,AREG,AR|AREGB|CRDGF|SDGF,651,ENSG00000109321,AR,NCBI
1842,2296,FOXC1,ARA|ASGD3|FKHL7|FREAC-3|FREAC3|IGDA|IHG1|IRID1|RIEG3,3800,ENSG00000054598,ARA,NCBI
3976,5063,PAK3,ARA|MRX30|MRX47|OPHN3|PAK-3|PAK3beta|XLID30|bPAK|beta-PAK,8592,ENSG00000077264,ARA,NCBI
309,368,ABCC6,ABC34|ARA|EST349056|GACI2|MLP1|MOAT-E|MOATE|MRP6|PXE|PXE1|URG7,57,ENSG00000091262,ARA,NCBI
19591,199920,FYB2,ARAP|C1orf168,27295,ENSG00000187889,ARAP,NCBI
3376,4192,MDK,ARAP|MK|NEGF2,6972,ENSG00000110492,ARAP,NCBI
16042,84649,DGAT2,ARAT|GS1999FULL|HMFN1045,16940,ENSG00000062282,ARAT,NCBI
19112,158835,AWAT2,ARAT|DC4|DGAT2L4|MFAT|WS,23251,ENSG00000147160,ARAT,NCBI
6742,8694,DGAT1,ARAT|ARGP1|DGAT|DIAR7,2843,ENSG00000185000,ARAT,NCBI
344,409,ARRB2,ARB2|ARR2|BARR2,712,ENSG00000141480,ARB2,NCBI
130,154,ADRB2,ADRB2R|ADRBR|ARB2|B2AR|BAR|BETA2AR,286,ENSG00000169252,ARB2,NCBI
36318,100526693,ARPC4-TTLL3,ARC20|ARPC4|p20-ARC,38830,ENSG00000250151,ARC20,NCBI
7862,10093,ARPC4,ARC20|DEVLO|P20-ARC,707,ENSG00000241553,ARC20,NCBI
7877,10109,ARPC2,ARC34|PNAS-139|PRO2446|p34-Arc,705,ENSG00000163466,ARC34,NCBI
7309,9443,MED7,ARC34|CRSP33|CRSP9,2378,ENSG00000155868,ARC34,NCBI
1572,1969,EPHA2,ARCC2|CTPA|CTPP1|CTRCT6|ECK,3386,ENSG00000142627,ARCC2,NCBI
8052,10306,CTPP,ARCC2|CPP|CTPA|CTPP1|ECK,,,ARCC2,NCBI
4338,5511,PPP1R8,ARD-1|ARD1|NIPP-1|NIPP1|PRO2047,9296,ENSG00000117751,ARD1,NCBI
6399,8260,NAA10,ARD1|ARD1A|ARD1P|DXS707|LZMS|MAA|MCOPS1|NATD|OGDNS|TE2|hARD1,18704,ENSG00000102030,ARD1,NCBI
312,373,TRIM23,ARD1|ARFD1|RNF46,660,ENSG00000113595,ARD1,NCBI
394,473,RERE,ARG|ARP|ATN1L|DNB1|NEDBEH,9965,ENSG00000142599,ARG,NCBI
21,27,ABL2,ABLL|ARG,77,ENSG00000143322,ARG,NCBI
118,141,ADPRH,ARH1|hARH1,269,ENSG00000144843,ARH1,NCBI
9900,26119,LDLRAP1,ARH|ARH1|ARH2|FHCB1|FHCB2|FHCL4,18640,ENSG00000157978,ARH1,NCBI
9900,26119,LDLRAP1,ARH|ARH1|ARH2|FHCB1|FHCB2|FHCL4,18640,ENSG00000157978,ARH2,NCBI
16979,113622,ADPRHL1,ARH2,21303,ENSG00000153531,ARH2,NCBI
25720,641700,ECSCR,ARIA|ECSM2,35454,ENSG00000249751,ARIA,NCBI
2510,3084,NRG1,ARIA|GGF|GGF2|HGL|HRG|HRG1|HRGA|MST131|MSTP131|NDF|NRG1-IT2|SMDF,7997,ENSG00000157168,ARIA,NCBI
7665,9863,MAGI2,ACVRIP1|AIP-1|AIP1|ARIP1|MAGI-2|NPHS15|SSCAM,18957,ENSG00000187391,ARIP1,NCBI
18189,139741,ACTRT1,AIP1|ARIP1|ARPT1|HSD27,24027,ENSG00000123165,ARIP1,NCBI
12274,54778,RNF111,ARK|hRNF111,17384,ENSG00000157450,ARK,NCBI
458,558,AXL,ARK|AXL3|JTK11|Tyro7|UFO,905,ENSG00000167601,ARK,NCBI
8070,10327,AKR1A1,ALDR1|ALR|ARM|DD3|HEL-S-6,380,ENSG00000117448,ARM,NCBI
15101,80210,ARMC9,ARM|JBTS30|KU-MEL-1|NS21,20730,ENSG00000135931,ARM,NCBI
7451,9622,KLK4,AI2A1|ARM1|EMSP|EMSP1|KLK-L1|PRSS17|PSTS|kallikrein,6365,ENSG00000167749,ARM1,NCBI
8664,11047,ADRM1,ARM-1|ARM1|GP110|PSMD16,15759,ENSG00000130706,ARM1,NCBI
511,629,CFB,AHUS4|ARMD14|BF|BFD|CFAB|CFBD|FB|FBI12|GBG|H2-Bf|PBF2,1037,ENSG00000243649,ARMD14,NCBI
585,717,C2,ARMD14|CO2,1248,ENSG00000166278,ARMD14,NCBI
394,473,RERE,ARG|ARP|ATN1L|DNB1|NEDBEH,9965,ENSG00000142599,ARP,NCBI
7903,10139,ARFRP1,ARL18|ARP|Arp1,662,ENSG00000101246,ARP,NCBI
143,167,CRISP1,AEGL1|ARP|CRISP-1|HEL-S-57|HSCRISP1D|HSCRISP1G|HUMARP,304,ENSG00000124812,ARP,NCBI
6207,7873,MANF,ARMET|ARP|DDDS,15461,ENSG00000145050,ARP,NCBI
7887,10121,ACTR1A,ARP1|Arp1A|CTRN1,167,ENSG00000138107,ARP1,NCBI
7016,9068,ANGPTL1,ANG3|ANGPT3|ARP1|AngY|UNQ162|dJ595C2.2,489,ENSG00000116194,ARP1,NCBI
4180,5308,PITX2,ARP1|ASGD4|Brx1|IDG2|IGDS|IGDS2|IHG2|IRID2|Otlx2|PTX2|RGS|RIEG|RIEG1|RS,9005,ENSG00000164093,ARP1,NCBI
5604,7026,NR2F2,ARP-1|ARP1|CHTD4|COUPTF2|COUPTFB|COUPTFII|NF-E3|SRXX5|SVP40|TFCOUP2,7976,ENSG00000185551,ARP1,NCBI
8564,10930,APOBEC2,ARCD1|ARP1,605,ENSG00000124701,ARP1,NCBI
13496,57180,ACTR3B,ARP11|ARP3BETA,17256,ENSG00000133627,ARP11,NCBI
27147,653857,ACTR3C,ARP11,37282,ENSG00000106526,ARP11,NCBI
13548,57379,AICDA,AID|ARP2|CDA2|HEL-S-284|HIGM2,13203,ENSG00000111732,ARP2,NCBI
7866,10097,ACTR2,ARP2,169,ENSG00000138071,ARP2,NCBI
9409,23452,ANGPTL2,ARP2|HARP,490,ENSG00000136859,ARP2,NCBI
7865,10096,ACTR3,ARP3,170,ENSG00000115091,ARP3,NCBI
19617,200315,APOBEC3A,A3A|ARP3|PHRBN|bK150C2.1,17343,ENSG00000128383,ARP3,NCBI
11523,51129,ANGPTL4,ARP4|FIAF|HARP|HFARP|NL2|PGAR|TGQTL|UNQ171|pp1158,16039,ENSG00000167772,ARP4,NCBI
7422,9582,APOBEC3B,A3B|APOBEC1L|ARCD3|ARP4|DJ742C19.2|PHRBNL|bK150C2.2,17352,ENSG00000179750,ARP4,NCBI
10449,27350,APOBEC3C,A3C|APOBEC1L|ARDC2|ARDC4|ARP5|PBI|bK150C2.3,17353,ENSG00000244509,ARP5,NCBI
15659,83854,ANGPTL6,AGF|ARP5,23140,ENSG00000130812,ARP5,NCBI
