,NCBI_ID,gene_symbol,aliases,HGNC_ID,ENSG_ID,collision_symbol,source
27683,728239,MAGED4,MAGE-D4|MAGE-E1|MAGE1|MAGEE1,23793,ENSG00000154545,MAGE1,NCBI
3300,4100,MAGEA1,CT1.1|MAGE1,6796,ENSG00000198681,MAGE1,NCBI
3301,4101,MAGEA2,CT1.2|MAGE2|MAGEA2A,6800,ENSG00000268606,MAGE2,NCBI
20464,266740,MAGEA2B,CT1.2|MAGE2,19340,ENSG00000183305,MAGE2,NCBI
11744,51438,MAGEC2,CT10|HCA587|MAGEE1,13574,ENSG00000046774,MAGEE1,NCBI
27683,728239,MAGED4,MAGE-D4|MAGE-E1|MAGE1|MAGEE1,23793,ENSG00000154545,MAGEE1,NCBI
17472,122830,NAA30,C14orf35|MAK3|Mak3p|NAT12|NAT12P,19844,ENSG00000139977,MAK3,NCBI
15107,80218,NAA50,MAK3|NAT13|NAT13P|NAT5|NAT5P|SAN|hNaa50p,29533,ENSG00000121579,MAK3,NCBI
15956,84441,MAML2,MAM-3|MAM2|MAM3|MLL-MAML2,16259,ENSG00000184384,MAM2,NCBI
12810,55534,MAML3,CAGH3|ERDA3|GDN|MAM-2|MAM2|TNRC3|mam-3,16272,ENSG00000196782,MAM2,NCBI
14089,64112,MOAP1,MAP-1|PNMA4,16658,ENSG00000165943,MAP-1,NCBI
4458,5648,MASP1,3MC1|CRARF|CRARF1|MAP-1|MAP1|MASP|MASP-3|MASP3|MAp44|PRSS5|RaRF,6901,ENSG00000127241,MAP-1,NCBI
3329,4133,MAP2,MAP-2|MAP2A|MAP2B|MAP2C,6839,ENSG00000078018,MAP-2,NCBI
8411,10747,MASP2,MAP-2|MAP19|MASP-2|MASP1P1|sMAP,6902,ENSG00000009724,MAP-2,NCBI
3335,4141,MARS1,CMT2U|ILFS2|ILLD|MARS|METRS|MRS|MTRNS|SPG70|TTD9,6898,ENSG00000166986,MARS,NCBI
15813,84174,SLA2,C20orf156|MARS|SLAP-2|SLAP2,17329,ENSG00000101082,MARS,NCBI
1861,2315,MLANA,MART-1|MART1,7124,ENSG00000120215,MART1,NCBI
22745,388015,RTL1,HUR1|MART1|Mar1|PEG11|SIRH2,14665,ENSG00000254656,MART1,NCBI
13850,58478,ENOPH1,E1|MASA|MST145|mtnC,24599,ENSG00000145293,MASA,NCBI
3149,3897,L1CAM,CAML1|CD171|HSAS|HSAS1|HYCX|MASA|MIC5|N-CAM-L1|N-CAML1|NCAM-L1|S10|SPG1,6470,ENSG00000198910,MASA,NCBI
12356,54882,ANKHD1,MASK|MASK1|PP2500|VBARP,24714,ENSG00000131503,MASK,NCBI
11925,51765,STK26,MASK|MST4,18174,ENSG00000134602,MASK,NCBI
3337,4143,MAT1A,MAT|MATA1|SAMS|SAMS1,6903,ENSG00000151224,MAT,NCBI
32,38,ACAT1,ACAT|MAT|T2|THIL,93,ENSG00000075239,MAT,NCBI
6731,8682,PEA15,HMAT1|HUMMAT1H|MAT1|MAT1H|PEA-15|PED|PED-PEA15|PED/PEA15,8822,ENSG00000162734,MAT1,NCBI
30403,100132891,MSC-AS1,MAT1,48724,ENSG00000235531,MAT1,NCBI
3476,4331,MNAT1,CAP35|MAT1|RNF66|TFB3,7181,ENSG00000020426,MAT1,NCBI
801,973,CD79A,IGA|IGAlpha|MB-1|MB1,1698,ENSG00000105369,MB1,NCBI
4492,5693,PSMB5,LMPX|MB1,9542,ENSG00000100804,MB1,NCBI
11347,50639,MBL3P,COLEC2|MBL,2221,ENSG00000219430,MBL,NCBI
3347,4153,MBL2,COLEC1|HSMBPC|MBL|MBL2D|MBP|MBP-C|MBP1|MBPD,6922,ENSG00000165471,MBL,NCBI
4377,5553,PRG2,BMPG|MBP|MBP1|proMBP,9362,ENSG00000186652,MBP,NCBI
3347,4153,MBL2,COLEC1|HSMBPC|MBL|MBL2D|MBP|MBP-C|MBP1|MBPD,6922,ENSG00000165471,MBP,NCBI
11274,30008,EFEMP2,ARCL1B|FBLN4|MBP1|UPH1,3219,ENSG00000172638,MBP1,NCBI
3347,4153,MBL2,COLEC1|HSMBPC|MBL|MBL2D|MBP|MBP-C|MBP1|MBPD,6922,ENSG00000165471,MBP1,NCBI
4377,5553,PRG2,BMPG|MBP|MBP1|proMBP,9362,ENSG00000186652,MBP1,NCBI
3660,4659,PPP1R12A,GUBS|M130|MBS|MYPT1,7618,ENSG00000058272,MBS,NCBI
3350,4156,MBS1,MBS,,,MBS,NCBI
28,34,ACADM,ACAD1|MCAD|MCADH,89,ENSG00000117054,MCAD,NCBI
835,1013,CDH15,CDH14|CDH3|CDHM|MCAD|MRD3,1754,ENSG00000129910,MCAD,NCBI
12950,55729,ATF7IP,AM|ATF-IP|ATF7IP1|MCAF|MCAF1|p621,20092,ENSG00000171681,MCAF,NCBI
5018,6347,CCL2,GDCF-2|HC11|HSMCR30|MCAF|MCP-1|MCP1|SCYA2|SMC-CF,10618,ENSG00000108691,MCAF,NCBI
9426,23476,BRD4,CAP|CDLS6|FSHRG4|HUNK1|HUNKI|MCAP,13575,ENSG00000141867,MCAP,NCBI
4164,5290,PIK3CA,CCM4|CLAPO|CLOVE|CWS5|HMH|MCAP|MCM|MCMTC|PI3K|PI3K-alpha|p110-alpha,8975,ENSG00000121879,MCAP,NCBI
9385,23417,MLYCD,MCD,7150,ENSG00000103150,MCD,NCBI
3595,4582,MUC1,ADMCKD|ADMCKD1|ADTKD2|CA 15-3|CD227|Ca15-3|EMA|H23AG|KL-6|MAM6|MCD|MCKD|MCKD1|MUC-1|MUC-1/SEC|MUC-1/X|MUC1/ZD|PEM|PEMT|PUM,7508,ENSG00000185499,MCD,NCBI
6864,8842,PROM1,AC133|CD133|CORD12|MCDR2|MSTP061|PROML1|RP41|STGD4,9454,ENSG00000007062,MCDR2,NCBI
1337,1646,AKR1C2,AKR1C-pseudo|BABP|DD|DD-2|DD/BABP|DD2|DDH2|HAKRD|HBAB|MCDR2|SRXY8|TDD,385,ENSG00000151632,MCDR2,NCBI
689,839,CASP6,CSP-6|MCH2|caspase-6,1507,ENSG00000138794,MCH2,NCBI
15998,84539,MCHR2,GPR145|GPRv17|MCH-2R|MCH-R2|MCH2|MCH2R|MCHR-2|SLT,20867,ENSG00000152034,MCH2,NCBI
21469,338339,CLEC4D,CD368|CLEC-6|CLEC6|CLECSF8|Dectin-3|MCL|MPCL,14554,ENSG00000166527,MCL,NCBI
1821,2271,FH,FMRD|HLRCC|HsFH|LRCC|MCL|MCUL1,3700,ENSG00000091483,MCL,NCBI
3604,4594,MMUT,MCM|MUT,7526,ENSG00000146085,MCM,NCBI
4164,5290,PIK3CA,CCM4|CLAPO|CLOVE|CWS5|HMH|MCAP|MCM|MCMTC|PI3K|PI3K-alpha|p110-alpha,8975,ENSG00000121879,MCM,NCBI
6291,8038,ADAM12,ADAM12-OT1|CAR10|MCMP|MCMPMltna|MLTN|MLTNA,190,ENSG00000148848,MCMP,NCBI
6788,8754,ADAM9,CORD9|MCMP|MDC9|Mltng,216,ENSG00000168615,MCMP,NCBI
672,822,CAPG,AFCP|HEL-S-66|MCP,1474,ENSG00000042493,MCP,NCBI
3368,4179,CD46,AHUS2|MCP|MIC10|TLX|TRA2.10,6953,ENSG00000117335,MCP,NCBI
13468,57143,ADCK1,MCP2,19038,ENSG00000063761,MCP2,NCBI
5024,6355,CCL8,HC14|MCP-2|MCP2|SCYA10|SCYA8,10635,ENSG00000108700,MCP2,NCBI
13421,57082,KNL1,AF15Q14|CASC5|CT29|D40|MCPH4|PPP1R55|Spc7|hKNL-1|hSpc105,24054,ENSG00000137812,MCPH4,NCBI
9046,22995,CEP152,MCPH4|MCPH9|SCKL5,29298,ENSG00000103995,MCPH4,NCBI
3370,4184,SMCP,HSMCSGEN1|MCS|MCSP,6962,ENSG00000163206,MCS,NCBI
12489,55034,MOCOS,HMCS|MCS|MOS,18234,ENSG00000075643,MCS,NCBI
13087,55906,ZC4H2,HCA127|KIAA1166|MCS|MRXS4|WRWF|WRWFFR|WWS,24931,ENSG00000126970,MCS,NCBI
3370,4184,SMCP,HSMCSGEN1|MCS|MCSP,6962,ENSG00000163206,MCSP,NCBI
2327,2879,GPX4,GPx-4|GSHPx-4|MCSP|PHGPx|SMDS|snGPx|snPHGPx,4556,ENSG00000167468,MCSP,NCBI
1186,1464,CSPG4,CSPG4A|HMW-MAA|MCSP|MCSPG|MEL-CSPG|MSK16|NG2,2466,ENSG00000173546,MCSP,NCBI
14726,79648,MCPH1,BRIT1|MCT,6954,ENSG00000147316,MCT,NCBI
10448,27349,MCAT,FASN2C|MCT|MCT1|MT|NET62|OPA15|fabD,29622,ENSG00000100294,MCT,NCBI
5202,6566,SLC16A1,HHF7|MCT|MCT1|MCT1D,10922,ENSG00000155380,MCT,NCBI
996,1215,CMA1,CYH|MCT1|chymase,2097,ENSG00000092009,MCT1,NCBI
11076,28985,MCTS1,IMD118|MCT-1|MCT1,23357,ENSG00000232119,MCT1,NCBI
10448,27349,MCAT,FASN2C|MCT|MCT1|MT|NET62|OPA15|fabD,29622,ENSG00000100294,MCT1,NCBI
5202,6566,SLC16A1,HHF7|MCT|MCT1|MCT1D,10922,ENSG00000155380,MCT1,NCBI
9473,23539,SLC16A8,MCT3|REMP,16270,ENSG00000100156,MCT3,NCBI
7061,9123,SLC16A3,MCT 3|MCT 4|MCT-3|MCT-4|MCT3|MCT4,10924,ENSG00000141526,MCT3,NCBI
7060,9122,SLC16A4,MCT4|MCT5,10925,ENSG00000168679,MCT4,NCBI
7061,9123,SLC16A3,MCT 3|MCT 4|MCT-3|MCT-4|MCT3|MCT4,10924,ENSG00000141526,MCT4,NCBI
7059,9121,SLC16A5,MCT5|MCT6,10926,ENSG00000170190,MCT5,NCBI
7060,9122,SLC16A4,MCT4|MCT5,10925,ENSG00000168679,MCT5,NCBI
7059,9121,SLC16A5,MCT5|MCT6,10926,ENSG00000170190,MCT6,NCBI
7058,9120,SLC16A6,MCT6|MCT7,10927,ENSG00000108932,MCT6,NCBI
5203,6567,SLC16A2,AHDS|DXS128|DXS128E|MCT 7|MCT 8|MCT7|MCT8|MRX22|XPCT,10923,ENSG00000147100,MCT7,NCBI
7058,9120,SLC16A6,MCT6|MCT7,10927,ENSG00000108932,MCT7,NCBI
3296,4095,MAFD1,BPAD|MD1,,,MD1,NCBI
7315,9450,LY86,MD-1|MD1|MMD-1|dJ80N2.1,16837,ENSG00000112799,MD1,NCBI
5036,6367,CCL22,A-152E5.1|ABCD-1|DC/B-CK|MDC|SCYA22|STCP-1,10621,ENSG00000102962,MDC,NCBI
3371,4185,ADAM11,MDC,189,ENSG00000073670,MDC,NCBI
6025,7531,YWHAE,14-3-3E|HEL2|KCIP-1|MDCR|MDS,12851,ENSG00000108953,MDCR,NCBI
3966,5048,PAFAH1B1,LIS1|LIS2|MDCR|MDS|NudF|PAFAH,8574,ENSG00000007168,MDCR,NCBI
1302,1605,DAG1,156DAG|A3a|AGRNR|DAG|LGMDR16|MDDGA9|MDDGC7|MDDGC9,2666,ENSG00000173402,MDDGC7,NCBI
28200,729920,CRPPA,ISPD|LGMDR20|MDDGA7|MDDGC7|Nip|hISPD,37276,ENSG00000214960,MDDGC7,NCBI
4123,5243,ABCB1,ABC20|CD243|CLCS|GP170|MDR1|P-GP|PGY1|p-170,40,ENSG00000085563,MDR1,NCBI
9172,23158,TBC1D9,GRAMD9|MDR1,21710,ENSG00000109436,MDR1,NCBI
9408,23451,SF3B1,Hsh155|MDS|PRP10|PRPF10|SAP155|SF3b155,10768,ENSG00000115524,MDS,NCBI
19441,171023,ASXL1,BOPS|MDS,18318,ENSG00000171456,MDS,NCBI
2240,2782,GNB1,HG2A|MDS|MRD42,4396,ENSG00000078369,MDS,NCBI
6025,7531,YWHAE,14-3-3E|HEL2|KCIP-1|MDCR|MDS,12851,ENSG00000108953,MDS,NCBI
3966,5048,PAFAH1B1,LIS1|LIS2|MDCR|MDS|NudF|PAFAH,8574,ENSG00000007168,MDS,NCBI
12279,54790,TET2,IMD75|KIAA1546|MDS,25941,ENSG00000168769,MDS,NCBI
11586,51207,DUSP13B,DUSP13|MDSP|SKRP4|TMDP,19681,ENSG00000079393,MDSP,NCBI
141545,128854680,DUSP13A,BEDP|DUSP13|MDSP,56772,ENSG00000293543,MDSP,NCBI
13158,56125,PCDHB11,ME2|PCDH-BETA11,8682,ENSG00000197479,ME2,NCBI
7450,9620,CELSR1,ADGRC1|CDHF9|FMI2|HFMI2|LMPHM9|ME2,1850,ENSG00000075275,ME2,NCBI
5005,6334,SCN8A,BFIS5|CERIII|CIAT|DEE13|EIEE13|MED|MYOCL2|NaCh6|Nav1.6|PN4,10596,ENSG00000196876,MED,NCBI
1050,1297,COL9A1,DJ149L1.1.2|EDM6|MED|STL4,2217,ENSG00000112280,MED,NCBI
1052,1299,COL9A3,DJ885L7.4.1|EDM3|IDD|MED|STL6,2219,ENSG00000092758,MED,NCBI
1062,1311,COMP,CTS2|EDM1|EPD1|MED|PSACH|THBS5|TSP-5|TSP5,2227,ENSG00000105664,MED,NCBI
1051,1298,COL9A2,DJ39G22.4|EDM2|MED|STL5,2218,ENSG00000049089,MED,NCBI
1596,2000,ELF4,AIFBL2|ELFR|MEF,3319,ENSG00000102034,MEF,NCBI
3388,4210,MEFV,FMF|MEF|PAAND|TRIM20,6998,ENSG00000103313,MEF,NCBI
7775,9989,PPP4R1,MEG1|PP4(Rmeg)|PP4R1,9320,ENSG00000154845,MEG1,NCBI
2333,2887,GRB10,GRB-IR|Grb-10|IRBP|MEG1|RSS,4564,ENSG00000106070,MEG1,NCBI
56037,110599563,LY6G6F-LY6G6D,G6F-LY6G6D|MEGT-1|MEGT1,38821,ENSG00000250641,MEGT1,NCBI
13889,58530,LY6G6D,C6orf23|G6D|LY6-D|MEGT1|NG25,13935,ENSG00000244355,MEGT1,NCBI
4423,5604,MAP2K1,CFC3|MAPKK1|MEK1|MEL|MKK1|PRKMK1,6840,ENSG00000169032,MEL,NCBI
3396,4218,RAB8A,MEL|RAB8,7007,ENSG00000167461,MEL,NCBI
22507,378884,NHLRC1,EPM2A|EPM2B|MALIN|MELF2|bA204B7.2,21576,ENSG00000187566,MELF2,NCBI
6252,7957,EPM2A,EPM2|MELF|MELF2,3413,ENSG00000112425,MELF2,NCBI
1231,1514,CTSL,CATL|CTSL1|MEP,2537,ENSG00000135047,MEP,NCBI
13603,57486,NLN,AGTBP|EP24.16|MEP|MOP,16058,ENSG00000123213,MEP,NCBI
3379,4199,ME1,HUMNDME|MES,6983,ENSG00000065833,MES,NCBI
12375,54903,MKS1,BBS13|JBTS28|MES|MKS|POC12,7121,ENSG00000011143,MES,NCBI
21549,339175,METTL2A,METTL2,25755,ENSG00000087995,METTL2,NCBI
13010,55798,METTL2B,METL|METTL2|METTL2A|PSENIP1,18272,ENSG00000165055,METTL2,NCBI
1253,1540,CYLD,BRSS|CDMT|CYLD1|CYLDI|EAC|FTDALS8|MFT|MFT1|SBS|TEM|USPL2,2584,ENSG00000083799,MFT,NCBI
15260,81034,SLC25A32,GLYB|MFT|MFTC|RREI,29683,ENSG00000164933,MFT,NCBI
2811,3479,IGF1,IGF|IGF-I|IGFI|MGF,5464,ENSG00000017427,MGF,NCBI
3419,4254,KITLG,DCUA|DFNA69|FPH2|FPHH|KL-1|Kitl|MGF|SCF|SF|SHEP7|SLF|WS2F,6343,ENSG00000049130,MGF,NCBI
5390,6776,STAT5A,MGF|STAT5,11366,ENSG00000126561,MGF,NCBI
8888,11343,MGLL,HU-K5|HUK5|MAGL|MGL,17038,ENSG00000074416,MGL,NCBI
8180,10462,CLEC10A,CD301|CLECSF13|CLECSF14|HML|HML2|MGL,16916,ENSG00000132514,MGL,NCBI
33526,100381270,ZBED6,MGR,33273,ENSG00000257315,MGR,NCBI
21276,317773,MGR6,FHM3|MGR,,,MGR,NCBI
11178,29841,GRHL1,LBP32|MGR|NH32|TFCP2L2,17923,ENSG00000134317,MGR,NCBI
36324,100526739,CENPS-CORT,APITD1|APITD1-CORT|CENP-S|CENPS|FAAP16|MHF1,38843,ENSG00000251503,MHF1,NCBI
22496,378708,CENPS,APITD1|CENP-S|FAAP16|MHF1,23163,ENSG00000175279,MHF1,NCBI
22091,348807,CFAP100,CCDC37|MIA1,26842,ENSG00000163885,MIA1,NCBI
6360,8190,MIA,CD-RAP|MIA1,7076,ENSG00000261857,MIA1,NCBI
11210,29919,RMC1,C18orf8|HsT2591|MIC1|Mic-1|WDR98,24326,ENSG00000141452,MIC1,NCBI
7369,9518,GDF15,GDF-15|HG|MIC-1|MIC1|NAG-1|PDF|PLAB|PTGFB,30142,ENSG00000130513,MIC1,NCBI
140700,127898561,MIURF,AltMIEF1|AltMiD51|MIEF1|MIEF1-MP,,ENSG00000285025,MIEF1-MP,NCBI
12124,54471,MIEF1,AltMIEF1|D3A|HSU79252|L0R8F8|MID51|MIEF1-MP|OPA14|SMCR7L|dJ1104E15.3,25979,ENSG00000100335,MIEF1-MP,NCBI
4959,6279,S100A8,60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8|S100-A8,10498,ENSG00000143546,MIF,NCBI
4960,6280,S100A9,60B8AG|CAGB|CFAG|CGLB|L1AG|LIAG|MAC387|MIF|MRP14|NIF|P14|S100-A9,10499,ENSG00000163220,MIF,NCBI
221,268,AMH,MIF|MIS,464,ENSG00000104899,MIF,NCBI
1342,1652,DDT,D-DT|DDCT|MIF-2|MIF2,2732,ENSG00000099977,MIF2,NCBI
876,1060,CENPC,CENP-C|CENPC1|MIF2|hcp-4,1854,ENSG00000145241,MIF2,NCBI
6585,8510,MMP23B,MIFR|MIFR-1|MMP22|MMP23A,7171,ENSG00000189409,MIFR,NCBI
6586,8511,MMP23A,MIFR|MIFR-1|MMP21,7170,ENSG00000215914,MIFR,NCBI
6585,8510,MMP23B,MIFR|MIFR-1|MMP22|MMP23A,7171,ENSG00000189409,MIFR-1,NCBI
6586,8511,MMP23A,MIFR|MIFR-1|MMP21,7170,ENSG00000215914,MIFR-1,NCBI
7097,9168,TMSB10,MIG12|TB10,11879,ENSG00000034510,MIG12,NCBI
13885,58526,MID1IP1,G12-like|MIG12|S14R|STRAIT11499|THRSPL,20715,ENSG00000165175,MIG12,NCBI
8605,10979,FERMT2,KIND2|MIG2|PLEKHC1|UNC112|UNC112B|mig-2,15767,ENSG00000073712,MIG2,NCBI
9193,23180,RFTN1,MIG2|PIB10|PIG9|RAFTLIN,30278,ENSG00000131378,MIG2,NCBI
12073,54206,ERRFI1,GENE-33|MIG-6|MIG6|RALT,18185,ENSG00000116285,MIG6,NCBI
4880,6173,RPL36A,L36A|L44L|MIG6|RPL44|eL42,10359,ENSG00000241343,MIG6,NCBI
6510,8412,BCAR3,AND-34|MIG7|NSP2|SH2D3B,973,ENSG00000137936,MIG7,NCBI
7677,9878,TOX4,C14orf92|KIAA0737|LCP1|MIG7,20161,ENSG00000092203,MIG7,NCBI
3643,4640,MYO1A,BBMI|DFNA48|MIHC|MYHL,7595,ENSG00000166866,MIHC,NCBI
275,330,BIRC3,AIP1|API2|CIAP2|HAIP1|HIAP1|IAP-1|MALT2|MIHC|RNF49|c-IAP2,591,ENSG00000023445,MIHC,NCBI
12121,54468,MIOS,MIO|Sea4|Yulink,21905,ENSG00000164654,MIO,NCBI
11482,51085,MLXIPL,CHREBP|MIO|MLX|MONDOB|WBSCR14|WS-bHLH|bHLHd14,12744,ENSG00000009950,MIO,NCBI
3110,3842,TNPO1,IPO2|KPNB2|MIP|MIP1|TRN,6401,ENSG00000083312,MIP,NCBI
3437,4285,MIPEP,COXPD31|HMIP|MIP,7104,ENSG00000027001,MIP,NCBI
27550,727764,MAFIP,MIP|TEKT4P4|pp5644,31102,,MIP,NCBI
5021,6351,CCL4,ACT2|AT744.1|G-26|HC21|LAG-1|LAG1|MIP-1-beta|MIP1B|MIP1B1|SCYA2|SCYA4,10630,ENSG00000275302,MIP-1-beta,NCBI
22784,388372,CCL4L1,AT744.2|CCL4L|LAG-1|LAG1|MIP-1-beta|SCYA4L|SCYA4L1|SCYA4L2,10631,,MIP-1-beta,NCBI
20823,284306,ZNF547,MIP-2A|SEDLP1|TRAPPC2.19|TRAPPC2B|TRAPPC2P1,26432,ENSG00000152433,MIP-2A,NCBI
8295,10597,TRAPPC2B,MIP-2A|MIP2A|SEDLP|SEDLP1|TRAPPC2P1,10710,ENSG00000256060,MIP-2A,NCBI
22077,348249,CCL15-CCL14,CCL15|HCC-2|LKN-1|MIP-5|MIP5|Mrp-2b|NCC-3|NCC3|SCYA15,44436,,MIP-5,NCBI
5028,6359,CCL15,HCC-2|HMRP-2B|LKN-1|LKN1|MIP-1 delta|MIP-1D|MIP-5|MRP-2B|NCC-3|NCC3|SCYA15|SCYL3|SY15,10613,ENSG00000275718,MIP-5,NCBI
3110,3842,TNPO1,IPO2|KPNB2|MIP|MIP1|TRN,6401,ENSG00000083312,MIP1,NCBI
14512,79109,MAPKAP1,JC310|MIP1|SIN1|SIN1b|SIN1g,18752,ENSG00000119487,MIP1,NCBI
15117,80232,WDR26,CDW2|GID7|MIP2|SKDEAS,21208,ENSG00000162923,MIP2,NCBI
2366,2920,CXCL2,CINC-2a|GRO2|GROb|MGSA-b|MIP-2a|MIP2|MIP2A|SCYB2,4603,ENSG00000081041,MIP2,NCBI
2366,2920,CXCL2,CINC-2a|GRO2|GROb|MGSA-b|MIP-2a|MIP2|MIP2A|SCYB2,4603,ENSG00000081041,MIP2A,NCBI
5061,6399,TRAPPC2,MIP2A|SEDL|SEDT|TRAPPC2P1|TRS20|ZNF547L|hYP38334,23068,ENSG00000196459,MIP2A,NCBI
8295,10597,TRAPPC2B,MIP-2A|MIP2A|SEDLP|SEDLP1|TRAPPC2P1,10710,ENSG00000256060,MIP2A,NCBI
19914,220972,MARCHF8,CMIR|MARCH-VIII|MARCH8|MIR|RNF178|c-MIR,23356,ENSG00000165406,MIR,NCBI
11138,29116,MYLIP,IDOL|MIR,21155,ENSG00000007944,MIR,NCBI
8958,22877,MLXIP,MIR|MONDOA|bHLHe36,17055,ENSG00000175727,MIR,NCBI
24327,406917,MIR129-1,MIR-129b|MIRN129-1|mir-129-1,31512,ENSG00000207705,MIR-129b,NCBI
24328,406918,MIR129-2,MIR-129b|MIRN129-2|mir-129-2,31513,ENSG00000199077,MIR-129b,NCBI
24386,406976,MIR199A1,MIR-199-s|MIRN199A1|mir-199a-1,31571,ENSG00000207752,MIR-199-s,NCBI
24387,406977,MIR199A2,MIR-199-s|MIRN199A2|mir-199a-2,31572,ENSG00000208024,MIR-199-s,NCBI
14556,79187,FSD1,GLFND|MIR1,13745,ENSG00000105255,MIR1,NCBI
15661,83856,FSD1L,CCDC10|CSDUFD1|FSD1CL|FSD1NL|MIR1,13753,ENSG00000106701,MIR1,NCBI
24363,406953,MIR18A,C13orf25|MIR17HG|MIR18|MIRH1|MIRHG1|MIRN18|MIRN18A|hsa-mir-18|hsa-mir-18a|miR-18|miRNA18A|mir-18a,31548,ENSG00000283815,MIR17HG,NCBI
24389,406979,MIR19A,C13orf25|MIR17HG|MIRH1|MIRHG1|MIRN19A|hsa-mir-19a|miR-19a|miRNA19A,31574,ENSG00000284204,MIR17HG,NCBI
24456,407048,MIR92A1,C13orf25|MIR17HG|MIR92-1|MIRH1|MIRHG1|MIRN92-1|MIRN92A-1|MIRN92A1|miRNA92-1|mir-92a-1,31643,ENSG00000283705,MIR17HG,NCBI
24392,406982,MIR20A,C13orf25|MIR17HG|MIR20|MIRH1|MIRHG1|MIRN20|MIRN20A|hsa-mir-20|hsa-mir-20a|miR-20|miRNA20A|mir-20a,31577,ENSG00000283762,MIR17HG,NCBI
24390,406980,MIR19B1,C13orf25|MIR17HG|MIR19B|MIRH1|MIRHG1|MIRN19B1|miR-19b-1|miRNA19B1,31575,ENSG00000284375,MIR17HG,NCBI
24363,406953,MIR18A,C13orf25|MIR17HG|MIR18|MIRH1|MIRHG1|MIRN18|MIRN18A|hsa-mir-18|hsa-mir-18a|miR-18|miRNA18A|mir-18a,31548,ENSG00000283815,MIRH1,NCBI
24390,406980,MIR19B1,C13orf25|MIR17HG|MIR19B|MIRH1|MIRHG1|MIRN19B1|miR-19b-1|miRNA19B1,31575,ENSG00000284375,MIRH1,NCBI
24468,407975,MIR17HG,C13orf25|LINC00048|MIHG1|MIRH1|MIRHG1|NCRNA00048|miR-17-92,23564,ENSG00000215417,MIRH1,NCBI
24392,406982,MIR20A,C13orf25|MIR17HG|MIR20|MIRH1|MIRHG1|MIRN20|MIRN20A|hsa-mir-20|hsa-mir-20a|miR-20|miRNA20A|mir-20a,31577,ENSG00000283762,MIRH1,NCBI
24389,406979,MIR19A,C13orf25|MIR17HG|MIRH1|MIRHG1|MIRN19A|hsa-mir-19a|miR-19a|miRNA19A,31574,ENSG00000284204,MIRH1,NCBI
24456,407048,MIR92A1,C13orf25|MIR17HG|MIR92-1|MIRH1|MIRHG1|MIRN92-1|MIRN92A-1|MIRN92A1|miRNA92-1|mir-92a-1,31643,ENSG00000283705,MIRH1,NCBI
24363,406953,MIR18A,C13orf25|MIR17HG|MIR18|MIRH1|MIRHG1|MIRN18|MIRN18A|hsa-mir-18|hsa-mir-18a|miR-18|miRNA18A|mir-18a,31548,ENSG00000283815,MIRHG1,NCBI
24390,406980,MIR19B1,C13orf25|MIR17HG|MIR19B|MIRH1|MIRHG1|MIRN19B1|miR-19b-1|miRNA19B1,31575,ENSG00000284375,MIRHG1,NCBI
24468,407975,MIR17HG,C13orf25|LINC00048|MIHG1|MIRH1|MIRHG1|NCRNA00048|miR-17-92,23564,ENSG00000215417,MIRHG1,NCBI
24392,406982,MIR20A,C13orf25|MIR17HG|MIR20|MIRH1|MIRHG1|MIRN20|MIRN20A|hsa-mir-20|hsa-mir-20a|miR-20|miRNA20A|mir-20a,31577,ENSG00000283762,MIRHG1,NCBI
24389,406979,MIR19A,C13orf25|MIR17HG|MIRH1|MIRHG1|MIRN19A|hsa-mir-19a|miR-19a|miRNA19A,31574,ENSG00000284204,MIRHG1,NCBI
24456,407048,MIR92A1,C13orf25|MIR17HG|MIR92-1|MIRH1|MIRHG1|MIRN92-1|MIRN92A-1|MIRN92A1|miRNA92-1|mir-92a-1,31643,ENSG00000283705,MIRHG1,NCBI
442,538,ATP7A,DSMAX|HMNX|MK|MNK|SMAX3,869,ENSG00000165240,MK,NCBI
3607,4598,MVK,LRBP|MK|MVLK|POROK3,7530,ENSG00000110921,MK,NCBI
3376,4192,MDK,ARAP|MK|NEGF2,6972,ENSG00000110492,MK,NCBI
3018,3737,KCNA2,DEE32|EIEE32|HBK5|HK4|HUKIV|KV1.2|MK2|NGK1|RBK2,6220,ENSG00000177301,MK2,NCBI
7164,9261,MAPKAPK2,MAPKAP-K2|MK-2|MK2,6887,ENSG00000162889,MK2,NCBI
6204,7867,MAPKAPK3,3PK|MAPKAP-K3|MAPKAP3|MAPKAPK-3|MDPT3|MK-3|MK3,6888,ENSG00000114738,MK3,NCBI
3019,3738,KCNA3,HGK5|HLK3|HPCN3|HUKIII|KV1.3|MK3|PCN3,6221,ENSG00000177272,MK3,NCBI
1491,1849,DUSP7,MKPX|PYST2,3073,ENSG00000164086,MKPX,NCBI
13341,56940,DUSP22,JKAP|JSP-1|JSP1|LMW-DSP2|LMWDSP2|MKP-x|MKPX|VHX,16077,ENSG00000112679,MKPX,NCBI
12375,54903,MKS1,BBS13|JBTS28|MES|MKS|POC12,7121,ENSG00000011143,MKS,NCBI
6363,8195,MKKS,BBS6|HMCS|KMS|MKS,7108,ENSG00000125863,MKS,NCBI
11921,51761,ATP8A2,ATP|ATPIB|CAMRQ4|IB|ML-1,13533,ENSG00000132932,ML-1,NCBI
