,alias_symbol,gene_symbol,ENSG_ID,source,gene_symbol_count
4213,GPCR135,RXFP3,ENSG00000182631,ENSG,5
7, ACACalpha,ACACA,ENSG00000275176,ENSG,5
872, HP-4,DEFA4,ENSG00000164821,ENSG,5
4734,OR7-1,OR2F2,ENSG00000221910,ENSG,5
870, HOIP,RNF31,ENSG00000285152,ENSG,5
869, HNSPC,KCNQ2,ENSG00000281151,ENSG,5
863, HNP-3,DEFA3,ENSG00000239839,ENSG,5
9, ACC-alpha,ACACA,ENSG00000278540,ENSG,5
4909,RSRFR2,MEF2B,ENSG00000213999,ENSG,5
858, HMRP-2B,CCL15,ENSG00000275528,ENSG,5
3814,D15F37S1,HERC2,ENSG00000277278,ENSG,5
193, CKb8,CCL23,ENSG00000274736,ENSG,5
457, Em:AF134726.3,EHMT2,ENSG00000232045,ENSG,5
1323, MGC10902,UPK3B,ENSG00000243566,ENSG,5
857, HMPS,GREM1,ENSG00000282046,ENSG,5
12, ACCA,ACACA,ENSG00000278540,ENSG,5
13, ACCalpha,ACACA,ENSG00000275176,ENSG,5
849, HLE,ELANE,ENSG00000197561,ENSG,5
846, HLAK,HLA-K,ENSG00000229959,ENSG,5
845, HLA92,HLA-L,ENSG00000290331,ENSG,5
156, CDHR7,DCHS2,ENSG00000284227,ENSG,5
157, CDIP,CDIP1,ENSG00000089486,ENSG,5
704, GSDMDC1,GSDMD,ENSG00000104518,ENSG,5
297, DAND2,GREM1,ENSG00000282046,ENSG,5
458, Erk4,MAPK4,ENSG00000141639,ENSG,5
3818,D15S1518E,APBA2,ENSG00000276495,ENSG,5
465, FAM101B,RFLNB,ENSG00000183688,ENSG,5
3819,D16S2531E,SNTB2,ENSG00000168807,ENSG,5
432, EPHT1,EPHA1,ENSG00000284816,ENSG,5
452, Em:AB023056.16,HCG4B,ENSG00000227956,ENSG,5
450, Em:AB023049.7,ATAT1,ENSG00000234549,ENSG,5
3915,DKFZp547F072,SCRT1,ENSG00000261678,ENSG,5
449, Em:AB014085.3,RPP21,ENSG00000241779,ENSG,5
3824,D22S749,PVALB,ENSG00000274665,ENSG,5
464, FAM101A,RFLNA,ENSG00000178882,ENSG,5
301, DC-CK1,CCL18,ENSG00000278006,ENSG,5
302, DCCK1,CCL18,ENSG00000275385,ENSG,5
442, EST349056,ABCC6,ENSG00000275331,ENSG,5
441, EST25263,SNTB2,ENSG00000260873,ENSG,5
440, EST123147,ABCF1,ENSG00000231129,ENSG,5
3827,D52,TPD52,ENSG00000076554,ENSG,5
304, DDDD,SMDT1,ENSG00000183172,ENSG,5
3838,D6S45,NELFE,ENSG00000231044,ENSG,5
3829,D6S204,HLA-C,ENSG00000206435,ENSG,5
499, FKLF-2,KLF13,ENSG00000275746,ENSG,5
460, FAC,FANCC,ENSG00000158169,ENSG,5
196, CLAPA2,AP2A2,ENSG00000280759,ENSG,5
2884, YKLK1,KLKP1,ENSG00000290915,ENSG,5
3971,ELA2,ELANE,ENSG00000197561,ENSG,5
520, FLJ13158,ATAT1,ENSG00000229061,ENSG,5
519, FLJ12847,MCPH1,ENSG00000147316,ENSG,5
517, FLJ12150,GSDMD,ENSG00000278718,ENSG,5
3967,EIF-5A,EIF5A,ENSG00000132507,ENSG,5
3963,EF-1D,EEF1D,ENSG00000104529,ENSG,5
508, FLJ10783,EDEM2,ENSG00000088298,ENSG,5
280, D6S203,HLA-J,ENSG00000235309,ENSG,5
3800,CaMKIII,EEF2K,ENSG00000284161,ENSG,5
3801,CaT1,TRPV6,ENSG00000165125,ENSG,5
3943,DUS4,DUS4L,ENSG00000105865,ENSG,5
3806,Ckb-8,CCL23,ENSG00000274736,ENSG,5
364, DKFZp686L2452,MRNIP,ENSG00000283918,ENSG,5
3933,DORA,IGSF6,ENSG00000140749,ENSG,5
461, FACC,FANCC,ENSG00000158169,ENSG,5
283, D6S216E,PSMB8,ENSG00000235715,ENSG,5
3802,CaT2,TRPV5,ENSG00000274348,ENSG,5
3931,DOC2BL,DOC2B,ENSG00000272636,ENSG,5
3804,Cfm1,RFLNB,ENSG00000283979,ENSG,5
3922,DLG4,LLGL1,ENSG00000131899,ENSG,5
3920,DKFZp761M0212,SESN2,ENSG00000285069,ENSG,5
3805,Cfm2,RFLNA,ENSG00000178882,ENSG,5
431, EPHT,EPHA1,ENSG00000146904,ENSG,5
427, ENB1,KCNQ2,ENSG00000075043,ENSG,5
426, EMRE,SMDT1,ENSG00000183172,ENSG,5
343, DGAT,DGAT1,ENSG00000285482,ENSG,5
316, DEFB-1,DEFB1,ENSG00000164825,ENSG,5
3904,DKFZP434L1435,VARS2,ENSG00000236178,ENSG,5
360, DKFZp434K171,MTMR9,ENSG00000285032,ENSG,5
1324, MGC11271,BRME1,ENSG00000288152,ENSG,5
3857,DEF1,DEFA1,ENSG00000284983,ENSG,5
407, ECAC1,TRPV5,ENSG00000274348,ENSG,5
408, ECAC2,TRPV6,ENSG00000276971,ENSG,5
352, DKFZP564D1864,AP2A2,ENSG00000183020,ENSG,5
350, DKFZP434G032,KRT23,ENSG00000263309,ENSG,5
3841,D6S60,STK19,ENSG00000204344,ENSG,5
3861,DEF6,DEFA6,ENSG00000164822,ENSG,5
3897,DIR1,FKBPL,ENSG00000224200,ENSG,5
3860,DEF5,DEFA5,ENSG00000164816,ENSG,5
3859,DEF4,DEFA4,ENSG00000164821,ENSG,5
3858,DEF3,DEFA3,ENSG00000284835,ENSG,5
341, DFNB21,TECTA,ENSG00000109927,ENSG,5
3843,D9S411E,APBA1,ENSG00000276497,ENSG,5
2904, ZFYVE12,RUFY1,ENSG00000176783,ENSG,5
340, DFNA8,TECTA,ENSG00000109927,ENSG,5
337, DFFRY,USP9Y,ENSG00000114374,ENSG,5
3885,DF5L,GSDMD,ENSG00000104518,ENSG,5
3856,DDX36,DHX36,ENSG00000281763,ENSG,5
315, DEFA2,DEFA1,ENSG00000206047,ENSG,5
366, DKFZp686N1651,CEP20,ENSG00000276914,ENSG,5
368, DKFZp779M2348,TNNT3,ENSG00000288250,ENSG,5
369, DLB1,DLEU1,ENSG00000176124,ENSG,5
305, DDEFL1,ASAP3,ENSG00000282854,ENSG,5
307, DDX13,SKIC2,ENSG00000225737,ENSG,5
422, EIF5A1,EIF5A,ENSG00000288145,ENSG,5
308, DDX16,DHX16,ENSG00000231377,ENSG,5
3832,D6S218E,RPS18,ENSG00000096150,ENSG,5
5305,promethin,LDAF1,ENSG00000283997,ENSG,5
418, EIF3S8,EIF3C,ENSG00000184110,ENSG,5
417, EIF3S12,EIF3K,ENSG00000178982,ENSG,5
2905, ZGRF7,TOP3A,ENSG00000284238,ENSG,5
3886,DFNA12,TECTA,ENSG00000109927,ENSG,5
604, FOXN5,FOXR1,ENSG00000176302,ENSG,5
318, DEFB101,DEFB1,ENSG00000164825,ENSG,5
172, CES7,CES5A,ENSG00000159398,ENSG,5
357, DKFZp434D0513,HYDIN,ENSG00000283022,ENSG,5
2912, ZMYND5,DEAF1,ENSG00000282712,ENSG,5
396, DSPD1,PRRT1,ENSG00000235956,ENSG,5
392, DRM,GREM1,ENSG00000166923,ENSG,5
389, DPCR1,MUCL3,ENSG00000229284,ENSG,5
2898, ZC2HC6B,KAT6B,ENSG00000281813,ENSG,5
3883,DENND8A,SMCR8,ENSG00000283741,ENSG,5
2899, ZC3HDC3,ZC3H3,ENSG00000014164,ENSG,5
2902, ZFP38-L,ZBED9,ENSG00000248496,ENSG,5
275, D12S2489E,KLRK1,ENSG00000213809,ENSG,5
522, FLJ13203,CPEB1,ENSG00000277445,ENSG,5
4072,FLJ11008,DHRS4,ENSG00000157326,ENSG,5
627, G13,ATF6B,ENSG00000168468,ENSG,5
171, CES5,CES5A,ENSG00000159398,ENSG,5
649, G7a,VARS2,ENSG00000137411,ENSG,5
192, CKb7,CCL18,ENSG00000278006,ENSG,5
4037,FAP216,RNF39,ENSG00000230467,ENSG,5
354, DKFZP586E1923,SMIM8,ENSG00000111850,ENSG,5
639, G6,CLIC1,ENSG00000226417,ENSG,5
3751,CRYG3,CRYGC,ENSG00000285011,ENSG,5
631, G18.2,GPSM3,ENSG00000237052,ENSG,5
630, G18.1b,GPSM3,ENSG00000213654,ENSG,5
629, G18.1a,GPSM3,ENSG00000237052,ENSG,5
626, G11,STK19,ENSG00000234947,ENSG,5
4045,FC(GAMMA)BP,FCGBP,ENSG00000275395,ENSG,5
3752,CRYG4,CRYGD,ENSG00000285434,ENSG,5
618, FcgammaBP,FCGBP,ENSG00000275395,ENSG,5
612, FUP1,BTBD7,ENSG00000011114,ENSG,5
611, FTNB,ADAM2,ENSG00000276286,ENSG,5
3756,CSNB1C,TRPM1,ENSG00000134160,ENSG,5
170, CES4C1,CES5A,ENSG00000159398,ENSG,5
1365, MGC40108,LENG8,ENSG00000274305,ENSG,5
1366, MGC40441,GCSAM,ENSG00000284925,ENSG,5
2913, ZNF144,PCGF2,ENSG00000278644,ENSG,5
549, FLJ23598,AGBL2,ENSG00000285501,ENSG,5
4046,FCP1,CTDP1,ENSG00000282752,ENSG,5
524, FLJ14049,HCG11,ENSG00000228223,ENSG,5
585, FLJ40123,HCG27,ENSG00000238148,ENSG,5
3749,CRYA1,CRYAA,ENSG00000160202,ENSG,5
4057,FLJ00173,SBNO2,ENSG00000278788,ENSG,5
4071,FLJ10979,VPS53,ENSG00000283883,ENSG,5
4069,FLJ10782,PANK4,ENSG00000273494,ENSG,5
4067,FLJ10648,BTBD7,ENSG00000011114,ENSG,5
4066,FLJ10604,ASF1B,ENSG00000288210,ENSG,5
4065,FLJ10565,CEP72,ENSG00000112877,ENSG,5
691, GP180,PTPRC,ENSG00000081237,ENSG,5
3742,CREBL1,ATF6B,ENSG00000213676,ENSG,5
1571, NCRNA00150,HCG21,ENSG00000233529,ENSG,5
2876, XPMC2H,REXO4,ENSG00000148300,ENSG,5
3783,CTRB,CTRB1,ENSG00000285346,ENSG,5
3743,CRF-R,CRHR1,ENSG00000120088,ENSG,5
3983,EPILYSIN,MMP28,ENSG00000278843,ENSG,5
2877, XRCC6BP1,ATP23,ENSG00000262145,ENSG,5
4053,FIT1,FITM1,ENSG00000139914,ENSG,5
668, GCNT5,GCNT2,ENSG00000111846,ENSG,5
2878, XT-I,XYLT1,ENSG00000103489,ENSG,5
657, GAPIII,RASA3,ENSG00000185989,ENSG,5
2879, XTP6,DLEU1,ENSG00000176124,ENSG,5
4049,FHF3,FGF11,ENSG00000161958,ENSG,5
653, G9A,EHMT2,ENSG00000224143,ENSG,5
4048,FGE,SUMF1,ENSG00000144455,ENSG,5
4014,FAM14D,IFI27,ENSG00000165949,ENSG,5
602, FOPNL,CEP20,ENSG00000133393,ENSG,5
199, CMKRL1,LTB4R,ENSG00000285456,ENSG,5
696, GPR16,LTB4R,ENSG00000213903,ENSG,5
3982,EPH,EPHA1,ENSG00000284816,ENSG,5
1367, MGC4147,PSMB3,ENSG00000277791,ENSG,5
531, FLJ16061,FGF11,ENSG00000161958,ENSG,5
2830, VARSL,VARS2,ENSG00000223494,ENSG,5
532, FLJ20047,DCHS2,ENSG00000284227,ENSG,5
534, FLJ20199,ASAP3,ENSG00000088280,ENSG,5
537, FLJ20510,NLRP2,ENSG00000278789,ENSG,5
536, FLJ20291,CWC25,ENSG00000273559,ENSG,5
4011,FAM128B,MZT2B,ENSG00000152082,ENSG,5
533, FLJ20154,WBP1L,ENSG00000166272,ENSG,5
539, FLJ20897,EEF1D,ENSG00000104529,ENSG,5
216, CRF1,CRHR1,ENSG00000276191,ENSG,5
541, FLJ21916,OTUB2,ENSG00000277276,ENSG,5
544, FLJ22638,RPP21,ENSG00000242726,ENSG,5
2906, ZIBRA,RNF31,ENSG00000285152,ENSG,5
546, FLJ22993,SURF4,ENSG00000148248,ENSG,5
547, FLJ23480,MLLT6,ENSG00000275023,ENSG,5
548, FLJ23501,RNF31,ENSG00000285152,ENSG,5
593, FLJ43842,DERL3,ENSG00000099958,ENSG,5
3787,CX62,GJA10,ENSG00000288435,ENSG,5
4007,FA3,FANCC,ENSG00000158169,ENSG,5
271, Crkas,BCAR1,ENSG00000050820,ENSG,5
526, FLJ14346,MZT2B,ENSG00000152082,ENSG,5
553, FLJ25550,HCG18,ENSG00000231074,ENSG,5
554, FLJ30357,HCG11,ENSG00000228223,ENSG,5
556, FLJ31087,ZBED9,ENSG00000232040,ENSG,5
217, CRHR,CRHR1,ENSG00000278232,ENSG,5
557, FLJ31153,CEP20,ENSG00000133393,ENSG,5
210, CPETRL2,CLDN7,ENSG00000181885,ENSG,5
213, CRAC1,GREM1,ENSG00000282046,ENSG,5
595, FLJ44614,RFLNA,ENSG00000178882,ENSG,5
4005,Erk3-related,MAPK4,ENSG00000282110,ENSG,5
4000,Em:AB023056.13,HLA-U,ENSG00000227366,ENSG,5
542, FLJ21919,INTS3,ENSG00000143624,ENSG,5
3986,ERV29,SURF4,ENSG00000148248,ENSG,5
589, FLJ42958,DUSP8,ENSG00000184545,ENSG,5
4509,KIAA0691,CNOT3,ENSG00000273943,ENSG,5
1360, MGC35212,MEIOB,ENSG00000282650,ENSG,5
3994,Em:AB014087.1,HCG18,ENSG00000224619,ENSG,5
1385, MGC78537,MRNIP,ENSG00000283918,ENSG,5
3763,CT130,PRAME,ENSG00000275013,ENSG,5
3991,Em:AB014080.2,RANP1,ENSG00000227703,ENSG,5
3764,CT15,ADAM2,ENSG00000276286,ENSG,5
570, FLJ34716,SMCR8,ENSG00000283741,ENSG,5
227, CT104.5,POTEB,ENSG00000233917,ENSG,5
567, FLJ33817,WDR81,ENSG00000276021,ENSG,5
561, FLJ31598,HCG18,ENSG00000231074,ENSG,5
560, FLJ31547,CES5A,ENSG00000261972,ENSG,5
4280,HF.10,ZNF35,ENSG00000169981,ENSG,5
2864, WWP3,MAGI1,ENSG00000151276,ENSG,5
3007, eEF-2K,EEF2K,ENSG00000284161,ENSG,5
1387, MGC8850,PINX1,ENSG00000254093,ENSG,5
4511,KIAA1014,FNBP4,ENSG00000109920,ENSG,5
1386, MGC8570,PSMC4,ENSG00000013275,ENSG,5
1384, MGC71803,DERL3,ENSG00000274437,ENSG,5
1361, MGC35423,KRT20,ENSG00000263057,ENSG,5
1383, MGC65027,MRNIP,ENSG00000283918,ENSG,5
4521,KIAA1542,PHRF1,ENSG00000274780,ENSG,5
1379, MGC51822,DEFB1,ENSG00000284881,ENSG,5
1378, MGC5178,SLX1B,ENSG00000181625,ENSG,5
1377, MGC51021,ZNF19,ENSG00000157429,ENSG,5
1376, MGC50721,PDZD9,ENSG00000284316,ENSG,5
1373, MGC45871,RFLNB,ENSG00000283979,ENSG,5
3447,C14orf137,OTUB2,ENSG00000277276,ENSG,5
1372, MGC45269,FGF11,ENSG00000161958,ENSG,5
4517,KIAA1409,UNC79,ENSG00000276416,ENSG,5
4516,KIAA1366,NLGN2,ENSG00000169992,ENSG,5
4527,KIAA1932,LENG8,ENSG00000276681,ENSG,5
3189,AC4,ADCY4,ENSG00000284814,ENSG,5
603, FOR20,CEP20,ENSG00000276914,ENSG,5
3479,C17orf83,SPEM1,ENSG00000181323,ENSG,5
584, FLJ40081,SPEM1,ENSG00000181323,ENSG,5
1406, MIP-3,CCL23,ENSG00000274736,ENSG,5
1391, MGC99547,EIF5A,ENSG00000132507,ENSG,5
1392, MGC:14091,APBA2,ENSG00000034053,ENSG,5
1408, MIP-5,CCL15,ENSG00000275528,ENSG,5
3255,AML1,RUNX1,ENSG00000159216,ENSG,5
4554,LINC00046,HCG17,ENSG00000244695,ENSG,5
3429,Buster4,ZBED9,ENSG00000232040,ENSG,5
3250,AMAC-1,CCL18,ENSG00000278006,ENSG,5
4548,L7A,RPL7A,ENSG00000280858,ENSG,5
3433,C10orf26,WBP1L,ENSG00000166272,ENSG,5
4545,KUB3,ATP23,ENSG00000262145,ENSG,5
4543,KRTHA7,KRT37,ENSG00000108417,ENSG,5
1410, MIP224,PSMC4,ENSG00000013275,ENSG,5
1407, MIP-4,CCL18,ENSG00000278167,ENSG,5
4533,KOR-3,OPRL1,ENSG00000125510,ENSG,5
1405, MIP-1d,CCL15,ENSG00000275528,ENSG,5
4513,KIAA1092,PLCL2,ENSG00000154822,ENSG,5
3239,AL928768.3,IGHA1,ENSG00000282633,ENSG,5
3438,C11orf81,DUSP8,ENSG00000184545,ENSG,5
1400, MINT2,APBA2,ENSG00000034053,ENSG,5
1399, MINT1,APBA1,ENSG00000276497,ENSG,5
3439,C11orf89,PRR33,ENSG00000283787,ENSG,5
4535,KOX12,ZNF19,ENSG00000157429,ENSG,5
3236,AIP3,MAGI1,ENSG00000282956,ENSG,5
3453,C14orf20,TSSK4,ENSG00000139908,ENSG,5
1279, MAGI-1,MAGI1,ENSG00000282956,ENSG,5
4504,KIAA0450,PLCH2,ENSG00000276429,ENSG,5
3198,ACAC,ACACA,ENSG00000278540,ENSG,5
410, ECSM2,ECSCR,ENSG00000249751,ENSG,5
3937,DRIP92,MED16,ENSG00000175221,ENSG,5
1217, LMC,CCL16,ENSG00000275152,ENSG,5
3172,AB023051.1,HCG20,ENSG00000238216,ENSG,5
4596,MCT-1,MCTS1,ENSG00000232119,ENSG,5
3477,C17orf74,SPEM2,ENSG00000184560,ENSG,5
1319, MGC102953,FGF11,ENSG00000161958,ENSG,5
1318, MGC102753,SURF4,ENSG00000280951,ENSG,5
3176,ABC50,ABCF1,ENSG00000225989,ENSG,5
2842, Vartul,SCRIB,ENSG00000180900,ENSG,5
1314, MEIOK21,BRME1,ENSG00000288152,ENSG,5
1308, MEC17,ATAT1,ENSG00000223752,ENSG,5
1306, MDC9,ADAM9,ENSG00000282230,ENSG,5
1302, MCMP,ADAM9,ENSG00000282230,ENSG,5
1301, MCIF,CCL14,ENSG00000276409,ENSG,5
1298, MCCCbeta,MCCC2,ENSG00000281742,ENSG,5
1296, MBT,PRTN3,ENSG00000196415,ENSG,5
1290, MAS-L,MAS1L,ENSG00000228377,ENSG,5
3171,AB023048.2,HCG21,ENSG00000230541,ENSG,5
3469,C16orf73,MEIOB,ENSG00000282650,ENSG,5
3200,ACCN5,ASIC5,ENSG00000262505,ENSG,5
1348, MGC24116,H4C16,ENSG00000197837,ENSG,5
1338, MGC15229,SHMT1,ENSG00000176974,ENSG,5
1351, MGC26158,KRT23,ENSG00000108244,ENSG,5
1356, MGC3102,OTUB2,ENSG00000089723,ENSG,5
4503,KIAA0430,MARF1,ENSG00000166783,ENSG,5
4496,KIAA0200,MAML1,ENSG00000283780,ENSG,5
3224,AF17,MLLT6,ENSG00000275851,ENSG,5
4495,KIAA0150,ZC3H3,ENSG00000014164,ENSG,5
3219,ADTAB,AP2A2,ENSG00000281385,ENSG,5
4493,KIAA0147,SCRIB,ENSG00000274287,ENSG,5
3462,C14orf96,ADAM6,ENSG00000290516,ENSG,5
4490,KIAA0032,HERC3,ENSG00000287542,ENSG,5
1349, MGC24556,SHMT1,ENSG00000284320,ENSG,5
3467,C16orf63,CEP20,ENSG00000276914,ENSG,5
4635,MMEL2,MMEL1,ENSG00000142606,ENSG,5
3466,C16orf5,CDIP1,ENSG00000089486,ENSG,5
4629,MGC72007,RPS17,ENSG00000278229,ENSG,5
3284,ARE1,VPS52,ENSG00000206286,ENSG,5
1532, Mtn-1,CCL16,ENSG00000275095,ENSG,5
1347, MGC23214,PSMC4,ENSG00000013275,ENSG,5
3209,AD024,SPC25,ENSG00000152253,ENSG,5
994, INT3,INTS3,ENSG00000262826,ENSG,5
1343, MGC20204,DHRS1,ENSG00000157379,ENSG,5
4560,LINC02657,LASTR,ENSG00000242147,ENSG,5
1444, MLEL1,DHX36,ENSG00000174953,ENSG,5
1451, MLSN1,TRPM1,ENSG00000134160,ENSG,5
1452, MM28,MMP28,ENSG00000278843,ENSG,5
4634,MLZE,GSDMC,ENSG00000285114,ENSG,5
3364,BAT8,EHMT2,ENSG00000224143,ENSG,5
3394,BLTR,LTB4R,ENSG00000285456,ENSG,5
1539, NACGT1,GCNT2,ENSG00000285222,ENSG,5
1535, N8L,TPD52,ENSG00000076554,ENSG,5
4618,MGC3180,SCNM1,ENSG00000163156,ENSG,5
4624,MGC35570,NIPA1,ENSG00000170113,ENSG,5
3468,C16orf65,PDZD9,ENSG00000155714,ENSG,5
1531, Msp1,ATAD1,ENSG00000138138,ENSG,5
1530, Mltng,ADAM9,ENSG00000282230,ENSG,5
1529, MiNT,CISD3,ENSG00000274768,ENSG,5
1528, MiD49,MIEF2,ENSG00000177427,ENSG,5
1527, Mgl1,LLGL1,ENSG00000131899,ENSG,5
1525, Mam-1,MAML1,ENSG00000161021,ENSG,5
1523, MYST4,KAT6B,ENSG00000281813,ENSG,5
3350,BACH-1,BACH1,ENSG00000156273,ENSG,5
3330,AZFA,USP9Y,ENSG00000114374,ENSG,5
4620,MGC33147,LTC4S,ENSG00000213316,ENSG,5
1522, MYOHD1,MYO19,ENSG00000278372,ENSG,5
3326,ATTHOG,MOSMO,ENSG00000185716,ENSG,5
3203,ACPA,PRTN3,ENSG00000277804,ENSG,5
1542, NAGCT1,GCNT2,ENSG00000285222,ENSG,5
1489, MRS,DEFA1,ENSG00000284983,ENSG,5
4652,Miner2,CISD3,ENSG00000274768,ENSG,5
1471, MPIF-1,CCL23,ENSG00000276114,ENSG,5
3420,BV05S1J2.2,TRBC1,ENSG00000281981,ENSG,5
1570, NCRNA00149,HCG20,ENSG00000224133,ENSG,5
1566, NCRNA00046,HCG17,ENSG00000241053,ENSG,5
1564, NCRNA00021,DLEU1,ENSG00000176124,ENSG,5
3380,BD1,DEFB1,ENSG00000284881,ENSG,5
1562, NCKAP4,SOCS7,ENSG00000274229,ENSG,5
1561, NCC27,CLIC1,ENSG00000206394,ENSG,5
4655,NANCI,SFTA3,ENSG00000229415,ENSG,5
1560, NCC-4,CCL16,ENSG00000275095,ENSG,5
1558, NCC-2,CCL14,ENSG00000277236,ENSG,5
1546, NALP7,NLRP7,ENSG00000277776,ENSG,5
3377,BCMS,DLEU1,ENSG00000176124,ENSG,5
4653,Morf,KAT6B,ENSG00000156650,ENSG,5
4651,Med24,MED22,ENSG00000148297,ENSG,5
3275,APOAL,LPAL2,ENSG00000290613,ENSG,5
4649,Magmas,PAM16,ENSG00000282228,ENSG,5
3376,BCL7,BCL7A,ENSG00000110987,ENSG,5
2817, UPIIIb,UPK3B,ENSG00000276184,ENSG,5
3390,BING4,WDR46,ENSG00000227057,ENSG,5
2818, UPLC1,ASAP3,ENSG00000282854,ENSG,5
4617,MGC3162,NOC4L,ENSG00000288146,ENSG,5
3325,ATPIIB,ATP9B,ENSG00000274273,ENSG,5
3319,ATP6B,ATP4B,ENSG00000186009,ENSG,5
4582,LYC1,LYZL6,ENSG00000275722,ENSG,5
1322, MGC104959,SYNRG,ENSG00000275066,ENSG,5
2828, VARS2,VARS1,ENSG00000204394,ENSG,5
2829, VARS2L,VARS2,ENSG00000206476,ENSG,5
1476, MRG,MAS1L,ENSG00000228377,ENSG,5
4588,MAP-1,MOAP1,ENSG00000165943,ENSG,5
1470, MPD2,MATR3,ENSG00000015479,ENSG,5
3413,BTEB3,KLF13,ENSG00000275746,ENSG,5
1545, NALP2,NLRP2,ENSG00000273992,ENSG,5
1519, MUPCDH,CDHR5,ENSG00000273572,ENSG,5
1559, NCC-3,CCL15,ENSG00000275528,ENSG,5
1516, MUCDHL,CDHR5,ENSG00000273572,ENSG,5
2826, UTP7,WDR46,ENSG00000226916,ENSG,5
2832, VCPDM,MATR3,ENSG00000280987,ENSG,5
1467, MOZART2B,MZT2B,ENSG00000152082,ENSG,5
1466, MOZ2,KAT6B,ENSG00000281813,ENSG,5
1462, MONDOA,MLXIP,ENSG00000175727,ENSG,5
1461, MODY5,HNF1B,ENSG00000275410,ENSG,5
3264,AP1GBP1,SYNRG,ENSG00000275066,ENSG,5
2833, VHNF1,HNF1B,ENSG00000276194,ENSG,5
1456, MMP-28,MMP28,ENSG00000271447,ENSG,5
1455, MMP-25,MMP28,ENSG00000271447,ENSG,5
3281,AR1,TCF20,ENSG00000280467,ENSG,5
3416,BTL-II,BTNL2,ENSG00000204290,ENSG,5
3409,BRIT1,MCPH1,ENSG00000147316,ENSG,5
4600,MEL-18,PCGF2,ENSG00000277258,ENSG,5
1515, MU-PCDH,CDHR5,ENSG00000099834,ENSG,5
4659,NAP4,SOCS7,ENSG00000274211,ENSG,5
4613,MGC2404,ACBD6,ENSG00000230124,ENSG,5
4612,MGC23166,ZBTB9,ENSG00000213588,ENSG,5
4611,MGC23130,MIEF2,ENSG00000284495,ENSG,5
2820, URG7,ABCC6,ENSG00000275331,ENSG,5
4606,MGC13687,PSMC4,ENSG00000013275,ENSG,5
1511, MTMR8,MTMR9,ENSG00000285032,ENSG,5
3292,ARIA,ECSCR,ENSG00000249751,ENSG,5
1504, MT1NP,MT1JP,ENSG00000255986,ENSG,5
2825, UTP19,NOC4L,ENSG00000184967,ENSG,5
1502, MT1J,MT1JP,ENSG00000255986,ENSG,5
3287,ARGP1,DGAT1,ENSG00000285482,ENSG,5
3286,ARG134,EIF3K,ENSG00000178982,ENSG,5
4593,MCCB,MCCC2,ENSG00000131844,ENSG,5
3276,APOLV,APOL5,ENSG00000277390,ENSG,5
3138,170A,SKIC2,ENSG00000206353,ENSG,5
1083, KIAA1925,ZBED9,ENSG00000232040,ENSG,5
1081, KIAA1885,VARS2,ENSG00000137411,ENSG,5
1282, MAPE,PRAME,ENSG00000185686,ENSG,5
1345, MGC22228,SPC25,ENSG00000277909,ENSG,5
4460,KAISO-L1,ZBTB4,ENSG00000174282,ENSG,5
3099, p64CLCP,CLIC1,ENSG00000206394,ENSG,5
3519,C4orf40,PRR27,ENSG00000187533,ENSG,5
1108, KLR,KLRK1,ENSG00000213809,ENSG,5
4362,Ha-4,KRT34,ENSG00000262045,ENSG,5
3521,C5orf45,MRNIP,ENSG00000283918,ENSG,5
4355,HTF6,ZNF43,ENSG00000198521,ENSG,5
3524,C6orf10,TSBP1,ENSG00000237881,ENSG,5
3090, p528,HERC2,ENSG00000277278,ENSG,5
3076, p28b,MED18,ENSG00000284944,ENSG,5
4349,HSPOX2,PRODH,ENSG00000100033,ENSG,5
1080, KIAA1864,HYDIN,ENSG00000283022,ENSG,5
1146, LAIR-1,LAIR1,ENSG00000278154,ENSG,5
1147, LAIR-2,LAIR2,ENSG00000167618,ENSG,5
1075, KIAA1571,ZDBF2,ENSG00000204186,ENSG,5
4341,HSET,KIFC1,ENSG00000233450,ENSG,5
1074, KIAA1538,ZBTB4,ENSG00000283868,ENSG,5
3526,C6orf101,HLA-P,ENSG00000260055,ENSG,5
1073, KIAA1519,CEP72,ENSG00000280688,ENSG,5
1072, KIAA1488,DHX36,ENSG00000174953,ENSG,5
1068, KIAA1359,MUC20,ENSG00000278114,ENSG,5
4367,HsT26053,AK3P2,ENSG00000282669,ENSG,5
1110, KMT1C,EHMT2,ENSG00000227333,ENSG,5
3530,C6orf134,ATAT1,ENSG00000234549,ENSG,5
1111, KNSL2,KIFC1,ENSG00000237649,ENSG,5
3507,C22orf14,DERL3,ENSG00000099958,ENSG,5
1155, LCN14,OBP2B,ENSG00000171102,ENSG,5
3015, hACC1,ACACA,ENSG00000278540,ENSG,5
2858, WISp39,FKBPL,ENSG00000230907,ENSG,5
3018, hD52,TPD52,ENSG00000076554,ENSG,5
3531,C6orf135,RPP21,ENSG00000241370,ENSG,5
1226, LOC51149,MRNIP,ENSG00000161010,ENSG,5
1162, LEC,CCL16,ENSG00000275152,ENSG,5
1138, Kv7.2,KCNQ2,ENSG00000281151,ENSG,5
3115, querkopf,KAT6B,ENSG00000156650,ENSG,5
1135, KVLQT1,KCNQ1,ENSG00000282076,ENSG,5
3509,C22orf32,SMDT1,ENSG00000274112,ENSG,5
3114, qkf,KAT6B,ENSG00000156650,ENSG,5
