gene_symbol,ENSG_ID,alias_symbol,source
IGHD7-27,ENSG00000236597, IGHD727,ENSG
IGHD7-27,ENSG00000282455, IGHD727,ENSG
IGHV8-51-1,ENSG00000254167, IGHVIII-51-1,ENSG
IGHV8-51-1,ENSG00000282294, IGHVIII-51-1,ENSG
IGKV1-17,ENSG00000281978, IGKV117,ENSG
IGKV1-17,ENSG00000240382, IGKV117,ENSG
IGKV1-27,ENSG00000282666, IGKV127,ENSG
IGKV1-27,ENSG00000244575, IGKV127,ENSG
IGKV5-2,ENSG00000211599, IGKV52,ENSG
IGKV5-2,ENSG00000282172, IGKV52,ENSG
IGKV6-21,ENSG00000282210, IGKV621,ENSG
IGKV6-21,ENSG00000211611, IGKV621,ENSG
GCNT2,ENSG00000285222, IGNT,ENSG
GCNT2,ENSG00000111846, IGNT,ENSG
GCNT2,ENSG00000285222, II,ENSG
GCNT2,ENSG00000111846, II,ENSG
IL25,ENSG00000166090, IL-25,ENSG
MYDGF,ENSG00000074842, IL-25,ENSG
MYDGF,ENSG00000074842, IL-27,ENSG
IL17D,ENSG00000172458, IL-27,ENSG
IL27RA,ENSG00000288185, IL-27R,ENSG
IL27RA,ENSG00000104998, IL-27R,ENSG
IL1R1,ENSG00000115594, IL1RA,ENSG
IL1RN,ENSG00000136689, IL1RA,ENSG
MYDGF,ENSG00000074842, IL27,ENSG
IL17D,ENSG00000172458, IL27,ENSG
LILRA2,ENSG00000239998, ILT1,ENSG
LILRA2,ENSG00000275290, ILT1,ENSG
LILRA2,ENSG00000278634, ILT1,ENSG
LILRA2,ENSG00000274000, ILT1,ENSG
LILRP2,ENSG00000284141, ILT10,ENSG
LILRP2,ENSG00000283983, ILT10,ENSG
LILRP2,ENSG00000290322, ILT10,ENSG
LILRP2,ENSG00000274788, ILT10,ENSG
LILRP2,ENSG00000290617, ILT10,ENSG
LILRP2,ENSG00000284593, ILT10,ENSG
LILRP2,ENSG00000276976, ILT10,ENSG
LILRP2,ENSG00000273864, ILT10,ENSG
LILRP2,ENSG00000273528, ILT10,ENSG
LILRP2,ENSG00000276243, ILT10,ENSG
LILRP2,ENSG00000290488, ILT10,ENSG
LILRP2,ENSG00000273883, ILT10,ENSG
LILRP2,ENSG00000278795, ILT10,ENSG
LILRP2,ENSG00000290343, ILT10,ENSG
LILRP2,ENSG00000275462, ILT10,ENSG
LILRP2,ENSG00000273755, ILT10,ENSG
LILRP2,ENSG00000274861, ILT10,ENSG
LILRP2,ENSG00000283942, ILT10,ENSG
LILRP2,ENSG00000275442, ILT10,ENSG
LILRP2,ENSG00000277963, ILT10,ENSG
LILRP2,ENSG00000274826, ILT10,ENSG
LILRP2,ENSG00000284405, ILT10,ENSG
LILRP2,ENSG00000284030, ILT10,ENSG
LILRP2,ENSG00000274120, ILT10,ENSG
LILRP2,ENSG00000275289, ILT10,ENSG
LILRP2,ENSG00000277267, ILT10,ENSG
LILRP2,ENSG00000273922, ILT10,ENSG
LILRP2,ENSG00000283800, ILT10,ENSG
LILRP2,ENSG00000276247, ILT10,ENSG
LILRP2,ENSG00000274842, ILT10,ENSG
LILRP2,ENSG00000290505, ILT10,ENSG
LILRP2,ENSG00000283794, ILT10,ENSG
LILRP2,ENSG00000273666, ILT10,ENSG
LILRP2,ENSG00000284051, ILT10,ENSG
LILRP2,ENSG00000283732, ILT10,ENSG
LILRP2,ENSG00000284097, ILT10,ENSG
LILRP2,ENSG00000278288, ILT10,ENSG
LILRP2,ENSG00000284314, ILT10,ENSG
LILRP2,ENSG00000284374, ILT10,ENSG
LILRP2,ENSG00000170858, ILT10,ENSG
LILRP2,ENSG00000284339, ILT10,ENSG
LILRA5,ENSG00000187116, ILT11,ENSG
LILRA5,ENSG00000275404, ILT11,ENSG
LILRA5,ENSG00000278355, ILT11,ENSG
LILRA5,ENSG00000274914, ILT11,ENSG
LILRA5,ENSG00000274113, ILT11,ENSG
LILRB1,ENSG00000277807, ILT2,ENSG
LILRB1,ENSG00000276452, ILT2,ENSG
LILRB1,ENSG00000274669, ILT2,ENSG
LILRB1,ENSG00000104972, ILT2,ENSG
LILRB1,ENSG00000277134, ILT2,ENSG
LILRB4,ENSG00000278555, ILT3,ENSG
LILRB4,ENSG00000186818, ILT3,ENSG
LILRB4,ENSG00000278279, ILT3,ENSG
LILRB4,ENSG00000275730, ILT3,ENSG
LILRB4,ENSG00000276042, ILT3,ENSG
LILRB2,ENSG00000274513, ILT4,ENSG
LILRB2,ENSG00000275463, ILT4,ENSG
LILRB2,ENSG00000277751, ILT4,ENSG
LILRB2,ENSG00000131042, ILT4,ENSG
LILRB2,ENSG00000276146, ILT4,ENSG
LILRB3,ENSG00000275019, ILT5,ENSG
LILRB3,ENSG00000274587, ILT5,ENSG
LILRB3,ENSG00000274587, ILT5,ENSG
LILRB3,ENSG00000274587, ILT5,ENSG
LILRB3,ENSG00000204577, ILT5,ENSG
LILRB3,ENSG00000275019, ILT5,ENSG
LILRB3,ENSG00000277816, ILT5,ENSG
LILRB3,ENSG00000274587, ILT5,ENSG
LILRB3,ENSG00000275019, ILT5,ENSG
LILRB3,ENSG00000277816, ILT5,ENSG
LILRB3,ENSG00000275019, ILT5,ENSG
LILRB3,ENSG00000277816, ILT5,ENSG
LILRB3,ENSG00000204577, ILT5,ENSG
LILRB3,ENSG00000204577, ILT5,ENSG
LILRB3,ENSG00000277816, ILT5,ENSG
LILRB3,ENSG00000204577, ILT5,ENSG
LILRA3,ENSG00000278046, ILT6,ENSG
LILRA3,ENSG00000273884, ILT6,ENSG
LILRA3,ENSG00000276175, ILT6,ENSG
LILRA3,ENSG00000275841, ILT6,ENSG
LILRA4,ENSG00000239961, ILT7,ENSG
LILRA4,ENSG00000274185, ILT7,ENSG
LILRA4,ENSG00000277092, ILT7,ENSG
LILRA4,ENSG00000276798, ILT7,ENSG
LILRA6,ENSG00000277177, ILT8,ENSG
LILRA6,ENSG00000244482, ILT8,ENSG
LILRA6,ENSG00000275584, ILT8,ENSG
LILRA6,ENSG00000274148, ILT8,ENSG
LILRA6,ENSG00000275539, ILT8,ENSG
LILRP1,ENSG00000274881, ILT9,ENSG
LILRP1,ENSG00000284470, ILT9,ENSG
LILRP1,ENSG00000284211, ILT9,ENSG
LILRP1,ENSG00000283715, ILT9,ENSG
LILRP1,ENSG00000284590, ILT9,ENSG
LILRP1,ENSG00000283747, ILT9,ENSG
LILRP1,ENSG00000284302, ILT9,ENSG
LILRP1,ENSG00000283837, ILT9,ENSG
LILRP1,ENSG00000278325, ILT9,ENSG
LILRP1,ENSG00000274271, ILT9,ENSG
LILRP1,ENSG00000276447, ILT9,ENSG
LILRP1,ENSG00000284581, ILT9,ENSG
LILRP1,ENSG00000283964, ILT9,ENSG
LILRP1,ENSG00000277240, ILT9,ENSG
LILRP1,ENSG00000273740, ILT9,ENSG
LILRP1,ENSG00000277921, ILT9,ENSG
LILRP1,ENSG00000273546, ILT9,ENSG
LILRP1,ENSG00000284389, ILT9,ENSG
LILRP1,ENSG00000275112, ILT9,ENSG
LILRP1,ENSG00000277570, ILT9,ENSG
LILRP1,ENSG00000284409, ILT9,ENSG
LILRP1,ENSG00000186152, ILT9,ENSG
LILRP1,ENSG00000276526, ILT9,ENSG
LILRP1,ENSG00000283806, ILT9,ENSG
LILRP1,ENSG00000277070, ILT9,ENSG
LILRP1,ENSG00000273670, ILT9,ENSG
LILRP1,ENSG00000273881, ILT9,ENSG
LILRP1,ENSG00000276099, ILT9,ENSG
LILRP1,ENSG00000284462, ILT9,ENSG
LILRP1,ENSG00000276307, ILT9,ENSG
LILRP1,ENSG00000283746, ILT9,ENSG
LILRP1,ENSG00000277894, ILT9,ENSG
LILRP1,ENSG00000276001, ILT9,ENSG
LILRP1,ENSG00000274545, ILT9,ENSG
LILRP1,ENSG00000274339, ILT9,ENSG
FAM20C,ENSG00000288499, IMAGE:4942737,ENSG
FAM20C,ENSG00000281429, IMAGE:4942737,ENSG
FAM20C,ENSG00000282147, IMAGE:4942737,ENSG
FAM20C,ENSG00000177706, IMAGE:4942737,ENSG
SPPL3,ENSG00000157837, IMP2,ENSG
IMMP2L,ENSG00000184903, IMP2,ENSG
SLC22A18,ENSG00000110628, IMPT1,ENSG
SLC22A18,ENSG00000276130, IMPT1,ENSG
ASIC5,ENSG00000256394, INAC,ENSG
ASIC5,ENSG00000262505, INAC,ENSG
SMARCB1,ENSG00000275837, INI-1,ENSG
SMARCB1,ENSG00000099956, INI-1,ENSG
TFPT,ENSG00000278161, INO80F,ENSG
TFPT,ENSG00000276296, INO80F,ENSG
TFPT,ENSG00000276022, INO80F,ENSG
TFPT,ENSG00000273833, INO80F,ENSG
TFPT,ENSG00000105619, INO80F,ENSG
TFPT,ENSG00000276263, INO80F,ENSG
TFPT,ENSG00000276504, INO80F,ENSG
TFPT,ENSG00000276323, INO80F,ENSG
TFPT,ENSG00000274073, INO80F,ENSG
TFPT,ENSG00000275086, INO80F,ENSG
RUVBL1,ENSG00000175792, INO80H,ENSG
RUVBL1,ENSG00000284901, INO80H,ENSG
INTS3,ENSG00000262826, INT3,ENSG
INTS3,ENSG00000143624, INT3,ENSG
INTS6,ENSG00000102786, INT6,ENSG
EIF3E,ENSG00000104408, INT6,ENSG
ATP5IF1,ENSG00000130770, IP,ENSG
ATP5IF1,ENSG00000285390, IP,ENSG
CANX,ENSG00000283777, IP90,ENSG
CANX,ENSG00000127022, IP90,ENSG
PHLDA2,ENSG00000181649, IPL,ENSG
PHLDA2,ENSG00000274538, IPL,ENSG
SOD2,ENSG00000291237, IPOB,ENSG
KPNB1,ENSG00000108424, IPOB,ENSG
IL1RN,ENSG00000136689, IRAP,ENSG
LNPEP,ENSG00000113441, IRAP,ENSG
AIF1,ENSG00000234836, IRT-1,ENSG
AIF1,ENSG00000204472, IRT-1,ENSG
AIF1,ENSG00000206428, IRT-1,ENSG
AIF1,ENSG00000235985, IRT-1,ENSG
AIF1,ENSG00000235588, IRT-1,ENSG
AIF1,ENSG00000237727, IRT-1,ENSG
IFI27,ENSG00000165949, ISG12,ENSG
IFI27,ENSG00000275214, ISG12,ENSG
SRR,ENSG00000167720, ISO1,ENSG
EIF1,ENSG00000173812, ISO1,ENSG
SMARCA5,ENSG00000153147, ISWI,ENSG
SMARCA1,ENSG00000102038, ISWI,ENSG
SLC22A18,ENSG00000110628, ITM,ENSG
SLC22A18,ENSG00000276130, ITM,ENSG
ITPK1-AS1,ENSG00000258730, ITPK1-AS,ENSG
ITPK1-AS1,ENSG00000280802, ITPK1-AS,ENSG
ITPK1-AS1,ENSG00000258730, ITPK1AS,ENSG
ITPK1-AS1,ENSG00000280802, ITPK1AS,ENSG
DERL3,ENSG00000274437, IZP6,ENSG
DERL3,ENSG00000099958, IZP6,ENSG
IPO4,ENSG00000196497, Imp4,ENSG
IPO4,ENSG00000285248, Imp4,ENSG
SMARCB1,ENSG00000099956, Ini1,ENSG
SMARCB1,ENSG00000275837, Ini1,ENSG
ZG16B,ENSG00000283056, JCLN2,ENSG
ZG16B,ENSG00000162078, JCLN2,ENSG
DUSP22,ENSG00000112679, JSP1,ENSG
DUSP22,ENSG00000112679, JSP1,ENSG
LTB4R2,ENSG00000213906, JULF2,ENSG
LTB4R2,ENSG00000285203, JULF2,ENSG
KRT20,ENSG00000171431, K20,ENSG
KRT20,ENSG00000263057, K20,ENSG
KRT23,ENSG00000108244, K23,ENSG
KRT23,ENSG00000263309, K23,ENSG
KRT40,ENSG00000262845, KA36,ENSG
KRT40,ENSG00000204889, KA36,ENSG
CEP170,ENSG00000276725, KAB,ENSG
CEP170,ENSG00000143702, KAB,ENSG
CEP170,ENSG00000143702, KAB,ENSG
CEP170,ENSG00000276725, KAB,ENSG
KRTAP1-1,ENSG00000188581, KAP1.1,ENSG
KRTAP1-1,ENSG00000262808, KAP1.1,ENSG
KRTAP1-1,ENSG00000262808, KAP1.1A,ENSG
KRTAP1-1,ENSG00000188581, KAP1.1A,ENSG
KRTAP1-1,ENSG00000262808, KAP1.1B,ENSG
KRTAP1-1,ENSG00000188581, KAP1.1B,ENSG
KRTAP4-11,ENSG00000263229, KAP4.14,ENSG
KRTAP4-11,ENSG00000212721, KAP4.14,ENSG
KRTAP9-9,ENSG00000262594, KAP9.9,ENSG
KRTAP9-9,ENSG00000267728, KAP9.9,ENSG
KRTAP9-9,ENSG00000198083, KAP9.9,ENSG
KCTD11,ENSG00000213859, KCASH1,ENSG
KCTD11,ENSG00000288399, KCASH1,ENSG
SLC12A7,ENSG00000276482, KCC4,ENSG
SLC12A7,ENSG00000113504, KCC4,ENSG
KCNIP4,ENSG00000281758, KCHIP4,ENSG
KCNIP4,ENSG00000185774, KCHIP4,ENSG
KCNQ2,ENSG00000075043, KCNA11,ENSG
KCNQ2,ENSG00000281151, KCNA11,ENSG
KCNQ1,ENSG00000053918, KCNA8,ENSG
KCNQ1,ENSG00000282076, KCNA8,ENSG
KCNQ1,ENSG00000282076, KCNA9,ENSG
KCNQ1,ENSG00000053918, KCNA9,ENSG
TBCE,ENSG00000284770, KCS,ENSG
TBCE,ENSG00000285053, KCS,ENSG
TBCE,ENSG00000282984, KCS,ENSG
TBCE,ENSG00000285053, KCS1,ENSG
TBCE,ENSG00000282984, KCS1,ENSG
TBCE,ENSG00000284770, KCS1,ENSG
PFDN6,ENSG00000237335, KE-2,ENSG
PFDN6,ENSG00000224782, KE-2,ENSG
PFDN6,ENSG00000206283, KE-2,ENSG
PFDN6,ENSG00000204220, KE-2,ENSG
PFDN6,ENSG00000235692, KE-2,ENSG
RPS18,ENSG00000235650, KE-3,ENSG
RPS18,ENSG00000223367, KE-3,ENSG
RPS18,ENSG00000096150, KE-3,ENSG
RPS18,ENSG00000226225, KE-3,ENSG
RPS18,ENSG00000227794, KE-3,ENSG
RPS18,ENSG00000231500, KE-3,ENSG
RGL2,ENSG00000206282, KE1.5,ENSG
RGL2,ENSG00000228736, KE1.5,ENSG
RGL2,ENSG00000237825, KE1.5,ENSG
RGL2,ENSG00000237441, KE1.5,ENSG
RGL2,ENSG00000224841, KE1.5,ENSG
RPS18,ENSG00000227794, KE3,ENSG
RPS18,ENSG00000096150, KE3,ENSG
RPS18,ENSG00000231500, KE3,ENSG
RPS18,ENSG00000226225, KE3,ENSG
RPS18,ENSG00000223367, KE3,ENSG
RPS18,ENSG00000235650, KE3,ENSG
SLC39A7,ENSG00000229802, KE4,ENSG
SLC39A7,ENSG00000227402, KE4,ENSG
SLC39A7,ENSG00000112473, KE4,ENSG
SLC39A7,ENSG00000226614, KE4,ENSG
SLC39A7,ENSG00000224399, KE4,ENSG
SLC39A7,ENSG00000206288, KE4,ENSG
HSD17B8,ENSG00000112474, KE6,ENSG
HSD17B8,ENSG00000225312, KE6,ENSG
HSD17B8,ENSG00000232357, KE6,ENSG
HSD17B8,ENSG00000228357, KE6,ENSG
HSD17B8,ENSG00000204228, KE6,ENSG
HSD17B8,ENSG00000228712, KE6,ENSG
GLS,ENSG00000115419, KGA,ENSG
KCNJ3,ENSG00000162989, KGA,ENSG
ADAM9,ENSG00000168615, KIAA0021,ENSG
ADAM9,ENSG00000282230, KIAA0021,ENSG
ACAP1,ENSG00000288169, KIAA0050,ENSG
ACAP1,ENSG00000072818, KIAA0050,ENSG
USP8P1,ENSG00000233486, KIAA0055-hom,ENSG
USP8P1,ENSG00000229265, KIAA0055-hom,ENSG
USP8P1,ENSG00000214892, KIAA0055-hom,ENSG
USP8P1,ENSG00000228904, KIAA0055-hom,ENSG
USP8P1,ENSG00000236374, KIAA0055-hom,ENSG
USP8P1,ENSG00000225029, KIAA0055-hom,ENSG
USP8P1,ENSG00000226050, KIAA0055-hom,ENSG
FAM30A,ENSG00000226777, KIAA0125,ENSG
FAM30A,ENSG00000277059, KIAA0125,ENSG
DGKD,ENSG00000077044, KIAA0145,ENSG
DGKD,ENSG00000280873, KIAA0145,ENSG
MDC1,ENSG00000228575, KIAA0170,ENSG
MDC1,ENSG00000231135, KIAA0170,ENSG
MDC1,ENSG00000137337, KIAA0170,ENSG
MDC1,ENSG00000224587, KIAA0170,ENSG
MDC1,ENSG00000206481, KIAA0170,ENSG
MDC1,ENSG00000237095, KIAA0170,ENSG
MDC1,ENSG00000225589, KIAA0170,ENSG
MDC1,ENSG00000234012, KIAA0170,ENSG
KANK4,ENSG00000132854, KIAA0172,ENSG
KANK1,ENSG00000107104, KIAA0172,ENSG
TCP11,ENSG00000124678, KIAA0229,ENSG
ANKS1A,ENSG00000064999, KIAA0229,ENSG
UTP14C,ENSG00000253797, KIAA0266,ENSG
ALG11,ENSG00000253710, KIAA0266,ENSG
ARHGEF10,ENSG00000274726, KIAA0294,ENSG
ARHGEF10,ENSG00000104728, KIAA0294,ENSG
PTPRN2,ENSG00000155093, KIAA0387,ENSG
PTPRN2,ENSG00000282185, KIAA0387,ENSG
PDE4DIP,ENSG00000178104, KIAA0454,ENSG
PDE4DIP,ENSG00000178104, KIAA0454,ENSG
CEP170,ENSG00000143702, KIAA0470,ENSG
CEP170,ENSG00000143702, KIAA0470,ENSG
CEP170,ENSG00000276725, KIAA0470,ENSG
CEP170,ENSG00000276725, KIAA0470,ENSG
PDE4DIP,ENSG00000178104, KIAA0477,ENSG
PDE4DIP,ENSG00000178104, KIAA0477,ENSG
LRRC37A3,ENSG00000275621, KIAA0563,ENSG
LRRC37A3,ENSG00000176809, KIAA0563,ENSG
ENTREP2,ENSG00000273564, KIAA0574,ENSG
ENTREP2,ENSG00000104059, KIAA0574,ENSG
ICOSLG,ENSG00000160223, KIAA0653,ENSG
ICOSLG,ENSG00000160223, KIAA0653,ENSG
RAB11FIP3,ENSG00000275338, KIAA0665,ENSG
RAB11FIP3,ENSG00000090565, KIAA0665,ENSG
TBC1D9B,ENSG00000197226, KIAA0676,ENSG
TBC1D9B,ENSG00000284400, KIAA0676,ENSG
ACTRT1,ENSG00000123165, KIAA0705,ENSG
MAGI2,ENSG00000187391, KIAA0705,ENSG
CLSTN3,ENSG00000139182, KIAA0726,ENSG
CLSTN3,ENSG00000288427, KIAA0726,ENSG
ADGRL1,ENSG00000288324, KIAA0821,ENSG
ADGRL1,ENSG00000072071, KIAA0821,ENSG
MLXIP,ENSG00000175727, KIAA0867,ENSG
MLXIP,ENSG00000281178, KIAA0867,ENSG
CNTNAP2,ENSG00000174469, KIAA0868,ENSG
CNTNAP2,ENSG00000278728, KIAA0868,ENSG
AP2A2,ENSG00000183020, KIAA0899,ENSG
AP2A2,ENSG00000280759, KIAA0899,ENSG
AP2A2,ENSG00000281385, KIAA0899,ENSG
SBNO2,ENSG00000064932, KIAA0963,ENSG
SBNO2,ENSG00000278788, KIAA0963,ENSG
SEPTIN9,ENSG00000184640, KIAA0991,ENSG
SEPTIN9,ENSG00000282302, KIAA0991,ENSG
BDP1,ENSG00000274803, KIAA1241,ENSG
BDP1,ENSG00000273873, KIAA1241,ENSG
BDP1,ENSG00000145734, KIAA1241,ENSG
KANSL1,ENSG00000278458, KIAA1267,ENSG
KANSL1,ENSG00000120071, KIAA1267,ENSG
KANSL1,ENSG00000275867, KIAA1267,ENSG
CASP8AP2,ENSG00000288475, KIAA1315,ENSG
CASP8AP2,ENSG00000118412, KIAA1315,ENSG
MUC20,ENSG00000278114, KIAA1359,ENSG
MUC20,ENSG00000176945, KIAA1359,ENSG
MUC20,ENSG00000277753, KIAA1359,ENSG
MUC20,ENSG00000274843, KIAA1359,ENSG
MUC20,ENSG00000276583, KIAA1359,ENSG
MUC20,ENSG00000275430, KIAA1359,ENSG
MUC20,ENSG00000275501, KIAA1359,ENSG
MUC20,ENSG00000281630, KIAA1359,ENSG
JPT2,ENSG00000206053, KIAA1426,ENSG
CRAMP1,ENSG00000007545, KIAA1426,ENSG
TRMT9B,ENSG00000250305, KIAA1456,ENSG
TRMT9B,ENSG00000284872, KIAA1456,ENSG
TNRC6A,ENSG00000090905, KIAA1460,ENSG
TNRC6A,ENSG00000288130, KIAA1460,ENSG
DHX36,ENSG00000174953, KIAA1488,ENSG
DHX36,ENSG00000281763, KIAA1488,ENSG
CEP72,ENSG00000280688, KIAA1519,ENSG
CEP72,ENSG00000112877, KIAA1519,ENSG
ZBTB4,ENSG00000283868, KIAA1538,ENSG
ZBTB4,ENSG00000174282, KIAA1538,ENSG
ZDBF2,ENSG00000204186, KIAA1571,ENSG
ZDBF2,ENSG00000283649, KIAA1571,ENSG
PPP4R4,ENSG00000119698, KIAA1622,ENSG
PPP4R4,ENSG00000278326, KIAA1622,ENSG
BDP1,ENSG00000274803, KIAA1689,ENSG
BDP1,ENSG00000273873, KIAA1689,ENSG
BDP1,ENSG00000145734, KIAA1689,ENSG
MEGF11,ENSG00000157890, KIAA1781,ENSG
MEGF11,ENSG00000277848, KIAA1781,ENSG
FAM120B,ENSG00000112584, KIAA1838,ENSG
FAM120B,ENSG00000275333, KIAA1838,ENSG
HYDIN,ENSG00000283022, KIAA1864,ENSG
HYDIN,ENSG00000157423, KIAA1864,ENSG
VARS2,ENSG00000137411, KIAA1885,ENSG
VARS2,ENSG00000230985, KIAA1885,ENSG
VARS2,ENSG00000234032, KIAA1885,ENSG
VARS2,ENSG00000223494, KIAA1885,ENSG
VARS2,ENSG00000236178, KIAA1885,ENSG
VARS2,ENSG00000206476, KIAA1885,ENSG
TUBGCP5,ENSG00000276856, KIAA1899,ENSG
TUBGCP5,ENSG00000275835, KIAA1899,ENSG
TUBGCP5,ENSG00000280807, KIAA1899,ENSG
ZBED9,ENSG00000232040, KIAA1925,ENSG
ZBED9,ENSG00000248496, KIAA1925,ENSG
UTP4,ENSG00000141076, KIAA1988,ENSG
UTP4,ENSG00000262788, KIAA1988,ENSG
ANKRD18A,ENSG00000180071, KIAA2015,ENSG
ANKRD18A,ENSG00000180071, KIAA2015,ENSG
ZNF761,ENSG00000160336, KIAA2033,ENSG
ZNF761,ENSG00000160336, KIAA2033,ENSG
BRD2,ENSG00000234704, KIAA9001,ENSG
BRD2,ENSG00000234507, KIAA9001,ENSG
BRD2,ENSG00000215077, KIAA9001,ENSG
BRD2,ENSG00000204256, KIAA9001,ENSG
BRD2,ENSG00000236227, KIAA9001,ENSG
BRD2,ENSG00000230678, KIAA9001,ENSG
BRD2,ENSG00000235307, KIAA9001,ENSG
CDKN1C,ENSG00000129757, KIP2,ENSG
CDKN1C,ENSG00000273707, KIP2,ENSG
CIB2,ENSG00000136425, KIP2,ENSG
KIR3DL1,ENSG00000275486, KIR,ENSG
KIR3DL1,ENSG00000274948, KIR,ENSG
KIR3DL1,ENSG00000275717, KIR,ENSG
KIR3DL1,ENSG00000273518, KIR,ENSG
KIR3DL1,ENSG00000284589, KIR,ENSG
KIR3DL1,ENSG00000276423, KIR,ENSG
KIR3DL1,ENSG00000278856, KIR,ENSG
KIR3DL1,ENSG00000283729, KIR,ENSG
KIR3DL1,ENSG00000284177, KIR,ENSG
KIR3DL1,ENSG00000276379, KIR,ENSG
KIR3DL1,ENSG00000275288, KIR,ENSG
KIR3DL1,ENSG00000274036, KIR,ENSG
KIR3DL1,ENSG00000275659, KIR,ENSG
KIR3DL1,ENSG00000284093, KIR,ENSG
KIR3DL1,ENSG00000278368, KIR,ENSG
KIR3DL1,ENSG00000284426, KIR,ENSG
KIR3DL1,ENSG00000278427, KIR,ENSG
KIR3DL1,ENSG00000277175, KIR,ENSG
KIR3DL1,ENSG00000283954, KIR,ENSG
KIR3DL1,ENSG00000278079, KIR,ENSG
KIR3DL1,ENSG00000275545, KIR,ENSG
KIR3DL1,ENSG00000276329, KIR,ENSG
KIR3DL1,ENSG00000283827, KIR,ENSG
KIR3DL1,ENSG00000276501, KIR,ENSG
KIR3DL1,ENSG00000274146, KIR,ENSG
KIR3DL1,ENSG00000275786, KIR,ENSG
KIR3DL1,ENSG00000284342, KIR,ENSG
KIR3DL1,ENSG00000167633, KIR,ENSG
KIR3DL1,ENSG00000283731, KIR,ENSG
KIR3DL1,ENSG00000273775, KIR,ENSG
KIR3DL1,ENSG00000277272, KIR,ENSG
KIR3DL1,ENSG00000274920, KIR,ENSG
KIR2DL5A,ENSG00000275596, KIR2DL5,ENSG
KIR2DL5A,ENSG00000276392, KIR2DL5,ENSG
KIR2DL5A,ENSG00000276177, KIR2DL5,ENSG
KIR2DL5A,ENSG00000275596, KIR2DL5,ENSG
KIR2DL5A,ENSG00000274143, KIR2DL5,ENSG
KIR2DL5A,ENSG00000274676, KIR2DL5,ENSG
KIR2DL5A,ENSG00000278116, KIR2DL5,ENSG
KIR2DL5A,ENSG00000276686, KIR2DL5,ENSG
KIR2DL5A,ENSG00000276686, KIR2DL5,ENSG
KIR2DL5A,ENSG00000274676, KIR2DL5,ENSG
KIR2DL5A,ENSG00000276392, KIR2DL5.1,ENSG
KIR2DL5A,ENSG00000276686, KIR2DL5.1,ENSG
KIR2DL5A,ENSG00000276686, KIR2DL5.1,ENSG
KIR2DL5A,ENSG00000275596, KIR2DL5.1,ENSG
KIR2DL5A,ENSG00000274676, KIR2DL5.1,ENSG
KIR2DL5A,ENSG00000276177, KIR2DL5.1,ENSG
KIR2DL5A,ENSG00000275596, KIR2DL5.1,ENSG
KIR2DL5A,ENSG00000274143, KIR2DL5.1,ENSG
KIR2DL5A,ENSG00000278116, KIR2DL5.1,ENSG
KIR2DL5A,ENSG00000274676, KIR2DL5.1,ENSG
KIR2DL5B,ENSG00000275946, KIR2DL5.2,ENSG
KIR2DL5B,ENSG00000284089, KIR2DL5.2,ENSG
KIR2DL5B,ENSG00000274707, KIR2DL5.2,ENSG
KIR2DL5B,ENSG00000275937, KIR2DL5.2,ENSG
KIR2DL5B,ENSG00000278481, KIR2DL5.2,ENSG
KIR2DL5B,ENSG00000275436, KIR2DL5.2,ENSG
KIR2DL5B,ENSG00000278414, KIR2DL5.2,ENSG
KIR2DL5B,ENSG00000275946, KIR2DL5.2,ENSG
KIR2DL5B,ENSG00000278414, KIR2DL5.3,ENSG
KIR2DL5B,ENSG00000274707, KIR2DL5.3,ENSG
KIR2DL5B,ENSG00000275946, KIR2DL5.3,ENSG
KIR2DL5B,ENSG00000275946, KIR2DL5.3,ENSG
KIR2DL5B,ENSG00000275436, KIR2DL5.3,ENSG
KIR2DL5B,ENSG00000275937, KIR2DL5.3,ENSG
KIR2DL5B,ENSG00000284089, KIR2DL5.3,ENSG
KIR2DL5B,ENSG00000278481, KIR2DL5.3,ENSG
KIR2DL5B,ENSG00000275436, KIR2DL5.4,ENSG
KIR2DL5B,ENSG00000275937, KIR2DL5.4,ENSG
KIR2DL5B,ENSG00000284089, KIR2DL5.4,ENSG
KIR2DL5B,ENSG00000275946, KIR2DL5.4,ENSG
KIR2DL5B,ENSG00000278414, KIR2DL5.4,ENSG
KIR2DL5B,ENSG00000275946, KIR2DL5.4,ENSG
KIR2DL5B,ENSG00000278481, KIR2DL5.4,ENSG
KIR2DL5B,ENSG00000274707, KIR2DL5.4,ENSG
KIR2DP1,ENSG00000273522, KIR2DL6,ENSG
KIR2DP1,ENSG00000274851, KIR2DL6,ENSG
KIR2DP1,ENSG00000274912, KIR2DL6,ENSG
KIR2DP1,ENSG00000283860, KIR2DL6,ENSG
KIR2DP1,ENSG00000284533, KIR2DL6,ENSG
KIR2DP1,ENSG00000277286, KIR2DL6,ENSG
KIR2DP1,ENSG00000274942, KIR2DL6,ENSG
KIR2DP1,ENSG00000273753, KIR2DL6,ENSG
KIR2DP1,ENSG00000284088, KIR2DL6,ENSG
KIR2DP1,ENSG00000278339, KIR2DL6,ENSG
KIR2DP1,ENSG00000276503, KIR2DL6,ENSG
KIR2DP1,ENSG00000276468, KIR2DL6,ENSG
KIR2DP1,ENSG00000275815, KIR2DL6,ENSG
KIR2DP1,ENSG00000242473, KIR2DL6,ENSG
KIR2DP1,ENSG00000284497, KIR2DL6,ENSG
